actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value,jumpBallRecoverdPersonId
92,PT04M42.00S,2022-04-06T01:24:24.4Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,12,19,2022-04-06T01:24:25Z,920000,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,91.0,2.0,1.0,1.0,,,,,,,
93,PT04M42.00S,2022-04-06T01:24:24.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630170,5.590000152587891,50.0,1610612759,12,21,2022-04-06T01:24:37Z,930000,0.0,0.0,1,left,D. Vassell tip DUNK (12 PTS),[1630170],1610612759.0,SAS,tip,,,,,,0.0,Made,12.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
94,PT04M36.00S,2022-04-06T01:24:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,94.1688567674113,52.94117647058824,1610612743,14,21,2022-04-06T01:24:35Z,940000,15.0,2.0,1,right,A. Gordon driving Layup (2 PTS),[203932],1610612743.0,DEN,driving,,,,,,1.49,Made,2.0,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
95,PT04M27.00S,2022-04-06T01:24:53.5Z,1,REGULAR,substitution,out,[],1628420,,,1610612759,14,21,2022-04-06T01:24:57Z,950000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
96,PT04M27.00S,2022-04-06T01:24:53.5Z,1,REGULAR,substitution,out,[],203085,,,1610612759,14,21,2022-04-06T01:24:57Z,960000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,,,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,
97,PT04M27.00S,2022-04-06T01:24:53.5Z,1,REGULAR,substitution,in,[],1627854,,,1610612759,14,21,2022-04-06T01:24:57Z,970000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,,,,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,
98,PT04M27.00S,2022-04-06T01:24:53.5Z,1,REGULAR,substitution,in,[],1630538,,,1610612759,14,21,2022-04-06T01:24:57Z,980000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2022-04-06T01:25:20.7Z,1,REGULAR,jumpball,recovered,[],0,,,1610612759,14,21,2022-04-06T01:25:20Z,990000,,,0,,Jump Ball Z. Collins vs. N. Jokic: Tip to Team (SAS),"[1628380, 203999]",1610612759.0,SAS,heldball,Team (SAS),Collins,1628380.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2022-04-06T01:25:21.8Z,1,REGULAR,foul,personal,[],203999,,,1610612759,14,21,2022-04-06T01:25:48Z,1020000,,,0,,N. Jokic loose ball personal FOUL (1 PF),"[203999, 1628380]",1610612743.0,DEN,loose ball,,,,,,,,,Jokic,N. Jokic,,,,1146.0,1.0,0.0,Collins,1628380.0,,,,,,,,,,,
104,PT04M20.00S,2022-04-06T01:25:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,15.193823915900131,47.30392156862745,1610612759,14,23,2022-04-06T01:25:51Z,1040000,13.0,90.0,1,left,Z. Collins 9' Jump Shot (4 PTS) (D. Vassell 1 AST),"[1628380, 1630170]",1610612759.0,SAS,,,,,,,9.13,Made,4.0,Collins,Z. Collins,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,,,
106,PT04M07.00S,2022-04-06T01:26:00.9Z,1,REGULAR,3pt,Jump Shot,[],203115,69.20170827858082,71.56862745098039,1610612743,17,23,2022-04-06T01:26:04Z,1060000,108.0,237.0,1,right,W. Barton 26' 3PT  (3 PTS) (B. Hyland 1 AST),"[203115, 1630538]",1610612743.0,DEN,,,,,,,26.04,Made,3.0,Barton,W. Barton,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,,,
108,PT03M59.00S,2022-04-06T01:26:15.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,23,2022-04-06T01:26:15Z,1080000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,out,[],203115,,,1610612759,17,23,2022-04-06T01:29:02Z,1090000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,
112,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,17,23,2022-04-06T01:29:02Z,1100000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,17,23,2022-04-06T01:29:02Z,1110000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
114,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,in,[],1628432,,,1610612759,17,23,2022-04-06T01:29:02Z,1120000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,,,,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,
115,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,17,23,2022-04-06T01:29:02Z,1130000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
116,PT03M59.00S,2022-04-06T01:28:43.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,17,23,2022-04-06T01:29:02Z,1140000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
117,PT03M46.00S,2022-04-06T01:29:14.1Z,1,REGULAR,2pt,Jump Shot,[],1629022,26.888961892247043,51.225490196078425,1610612759,17,23,2022-04-06T01:29:18Z,1150000,-6.0,200.0,1,left,MISS L. Walker IV 20' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,,,,20.04,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
118,PT03M45.00S,2022-04-06T01:29:15.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,17,23,2022-04-06T01:29:18Z,1160000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,117.0,2.0,2.0,0.0,,,,,,,
119,PT03M39.00S,2022-04-06T01:29:22.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203932,93.64323258869908,52.450980392156865,1610612743,19,23,2022-04-06T01:29:30Z,1170000,12.0,7.0,1,right,A. Gordon running finger roll Layup (4 PTS),[203932],1610612743.0,DEN,running finger roll,,,,,,1.43,Made,4.0,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-04-06T01:29:44.3Z,1,REGULAR,2pt,Jump Shot,[],1626196,6.521024967148489,78.92156862745098,1610612759,19,23,2022-04-06T01:29:47Z,1180000,-145.0,9.0,1,left,MISS J. Richardson 14' pullup Shot - blocked,"[1626196, 203932]",1610612759.0,SAS,pullup,,,,,,14.49,Missed,,Richardson,J. Richardson,,,,,,,,,,,,,,,,Gordon,203932.0,,
121,PT03M16.00S,2022-04-06T01:29:44.3Z,1,REGULAR,block,,[],203932,,,1610612759,19,23,2022-04-06T01:29:46Z,1190000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2022-04-06T01:29:45.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,19,23,2022-04-06T01:29:47Z,1200000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,120.0,3.0,3.0,0.0,,,,,,,
123,PT03M13.00S,2022-04-06T01:29:48.3Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,19,23,2022-04-06T01:29:54Z,1210000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1626196]",1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
124,PT03M13.00S,2022-04-06T01:29:48.3Z,1,REGULAR,steal,,[],1626196,,,1610612759,19,23,2022-04-06T01:29:50Z,1220000,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612759.0,SAS,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
125,PT03M10.00S,2022-04-06T01:29:51.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626196,6.521024967148489,49.754901960784316,1610612759,19,25,2022-04-06T01:29:58Z,1230000,1.0,9.0,1,left,J. Richardson driving DUNK (2 PTS),[1626196],1610612759.0,SAS,driving,,,,,,0.89,Made,2.0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2022-04-06T01:30:11.7Z,1,REGULAR,2pt,Jump Shot,[],203999,73.40670170827858,48.03921568627451,1610612743,21,25,2022-04-06T01:30:16Z,1240000,-10.0,197.0,1,right,N. Jokic 19' Jump Shot (11 PTS) (B. Forbes 1 AST),"[203999, 1627854]",1610612743.0,DEN,,,,,,,19.77,Made,11.0,Jokic,N. Jokic,B. Forbes,1627854.0,1.0,,,,,,,,,,,,,,,,
128,PT02M35.00S,2022-04-06T01:30:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,14.536793692509855,64.70588235294117,1610612759,21,25,2022-04-06T01:35:50Z,1260000,-74.0,84.0,1,left,MISS T. Jones 11' floating Shot,[1630200],1610612759.0,SAS,floating,,,,,,11.17,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
129,PT02M34.00S,2022-04-06T01:30:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,21,25,2022-04-06T01:32:47Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,
131,PT02M34.00S,2022-04-06T01:30:42.5Z,1,REGULAR,substitution,out,[],203932,,,1610612759,21,25,2022-04-06T01:32:47Z,1290000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
132,PT02M34.00S,2022-04-06T01:30:42.5Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,21,25,2022-04-06T01:32:47Z,1300000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,
133,PT02M34.00S,2022-04-06T01:30:42.5Z,1,REGULAR,substitution,in,[],203210,,,1610612759,21,25,2022-04-06T01:32:47Z,1310000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
134,PT02M34.00S,2022-04-06T01:30:42.5Z,1,REGULAR,substitution,in,[],1627751,,,1610612759,21,25,2022-04-06T01:32:47Z,1320000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,
141,PT02M31.00S,2022-04-06T01:30:57.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629022,6.044678055190539,21.10140931372549,1610612759,21,25,2022-04-06T01:35:37Z,1325000,144.0,4.0,1,left,MISS L. Walker IV 14' fadeaway Shot,[1629022],1610612759.0,SAS,fadeaway,,,,,,14.46,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
142,PT02M31.00S,2022-04-06T01:30:57.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,25,2022-04-06T01:33:03Z,1327500,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,141.0,3.0,3.0,0.0,,,,,,,
135,PT02M17.00S,2022-04-06T01:31:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,92.06636005256242,43.13725490196079,1610612743,23,25,2022-04-06T01:31:21Z,1330000,-34.0,22.0,1,right,N. Jokic Jump Shot (13 PTS),[203999],1610612743.0,DEN,,,,,,,4.08,Made,13.0,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2022-04-06T01:31:23.2Z,1,REGULAR,3pt,Jump Shot,[],1626196,31.61957950065703,35.78431372549019,1610612759,23,25,2022-04-06T01:31:28Z,1340000,71.0,245.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,,,,25.48,Missed,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
137,PT02M04.00S,2022-04-06T01:31:25.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,25,2022-04-06T01:31:28Z,1350000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,136.0,4.0,4.0,0.0,,,,,,,
138,PT01M57.00S,2022-04-06T01:31:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630538,70.77858081471747,72.30392156862744,1610612743,26,25,2022-04-06T01:31:55Z,1360000,112.0,222.0,1,right,B. Hyland 24' 3PT  (3 PTS) (N. Jokic 1 AST),"[1630538, 203999]",1610612743.0,DEN,,,,,,,24.86,Made,3.0,Hyland,B. Hyland,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,,
140,PT01M40.00S,2022-04-06T01:31:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,5.995400788436268,55.63725490196079,1610612759,26,27,2022-04-06T01:32:00Z,1380000,-28.0,4.0,1,left,K. Bates-Diop reverse Layup (2 PTS) (J. Poeltl 1 AST),"[1628966, 1627751]",1610612759.0,SAS,reverse,,,,,,2.85,Made,2.0,Bates-Diop,K. Bates-Diop,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,,,
144,PT01M26.00S,2022-04-06T01:32:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.85479632063075,55.392156862745104,1610612743,26,27,2022-04-06T01:32:11Z,1400000,27.0,15.0,1,right,MISS N. Jokic Layup,[203999],1610612743.0,DEN,,,,,,,3.07,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
145,PT01M23.00S,2022-04-06T01:32:06.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,27,2022-04-06T01:36:17Z,1410000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,
146,PT01M07.00S,2022-04-06T01:32:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,16.770696452036795,35.78431372549019,1610612759,26,29,2022-04-06T01:32:28Z,1420000,71.0,105.0,1,left,J. Richardson 12' pullup Jump Shot (4 PTS),[1626196],1610612759.0,SAS,pullup,,,,,,12.69,Made,4.0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
147,PT00M48.50S,2022-04-06T01:32:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.93495400788436,49.50980392156863,1610612743,28,29,2022-04-06T01:32:54Z,1430000,-2.0,23.0,1,right,N. Jokic driving finger roll Layup (15 PTS),[203999],1610612743.0,DEN,driving finger roll,,,,,,2.34,Made,15.0,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
148,PT00M34.80S,2022-04-06T01:32:59.0Z,1,REGULAR,3pt,Jump Shot,[],1626196,26.10052562417871,82.84313725490196,1610612759,28,32,2022-04-06T01:33:06Z,1440000,-164.0,193.0,1,left,J. Richardson 25' 3PT  (7 PTS) (L. Walker IV 1 AST),"[1626196, 1629022]",1610612759.0,SAS,,,,,,,25.32,Made,7.0,Richardson,J. Richardson,L. Walker IV,1629022.0,1.0,,,,,,,,,,,,,,,,
150,PT00M25.20S,2022-04-06T01:33:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,91.14651773981603,42.15686274509804,1610612743,30,32,2022-04-06T01:33:15Z,1460000,-39.0,31.0,1,right,N. Jokic driving floating Jump Shot (17 PTS),[203999],1610612743.0,DEN,driving floating,,,,,,4.98,Made,17.0,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
151,PT00M03.80S,2022-04-06T01:33:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.046649145860711,46.07843137254902,1610612759,30,32,2022-04-06T01:33:48Z,1470000,20.0,14.0,1,left,MISS T. Jones driving reverse Layup,[1630200],1610612759.0,SAS,driving reverse,,,,,,2.39,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
152,PT00M02.20S,2022-04-06T01:33:37.4Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,30,32,2022-04-06T01:33:37Z,1480000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,,,,,,,Reed,D. Reed,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,
153,PT00M00.30S,2022-04-06T01:33:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628432,52.11892247043364,53.431372549019606,1610612743,30,32,2022-04-06T01:33:52Z,1490000,17.0,398.0,1,right,MISS D. Reed 39' running 3PT,[1628432],1610612743.0,DEN,running,,,,,,39.8,Missed,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,
154,PT00M00.30S,2022-04-06T01:33:39.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,30,32,2022-04-06T01:33:52Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,
155,PT00M00.00S,2022-04-06T01:33:47.0Z,1,REGULAR,period,end,[],0,,,1610612743,30,32,2022-04-06T01:33:47Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-04-06T01:36:06.6Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,30,32,2022-04-06T01:36:35Z,1520000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-04-06T01:36:06.6Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612743,30,32,2022-04-06T01:36:35Z,1530000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-04-06T01:36:06.6Z,2,REGULAR,substitution,in,['startperiod'],202326,,,1610612743,30,32,2022-04-06T01:36:35Z,1540000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-04-06T01:36:06.6Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612743,30,32,2022-04-06T01:36:35Z,1550000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-04-06T01:36:32.6Z,2,REGULAR,period,start,[],0,,,1610612759,30,32,2022-04-06T01:36:36Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2022-04-06T01:36:47.8Z,2,REGULAR,2pt,Jump Shot,[],1630170,6.652431011826544,24.509803921568626,1610612759,30,32,2022-04-06T01:37:05Z,1570000,127.0,10.0,1,left,MISS D. Vassell 12' Jump Shot,[1630170],1610612759.0,SAS,,,,,,,12.79,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
162,PT11M33.00S,2022-04-06T01:36:58.8Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,30,32,2022-04-06T01:37:05Z,1580000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,161.0,1.0,0.0,1.0,,,,,,,
163,PT11M33.00S,2022-04-06T01:36:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,5.590000152587891,50.0,1610612759,30,34,2022-04-06T01:36:57Z,1590000,0.0,0.0,1,left,K. Bates-Diop tip Layup (4 PTS),[1628966],1610612759.0,SAS,tip,,,,,,0.0,Made,4.0,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
164,PT11M25.00S,2022-04-06T01:37:06.5Z,2,REGULAR,3pt,Jump Shot,[],202326,67.09921156373193,45.83333333333333,1610612743,30,34,2022-04-06T01:37:27Z,1600000,-21.0,257.0,1,right,MISS D. Cousins 25' 3PT,[202326],1610612743.0,DEN,,,,,,,25.76,Missed,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
165,PT11M21.00S,2022-04-06T01:37:10.5Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,30,34,2022-04-06T01:37:27Z,1610000,,,0,,D. Vassell REBOUND (Off:1 Def:2),[1630170],1610612759.0,SAS,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,164.0,3.0,2.0,1.0,,,,,,,
166,PT11M16.00S,2022-04-06T01:37:19.2Z,2,REGULAR,foul,personal,[],202326,,,1610612759,30,34,2022-04-06T01:37:23Z,1620000,,,0,,D. Cousins personal FOUL (1 PF),"[202326, 1627751]",1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,202027.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,,
168,PT11M09.00S,2022-04-06T01:37:46.0Z,2,REGULAR,foul,offensive,[],1628966,,,1610612759,30,34,2022-04-06T01:37:52Z,1640000,,,0,,K. Bates-Diop charge offensive FOUL (1 PF),"[1628966, 202326]",1610612759.0,SAS,charge,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,1146.0,1.0,0.0,Cousins,202326.0,,,,,,,,,,,
170,PT11M09.00S,2022-04-06T01:37:46.0Z,2,REGULAR,turnover,offensive foul,[],1628966,,,1610612759,30,34,2022-04-06T01:37:46Z,1660000,,,0,,K. Bates-Diop offensive foul TURNOVER (1 TO),[1628966],1610612759.0,SAS,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,1146.0,,,,,,,,,1.0,,,,,,
171,PT10M56.00S,2022-04-06T01:38:11.9Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612743,30,34,2022-04-06T01:38:15Z,1670000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1629022]",1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,1.0,Walker IV,1629022.0,,,,
172,PT10M56.00S,2022-04-06T01:38:11.9Z,2,REGULAR,steal,,[],1629022,,,1610612759,30,34,2022-04-06T01:38:13Z,1680000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
173,PT10M52.00S,2022-04-06T01:38:16.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,16.63929040735874,61.029411764705884,1610612759,30,34,2022-04-06T01:38:21Z,1690000,-55.0,104.0,1,left,MISS D. Vassell 11' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,11.76,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
174,PT10M49.00S,2022-04-06T01:38:19.3Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,30,34,2022-04-06T01:38:21Z,1700000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,
175,PT10M37.00S,2022-04-06T01:38:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202326,91.80354796320631,52.69607843137255,1610612743,30,34,2022-04-06T01:38:38Z,1710000,13.0,25.0,1,right,MISS D. Cousins cutting Layup,[202326],1610612743.0,DEN,cutting,,,,,,2.8,Missed,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
176,PT10M37.00S,2022-04-06T01:38:30.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,30,34,2022-04-06T01:38:38Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,
177,PT10M33.00S,2022-04-06T01:38:47.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627854,73.27529566360053,32.59803921568628,1610612743,32,34,2022-04-06T01:38:52Z,1730000,-87.0,199.0,1,right,B. Forbes 21' Jump Shot (2 PTS) (J. Green 1 AST),"[1627854, 203210]",1610612743.0,DEN,,,,,,,21.69,Made,2.0,Forbes,B. Forbes,J. Green,203210.0,1.0,,,,,,,,,,,,,,,,
179,PT10M24.00S,2022-04-06T01:38:59.3Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612759,32,34,2022-04-06T01:39:04Z,1750000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Jones 2 FT),"[202326, 1630200]",1610612743.0,DEN,shooting,,,,,,,,,Cousins,D. Cousins,,,,1146.0,2.0,0.0,Jones,1630200.0,,,,,,,,,,,
181,PT10M24.00S,2022-04-06T01:39:24.1Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,32,35,2022-04-06T01:39:24Z,1770000,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,,,,,Made,1.0,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
182,PT10M24.00S,2022-04-06T01:39:24.6Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,32,35,2022-04-06T01:39:28Z,1780000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
183,PT10M24.00S,2022-04-06T01:39:24.6Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,32,35,2022-04-06T01:39:28Z,1790000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
