actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-15T02:13:11.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-15T02:13:11Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-15T02:13:13.6Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2022-02-15T02:13:13Z,40000,,,0,,Jump Ball N. Jokic vs. M. Bamba: Tip to J. Green,"[201145, 203999, 1628964]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Jokic,203999.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-02-15T02:13:33.1Z,1,REGULAR,2pt,Jump Shot,[],203999,8.623521681997373,79.65686274509804,1610612743,0,0,2022-02-15T02:13:42Z,70000,-148.0,29.0,1,left,MISS N. Jokic 15' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,15.1,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-02-15T02:13:36.1Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,0,0,2022-02-15T02:13:42Z,80000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2022-02-15T02:13:48.8Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,0,0,2022-02-15T02:13:52Z,90000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 203932]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,1.0,Gordon,203932.0,,,,,,,,,,,,
10,PT11M22.00S,2022-02-15T02:13:48.8Z,1,REGULAR,steal,,[],203932,,,1610612743,0,0,2022-02-15T02:13:50Z,100000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-02-15T02:13:53.2Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,0,0,2022-02-15T02:13:57Z,110000,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1630532]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,,,,,
12,PT11M17.00S,2022-02-15T02:13:53.2Z,1,REGULAR,steal,,[],1630532,,,1610612753,0,0,2022-02-15T02:13:55Z,120000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2022-02-15T02:13:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,92.85479632063075,45.83333333333333,1610612753,0,2,2022-02-15T02:14:05Z,130000,-21.0,15.0,1,right,J. Suggs running alley-oop Layup (2 PTS) (F. Wagner 1 AST),"[1630591, 1630532]",1610612753.0,ORL,running alley-oop,,,Suggs,J. Suggs,,,,,2.55,Made,,,,,,,,2.0,F. Wagner,1630532.0,1.0,,,,,,,,
15,PT10M55.00S,2022-02-15T02:14:14.8Z,1,REGULAR,3pt,Jump Shot,[],203932,26.10052562417871,18.38235294117647,1610612743,3,2,2022-02-15T02:14:20Z,150000,158.0,193.0,1,left,A. Gordon 24' 3PT  (3 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,24.93,Made,,,,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,
17,PT10M38.00S,2022-02-15T02:14:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628964,73.01248357424441,81.86274509803921,1610612753,3,2,2022-02-15T02:14:35Z,170000,159.0,201.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2022-02-15T02:14:33.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,2,2022-02-15T02:14:35Z,180000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M30.00S,2022-02-15T02:14:40.5Z,1,REGULAR,3pt,Jump Shot,[],201145,7.178055190538765,96.32352941176471,1610612743,3,2,2022-02-15T02:14:45Z,190000,-232.0,15.0,1,left,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-02-15T02:14:43.4Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612743,3,2,2022-02-15T02:14:43Z,200000,,,0,,B. Hyland REBOUND (Off:1 Def:0),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
21,PT10M24.00S,2022-02-15T02:14:46.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203115,10.85742444152431,2.2058823529411766,1610612743,3,2,2022-02-15T02:14:50Z,210000,239.0,50.0,1,left,MISS W. Barton 24' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2022-02-15T02:14:50.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,3,2,2022-02-15T02:14:50Z,220000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M11.00S,2022-02-15T02:14:58.9Z,1,REGULAR,2pt,Jump Shot,[],1628976,91.5407358738502,21.07843137254902,1610612753,3,4,2022-02-15T02:15:04Z,230000,-145.0,27.0,1,right,W. Carter Jr. 14' fadeaway Jump Shot (2 PTS),[1628976],1610612753.0,ORL,fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,14.71,Made,,,,,,,,2.0,,,,,,,,,,,
24,PT09M50.00S,2022-02-15T02:15:19.2Z,1,REGULAR,2pt,Jump Shot,[],203932,6.389618922470433,77.20588235294117,1610612743,3,4,2022-02-15T02:15:24Z,240000,-136.0,8.0,1,left,MISS A. Gordon 13' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2022-02-15T02:15:21.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,3,4,2022-02-15T02:15:24Z,250000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M38.00S,2022-02-15T02:15:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630175,74.85216819973719,12.009803921568627,1610612753,3,4,2022-02-15T02:15:37Z,260000,-190.0,184.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2022-02-15T02:15:36.3Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,3,4,2022-02-15T02:15:37Z,270000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M30.00S,2022-02-15T02:15:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,8.754927726675426,45.83333333333333,1610612743,5,4,2022-02-15T02:15:51Z,280000,21.0,30.0,1,left,W. Barton running Layup (2 PTS) (J. Green 1 AST),"[203115, 201145]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,3.63,Made,,,,,,,,2.0,J. Green,201145.0,1.0,,,,,,,,
30,PT09M04.00S,2022-02-15T02:16:06.0Z,1,REGULAR,2pt,Jump Shot,[],1628964,94.03745072273325,73.52941176470588,1610612753,5,4,2022-02-15T02:16:11Z,300000,118.0,4.0,1,right,MISS M. Bamba 11' floating Shot,[1628964],1610612753.0,ORL,floating,,,Bamba,M. Bamba,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,,
