actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
94,PT03M55.00S,2022-02-09T02:27:41.8Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,23,26,2022-02-09T02:27:44Z,940000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,,,
95,PT03M55.00S,2022-02-09T02:27:40.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630579,5.590000152587891,50.0,1610612752,23,28,2022-02-09T02:29:59Z,950000,0.0,0.0,1,left,J. Sims tip DUNK (2 PTS),[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
96,PT03M47.00S,2022-02-09T02:27:49.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203115,92.46057818659659,48.28431372549019,1610612743,25,28,2022-02-09T02:32:07Z,960000,-9.0,18.0,1,right,W. Barton cutting DUNK (7 PTS) (M. Morris 4 AST),"[203115, 1628420]",1610612743.0,DEN,cutting,,,Barton,W. Barton,,,,,2.03,Made,,,,,7.0,M. Morris,1628420.0,4.0,,,,,,,,,,
98,PT03M32.00S,2022-02-09T02:28:04.4Z,1,REGULAR,2pt,Jump Shot,[],203944,26.231931668856767,58.82352941176471,1610612752,25,30,2022-02-09T02:28:10Z,980000,-44.0,194.0,1,left,J. Randle 19' pullup Jump Shot (9 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,19.9,Made,,,,,9.0,,,,,,,,,,,,,
99,PT03M21.00S,2022-02-09T02:28:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,92.19776609724047,54.166666666666664,1610612743,27,30,2022-02-09T02:28:23Z,990000,21.0,21.0,1,right,M. Morris cutting Layup (5 PTS) (N. Jokic 4 AST),"[1628420, 203999]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,2.94,Made,,,,,5.0,N. Jokic,203999.0,4.0,,,,,,,,,,
101,PT03M13.00S,2022-02-09T02:28:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629628,27.020367936925098,21.813725490196077,1610612752,27,30,2022-02-09T02:28:27Z,1010000,141.0,201.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
102,PT03M11.00S,2022-02-09T02:28:25.7Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,27,30,2022-02-09T02:28:25Z,1020000,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,101.0,2.0,0.0,2.0,,,,,,,,,,,,,,
103,PT03M05.00S,2022-02-09T02:28:31.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,32.14520367936925,26.47058823529412,1610612752,27,30,2022-02-09T02:28:34Z,1030000,118.0,250.0,1,left,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2022-02-09T02:28:33.1Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,27,30,2022-02-09T02:28:34Z,1040000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,,
157,PT02M52.00S,2022-02-09T02:28:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.32917214191852,46.07843137254902,1610612743,27,30,2022-02-09T02:37:24Z,1045000,-20.0,20.0,1,right,MISS A. Gordon Layup - blocked,"[203932, 1630579]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2.77,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
158,PT02M52.00S,2022-02-09T02:28:37.6Z,1,REGULAR,block,,[],1630579,,,1610612743,27,30,2022-02-09T02:37:24Z,1047500,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
159,PT02M52.00S,2022-02-09T02:28:37.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,27,30,2022-02-09T02:37:24Z,1048750,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
105,PT02M52.00S,2022-02-09T02:28:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.72339027595268,54.65686274509803,1610612743,29,30,2022-02-09T02:37:24Z,1050000,23.0,16.0,1,right,N. Jokic Layup (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.82,Made,,,,,4.0,,,,,,,,,,,,,
107,PT02M42.00S,2022-02-09T02:28:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,15.719448094612352,52.94117647058824,1610612752,29,32,2022-02-09T02:29:06Z,1070000,-15.0,95.0,1,left,E. Fournier 9' pullup Jump Shot (11 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,9.64,Made,,,,,11.0,,,,,,,,,,,,,
108,PT02M42.00S,2022-02-09T02:29:02.2Z,1,REGULAR,foul,personal,['1freethrow'],203115,,,1610612752,29,32,2022-02-09T02:29:16Z,1080000,,,0,,W. Barton shooting personal FOUL (1 PF) (Fournier 1 FT),"[203115, 203095]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,1627964.0,,,,1.0,0.0,Fournier,203095.0,,
110,PT02M42.00S,2022-02-09T02:29:08.0Z,1,REGULAR,substitution,out,[],1628420,,,1610612752,29,32,2022-02-09T02:29:15Z,1100000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M42.00S,2022-02-09T02:29:08.0Z,1,REGULAR,substitution,out,[],203932,,,1610612752,29,32,2022-02-09T02:29:15Z,1110000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M42.00S,2022-02-09T02:29:08.0Z,1,REGULAR,substitution,in,[],1630538,,,1610612752,29,32,2022-02-09T02:29:15Z,1120000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M42.00S,2022-02-09T02:29:08.0Z,1,REGULAR,substitution,in,[],1627854,,,1610612752,29,32,2022-02-09T02:29:15Z,1130000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M42.00S,2022-02-09T02:29:27.6Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,29,33,2022-02-09T02:29:27Z,1140000,,,0,,E. Fournier Free Throw 1 of 1 (12 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
115,PT02M18.00S,2022-02-09T02:29:53.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.46057818659659,58.57843137254902,1610612743,31,33,2022-02-09T02:29:58Z,1150000,43.0,18.0,1,right,N. Jokic turnaround Hook (6 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,4.67,Made,,,,,6.0,,,,,,,,,,,,,
116,PT02M08.00S,2022-02-09T02:30:03.1Z,1,REGULAR,3pt,Jump Shot,[],202692,20.844283837056505,91.17647058823529,1610612752,31,36,2022-02-09T02:30:12Z,1160000,-206.0,143.0,1,left,A. Burks 25' 3PT  (3 PTS) (J. Randle 4 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.09,Made,,,,,3.0,J. Randle,203944.0,4.0,,,,,,,,,,
118,PT01M46.00S,2022-02-09T02:30:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.80354796320631,56.61764705882353,1610612743,33,36,2022-02-09T02:35:15Z,1180000,33.0,25.0,1,right,N. Jokic Layup (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,4.12,Made,,,,,8.0,,,,,,,,,,,,,
119,PT01M32.00S,2022-02-09T02:30:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.521024967148489,56.86274509803921,1610612752,33,36,2022-02-09T02:30:46Z,1190000,-34.0,9.0,1,left,MISS J. Randle cutting Layup,[203944],1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,3.54,Missed,,,,,,,,,,,,,,,,,,
120,PT01M29.00S,2022-02-09T02:30:42.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,33,36,2022-02-09T02:30:46Z,1200000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,119.0,4.0,3.0,1.0,,,,,,,,,,,,,,
121,PT01M29.00S,2022-02-09T02:30:47.1Z,1,REGULAR,foul,personal,[],203095,,,1610612743,33,36,2022-02-09T02:31:03Z,1210000,,,0,,E. Fournier take personal FOUL (1 PF),"[203095, 203999]",1610612752.0,NYK,take,,,Fournier,E. Fournier,,,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Jokic,203999.0,,
123,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,out,[],203999,,,1610612743,33,36,2022-02-09T02:31:16Z,1230000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,out,[],1629628,,,1610612743,33,36,2022-02-09T02:31:16Z,1250000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,out,[],203095,,,1610612743,33,36,2022-02-09T02:31:16Z,1260000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,out,[],203944,,,1610612743,33,36,2022-02-09T02:31:16Z,1270000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,in,[],1628432,,,1610612743,33,36,2022-02-09T02:31:16Z,1280000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,in,[],203210,,,1610612743,33,36,2022-02-09T02:31:16Z,1290000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612743,33,36,2022-02-09T02:31:16Z,1300000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,in,[],1629629,,,1610612743,33,36,2022-02-09T02:31:16Z,1310000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,in,[],1630193,,,1610612743,33,36,2022-02-09T02:31:16Z,1320000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
179,PT01M29.00S,2022-02-09T02:30:53.9Z,1,REGULAR,substitution,out,[],203115,,,1610612743,33,36,2022-02-09T02:39:45Z,1325000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M15.00S,2022-02-09T02:31:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,83.78777923784494,54.41176470588235,1610612743,33,36,2022-02-09T02:31:35Z,1350000,22.0,100.0,1,right,MISS B. Hyland 10' driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,10.23,Missed,,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2022-02-09T02:31:33.4Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,33,36,2022-02-09T02:31:33Z,1360000,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,135.0,3.0,1.0,2.0,,,,,,,,,,,,,,
137,PT01M15.00S,2022-02-09T02:31:35.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612743,33,36,2022-02-09T02:31:41Z,1370000,,,0,,J. Sims shooting personal FOUL (1 PF) (Nnaji 2 FT),"[1630579, 1630192]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Nnaji,1630192.0,,
139,PT01M15.00S,2022-02-09T02:31:58.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630192,,,1610612743,33,36,2022-02-09T02:31:58Z,1390000,,,0,,MISS Z. Nnaji Free Throw 1 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M15.00S,2022-02-09T02:31:58.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,33,36,2022-02-09T02:31:58Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT01M15.00S,2022-02-09T02:32:17.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630192,,,1610612743,34,36,2022-02-09T02:32:17Z,1410000,,,0,,Z. Nnaji Free Throw 2 of 2 (5 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
142,PT00M59.50S,2022-02-09T02:32:36.6Z,1,REGULAR,foul,personal,[],1630192,,,1610612752,34,36,2022-02-09T02:32:45Z,1420000,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 202692]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,1627964.0,,,,1.0,0.0,Burks,202692.0,,
145,PT00M48.60S,2022-02-09T02:33:05.1Z,1,REGULAR,2pt,Jump Shot,[],1630167,6.783837056504599,70.83333333333334,1610612752,34,36,2022-02-09T02:33:08Z,1440000,-104.0,11.0,1,left,MISS O. Toppin 10' turnaround Shot,[1630167],1610612752.0,NYK,turnaround,,,Toppin,O. Toppin,,,,,10.48,Missed,,,,,,,,,,,,,,,,,,
146,PT00M46.50S,2022-02-09T02:33:07.2Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612743,34,36,2022-02-09T02:33:08Z,1450000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT00M43.10S,2022-02-09T02:33:10.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,68.9388961892247,71.32352941176471,1610612743,37,36,2022-02-09T02:37:02Z,1460000,107.0,239.0,1,right,B. Hyland 26' 3PT running pullup (3 PTS),[1630538],1610612743.0,DEN,running pullup,,,Hyland,B. Hyland,,,,,26.22,Made,,,,,3.0,,,,,,,,,,,,,
148,PT00M23.30S,2022-02-09T02:33:33.9Z,1,REGULAR,2pt,Jump Shot,[],1630193,15.719448094612352,78.92156862745098,1610612752,37,36,2022-02-09T02:33:38Z,1470000,-145.0,95.0,1,left,MISS I. Quickley 17' turnaround Shot,[1630193],1610612752.0,NYK,turnaround,,,Quickley,I. Quickley,,,,,17.32,Missed,,,,,,,,,,,,,,,,,,
149,PT00M21.30S,2022-02-09T02:33:37.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,37,36,2022-02-09T02:33:37Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M21.30S,2022-02-09T02:33:57.0Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612752,37,36,2022-02-09T02:34:04Z,1490000,,,0,,NYK 5-second-violation Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,
151,PT00M03.90S,2022-02-09T02:34:21.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203210,65.65374507227332,42.40196078431372,1610612743,40,36,2022-02-09T02:34:26Z,1500000,-38.0,270.0,1,right,J. Green 27' 3PT  (3 PTS) (B. Hyland 1 AST),"[203210, 1630538]",1610612743.0,DEN,,,,Green,J. Green,,,,,27.31,Made,,,,,3.0,B. Hyland,1630538.0,1.0,,,,,,,,,,
153,PT00M00.00S,2022-02-09T02:34:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,46.0742444152431,46.32352941176471,1610612752,40,36,2022-02-09T02:40:50Z,1520000,18.0,381.0,1,left,MISS I. Quickley 38' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,38.1,Missed,,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2022-02-09T02:34:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,40,36,2022-02-09T02:40:50Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2022-02-09T02:34:39.1Z,1,REGULAR,period,end,[],0,,,1610612752,40,36,2022-02-09T02:34:39Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-09T02:37:12.2Z,2,REGULAR,period,start,[],0,,,1610612752,40,36,2022-02-09T02:37:12Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2022-02-09T02:37:29.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.200394218134035,49.754901960784316,1610612752,40,36,2022-02-09T02:37:38Z,1560000,1.0,43.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2022-02-09T02:37:32.0Z,2,REGULAR,rebound,offensive,[],1630193,,,1610612752,40,36,2022-02-09T02:37:38Z,1570000,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,
164,PT11M37.00S,2022-02-09T02:37:33.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630167,7.703679369250986,49.754901960784316,1610612752,40,38,2022-02-09T02:43:11Z,1600000,1.0,20.0,1,left,O. Toppin DUNK (2 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,1.99,Made,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
166,PT11M20.00S,2022-02-09T02:37:50.4Z,2,REGULAR,3pt,Jump Shot,[],1627854,74.19513797634691,85.5392156862745,1610612743,40,38,2022-02-09T02:38:00Z,1620000,178.0,190.0,1,right,MISS B. Forbes 26' floating 3PT,[1627854],1610612743.0,DEN,floating,,,Forbes,B. Forbes,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
167,PT11M18.00S,2022-02-09T02:37:52.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,40,38,2022-02-09T02:38:00Z,1630000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT11M12.00S,2022-02-09T02:38:01.4Z,2,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612752,40,38,2022-02-09T02:38:19Z,1640000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Toppin 2 FT),"[1627854, 1630167]",1610612743.0,DEN,shooting,,,Forbes,B. Forbes,,,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Toppin,1630167.0,,
170,PT11M12.00S,2022-02-09T02:38:31.0Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,40,39,2022-02-09T02:38:31Z,1660000,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
171,PT11M12.00S,2022-02-09T02:38:40.0Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,40,39,2022-02-09T02:38:40Z,1670000,,,0,,MISS O. Toppin Free Throw 2 of 2,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Missed,,,,,,,,,,,,,,,,,,
172,PT11M10.00S,2022-02-09T02:38:40.6Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,40,39,2022-02-09T02:38:40Z,1680000,,,0,,Z. Nnaji REBOUND (Off:2 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,171.0,4.0,2.0,2.0,,,,,,,,,,,,,,
173,PT10M54.00S,2022-02-09T02:38:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203210,88.51839684625493,52.20588235294118,1610612743,42,39,2022-02-09T02:44:12Z,1690000,11.0,55.0,1,right,J. Green floating Jump Shot (5 PTS) (B. Forbes 1 AST),"[203210, 1627854]",1610612743.0,DEN,floating,,,Green,J. Green,,,,,5.65,Made,,,,,5.0,B. Forbes,1627854.0,1.0,,,,,,,,,,
175,PT10M40.00S,2022-02-09T02:39:09.3Z,2,REGULAR,3pt,Jump Shot,[],202692,24.917871222076215,87.74509803921569,1610612752,42,39,2022-02-09T02:39:51Z,1710000,-189.0,182.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
176,PT10M37.00S,2022-02-09T02:39:12.3Z,2,REGULAR,rebound,defensive,[],1627854,,,1610612743,42,39,2022-02-09T02:39:51Z,1720000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT10M33.00S,2022-02-09T02:39:23.0Z,2,REGULAR,foul,personal,[],1630193,,,1610612743,42,39,2022-02-09T02:39:27Z,1730000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1630192]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Nnaji,1630192.0,,
180,PT10M25.00S,2022-02-09T02:39:45.4Z,2,REGULAR,3pt,Jump Shot,[],1628432,66.17936925098554,46.81372549019608,1610612743,42,39,2022-02-09T02:39:57Z,1750000,-16.0,265.0,1,right,MISS D. Reed 26' 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
181,PT10M24.00S,2022-02-09T02:39:46.4Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,42,39,2022-02-09T02:45:28Z,1760000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,180.0,1.0,0.0,1.0,,,,,,,,,,,,,,
182,PT10M24.00S,2022-02-09T02:39:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,93.24901445466492,53.92156862745098,1610612743,42,39,2022-02-09T02:46:16Z,1770000,20.0,11.0,1,right,MISS J. Green putback Layup,[203210],1610612743.0,DEN,putback,,,Green,J. Green,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,
183,PT10M23.00S,2022-02-09T02:39:51.1Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,42,39,2022-02-09T02:45:41Z,1780000,,,0,,Z. Nnaji REBOUND (Off:3 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,182.0,5.0,2.0,3.0,,,,,,,,,,,,,,
184,PT10M23.00S,2022-02-09T02:39:53.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,94.40999984741211,50.0,1610612743,44,39,2022-02-09T02:45:48Z,1790000,0.0,0.0,1,right,Z. Nnaji tip Layup (7 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,
185,PT10M03.00S,2022-02-09T02:40:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.30946123521682,55.14705882352941,1610612752,44,41,2022-02-09T02:48:06Z,1800000,-26.0,16.0,1,left,O. Toppin driving Layup (5 PTS),[1630167],1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,3.04,Made,,,,,5.0,,,,,,,,,,,,,
187,PT10M03.00S,2022-02-09T02:40:13.7Z,2,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612752,44,41,2022-02-09T02:40:36Z,1820000,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Toppin 1 FT),"[1630192, 1630167]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,201246.0,,,,2.0,0.0,Toppin,1630167.0,,
189,PT10M03.00S,2022-02-09T02:40:37.4Z,2,REGULAR,freethrow,1 of 1,[],1630167,,,1610612752,44,42,2022-02-09T02:40:37Z,1840000,,,0,,O. Toppin Free Throw 1 of 1 (6 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
