actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
79,PT05M28.00S,2025-04-04T23:23:22.0Z,1,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612758,12,11,2025-04-04T23:23:29Z,770000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1628970, 1627734]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,,,,,1.0,0.0,Sabonis,1627734.0,,,,
81,PT05M28.00S,2025-04-04T23:23:33.4Z,1,REGULAR,substitution,out,[],203897,,,1610612758,12,11,2025-04-04T23:24:08Z,790000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M28.00S,2025-04-04T23:23:33.4Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,12,11,2025-04-04T23:24:08Z,800000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2025-04-04T23:23:56.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1627734,,,1610612758,12,12,2025-04-04T23:23:56Z,810000,False,,,0,,D. Sabonis Free Throw 1 of 1 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
84,PT05M20.00S,2025-04-04T23:24:06.2Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,12,12,2025-04-04T23:24:11Z,820000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1631099]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,,,Murray,1631099.0
85,PT05M20.00S,2025-04-04T23:24:06.2Z,1,REGULAR,steal,,[],1631099,,,1610612758,12,12,2025-04-04T23:24:08Z,830000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2025-04-04T23:24:13.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628370,3.7614980289093296,2.2058823529411766,1610612758,12,12,2025-04-04T23:25:35Z,840000,False,239.0,-17.0,1,left,MISS M. Monk running 3PT,[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,23.96,Missed,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2025-04-04T23:24:15.2Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612766,12,12,2025-04-04T23:24:16Z,850000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT05M02.00S,2025-04-04T23:24:28.6Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,12,12,2025-04-04T23:24:35Z,870000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-04-04T23:24:28.6Z,1,REGULAR,substitution,in,[],1642354,,,1610612766,12,12,2025-04-04T23:24:35Z,880000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2025-04-04T23:24:54.6Z,1,REGULAR,3pt,Jump Shot,[],1642275,67.88764783180025,30.14705882352941,1610612766,15,12,2025-04-04T23:24:59Z,890000,False,-99.0,249.0,1,right,T. Salaün 26' 3PT  (3 PTS) (J. Sims 1 AST),"[1642275, 1631301]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,26.84,Made,,,,,3.0,,,J. Sims,1631301.0,1.0,,,,,,,,
93,PT04M29.00S,2025-04-04T23:25:17.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.1268068331143235,50.0,1610612758,15,14,2025-04-04T23:26:25Z,910000,False,0.0,5.0,1,left,D. Sabonis DUNK (7 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,7.0,,,K. Murray,1631099.0,1.0,,,,,,,,
95,PT04M20.00S,2025-04-04T23:25:29.9Z,1,REGULAR,foul,offensive,[],1631217,,,1610612766,15,14,2025-04-04T23:25:38Z,930000,False,,,0,,M. Diabaté charge offensive FOUL (1 PF),"[1631217, 1631099]",1610612766.0,CHA,charge,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,,,,,1.0,0.0,Murray,1631099.0,,,,
97,PT04M20.00S,2025-04-04T23:25:29.9Z,1,REGULAR,turnover,offensive foul,[],1631217,,,1610612766,15,14,2025-04-04T23:25:29Z,950000,False,,,0,,M. Diabaté offensive foul TURNOVER (1 TO),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,1.0,,,,,,,,,,,
98,PT04M02.00S,2025-04-04T23:26:02.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,21.76412614980289,73.52941176470588,1610612758,15,14,2025-04-04T23:26:52Z,960000,False,-118.0,152.0,1,left,MISS D. DeRozan 19' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,19.23,Missed,,,,,,,,,,,,,,,,,,
99,PT03M58.00S,2025-04-04T23:26:05.2Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612766,15,14,2025-04-04T23:26:05Z,970000,False,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Left Center,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT03M50.00S,2025-04-04T23:26:14.3Z,1,REGULAR,3pt,Jump Shot,[],1631301,67.49342969776609,32.59803921568628,1610612766,15,14,2025-04-04T23:26:19Z,980000,False,-87.0,253.0,1,right,MISS J. Sims 26' 3PT,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
101,PT03M48.00S,2025-04-04T23:26:16.3Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,15,14,2025-04-04T23:28:16Z,990000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,,
102,PT03M47.00S,2025-04-04T23:26:20.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,70.25295663600527,79.90196078431373,1610612766,15,14,2025-04-04T23:28:24Z,1000000,False,150.0,227.0,1,right,MISS J. Okogie 27' 3PT,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2025-04-04T23:26:23.5Z,1,REGULAR,rebound,offensive,[],1642275,,,1610612766,15,14,2025-04-04T23:28:24Z,1010000,False,,,0,,T. Salaün REBOUND (Off:1 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,
104,PT03M40.00S,2025-04-04T23:26:24.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642354,93.24901445466492,97.54901960784314,1610612766,15,14,2025-04-04T23:26:28Z,1020000,False,238.0,11.0,1,right,MISS K. Simpson 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2025-04-04T23:26:25.9Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612766,15,14,2025-04-04T23:26:25Z,1030000,False,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,
106,PT03M40.00S,2025-04-04T23:26:26.6Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612766,15,14,2025-04-04T23:26:40Z,1040000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Okogie 2 FT),"[1627734, 1629006]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,,,,,1.0,0.0,Okogie,1629006.0,,,,
108,PT03M40.00S,2025-04-04T23:27:04.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629006,,,1610612766,15,14,2025-04-04T23:27:04Z,1060000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
109,PT03M40.00S,2025-04-04T23:27:04.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,15,14,2025-04-04T23:27:04Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2025-04-04T23:27:20.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629006,,,1610612766,16,14,2025-04-04T23:27:20Z,1080000,False,,,0,,J. Okogie Free Throw 2 of 2 (1 PTS),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
111,PT03M30.00S,2025-04-04T23:27:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.783837056504599,50.245098039215684,1610612758,16,14,2025-04-04T23:30:24Z,1090000,False,-1.0,11.0,1,left,MISS D. Sabonis reverse Layup,[1627734],1610612758.0,SAC,reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.14,Missed,,,,,,,,,,,,,,,,,,
112,PT03M28.00S,2025-04-04T23:27:34.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,16,14,2025-04-04T23:30:24Z,1100000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,111.0,4.0,2.0,2.0,,,,,,,,,,,,,,
113,PT03M27.00S,2025-04-04T23:27:36.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612758,16,16,2025-04-04T23:30:49Z,1110000,False,0.0,0.0,1,left,D. Sabonis tip Layup (9 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,9.0,,,,,,,,,,,,,
114,PT03M03.00S,2025-04-04T23:28:03.8Z,1,REGULAR,2pt,Jump Shot,[],1642354,77.7431011826544,79.16666666666666,1610612766,16,16,2025-04-04T23:31:37Z,1120000,False,146.0,157.0,1,right,MISS K. Simpson 21' pullup Shot,[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Right Center,21.4,Missed,,,,,,,,,,,,,,,,,,
115,PT03M03.00S,2025-04-04T23:28:03.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,16,16,2025-04-04T23:28:09Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,16-24 Right Center,,,114.0,,,,,,,,,,,,,,,,,
116,PT03M03.00S,2025-04-04T23:28:08.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,16,16,2025-04-05T00:41:06Z,1140000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2025-04-04T23:28:14.3Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,16,16,2025-04-04T23:28:23Z,1150000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2025-04-04T23:28:14.3Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,16,16,2025-04-04T23:28:23Z,1160000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2025-04-04T23:28:45.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,16,16,2025-04-04T23:28:45Z,1180000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M53.00S,2025-04-04T23:29:53.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,16,16,2025-04-04T23:31:41Z,1190000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2025-04-04T23:29:53.8Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,16,16,2025-04-04T23:31:41Z,1200000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M53.00S,2025-04-04T23:29:53.8Z,1,REGULAR,substitution,in,[],202685,,,1610612758,16,16,2025-04-04T23:31:41Z,1210000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M53.00S,2025-04-04T23:29:53.8Z,1,REGULAR,substitution,in,[],1642269,,,1610612758,16,16,2025-04-04T23:31:41Z,1220000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M41.00S,2025-04-04T23:31:54.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,22.28975032851511,50.98039215686274,1610612758,16,18,2025-04-04T23:32:01Z,1230000,False,-5.0,157.0,1,left,D. DeRozan 15' pullup Jump Shot (5 PTS) (J. Valančiūnas 1 AST),"[201942, 202685]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.71,Made,,,,,5.0,,,J. Valančiūnas,202685.0,1.0,,,,,,,,
127,PT02M26.00S,2025-04-04T23:32:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,92.85479632063075,46.81372549019608,1610612766,18,18,2025-04-04T23:32:16Z,1250000,False,-16.0,15.0,1,right,M. Diabaté driving Layup (2 PTS) (K. Simpson 1 AST),"[1631217, 1642354]",1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,,,K. Simpson,1642354.0,1.0,,,,,,,,
129,PT02M13.00S,2025-04-04T23:32:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612758,18,18,2025-04-04T23:32:38Z,1270000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629006, 201942]",1610612766.0,CHA,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,,,,,1.0,0.0,DeRozan,201942.0,,,,
131,PT02M13.00S,2025-04-04T23:33:01.3Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,18,19,2025-04-04T23:33:01Z,1290000,False,,,0,,D. DeRozan Free Throw 1 of 2 (6 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
132,PT02M13.00S,2025-04-04T23:33:02.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612758,18,19,2025-04-04T23:33:09Z,1300000,False,,,0,,SUB out: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M13.00S,2025-04-04T23:33:02.2Z,1,REGULAR,substitution,in,[],201959,,,1610612758,18,19,2025-04-04T23:33:09Z,1310000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M13.00S,2025-04-04T23:33:22.2Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,18,20,2025-04-04T23:33:22Z,1320000,False,,,0,,D. DeRozan Free Throw 2 of 2 (7 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
135,PT01M57.00S,2025-04-04T23:33:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631301,90.48948751642575,58.57843137254902,1610612766,18,20,2025-04-04T23:34:16Z,1330000,False,43.0,37.0,1,right,MISS J. Sims driving floating Shot,[1631301],1610612766.0,CHA,driving floating,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2025-04-04T23:33:43.6Z,1,REGULAR,rebound,offensive,[],201959,,,1610612766,18,20,2025-04-04T23:34:16Z,1340000,False,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,135.0,1.0,0.0,1.0,,,,,,,,,,,,,,
137,PT01M54.00S,2025-04-04T23:33:44.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642275,91.93495400788436,2.450980392156863,1610612766,18,20,2025-04-04T23:33:48Z,1350000,False,-238.0,23.0,1,right,MISS T. Salaün 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,23.88,Missed,,,,,,,,,,,,,,,,,,
138,PT01M50.00S,2025-04-04T23:33:48.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,18,20,2025-04-04T23:33:48Z,1360000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M45.00S,2025-04-04T23:33:55.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631217,,,1610612758,18,20,2025-04-04T23:34:04Z,1370000,False,,,0,,M. Diabaté shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1631217, 201942]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Center,,,,,,,,1627963.0,,,,,2.0,0.0,DeRozan,201942.0,,,,
141,PT01M45.00S,2025-04-04T23:34:21.9Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,18,21,2025-04-04T23:34:21Z,1390000,False,,,0,,D. DeRozan Free Throw 1 of 2 (8 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
142,PT01M45.00S,2025-04-04T23:34:30.0Z,1,REGULAR,substitution,out,[],1631217,,,1610612758,18,21,2025-04-04T23:34:35Z,1400000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M45.00S,2025-04-04T23:34:30.0Z,1,REGULAR,substitution,in,[],203552,,,1610612758,18,21,2025-04-04T23:34:35Z,1410000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M45.00S,2025-04-04T23:34:50.1Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,18,22,2025-04-04T23:34:50Z,1420000,False,,,0,,D. DeRozan Free Throw 2 of 2 (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
145,PT01M22.00S,2025-04-04T23:35:14.4Z,1,REGULAR,3pt,Jump Shot,[],1642275,73.01248357424441,15.686274509803921,1610612766,18,22,2025-04-04T23:35:19Z,1430000,False,-172.0,201.0,1,right,MISS T. Salaün 26' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
146,PT01M20.00S,2025-04-04T23:35:16.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,18,22,2025-04-04T23:35:19Z,1440000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT01M09.00S,2025-04-04T23:35:28.2Z,1,REGULAR,2pt,Jump Shot,[],201942,22.026938239159,68.62745098039215,1610612758,18,24,2025-04-04T23:35:32Z,1450000,False,-93.0,155.0,1,left,D. DeRozan 18' pullup Jump Shot (11 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,18.05,Made,,,,,11.0,,,,,,,,,,,,,
148,PT01M04.00S,2025-04-04T23:35:35.5Z,1,REGULAR,foul,personal,[],1642269,,,1610612766,18,24,2025-04-04T23:35:55Z,1460000,False,,,0,,D. Carter personal FOUL (1 PF),"[1642269, 1642354]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,2530.0,,,,,1.0,0.0,Simpson,1642354.0,,,,
150,PT00M56.00S,2025-04-04T23:36:01.3Z,1,REGULAR,2pt,Jump Shot,[],203552,84.97043363994744,74.50980392156863,1610612766,18,24,2025-04-04T23:36:26Z,1480000,False,123.0,89.0,1,right,MISS S. Curry 15' step back Shot,[203552],1610612766.0,CHA,step back,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,15.13,Missed,,,,,,,,,,,,,,,,,,
151,PT00M53.90S,2025-04-04T23:36:03.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,18,24,2025-04-04T23:36:06Z,1490000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Right,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT00M46.80S,2025-04-04T23:36:14.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631301,,,1610612758,18,24,2025-04-04T23:36:22Z,1500000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1631301, 201942]",1610612766.0,CHA,shooting,,,Sims,J. Sims,,,,,Mid-Range,8-16 Center,,,,,,,,1627963.0,,,,,1.0,0.0,DeRozan,201942.0,,,,
154,PT00M46.80S,2025-04-04T23:36:40.6Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,18,25,2025-04-04T23:36:40Z,1520000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
155,PT00M46.80S,2025-04-04T23:36:57.1Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,18,26,2025-04-04T23:36:57Z,1530000,False,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
156,PT00M31.40S,2025-04-04T23:37:17.4Z,1,REGULAR,turnover,traveling,[],201959,,,1610612766,18,26,2025-04-04T23:37:24Z,1540000,False,,,0,,T. Gibson traveling TURNOVER (1 TO),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627964.0,1.0,,,,,,,,,,,
157,PT00M08.60S,2025-04-04T23:37:57.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,22.683968462549277,72.54901960784314,1610612758,18,26,2025-04-05T00:53:22Z,1550000,False,-113.0,161.0,1,left,MISS D. DeRozan 19' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,19.63,Missed,,,,,,,,,,,,,,,,,,
158,PT00M07.30S,2025-04-04T23:37:58.6Z,1,REGULAR,rebound,defensive,[],1631301,,,1610612766,18,26,2025-04-05T00:53:22Z,1560000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT00M02.00S,2025-04-04T23:38:01.2Z,1,REGULAR,turnover,lost ball,[],1631301,,,1610612766,18,26,2025-04-05T00:53:47Z,1570000,False,,,0,,J. Sims lost ball TURNOVER (1 TO),"[1631301, 202685]",1610612766.0,CHA,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,,,Valančiūnas,202685.0
160,PT00M02.00S,2025-04-04T23:38:01.2Z,1,REGULAR,steal,,[],202685,,,1610612758,18,26,2025-04-04T23:38:02Z,1580000,False,,,0,,J. Valančiūnas STEAL (1 STL),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M00.40S,2025-04-04T23:38:05.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,60.92312746386334,37.745098039215684,1610612758,18,26,2025-04-05T00:53:57Z,1590000,False,61.0,520.0,1,left,MISS D. DeRozan 52' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,52.38,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2025-04-04T23:38:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,18,26,2025-04-05T00:53:57Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2025-04-04T23:38:13.7Z,1,REGULAR,period,end,[],0,,,1610612758,18,26,2025-04-04T23:38:13Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
