actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT09M49.00S,2024-11-29T17:40:37.9Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,27,21,2024-11-29T17:40:37Z,1650000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,2003.0,,,,,,,,,,,2.0,,,,
171,PT09M49.00S,2024-11-29T17:40:51.8Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,27,21,2024-11-29T17:40:56Z,1660000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M49.00S,2024-11-29T17:40:51.8Z,2,REGULAR,substitution,in,[],1630182,,,1610612766,27,21,2024-11-29T17:40:56Z,1670000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M33.00S,2024-11-29T17:41:15.8Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612766,27,21,2024-11-29T17:41:24Z,1680000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Micić 2 FT),"[1626166, 203995]",1610612752.0,NYK,shooting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,1628954.0,,,,1.0,0.0,Micić,203995.0,,,,,,,,
175,PT09M33.00S,2024-11-29T17:41:49.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203995,,,1610612766,28,21,2024-11-29T17:41:49Z,1700000,False,,,0,,V. Micić Free Throw 1 of 2 (1 PTS),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
176,PT09M33.00S,2024-11-29T17:42:07.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203995,,,1610612766,29,21,2024-11-29T17:42:07Z,1710000,False,,,0,,V. Micić Free Throw 2 of 2 (2 PTS),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
177,PT09M21.00S,2024-11-29T17:42:21.9Z,2,REGULAR,2pt,Jump Shot,[],1628969,17.16491458607096,68.62745098039215,1610612752,29,21,2024-11-29T17:47:16Z,1720000,False,-93.0,109.0,1,left,MISS M. Bridges 14' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,14.33,Missed,,,,,,,,,,,,,,,,,,
178,PT09M20.00S,2024-11-29T17:42:22.9Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,29,21,2024-11-29T17:47:22Z,1730000,False,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,177.0,,,,,,,,,5.0,4.0,1.0,,,,,
179,PT09M19.00S,2024-11-29T17:42:25.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.521024967148489,50.0,1610612752,29,23,2024-11-29T17:47:27Z,1740000,False,0.0,9.0,1,left,K. Towns putback Layup (8 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.88,Made,8.0,,,,,,,,,,,,,,,,,
180,PT09M02.00S,2024-11-29T17:42:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,83.919185282523,49.754901960784316,1610612766,29,23,2024-11-29T17:42:46Z,1750000,False,-1.0,99.0,1,right,MISS T. Gibson 9' Jump Shot,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,9.87,Missed,,,,,,,,,,,,,,,,,,
181,PT09M00.00S,2024-11-29T17:42:42.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,29,23,2024-11-29T17:47:50Z,1760000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,180.0,,,,,,,,,2.0,2.0,0.0,,,,,
182,PT08M59.00S,2024-11-29T17:42:48.8Z,2,REGULAR,foul,personal,[],1630182,,,1610612752,29,23,2024-11-29T17:43:09Z,1770000,False,,,0,,J. Green personal FOUL (2 PF),"[1630182, 1628404]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,2003.0,,,,2.0,0.0,Hart,1628404.0,,,,,,,,
184,PT08M59.00S,2024-11-29T17:42:54.0Z,2,REGULAR,substitution,out,[],1628969,,,1610612752,29,23,2024-11-29T17:42:58Z,1790000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M59.00S,2024-11-29T17:42:54.0Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,29,23,2024-11-29T17:42:58Z,1800000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M47.00S,2024-11-29T17:43:21.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,20.71287779237845,7.598039215686274,1610612752,29,23,2024-11-29T17:48:16Z,1810000,False,212.0,142.0,1,left,MISS C. Payne 25' step back 3PT,[1626166],1610612752.0,NYK,step back,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
187,PT08M45.00S,2024-11-29T17:43:23.1Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,29,23,2024-11-29T17:48:16Z,1820000,False,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,186.0,,,,,,,,,6.0,4.0,2.0,,,,,
188,PT08M43.00S,2024-11-29T17:43:25.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626166,7.178055190538765,49.50980392156863,1610612752,29,23,2024-11-29T17:48:48Z,1830000,False,2.0,15.0,1,left,MISS C. Payne cutting Layup,[1626166],1610612752.0,NYK,cutting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
189,PT08M41.00S,2024-11-29T17:43:27.7Z,2,REGULAR,rebound,offensive,[],1630540,,,1610612752,29,23,2024-11-29T17:48:48Z,1840000,False,,,0,,M. McBride REBOUND (Off:2 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,188.0,,,,,,,,,3.0,1.0,2.0,,,,,
190,PT08M37.00S,2024-11-29T17:43:30.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630540,6.258212877792378,2.696078431372549,1610612752,29,23,2024-11-29T17:49:08Z,1850000,False,237.0,6.0,1,left,MISS M. McBride step back 3PT,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
191,PT08M35.00S,2024-11-29T17:43:32.9Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,29,23,2024-11-29T17:49:08Z,1860000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,190.0,,,,,,,,,3.0,2.0,1.0,,,,,
192,PT08M32.00S,2024-11-29T17:43:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,7.046649145860711,49.26470588235294,1610612752,29,25,2024-11-29T17:49:19Z,1870000,False,4.0,14.0,1,left,J. Hart putback Layup (2 PTS),[1628404],1610612752.0,NYK,putback,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.42,Made,2.0,,,,,,,,,,,,,,,,,
193,PT08M32.00S,2024-11-29T17:43:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,25,2024-11-29T17:43:40Z,1880000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M32.00S,2024-11-29T17:45:34.5Z,2,REGULAR,substitution,out,[],203552,,,1610612766,29,25,2024-11-29T17:46:21Z,1890000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M32.00S,2024-11-29T17:45:34.5Z,2,REGULAR,substitution,out,[],201959,,,1610612766,29,25,2024-11-29T17:46:21Z,1900000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M32.00S,2024-11-29T17:45:34.5Z,2,REGULAR,substitution,in,[],1642275,,,1610612766,29,25,2024-11-29T17:46:21Z,1910000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M32.00S,2024-11-29T17:45:34.5Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,29,25,2024-11-29T17:46:21Z,1920000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M10.00S,2024-11-29T17:46:58.2Z,2,REGULAR,3pt,Jump Shot,[],203995,73.80091984231275,83.33333333333334,1610612766,29,25,2024-11-29T17:50:25Z,1930000,False,167.0,194.0,1,right,MISS V. Micić 25' 3PT,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
200,PT08M08.00S,2024-11-29T17:47:00.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,29,25,2024-11-29T17:50:25Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,199.0,,,,,,,,,,,,,,,,
201,PT08M08.00S,2024-11-29T17:47:01.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,29,25,2024-11-29T17:47:17Z,1950000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628954.0,,,,,,,,,,,,,,,
202,PT07M48.00S,2024-11-29T17:47:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,5.206964520367937,51.225490196078425,1610612752,29,27,2024-11-29T17:47:38Z,1960000,False,-6.0,-4.0,1,left,K. Towns driving Layup (10 PTS),[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.71,Made,10.0,,,,,,,,,,,,,,,,,
203,PT07M36.00S,2024-11-29T17:47:45.2Z,2,REGULAR,3pt,Jump Shot,[],1641733,69.72733245729303,24.509803921568626,1610612766,32,27,2024-11-29T17:51:00Z,1970000,False,-127.0,232.0,1,right,N. Smith Jr. 26' 3PT step back (3 PTS) (V. Micić 3 AST),"[1641733, 203995]",1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.48,Made,3.0,,,V. Micić,203995.0,3.0,,,,,,,,,,,,
205,PT07M22.00S,2024-11-29T17:48:02.8Z,2,REGULAR,foul,personal,[],1641733,,,1610612752,32,27,2024-11-29T17:48:14Z,1990000,False,,,0,,N. Smith Jr. personal FOUL (1 PF),"[1641733, 1630540]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628954.0,,,,1.0,0.0,McBride,1630540.0,,,,,,,,
207,PT07M13.00S,2024-11-29T17:48:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.915243101182654,51.225490196078425,1610612752,32,29,2024-11-29T17:51:51Z,2010000,False,-6.0,13.0,1,left,O. Anunoby cutting Layup (4 PTS) (K. Towns 2 AST),"[1628384, 1626157]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.39,Made,4.0,,,K. Towns,1626157.0,2.0,,,,,,,,,,,,
209,PT07M00.00S,2024-11-29T17:48:41.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,87.99277266754271,49.50980392156863,1610612766,32,29,2024-11-29T17:52:27Z,2030000,False,-2.0,60.0,1,right,MISS J. Green 6' driving floating Shot,[1630182],1610612766.0,CHA,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
210,PT06M57.00S,2024-11-29T17:48:44.5Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612752,32,29,2024-11-29T17:52:27Z,2040000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,209.0,,,,,,,,,2.0,2.0,0.0,,,,,
211,PT06M45.00S,2024-11-29T17:48:56.4Z,2,REGULAR,3pt,Jump Shot,[],1630540,29.38567674113009,78.43137254901961,1610612752,32,32,2024-11-29T17:52:53Z,2050000,False,-142.0,224.0,1,left,M. McBride 26' 3PT  (5 PTS) (C. Payne 1 AST),"[1630540, 1626166]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,26.51,Made,5.0,,,C. Payne,1626166.0,1.0,,,,,,,,,,,,
213,PT06M30.00S,2024-11-29T17:49:11.3Z,2,REGULAR,3pt,Jump Shot,[],203995,69.46452036793693,74.26470588235294,1610612766,35,32,2024-11-29T17:49:16Z,2070000,False,121.0,235.0,1,right,V. Micić 26' 3PT pullup (5 PTS) (M. Diabaté 1 AST),"[203995, 1631217]",1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,26.4,Made,5.0,,,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,
214,PT06M13.00S,2024-11-29T17:49:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.915243101182654,49.754901960784316,1610612752,35,32,2024-11-29T17:49:34Z,2080000,False,1.0,13.0,1,left,MISS K. Towns alley-oop Layup,[1626157],1610612752.0,NYK,alley-oop,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
215,PT06M11.00S,2024-11-29T17:49:31.2Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,35,32,2024-11-29T17:49:34Z,2090000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,214.0,,,,,,,,,5.0,3.0,2.0,,,,,
216,PT06M02.00S,2024-11-29T17:49:39.8Z,2,REGULAR,3pt,Jump Shot,[],1641733,67.09921156373193,70.09803921568627,1610612766,35,32,2024-11-29T17:49:44Z,2100000,False,100.0,257.0,1,right,MISS N. Smith Jr. 27' 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
217,PT05M59.00S,2024-11-29T17:49:42.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,35,32,2024-11-29T17:49:44Z,2110000,False,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,216.0,,,,,,,,,7.0,5.0,2.0,,,,,
218,PT05M54.00S,2024-11-29T17:49:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1642275,,,1610612752,35,32,2024-11-29T17:49:58Z,2120000,False,,,0,,T. Salaün shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1642275, 1628384]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,,2003.0,,,,1.0,0.0,Anunoby,1628384.0,,,,,,,,
221,PT05M54.00S,2024-11-29T17:50:17.1Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,35,33,2024-11-29T17:50:17Z,2140000,False,,,0,,O. Anunoby Free Throw 1 of 2 (5 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
222,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,out,[],1641733,,,1610612752,35,33,2024-11-29T17:50:29Z,2150000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,35,33,2024-11-29T17:50:29Z,2160000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,35,33,2024-11-29T17:50:29Z,2170000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,in,[],1641706,,,1610612752,35,33,2024-11-29T17:50:29Z,2180000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,35,33,2024-11-29T17:50:29Z,2190000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M54.00S,2024-11-29T17:50:17.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,35,33,2024-11-29T17:50:29Z,2200000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M54.00S,2024-11-29T17:50:42.9Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,35,34,2024-11-29T17:50:42Z,2210000,False,,,0,,O. Anunoby Free Throw 2 of 2 (6 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
229,PT05M39.00S,2024-11-29T17:50:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,79.71419185282524,48.77450980392157,1610612766,37,34,2024-11-29T17:54:17Z,2220000,False,-6.0,138.0,1,right,V. Micić 13' pullup Jump Shot (7 PTS),[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,In The Paint (Non-RA),8-16 Center,13.83,Made,7.0,,,,,,,,,,,,,,,,,
230,PT05M23.00S,2024-11-29T17:51:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,7.966491458607096,49.50980392156863,1610612752,37,34,2024-11-29T17:55:18Z,2230000,False,2.0,22.0,1,left,MISS M. Bridges driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
231,PT05M20.00S,2024-11-29T17:51:17.8Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,37,34,2024-11-29T17:55:18Z,2240000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,230.0,,,,,,,,,6.0,4.0,2.0,,,,,
232,PT05M16.00S,2024-11-29T17:51:23.6Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612766,37,34,2024-11-29T17:51:34Z,2250000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Diabaté 2 FT),"[1628404, 1631217]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,2003.0,,,,1.0,0.0,Diabaté,1631217.0,,,,,,,,
234,PT05M16.00S,2024-11-29T17:51:49.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631217,,,1610612766,37,34,2024-11-29T17:52:13Z,2270000,False,,,0,,MISS M. Diabaté Free Throw 1 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
235,PT05M16.00S,2024-11-29T17:51:49.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,37,34,2024-11-29T17:52:13Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,
236,PT05M16.00S,2024-11-29T17:51:49.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631217,,,1610612766,37,34,2024-11-29T17:52:13Z,2290000,False,,,0,,MISS M. Diabaté Free Throw 2 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT05M12.00S,2024-11-29T17:51:53.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,37,34,2024-11-29T17:52:13Z,2300000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,236.0,,,,,,,,,2.0,2.0,0.0,,,,,
238,PT05M01.00S,2024-11-29T17:52:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,11.383048620236531,48.03921568627451,1610612752,37,36,2024-11-29T17:56:05Z,2310000,False,10.0,55.0,1,left,M. Bridges floating Jump Shot (2 PTS) (J. Brunson 2 AST),"[1628969, 1628973]",1610612752.0,NYK,floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,2.0,,,J. Brunson,1628973.0,2.0,,,,,,,,,,,,
240,PT04M48.00S,2024-11-29T17:52:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,92.46057818659659,57.107843137254896,1610612766,37,36,2024-11-29T17:56:48Z,2330000,False,36.0,18.0,1,right,MISS B. Miller driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
241,PT04M47.00S,2024-11-29T17:52:38.5Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,37,36,2024-11-29T17:56:48Z,2340000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,240.0,,,,,,,,,7.0,4.0,3.0,,,,,
242,PT04M43.00S,2024-11-29T17:52:40.4Z,2,REGULAR,turnover,bad pass,[],1631217,,,1610612766,37,36,2024-11-29T17:52:45Z,2350000,False,,,0,,M. Diabaté bad pass TURNOVER (2 TO),"[1631217, 1628404]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,Hart,1628404.0,,
243,PT04M43.00S,2024-11-29T17:52:40.4Z,2,REGULAR,steal,,[],1628404,,,1610612752,37,36,2024-11-29T17:52:42Z,2360000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
244,PT04M39.00S,2024-11-29T17:52:47.2Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,37,36,2024-11-29T17:53:03Z,2370000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628969],1610612752.0,NYK,bad pass,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,2003.0,,,,,,,,,,,1.0,,,,
245,PT04M22.00S,2024-11-29T17:53:14.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,96.27135348226018,95.58823529411765,1610612766,40,36,2024-11-29T17:53:18Z,2380000,False,228.0,-17.0,1,right,J. Green 3PT  (5 PTS) (T. Salaün 1 AST),"[1630182, 1642275]",1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.86,Made,5.0,,,T. Salaün,1642275.0,1.0,,,,,,,,,,,,
247,PT04M01.00S,2024-11-29T17:53:37.6Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,40,36,2024-11-29T17:53:49Z,2400000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1630182]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,1627534.0,,,,2.0,0.0,Green,1630182.0,,,,,,,,
249,PT04M01.00S,2024-11-29T17:53:37.6Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,40,36,2024-11-29T17:53:37Z,2420000,False,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,1627534.0,,,,,,,,,,,3.0,,,,
250,PT03M47.00S,2024-11-29T17:54:07.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,66.44218134034165,47.549019607843135,1610612766,43,36,2024-11-29T17:54:12Z,2430000,False,-12.0,263.0,1,right,B. Miller 26' 3PT  (5 PTS) (J. Green 2 AST),"[1641706, 1630182]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,26.32,Made,5.0,,,J. Green,1630182.0,2.0,,,,,,,,,,,,
252,PT03M25.00S,2024-11-29T17:54:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,9.543363994743759,50.245098039215684,1610612752,43,36,2024-11-29T17:58:29Z,2450000,False,-1.0,37.0,1,left,MISS K. Towns turnaround Shot,[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
253,PT03M23.00S,2024-11-29T17:54:33.2Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,43,36,2024-11-29T17:58:29Z,2460000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,252.0,,,,,,,,,2.0,2.0,0.0,,,,,
