actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-18T23:10:01.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T23:10:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-18T23:10:05.0Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-03-18T23:10:05Z,40000,False,,,0,,Jump Ball O. Okongwu vs. M. Williams: Tip to D. Daniels,"[1630700, 1630168, 1631109]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-03-18T23:10:20.7Z,1,REGULAR,2pt,Jump Shot,[],1630700,7.835085413929041,30.637254901960787,1610612737,0,2,2025-03-18T23:10:48Z,70000,False,97.0,21.0,1,left,D. Daniels 9' driving floating Jump Shot (2 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,9.91,Made,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
24,PT11M24.00S,2025-03-18T23:10:44.9Z,1,REGULAR,turnover,lost ball,[],1629610,,,1610612766,0,2,2025-03-18T23:13:50Z,105000,False,,,0,,D. Jeffries lost ball TURNOVER (1 TO),"[1629610, 1629027]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Young,1629027.0,,,,,,,,,,,
25,PT11M24.00S,2025-03-18T23:10:44.9Z,1,REGULAR,steal,,[],1629027,,,1610612737,0,2,2025-03-18T23:12:21Z,107500,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M06.00S,2025-03-18T23:10:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631243,32.53942181340342,50.0,1610612737,0,2,2025-03-18T23:12:21Z,110000,False,0.0,253.0,1,left,MISS M. Gueye 25' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2025-03-18T23:10:58.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,0,2,2025-03-18T23:11:00Z,120000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
36,PT10M47.00S,2025-03-18T23:11:18.0Z,1,REGULAR,turnover,lost ball,[],1631109,,,1610612766,0,2,2025-03-18T23:15:06Z,155000,False,,,0,,M. Williams lost ball TURNOVER (1 TO),"[1631109, 1630700]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,,
37,PT10M47.00S,2025-03-18T23:11:18.0Z,1,REGULAR,steal,,[],1630700,,,1610612737,0,2,2025-03-18T23:14:24Z,157500,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2025-03-18T23:11:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630700,8.754927726675426,48.77450980392157,1610612737,0,4,2025-03-18T23:14:24Z,160000,False,6.0,30.0,1,left,D. Daniels running Layup (4 PTS),[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.04,Made,4.0,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-03-18T23:11:30.9Z,1,REGULAR,foul,personal,['1freethrow'],1641878,,,1610612737,0,4,2025-03-18T23:11:46Z,170000,False,,,0,,D. Baugh shooting personal FOUL (1 PF) (Daniels 1 FT),"[1641878, 1630700]",1610612766.0,CHA,shooting,,,Baugh,D. Baugh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1179.0,1.0,0.0,Daniels,1630700.0,,
19,PT10M44.00S,2025-03-18T23:11:47.6Z,1,REGULAR,freethrow,1 of 1,"['fastbreak', 'fromturnover']",1630700,,,1610612737,0,4,2025-03-18T23:14:24Z,190000,False,,,0,,MISS D. Daniels Free Throw 1 of 1,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2025-03-18T23:11:49.8Z,1,REGULAR,rebound,defensive,[],1641878,,,1610612766,0,4,2025-03-18T23:11:49Z,200000,False,,,0,,D. Baugh REBOUND (Off:0 Def:1),[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,
