actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
509,PT00M27.90S,2024-12-01T00:48:31.2Z,3,REGULAR,jumpball,recovered,[],1630249,,,1610612737,76,77,2024-12-01T01:04:26Z,4980000,False,,,0,,Jump Ball J. Johnson vs. M. Diabaté: Tip to V. Krejčí,"[1630249, 1630552, 1631217]",1610612737.0,ATL,heldball,V. Krejčí,1630249.0,Krejčí,V. Krejčí,Johnson,1630552.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
516,PT00M08.80S,2024-12-01T00:48:52.3Z,3,REGULAR,3pt,Jump Shot,[],1641723,65.91655716162943,34.31372549019608,1610612737,76,77,2024-12-01T01:04:34Z,5030000,False,-78.0,268.0,1,right,MISS K. Bufkin 27' 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,Missed,,Above the Break 3,24+ Center,27.91,,,,,,,,,,,,,,
517,PT00M07.70S,2024-12-01T00:48:53.4Z,3,REGULAR,rebound,offensive,[],1630249,,,1610612737,76,77,2024-12-01T00:53:50Z,5040000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,Above the Break 3,24+ Center,,516.0,2.0,1.0,1.0,,,,,,,,,,
518,PT00M04.20S,2024-12-01T00:48:56.0Z,3,REGULAR,turnover,bad pass,[],1629631,,,1610612737,76,77,2024-12-01T00:54:05Z,5050000,False,,,0,,D. Hunter bad pass TURNOVER (2 TO),"[1629631, 1641733]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Smith Jr.,1641733.0,,,,
519,PT00M04.20S,2024-12-01T00:48:56.0Z,3,REGULAR,steal,,[],1641733,,,1610612766,76,77,2024-12-01T00:49:22Z,5060000,False,,,0,,N. Smith Jr. STEAL (1 STL),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
522,PT00M00.00S,2024-12-01T00:49:07.8Z,3,REGULAR,period,end,[],0,,,1610612766,76,77,2024-12-01T00:49:07Z,5090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-12-01T00:50:51.2Z,4,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,76,77,2024-12-01T00:51:42Z,5100000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-12-01T00:50:51.2Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612766,76,77,2024-12-01T00:51:42Z,5110000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-12-01T00:50:51.2Z,4,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,76,77,2024-12-01T00:51:42Z,5120000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-12-01T00:50:51.2Z,4,REGULAR,substitution,in,['startperiod'],1642258,,,1610612766,76,77,2024-12-01T00:51:42Z,5130000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2024-12-01T00:51:44.8Z,4,REGULAR,period,start,[],0,,,1610612766,76,77,2024-12-01T00:51:44Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M52.00S,2024-12-01T00:51:53.8Z,4,REGULAR,turnover,lost ball,[],1642354,,,1610612766,76,77,2024-12-01T00:54:50Z,5150000,False,,,0,,K. Simpson lost ball TURNOVER (2 TO),"[1642354, 1641723]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,Bufkin,1641723.0,,,,
529,PT11M52.00S,2024-12-01T00:51:53.8Z,4,REGULAR,steal,,[],1641723,,,1610612737,76,77,2024-12-01T00:51:55Z,5160000,False,,,0,,K. Bufkin STEAL (1 STL),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
530,PT11M49.00S,2024-12-01T00:51:57.2Z,4,REGULAR,foul,personal,['2freethrow'],1642354,,,1610612737,76,77,2024-12-01T00:52:06Z,5170000,False,,,0,,K. Simpson shooting personal FOUL (3 PF) (Bufkin 2 FT),"[1642354, 1641723]",1610612766.0,CHA,shooting,,,Simpson,K. Simpson,,,,,1626300.0,3.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Bufkin,1641723.0,,
532,PT11M49.00S,2024-12-01T00:52:28.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641723,,,1610612737,76,78,2024-12-01T00:52:28Z,5190000,False,,,0,,K. Bufkin Free Throw 1 of 2 (8 PTS),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
533,PT11M49.00S,2024-12-01T00:52:44.3Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641723,,,1610612737,76,79,2024-12-01T00:52:44Z,5200000,False,,,0,,K. Bufkin Free Throw 2 of 2 (9 PTS),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
534,PT11M37.00S,2024-12-01T00:52:58.5Z,4,REGULAR,3pt,Jump Shot,[],1641706,16.376478318002626,3.1862745098039214,1610612766,79,79,2024-12-01T00:53:06Z,5210000,False,234.0,101.0,1,left,B. Miller 25' 3PT  (24 PTS) (K. Simpson 1 AST),"[1641706, 1642354]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,24.0,Above the Break 3,24+ Right Center,25.51,,,,,K. Simpson,1642354.0,1.0,,,,,,,
536,PT11M25.00S,2024-12-01T00:53:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.9862023653088,49.26470588235294,1610612737,79,81,2024-12-01T00:55:56Z,5230000,False,-4.0,13.0,1,right,O. Okongwu cutting Layup (10 PTS) (V. Krejčí 1 AST),"[1630168, 1630249]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,,,,Made,10.0,Restricted Area,0-8 Center,1.39,,,,,V. Krejčí,1630249.0,1.0,,,,,,,
538,PT11M11.00S,2024-12-01T00:53:25.6Z,4,REGULAR,3pt,Jump Shot,[],1642275,30.699737187910642,24.264705882352942,1610612766,79,81,2024-12-01T00:56:16Z,5250000,False,129.0,236.0,1,left,MISS T. Salaün 26' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.89,,,,,,,,,,,,,,
539,PT11M07.00S,2024-12-01T00:53:29.6Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,79,81,2024-12-01T00:56:27Z,5260000,False,,,0,,M. Diabaté REBOUND (Off:7 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Above the Break 3,24+ Right Center,,538.0,7.0,0.0,7.0,,,,,,,,,,
540,PT10M57.00S,2024-12-01T00:53:39.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642275,8.229303547963205,94.85294117647058,1610612766,79,81,2024-12-01T00:56:49Z,5270000,False,-224.0,25.0,1,left,MISS T. Salaün 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,Missed,,Left Corner 3,24+ Left,22.57,,,,,,,,,,,,,,
541,PT10M55.00S,2024-12-01T00:53:41.2Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,79,81,2024-12-01T00:56:49Z,5280000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Left Corner 3,24+ Left,,540.0,8.0,3.0,5.0,,,,,,,,,,
542,PT10M44.00S,2024-12-01T00:53:51.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.38042049934296,50.73529411764706,1610612737,79,83,2024-12-01T00:57:00Z,5290000,False,4.0,10.0,1,right,O. Okongwu cutting Layup (12 PTS) (K. Bufkin 3 AST),"[1630168, 1641723]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,,,,Made,12.0,Restricted Area,0-8 Center,1.04,,,,,K. Bufkin,1641723.0,3.0,,,,,,,
544,PT10M44.00S,2024-12-01T00:53:54.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,79,83,2024-12-01T00:53:54Z,5310000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT10M44.00S,2024-12-01T00:55:02.6Z,4,REGULAR,substitution,out,[],1642275,,,1610612766,79,83,2024-12-01T00:56:53Z,5320000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M44.00S,2024-12-01T00:55:02.6Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,79,83,2024-12-01T00:56:53Z,5330000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT10M25.00S,2024-12-01T00:57:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,6.521024967148489,49.01960784313725,1610612766,79,83,2024-12-01T00:57:32Z,5340000,False,5.0,9.0,1,left,MISS J. Green driving Layup,[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,,,,Missed,,Restricted Area,0-8 Center,1.01,,,,,,,,,,,,,,
548,PT10M23.00S,2024-12-01T00:57:09.6Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612737,79,83,2024-12-01T00:57:32Z,5350000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:2),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,Restricted Area,0-8 Center,,547.0,3.0,2.0,1.0,,,,,,,,,,
549,PT10M11.00S,2024-12-01T00:57:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.9060446780552,49.754901960784316,1610612737,79,85,2024-12-01T00:57:53Z,5360000,False,-1.0,5.0,1,right,J. Johnson driving Layup (17 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,,,,Made,17.0,Restricted Area,0-8 Center,0.49,,,,,,,,,,,,,,
550,PT09M54.00S,2024-12-01T00:57:37.7Z,4,REGULAR,3pt,Jump Shot,[],1641706,32.14520367936925,32.1078431372549,1610612766,79,85,2024-12-01T00:57:42Z,5370000,False,89.0,250.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.53,,,,,,,,,,,,,,
551,PT09M52.00S,2024-12-01T00:57:39.7Z,4,REGULAR,rebound,defensive,[],1641723,,,1610612737,79,85,2024-12-01T00:57:42Z,5380000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:1),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,Above the Break 3,24+ Right Center,,550.0,1.0,1.0,0.0,,,,,,,,,,
552,PT09M48.00S,2024-12-01T00:57:49.7Z,4,REGULAR,foul,personal,[],1631217,,,1610612737,79,85,2024-12-01T00:58:13Z,5390000,False,,,0,,M. Diabaté personal FOUL (1 PF),"[1631217, 1630168]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,200834.0,1.0,0.0,,,Above the Break 3,24+ Center,,,,,,,,,,,,Okongwu,1630168.0,,
554,PT09M48.00S,2024-12-01T00:58:04.8Z,4,REGULAR,substitution,out,[],1631217,,,1610612737,79,85,2024-12-01T00:58:10Z,5410000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M48.00S,2024-12-01T00:58:04.8Z,4,REGULAR,substitution,out,[],1642354,,,1610612737,79,85,2024-12-01T00:58:10Z,5420000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M48.00S,2024-12-01T00:58:04.8Z,4,REGULAR,substitution,in,[],203995,,,1610612737,79,85,2024-12-01T00:58:10Z,5430000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M48.00S,2024-12-01T00:58:04.8Z,4,REGULAR,substitution,in,[],1630208,,,1610612737,79,85,2024-12-01T00:58:10Z,5440000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M40.00S,2024-12-01T00:58:11.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642258,92.72339027595268,51.470588235294116,1610612737,79,87,2024-12-01T00:58:45Z,5450000,False,7.0,16.0,1,right,Z. Risacher driving DUNK (14 PTS) (K. Bufkin 4 AST),"[1642258, 1641723]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,,,,Made,14.0,Restricted Area,0-8 Center,1.75,,,,,K. Bufkin,1641723.0,4.0,,,,,,,
560,PT09M21.00S,2024-12-01T00:58:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641733,7.046649145860711,51.9607843137255,1610612766,79,87,2024-12-01T00:59:09Z,5470000,False,-10.0,14.0,1,left,MISS N. Smith Jr. driving Layup - blocked,"[1641733, 1630552]",1610612766.0,CHA,driving,,,Smith Jr.,N. Smith Jr.,,,,,,,,Missed,,Restricted Area,0-8 Center,1.68,,,,,,,,,,,,,Johnson,1630552.0
561,PT09M21.00S,2024-12-01T00:58:32.9Z,4,REGULAR,block,,[],1630552,,,1610612766,79,87,2024-12-01T00:58:35Z,5480000,False,,,0,,J. Johnson BLOCK (3 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
562,PT09M17.00S,2024-12-01T00:58:36.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,79,87,2024-12-01T00:59:09Z,5490000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Restricted Area,0-8 Center,,560.0,,,,,,,,,,,,,
563,PT09M17.00S,2024-12-01T00:58:49.2Z,4,REGULAR,foul,personal,[],1630208,,,1610612737,79,87,2024-12-01T00:59:00Z,5500000,False,,,0,,N. Richards loose ball personal FOUL (5 PF),"[1630208, 1642258]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,1628481.0,5.0,0.0,,,Mid-Range,16-24 Center,,,,,,,,,,,,Risacher,1642258.0,,
565,PT09M09.00S,2024-12-01T00:59:08.3Z,4,REGULAR,3pt,Jump Shot,[],1641723,66.3107752956636,46.32352941176471,1610612737,79,87,2024-12-01T00:59:36Z,5520000,False,-18.0,264.0,1,right,MISS K. Bufkin 26' pullup 3PT,[1641723],1610612737.0,ATL,pullup,,,Bufkin,K. Bufkin,,,,,,,,Missed,,Above the Break 3,24+ Center,26.48,,,,,,,,,,,,,,
566,PT09M07.00S,2024-12-01T00:59:10.3Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,79,87,2024-12-01T00:59:36Z,5530000,False,,,0,,N. Richards REBOUND (Off:0 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Above the Break 3,24+ Center,,565.0,5.0,5.0,0.0,,,,,,,,,,
567,PT08M48.00S,2024-12-01T00:59:30.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,12.302890932982917,47.794117647058826,1610612766,79,87,2024-12-01T01:00:16Z,5540000,False,11.0,63.0,1,left,MISS B. Miller 6' turnaround fadeaway Shot,[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,6.41,,,,,,,,,,,,,,
568,PT08M46.00S,2024-12-01T00:59:32.0Z,4,REGULAR,rebound,defensive,[],1641723,,,1610612737,79,87,2024-12-01T01:07:52Z,5550000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:2),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,567.0,2.0,2.0,0.0,,,,,,,,,,
569,PT08M28.00S,2024-12-01T00:59:46.5Z,4,REGULAR,3pt,Jump Shot,[],1630552,78.0059132720105,6.61764705882353,1610612737,79,87,2024-12-01T00:59:50Z,5560000,False,-217.0,154.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.61,,,,,,,,,,,,,,
570,PT08M26.00S,2024-12-01T00:59:48.5Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,79,87,2024-12-01T00:59:50Z,5570000,False,,,0,,B. Miller REBOUND (Off:2 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Above the Break 3,24+ Left Center,,569.0,6.0,4.0,2.0,,,,,,,,,,
571,PT08M13.00S,2024-12-01T01:00:02.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,12.8777923784494,44.40487132352941,1610612766,81,87,2024-12-01T01:02:42Z,5580000,False,28.0,69.0,1,left,N. Smith Jr. 7' driving floating Jump Shot (5 PTS),[1641733],1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,,,,Made,5.0,In The Paint (Non-RA),0-8 Center,7.41,,,,,,,,,,,,,,
572,PT08M02.00S,2024-12-01T01:00:14.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641723,92.24704336399475,46.13970588235294,1610612737,81,87,2024-12-01T01:03:08Z,5590000,False,-19.0,20.0,1,right,MISS K. Bufkin driving Layup - blocked,"[1641723, 1630208]",1610612737.0,ATL,driving,,,Bufkin,K. Bufkin,,,,,,,,Missed,,Restricted Area,0-8 Center,2.81,,,,,,,,,,,,,Richards,1630208.0
573,PT08M02.00S,2024-12-01T01:00:14.0Z,4,REGULAR,block,,[],1630208,,,1610612737,81,87,2024-12-01T01:00:16Z,5600000,False,,,0,,N. Richards BLOCK (3 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
574,PT08M00.00S,2024-12-01T01:00:16.0Z,4,REGULAR,rebound,defensive,[],203995,,,1610612766,81,87,2024-12-01T01:03:08Z,5610000,False,,,0,,V. Micić REBOUND (Off:3 Def:5),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,572.0,8.0,5.0,3.0,,,,,,,,,,
575,PT07M56.00S,2024-12-01T01:00:20.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,4.02431011826544,2.941176470588235,1610612766,81,87,2024-12-01T01:03:25Z,5620000,False,235.0,-15.0,1,left,MISS J. Green running 3PT,[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,,,,Missed,,Right Corner 3,24+ Right,23.58,,,,,,,,,,,,,,
576,PT07M54.00S,2024-12-01T01:00:22.0Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,81,87,2024-12-01T01:03:25Z,5630000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Right Corner 3,24+ Right,,575.0,9.0,4.0,5.0,,,,,,,,,,
577,PT07M42.00S,2024-12-01T01:00:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.59198423127464,48.28431372549019,1610612737,81,89,2024-12-01T01:03:48Z,5640000,False,-9.0,17.0,1,right,O. Okongwu cutting Layup (14 PTS) (J. Johnson 8 AST),"[1630168, 1630552]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,,,,Made,14.0,Restricted Area,0-8 Center,1.91,,,,,J. Johnson,1630552.0,8.0,,,,,,,
579,PT07M20.00S,2024-12-01T01:00:57.9Z,4,REGULAR,2pt,Jump Shot,[],1641706,26.938239159001313,49.08088235294118,1610612766,81,89,2024-12-01T01:04:10Z,5660000,False,5.0,201.0,1,left,MISS B. Miller 20' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,,,,Missed,,Mid-Range,16-24 Center,20.08,,,,,,,,,,,,,,
580,PT07M18.00S,2024-12-01T01:00:59.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,81,89,2024-12-01T01:04:10Z,5670000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Mid-Range,16-24 Center,,579.0,,,,,,,,,,,,,
582,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,out,[],1641733,,,1610612737,81,89,2024-12-01T01:01:20Z,5690000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,out,[],1641723,,,1610612737,81,89,2024-12-01T01:01:20Z,5700000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,81,89,2024-12-01T01:01:20Z,5710000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,out,[],1630249,,,1610612737,81,89,2024-12-01T01:01:20Z,5720000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,in,[],1628998,,,1610612737,81,89,2024-12-01T01:01:20Z,5730000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,81,89,2024-12-01T01:01:20Z,5740000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,81,89,2024-12-01T01:01:20Z,5750000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M15.00S,2024-12-01T01:01:03.7Z,4,REGULAR,substitution,in,[],203991,,,1610612737,81,89,2024-12-01T01:01:20Z,5760000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M02.00S,2024-12-01T01:01:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.11760840998686,50.0,1610612737,81,89,2024-12-01T01:04:53Z,5770000,False,0.0,12.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,,,,Missed,,Restricted Area,0-8 Center,1.22,,,,,,,,,,,,,,
591,PT07M01.00S,2024-12-01T01:01:45.9Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,81,89,2024-12-01T01:04:53Z,5780000,False,,,0,,C. Capela REBOUND (Off:3 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Restricted Area,0-8 Center,,590.0,12.0,9.0,3.0,,,,,,,,,,
592,PT07M00.00S,2024-12-01T01:01:48.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,81,89,2024-12-01T01:05:33Z,5790000,False,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,,,,Missed,,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
593,PT06M59.00S,2024-12-01T01:01:49.2Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,81,89,2024-12-01T01:05:33Z,5800000,False,,,0,,C. Capela REBOUND (Off:4 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Restricted Area,0-8 Center,,592.0,13.0,9.0,4.0,,,,,,,,,,
594,PT06M43.00S,2024-12-01T01:02:04.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,81,89,2024-12-01T01:02:13Z,5810000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,1626300.0,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,
595,PT06M23.00S,2024-12-01T01:02:36.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,6.389618922470433,47.794117647058826,1610612766,81,89,2024-12-01T01:06:48Z,5820000,False,11.0,8.0,1,left,MISS J. Green reverse Layup - blocked,"[1630182, 1642258]",1610612766.0,CHA,reverse,,,Green,J. Green,,,,,,,,Missed,,Restricted Area,0-8 Center,1.34,,,,,,,,,,,,,Risacher,1642258.0
601,PT06M23.00S,2024-12-01T01:02:36.0Z,4,REGULAR,block,,[],1642258,,,1610612766,81,89,2024-12-01T01:03:24Z,5825000,False,,,0,,Z. Risacher BLOCK (2 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
596,PT06M21.00S,2024-12-01T01:02:38.0Z,4,REGULAR,rebound,defensive,[],1642258,,,1610612737,81,89,2024-12-01T01:06:48Z,5830000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Restricted Area,0-8 Center,,595.0,3.0,2.0,1.0,,,,,,,,,,
