actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
172,PT10M58.00S,2025-01-26T00:39:43.6Z,2,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612766,33,23,2025-01-26T00:40:19Z,1700000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Gibson 2 FT),"[1629627, 201959]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,,,,,,,,,2.0,0.0,Gibson,201959.0,,,,,,
174,PT10M58.00S,2025-01-26T00:40:15.7Z,2,REGULAR,freethrow,1 of 2,[],201959,,,1610612766,34,23,2025-01-26T00:40:15Z,1720000,False,,,0,,T. Gibson Free Throw 1 of 2 (1 PTS),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
175,PT10M58.00S,2025-01-26T00:40:34.5Z,2,REGULAR,freethrow,2 of 2,[],201959,,,1610612766,35,23,2025-01-26T00:40:34Z,1730000,False,,,0,,T. Gibson Free Throw 2 of 2 (2 PTS),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,Made,,,,,,,,,,,2.0,,,,,
176,PT10M43.00S,2025-01-26T00:40:54.4Z,2,REGULAR,3pt,Jump Shot,[],1630631,81.60315374507228,93.359375,1610612740,35,23,2025-01-26T00:41:15Z,1740000,False,217.0,120.0,1,right,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,24.8,Missed,,,,,,,,,,,,,,,,
177,PT10M40.00S,2025-01-26T00:40:57.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,35,23,2025-01-26T00:41:15Z,1750000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,176.0,,,,,,,,,,,,,
179,PT10M20.00S,2025-01-26T00:41:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,16.688567674113003,42.42493872549019,1610612766,37,23,2025-01-26T00:41:57Z,1770000,False,38.0,104.0,1,left,T. Gibson 11' Jump Shot (4 PTS) (V. Micić 2 AST),"[201959, 203995]",1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,,,11.11,Made,,,,,,,,,,,4.0,V. Micić,203995.0,2.0,,
181,PT10M08.00S,2025-01-26T00:41:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,85.9395532194481,47.935814950980394,1610612740,37,25,2025-01-26T00:42:39Z,1790000,False,-10.0,80.0,1,right,Z. Williamson 8' driving floating Jump Shot (7 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,8.04,Made,,,,,,,,,,,7.0,,,,,
182,PT09M55.00S,2025-01-26T00:41:55.6Z,2,REGULAR,3pt,Jump Shot,[],1628970,32.11851182654402,67.59344362745098,1610612766,40,25,2025-01-26T00:43:01Z,1800000,False,-88.0,249.0,1,left,M. Bridges 26' 3PT step back (11 PTS) (S. Curry 1 AST),"[1628970, 203552]",1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,26.45,Made,,,,,,,,,,,11.0,S. Curry,203552.0,1.0,,
183,PT09M44.00S,2025-01-26T00:42:07.6Z,2,REGULAR,foul,personal,['2freethrow'],201959,,,1610612740,40,25,2025-01-26T00:43:13Z,1810000,False,,,0,,T. Gibson shooting personal FOUL (3 PF) (Missi 2 FT),"[201959, 1642274]",1610612766.0,CHA,shooting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,3.0,0.0,Missi,1642274.0,,,,,,
186,PT09M44.00S,2025-01-26T00:42:31.6Z,2,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,40,25,2025-01-26T00:44:14Z,1835000,False,,,0,,MISS Y. Missi Free Throw 1 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
187,PT09M44.00S,2025-01-26T00:42:31.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,40,25,2025-01-26T00:44:14Z,1842500,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,
199,PT09M44.00S,2025-01-26T00:42:53.6Z,2,REGULAR,substitution,out,[],201959,,,1610612740,40,25,2025-01-26T00:44:33Z,1844375,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M44.00S,2025-01-26T00:42:53.6Z,2,REGULAR,substitution,in,[],1631217,,,1610612740,40,25,2025-01-26T00:44:33Z,1845312,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M44.00S,2025-01-26T00:42:31.6Z,2,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,40,25,2025-01-26T00:44:14Z,1846250,False,,,0,,MISS Y. Missi Free Throw 2 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
191,PT09M43.00S,2025-01-26T00:42:32.6Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,40,25,2025-01-26T00:44:14Z,1848125,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,190.0,3.0,2.0,1.0,,,,,,,,,,
192,PT09M25.00S,2025-01-26T00:43:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,12.483574244415237,40.21905637254902,1610612766,40,25,2025-01-26T00:44:05Z,1865000,False,49.0,65.0,1,left,MISS M. Bridges 8' driving Layup - blocked,"[1628970, 1642274]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,8.12,Missed,Missi,1642274.0,,,,,,,,,,,,,,
193,PT09M25.00S,2025-01-26T00:43:15.7Z,2,REGULAR,block,,[],1642274,,,1610612766,40,25,2025-01-26T00:43:18Z,1867500,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
194,PT09M22.00S,2025-01-26T00:43:18.7Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,40,25,2025-01-26T00:44:05Z,1868750,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,
195,PT09M16.00S,2025-01-26T00:43:27.0Z,2,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612740,40,25,2025-01-26T00:45:03Z,1920000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629610, 1629627]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),8-16 Left,1627541.0,,,,,,,,,,1.0,0.0,Williamson,1629627.0,,,,,,
197,PT09M16.00S,2025-01-26T00:43:55.7Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,40,26,2025-01-26T00:43:55Z,1940000,False,,,0,,Z. Williamson Free Throw 1 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
198,PT09M16.00S,2025-01-26T00:44:09.5Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,40,27,2025-01-26T00:44:09Z,1950000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,,,,,,,,,,,9.0,,,,,
201,PT09M01.00S,2025-01-26T00:44:30.3Z,2,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612766,40,27,2025-01-26T00:45:25Z,1960000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Bridges 2 FT),"[1641722, 1628970]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,202058.0,,,,,,,,,,1.0,0.0,Bridges,1628970.0,,,,,,
203,PT09M01.00S,2025-01-26T00:44:55.3Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,40,27,2025-01-26T00:44:55Z,1980000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
204,PT09M01.00S,2025-01-26T00:44:55.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,40,27,2025-01-26T00:44:55Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,
205,PT09M01.00S,2025-01-26T00:45:08.4Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,41,27,2025-01-26T00:45:08Z,2000000,False,,,0,,M. Bridges Free Throw 2 of 2 (12 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,,,,,,,,,,,12.0,,,,,
206,PT08M38.00S,2025-01-26T00:45:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,92.11563731931669,43.97212009803921,1610612740,41,29,2025-01-26T00:46:24Z,2010000,False,-30.0,22.0,1,right,Y. Missi cutting Layup (2 PTS) (J. Alvarado 2 AST),"[1642274, 1630631]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,3.7,Made,,,,,,,,,,,2.0,J. Alvarado,1630631.0,2.0,,
208,PT08M26.00S,2025-01-26T00:45:46.5Z,2,REGULAR,3pt,Jump Shot,[],1629610,20.844283837056505,4.411764705882353,1610612766,41,29,2025-01-26T00:46:50Z,2030000,False,228.0,143.0,1,left,MISS D. Jeffries 26' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,,,26.93,Missed,,,,,,,,,,,,,,,,
209,PT08M23.00S,2025-01-26T00:45:49.5Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,41,29,2025-01-26T00:46:50Z,2040000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,
210,PT08M18.00S,2025-01-26T00:45:54.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,68.15045992115637,21.07843137254902,1610612740,41,29,2025-01-26T00:47:07Z,2050000,False,-145.0,247.0,1,right,MISS J. Hawkins 28' running 3PT,[1641722],1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,28.61,Missed,,,,,,,,,,,,,,,,
211,PT08M16.00S,2025-01-26T00:45:56.3Z,2,REGULAR,rebound,defensive,[],203552,,,1610612766,41,29,2025-01-26T00:47:07Z,2060000,False,,,0,,S. Curry REBOUND (Off:1 Def:2),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,210.0,3.0,2.0,1.0,,,,,,,,,,
212,PT08M06.00S,2025-01-26T00:46:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,13.403416557161634,57.85462622549019,1610612766,43,29,2025-01-26T00:47:37Z,2070000,False,-39.0,73.0,1,left,M. Bridges 8' driving floating Jump Shot (14 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,8.33,Made,,,,,,,,,,,14.0,,,,,
213,PT07M50.00S,2025-01-26T00:46:22.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.69908015768725,56.51424632352941,1610612740,43,31,2025-01-26T00:48:10Z,2080000,False,33.0,54.0,1,right,Z. Williamson 6' turnaround Jump Shot (11 PTS) (J. Alvarado 3 AST),"[1629627, 1630631]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,6.28,Made,,,,,,,,,,,11.0,J. Alvarado,1630631.0,3.0,,
215,PT07M30.00S,2025-01-26T00:46:43.5Z,2,REGULAR,turnover,lost ball,[],203995,,,1610612766,43,31,2025-01-26T00:48:51Z,2100000,False,,,0,,V. Micić lost ball TURNOVER (2 TO),"[203995, 1641722]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Hawkins,1641722.0
216,PT07M30.00S,2025-01-26T00:46:43.5Z,2,REGULAR,steal,,[],1641722,,,1610612740,43,31,2025-01-26T00:46:45Z,2110000,False,,,0,,J. Hawkins STEAL (1 STL),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT07M23.00S,2025-01-26T00:46:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642274,88.69908015768725,54.26623774509804,1610612740,43,31,2025-01-26T00:49:14Z,2120000,False,21.0,54.0,1,right,MISS Y. Missi cutting Layup,[1642274],1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,5.78,Missed,,,,,,,,,,,,,,,,
218,PT07M22.00S,2025-01-26T00:46:50.9Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,43,31,2025-01-26T00:49:14Z,2130000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,,,
219,PT07M07.00S,2025-01-26T00:47:05.9Z,2,REGULAR,3pt,Jump Shot,[],203552,37.48357424441524,49.81617647058824,1610612766,46,31,2025-01-26T00:49:31Z,2140000,False,1.0,300.0,1,left,S. Curry 29' 3PT pullup (9 PTS),[203552],1610612766.0,CHA,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,29.98,Made,,,,,,,,,,,9.0,,,,,
220,PT07M05.00S,2025-01-26T00:47:13.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,46,31,2025-01-26T00:47:13Z,2150000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],1628970,,,1610612740,46,31,2025-01-26T00:49:41Z,2160000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],1629610,,,1610612740,46,31,2025-01-26T00:49:41Z,2170000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],203995,,,1610612740,46,31,2025-01-26T00:49:41Z,2180000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],203552,,,1610612740,46,31,2025-01-26T00:49:41Z,2190000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,46,31,2025-01-26T00:49:41Z,2200000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,46,31,2025-01-26T00:49:41Z,2210000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,46,31,2025-01-26T00:49:41Z,2220000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1630163,,,1610612740,46,31,2025-01-26T00:49:41Z,2230000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1629006,,,1610612740,46,31,2025-01-26T00:49:41Z,2240000,False,,,0,,SUB in: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1630182,,,1610612740,46,31,2025-01-26T00:49:41Z,2250000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1641733,,,1610612740,46,31,2025-01-26T00:49:41Z,2260000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1628464,,,1610612740,46,31,2025-01-26T00:49:41Z,2270000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,46,31,2025-01-26T00:49:41Z,2280000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M05.00S,2025-01-26T00:49:16.8Z,2,REGULAR,substitution,in,[],203468,,,1610612740,46,31,2025-01-26T00:49:41Z,2290000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M51.00S,2025-01-26T00:50:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630530,66.27792378449408,29.388786764705884,1610612740,46,34,2025-01-26T00:51:02Z,2300000,False,-103.0,264.0,1,right,T. Murphy III 28' 3PT  (3 PTS) (D. Theis 2 AST),"[1630530, 1628464]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,28.39,Made,,,,,,,,,,,3.0,D. Theis,1628464.0,2.0,,
237,PT06M41.00S,2025-01-26T00:50:31.4Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612766,46,34,2025-01-26T00:51:38Z,2320000,False,,,0,,D. Theis shooting personal FOUL (2 PF) (Green 2 FT),"[1628464, 1630182]",1610612740.0,NOP,shooting,,,Theis,D. Theis,,,,,Mid-Range,8-16 Left,1627519.0,,,,,,,,,,2.0,0.0,Green,1630182.0,,,,,,
239,PT06M41.00S,2025-01-26T00:51:04.9Z,2,REGULAR,freethrow,1 of 2,[],1630182,,,1610612766,47,34,2025-01-26T00:51:04Z,2340000,False,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
240,PT06M41.00S,2025-01-26T00:51:19.9Z,2,REGULAR,freethrow,2 of 2,[],1630182,,,1610612766,48,34,2025-01-26T00:51:19Z,2350000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,
241,PT06M21.00S,2025-01-26T00:51:42.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,67.88764783180025,69.36274509803921,1610612740,48,37,2025-01-26T00:52:11Z,2360000,False,97.0,249.0,1,right,T. Murphy III 26' 3PT step back (6 PTS),[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,26.75,Made,,,,,,,,,,,6.0,,,,,
242,PT06M11.00S,2025-01-26T00:51:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,9.806176084099869,46.81372549019608,1610612766,48,37,2025-01-26T00:52:59Z,2370000,False,16.0,40.0,1,left,MISS J. Green driving Layup,[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,4.28,Missed,,,,,,,,,,,,,,,,
243,PT06M09.00S,2025-01-26T00:51:57.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612740,48,37,2025-01-26T00:52:52Z,2380000,False,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,242.0,2.0,2.0,0.0,,,,,,,,,,
244,PT05M51.00S,2025-01-26T00:52:15.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,63.9454664914586,80.63725490196079,1610612740,48,37,2025-01-26T00:53:36Z,2390000,False,153.0,286.0,1,right,MISS T. Murphy III 32' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,32.48,Missed,,,,,,,,,,,,,,,,
245,PT05M48.00S,2025-01-26T00:52:18.6Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612766,48,37,2025-01-26T00:53:36Z,2400000,False,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,
246,PT05M40.00S,2025-01-26T00:52:24.7Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612766,48,37,2025-01-26T00:53:50Z,2410000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Diabaté 2 FT),"[1630530, 1631217]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,,,,,
248,PT05M40.00S,2025-01-26T00:52:51.5Z,2,REGULAR,freethrow,1 of 2,[],1631217,,,1610612766,48,37,2025-01-26T00:52:51Z,2430000,False,,,0,,MISS M. Diabaté Free Throw 1 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
249,PT05M40.00S,2025-01-26T00:52:51.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,48,37,2025-01-26T00:52:51Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,
250,PT05M40.00S,2025-01-26T00:53:08.9Z,2,REGULAR,freethrow,2 of 2,[],1631217,,,1610612766,49,37,2025-01-26T00:53:08Z,2450000,False,,,0,,M. Diabaté Free Throw 2 of 2 (1 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
251,PT05M30.00S,2025-01-26T00:53:21.4Z,2,REGULAR,3pt,Jump Shot,[],203468,74.37582128777925,85.56219362745098,1610612740,49,37,2025-01-26T00:54:25Z,2460000,False,178.0,188.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,25.91,Missed,,,,,,,,,,,,,,,,
252,PT05M27.00S,2025-01-26T00:53:24.4Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,49,37,2025-01-26T00:54:25Z,2470000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,,,251.0,5.0,4.0,1.0,,,,,,,,,,
253,PT05M14.00S,2025-01-26T00:53:36.8Z,2,REGULAR,2pt,Jump Shot,[],1630163,21.156373193166885,77.47395833333334,1610612766,51,37,2025-01-26T00:54:51Z,2480000,False,-137.0,146.0,1,left,L. Ball 20' fadeaway Jump Shot (9 PTS),[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,20.08,Made,,,,,,,,,,,9.0,,,,,
254,PT04M59.00S,2025-01-26T00:53:52.6Z,2,REGULAR,3pt,Jump Shot,[],1630631,68.15045992115637,20.34313725490196,1610612740,51,37,2025-01-26T00:55:12Z,2490000,False,-148.0,247.0,1,right,MISS J. Alvarado 28' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,28.8,Missed,,,,,,,,,,,,,,,,
255,PT04M57.00S,2025-01-26T00:53:54.6Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,51,37,2025-01-26T00:55:12Z,2500000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:5),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,,,254.0,6.0,5.0,1.0,,,,,,,,,,
256,PT04M44.00S,2025-01-26T00:54:07.7Z,2,REGULAR,3pt,Jump Shot,[],1630182,29.911300919842315,25.0,1610612766,51,37,2025-01-26T00:56:07Z,2510000,False,125.0,229.0,1,left,MISS J. Green 26' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,26.06,Missed,,,,,,,,,,,,,,,,
