actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-25T00:10:48.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-25T00:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-25T00:10:50.5Z,1,REGULAR,jumpball,recovered,[],203995,,,1610612766,0,0,2025-01-25T00:10:50Z,40000,False,,,0,,Jump Ball M. Williams vs. D. Clingan: Tip to V. Micić,"[203995, 1631109, 1642270]",1610612766.0,CHA,startperiod,V. Micić,203995.0,Micić,V. Micić,Williams,1631109.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-25T00:11:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,8.886333771353483,51.9607843137255,1610612766,0,0,2025-01-25T00:11:44Z,70000,False,-10.0,31.0,1,left,MISS M. Williams cutting DUNK - blocked,"[1631109, 1642270]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.25,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-01-25T00:11:10.2Z,1,REGULAR,block,,[],1642270,,,1610612766,0,0,2025-01-25T00:11:12Z,80000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2025-01-25T00:11:13.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2025-01-25T00:11:21Z,90000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M24.00S,2025-01-25T00:11:24.1Z,1,REGULAR,2pt,Jump Shot,[],1629014,91.67214191852825,75.49019607843137,1610612757,0,2,2025-01-25T00:12:30Z,100000,False,127.0,26.0,1,right,A. Simons 13' pullup Jump Shot (2 PTS) (D. Clingan 1 AST),"[1629014, 1642270]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,13.01,Made,,,,,,,2.0,D. Clingan,1642270.0,1.0,,,,,,,,
11,PT11M02.00S,2025-01-25T00:11:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,17.69053876478318,46.32352941176471,1610612766,0,2,2025-01-25T00:12:55Z,110000,False,18.0,114.0,1,left,MISS V. Micić 11' pullup Shot - blocked,"[203995, 1642270]",1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,In The Paint (Non-RA),8-16 Center,11.53,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
12,PT11M02.00S,2025-01-25T00:11:45.0Z,1,REGULAR,block,,[],1642270,,,1610612766,0,2,2025-01-25T00:11:47Z,120000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M00.00S,2025-01-25T00:11:47.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,2,2025-01-25T00:11:48Z,130000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,
14,PT10M57.00S,2025-01-25T00:11:51.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,93.11760840998686,50.0,1610612757,0,4,2025-01-25T00:12:19Z,140000,False,0.0,12.0,1,right,D. Avdija running Layup (2 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,2.0,,,,,,,,,,,
