actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
19,PT11M15.00S,2024-11-28T00:12:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.14520367936925,36.029411764705884,1610612748,0,5,2024-11-28T00:12:58Z,190000,False,70.0,250.0,1,left,D. Robinson 25' 3PT pullup (5 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,25.93,Made,,,,,,,,,5.0,,,,B. Adebayo,1628389.0,1.0,,,
20,PT11M05.00S,2024-11-28T00:12:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,88.91261498028909,47.30392156862745,1610612766,0,5,2024-11-28T00:13:45Z,200000,False,-13.0,52.0,1,right,MISS J. Green driving Layup,[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
21,PT11M02.00S,2024-11-28T00:12:51.2Z,1,REGULAR,rebound,offensive,[],201959,,,1610612766,0,5,2024-11-28T00:13:45Z,210000,False,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,20.0,,,,,,,1.0,0.0,1.0,,,,,,
22,PT10M53.00S,2024-11-28T00:12:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,78.53153745072274,91.42156862745098,1610612766,3,5,2024-11-28T00:13:02Z,220000,False,207.0,149.0,1,right,L. Ball 25' 3PT  (3 PTS) (J. Green 1 AST),"[1630163, 1630182]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,,,,,3.0,,,,J. Green,1630182.0,1.0,,,
25,PT10M42.00S,2024-11-28T00:13:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.122864651773984,77.45098039215686,1610612748,3,5,2024-11-28T00:14:22Z,240000,False,-137.0,221.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
26,PT10M39.00S,2024-11-28T00:13:14.6Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,3,5,2024-11-28T00:14:22Z,250000,False,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,,25.0,,,,,,,2.0,1.0,1.0,,,,,,
27,PT10M25.00S,2024-11-28T00:13:27.3Z,1,REGULAR,3pt,Jump Shot,[],1642275,66.17936925098554,54.41176470588235,1610612766,3,5,2024-11-28T00:15:02Z,260000,False,22.0,265.0,1,right,MISS T. Salaün 26' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
28,PT10M21.00S,2024-11-28T00:13:31.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,5,2024-11-28T00:15:02Z,270000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,27.0,,,,,,,1.0,1.0,0.0,,,,,,
29,PT10M07.00S,2024-11-28T00:13:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.652431011826544,53.18627450980392,1610612748,3,7,2024-11-28T00:15:26Z,280000,False,-16.0,10.0,1,left,T. Herro driving Layup (2 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,2.0,,,,,,,,,
30,PT09M57.00S,2024-11-28T00:13:55.8Z,1,REGULAR,2pt,Jump Shot,[],1641706,90.3580814717477,75.98039215686273,1610612766,3,7,2024-11-28T00:15:39Z,290000,False,130.0,38.0,1,right,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,13.54,Missed,,,,,,,,,,,,,,,,,,
31,PT09M55.00S,2024-11-28T00:13:57.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,7,2024-11-28T00:15:39Z,300000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,30.0,,,,,,,2.0,2.0,0.0,,,,,,
32,PT09M44.00S,2024-11-28T00:14:07.8Z,1,REGULAR,3pt,Jump Shot,[],1628389,32.276609724047304,54.41176470588235,1610612748,3,7,2024-11-28T00:15:57Z,310000,False,-22.0,251.0,1,left,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2024-11-28T00:14:11.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,3,7,2024-11-28T00:16:15Z,320000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,32.0,,,,,,,1.0,1.0,0.0,,,,,,
34,PT09M35.00S,2024-11-28T00:14:18.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630163,92.85479632063075,37.00980392156863,1610612766,3,7,2024-11-28T00:16:46Z,330000,False,-65.0,15.0,1,right,MISS L. Ball 6' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
35,PT09M34.00S,2024-11-28T00:14:19.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,7,2024-11-28T00:16:46Z,340000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,34.0,,,,,,,3.0,3.0,0.0,,,,,,
36,PT09M27.00S,2024-11-28T00:14:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,29.25427069645204,24.754901960784316,1610612748,3,10,2024-11-28T00:16:56Z,350000,False,126.0,222.0,1,left,D. Robinson 25' 3PT running pullup (8 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,running pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,,,,,8.0,,,,B. Adebayo,1628389.0,2.0,,,
38,PT09M27.00S,2024-11-28T00:14:31.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,3,10,2024-11-28T00:15:41Z,370000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M04.00S,2024-11-28T00:17:53.8Z,1,REGULAR,turnover,offensive goaltending,[],201959,,,1610612766,3,10,2024-11-28T00:18:20Z,380000,False,,,0,,T. Gibson offensive goaltending TURNOVER (1 TO),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,1662.0,,,,,,,,,,,,1.0,,
40,PT08M51.00S,2024-11-28T00:18:28.2Z,1,REGULAR,foul,personal,[],1630163,,,1610612748,3,10,2024-11-28T00:18:38Z,390000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1628389]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,1628172.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,
42,PT08M51.00S,2024-11-28T00:18:38.9Z,1,REGULAR,substitution,out,[],201959,,,1610612748,3,10,2024-11-28T00:18:43Z,410000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M51.00S,2024-11-28T00:18:38.9Z,1,REGULAR,substitution,in,[],1631217,,,1610612748,3,10,2024-11-28T00:18:43Z,420000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M40.00S,2024-11-28T00:19:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,7.5722733245729295,46.81372549019608,1610612748,3,12,2024-11-28T00:19:35Z,430000,False,16.0,19.0,1,left,D. Robinson cutting Layup (10 PTS) (B. Adebayo 3 AST),"[1629130, 1628389]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,10.0,,,,B. Adebayo,1628389.0,3.0,,,
46,PT08M26.00S,2024-11-28T00:19:17.5Z,1,REGULAR,turnover,traveling,[],1630163,,,1610612766,3,12,2024-11-28T00:19:21Z,450000,False,,,0,,L. Ball traveling TURNOVER (1 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,1662.0,,,,,,,,,,,,1.0,,
47,PT08M11.00S,2024-11-28T00:19:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,6.258212877792378,45.588235294117645,1610612748,3,14,2024-11-28T00:19:42Z,460000,False,22.0,6.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,,,4.0,,,,,,,,,
48,PT07M56.00S,2024-11-28T00:19:58.7Z,1,REGULAR,foul,personal,[],1629639,,,1610612766,3,14,2024-11-28T00:20:07Z,470000,False,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1630182]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1628172.0,1.0,0.0,Green,1630182.0,,,,,,,,,,
50,PT07M50.00S,2024-11-28T00:20:20.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642275,93.9060446780552,49.50980392156863,1610612766,5,14,2024-11-28T00:20:25Z,490000,False,-2.0,5.0,1,right,T. Salaün driving DUNK (2 PTS) (B. Miller 1 AST),"[1642275, 1641706]",1610612766.0,CHA,driving,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,2.0,,,,B. Miller,1641706.0,1.0,,,
52,PT07M41.00S,2024-11-28T00:20:35.8Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612748,5,14,2024-11-28T00:20:41Z,510000,False,,,0,,MIA 8-second-violation Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,201638.0,,,,,,,,,,,,,,
53,PT07M26.00S,2024-11-28T00:21:09.2Z,1,REGULAR,turnover,lost ball,[],1630163,,,1610612766,5,14,2024-11-28T00:21:15Z,520000,False,,,0,,L. Ball lost ball TURNOVER (2 TO),"[1630163, 1629312]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Highsmith,1629312.0
54,PT07M26.00S,2024-11-28T00:21:09.2Z,1,REGULAR,steal,,[],1629312,,,1610612748,5,14,2024-11-28T00:21:11Z,530000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2024-11-28T00:21:25.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,26.49474375821288,84.31372549019608,1610612748,5,14,2024-11-28T00:22:57Z,540000,False,-172.0,197.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
56,PT07M10.00S,2024-11-28T00:21:27.7Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,5,14,2024-11-28T00:22:57Z,550000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,55.0,,,,,,,1.0,1.0,0.0,,,,,,
57,PT06M57.00S,2024-11-28T00:21:37.2Z,1,REGULAR,3pt,Jump Shot,[],1641706,64.33968462549278,30.14705882352941,1610612766,8,14,2024-11-28T00:21:40Z,560000,False,-99.0,283.0,1,right,B. Miller 29' 3PT pullup (3 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,29.96,Made,,,,,,,,,3.0,,,,,,,,,
58,PT06M45.00S,2024-11-28T00:21:49.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,26.49474375821288,15.196078431372548,1610612748,8,17,2024-11-28T00:21:54Z,570000,False,174.0,197.0,1,left,D. Robinson 26' 3PT pullup (13 PTS) (B. Adebayo 4 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,,,,,13.0,,,,B. Adebayo,1628389.0,4.0,,,
60,PT06M23.00S,2024-11-28T00:22:12.0Z,1,REGULAR,2pt,Jump Shot,[],1642275,90.3580814717477,8.333333333333332,1610612766,10,17,2024-11-28T00:22:16Z,590000,False,-208.0,38.0,1,right,T. Salaün 21' Jump Shot (4 PTS) (J. Green 2 AST),"[1642275, 1630182]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,16-24 Left,21.18,Made,,,,,,,,,4.0,,,,J. Green,1630182.0,2.0,,,
62,PT06M15.00S,2024-11-28T00:22:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629312,20.318659658344284,7.598039215686274,1610612748,10,17,2024-11-28T00:23:49Z,610000,False,212.0,138.0,1,left,MISS H. Highsmith 25' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
63,PT06M13.00S,2024-11-28T00:22:25.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,10,17,2024-11-28T00:23:49Z,620000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,62.0,,,,,,,2.0,2.0,0.0,,,,,,
64,PT06M04.00S,2024-11-28T00:22:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,68.28186596583443,72.54901960784314,1610612766,13,17,2024-11-28T00:22:36Z,630000,False,113.0,246.0,1,right,L. Ball 27' 3PT running pullup (6 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.03,Made,,,,,,,,,6.0,,,,,,,,,
65,PT05M45.00S,2024-11-28T00:22:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.258212877792378,50.49019607843137,1610612748,13,19,2024-11-28T00:22:53Z,640000,False,-2.0,6.0,1,left,B. Adebayo alley-oop DUNK (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,2.0,,,,T. Herro,1629639.0,1.0,,,
67,PT05M37.00S,2024-11-28T00:22:57.8Z,1,REGULAR,3pt,Jump Shot,[],1642275,67.09921156373193,21.813725490196077,1610612766,16,19,2024-11-28T00:23:02Z,660000,False,-141.0,257.0,1,right,T. Salaün 29' 3PT  (7 PTS) (L. Ball 1 AST),"[1642275, 1630163]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,29.29,Made,,,,,,,,,7.0,,,,L. Ball,1630163.0,1.0,,,
69,PT05M21.00S,2024-11-28T00:23:16.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,30.699737187910642,31.372549019607842,1610612748,16,19,2024-11-28T00:24:50Z,680000,False,93.0,236.0,1,left,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
70,PT05M19.00S,2024-11-28T00:23:18.7Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,16,19,2024-11-28T00:24:50Z,690000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,69.0,,,,,,,2.0,2.0,0.0,,,,,,
71,PT05M10.00S,2024-11-28T00:23:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.17936925098554,15.686274509803921,1610612766,16,19,2024-11-28T00:25:19Z,700000,False,-172.0,265.0,1,right,MISS L. Ball 31' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,31.6,Missed,,,,,,,,,,,,,,,,,,
72,PT05M08.00S,2024-11-28T00:23:30.0Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612766,16,19,2024-11-28T00:25:19Z,710000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,71.0,,,,,,,1.0,0.0,1.0,,,,,,
73,PT05M06.00S,2024-11-28T00:23:37.9Z,1,REGULAR,foul,personal,[],1629639,,,1610612766,16,19,2024-11-28T00:23:49Z,720000,False,,,0,,T. Herro personal FOUL (2 PF),"[1629639, 1630182]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,,,1662.0,2.0,0.0,Green,1630182.0,,,,,,,,,,
75,PT05M06.00S,2024-11-28T00:24:14.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612766,16,19,2024-11-28T00:24:24Z,740000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M06.00S,2024-11-28T00:24:14.2Z,1,REGULAR,substitution,out,[],1629639,,,1610612766,16,19,2024-11-28T00:24:24Z,750000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M06.00S,2024-11-28T00:24:14.2Z,1,REGULAR,substitution,in,[],1642276,,,1610612766,16,19,2024-11-28T00:24:24Z,760000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M06.00S,2024-11-28T00:24:14.2Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,16,19,2024-11-28T00:24:24Z,770000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M57.00S,2024-11-28T00:24:30.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,85.23324572930355,67.40196078431373,1610612766,18,19,2024-11-28T00:24:36Z,780000,False,87.0,86.0,1,right,L. Ball 12' driving floating Jump Shot (8 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,12.25,Made,,,,,,,,,8.0,,,,,,,,,
80,PT04M54.00S,2024-11-28T00:24:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612748,18,19,2024-11-28T00:24:44Z,790000,False,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (1 TO),[1626179],1610612748.0,MIA,bad pass,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,201638.0,,,,,,,,,,,,1.0,,
81,PT04M34.00S,2024-11-28T00:25:02.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,65.39093298291722,50.245098039215684,1610612766,18,19,2024-11-28T00:26:39Z,800000,False,1.0,273.0,1,right,MISS L. Ball 27' step back 3PT - blocked,"[1630163, 1629312]",1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,27.28,Missed,Highsmith,1629312.0,,,,,,,,,,,,,,,,
88,PT04M34.00S,2024-11-28T00:25:02.7Z,1,REGULAR,block,,[],1629312,,,1610612766,18,19,2024-11-28T00:25:30Z,805000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
82,PT04M33.00S,2024-11-28T00:25:03.7Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,18,19,2024-11-28T00:26:39Z,810000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,81.0,,,,,,,3.0,2.0,1.0,,,,,,
83,PT04M32.00S,2024-11-28T00:25:07.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,83.96846254927726,51.79610906862745,1610612766,18,19,2024-11-28T00:27:16Z,820000,False,9.0,98.0,1,right,MISS M. Diabaté 9' floating Shot,[1631217],1610612766.0,CHA,floating,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Center,9.86,Missed,,,,,,,,,,,,,,,,,,
