actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-01T23:10:22.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-01T23:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-01T23:10:26.5Z,1,REGULAR,jumpball,recovered,[],1641733,,,1610612766,0,0,2025-03-01T23:10:26Z,40000,False,,,0,,Jump Ball M. Williams vs. A. Sarr: Tip to N. Smith Jr.,"[1641733, 1631109, 1642259]",1610612766.0,CHA,startperiod,N. Smith Jr.,1641733.0,Smith Jr.,N. Smith Jr.,Williams,1631109.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-03-01T23:10:35.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.64323258869908,49.50980392156863,1610612766,2,0,2025-03-01T23:10:41Z,70000,False,-2.0,7.0,1,right,M. Bridges alley-oop DUNK (2 PTS) (J. Green 1 AST),"[1628970, 1630182]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-03-01T23:10:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,11.251642575558476,52.20588235294118,1610612764,2,2,2025-03-01T23:11:13Z,90000,False,-11.0,53.0,1,left,A. Sarr driving floating Jump Shot (2 PTS) (K. Middleton 1 AST),"[1642259, 203114]",1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
11,PT11M18.00S,2025-03-01T23:11:04.0Z,1,REGULAR,3pt,Jump Shot,[],1641733,87.20433639947439,96.56862745098039,1610612766,5,2,2025-03-01T23:11:31Z,110000,False,233.0,68.0,1,right,N. Smith Jr. 24' 3PT step back (3 PTS) (L. Ball 1 AST),"[1641733, 1630163]",1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,24.25,Made,3.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
13,PT11M08.00S,2025-03-01T23:11:16.9Z,1,REGULAR,foul,offensive,[],1642273,,,1610612764,5,2,2025-03-01T23:16:02Z,130000,False,,,0,,K. George offensive FOUL (1 PF),"[1642273, 1641733]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,1627524.0,1.0,0.0,Smith Jr.,1641733.0,,,,,,,,,
15,PT11M08.00S,2025-03-01T23:11:16.9Z,1,REGULAR,turnover,offensive foul,[],1642273,,,1610612764,5,2,2025-03-01T23:15:37Z,150000,False,,,0,,K. George offensive foul TURNOVER (1 TO),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,1627524.0,,,,,1.0,,,,,,,,
16,PT10M51.00S,2025-03-01T23:11:43.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641733,72.09264126149803,78.18627450980392,1610612766,5,2,2025-03-01T23:12:02Z,160000,False,141.0,210.0,1,right,MISS N. Smith Jr. 25' 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2025-03-01T23:11:46.0Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,5,2,2025-03-01T23:13:16Z,170000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,
18,PT10M40.00S,2025-03-01T23:11:53.9Z,1,REGULAR,2pt,Jump Shot,[],203114,19.267411300919843,24.754901960784316,1610612764,5,4,2025-03-01T23:13:45Z,180000,False,126.0,129.0,1,left,K. Middleton 18' step back Jump Shot (2 PTS),[203114],1610612764.0,WAS,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,18.02,Made,2.0,,,,,,,,,,,,,,,,,
