actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
27,PT10M01.00S,2024-11-26T00:13:15.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,2,2024-11-26T00:13:17Z,270000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,26.0,,,,1.0,1.0,0.0,,
28,PT09M57.00S,2024-11-26T00:13:21.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641706,93.51182654402102,47.794117647058826,1610612766,4,2,2024-11-26T00:17:29Z,280000,False,-11.0,8.0,1,right,B. Miller running alley-oop DUNK (2 PTS) (L. Ball 2 AST),"[1641706, 1630163]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,1.39,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,
30,PT09M37.00S,2024-11-26T00:13:40.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641783,11.908672798948752,49.26470588235294,1610612753,4,4,2024-11-26T00:13:44Z,300000,False,4.0,59.0,1,left,T. da Silva driving Hook (2 PTS),[1641783],1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.95,Made,2.0,,,,,,,,,,,,
31,PT09M20.00S,2024-11-26T00:13:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.19776609724047,53.18627450980392,1610612766,4,4,2024-11-26T00:18:19Z,310000,False,16.0,21.0,1,right,MISS L. Ball driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,2.62,Missed,,,,,,,,,,,,,
32,PT09M18.00S,2024-11-26T00:14:01.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,4,4,2024-11-26T00:18:19Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,31.0,,,,,,,,
34,PT09M14.00S,2024-11-26T00:14:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,92.85479632063075,3.6764705882352944,1610612766,7,4,2024-11-26T00:14:21Z,340000,False,-232.0,15.0,1,right,B. Miller 3PT  (5 PTS) (L. Ball 3 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,23.21,Made,5.0,L. Ball,1630163.0,3.0,,,,,,,,,
36,PT08M55.00S,2024-11-26T00:14:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,9.937582128777924,54.90196078431373,1610612753,7,4,2024-11-26T00:19:39Z,360000,False,-25.0,41.0,1,left,MISS T. da Silva driving floating Shot,[1641783],1610612753.0,ORL,driving floating,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.77,Missed,,,,,,,,,,,,,
37,PT08M53.00S,2024-11-26T00:14:40.3Z,1,REGULAR,rebound,offensive,[],203484,,,1610612753,7,4,2024-11-26T00:19:39Z,370000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,36.0,,,,1.0,0.0,1.0,,
38,PT08M48.00S,2024-11-26T00:14:45.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,22.421156373193167,90.44117647058823,1610612753,7,4,2024-11-26T00:19:58Z,380000,False,-202.0,158.0,1,left,MISS K. Caldwell-Pope 25' pullup 3PT,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,25.68,Missed,,,,,,,,,,,,,
39,PT08M46.00S,2024-11-26T00:14:47.8Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,7,4,2024-11-26T00:19:58Z,390000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,38.0,,,,3.0,1.0,2.0,,
40,PT08M44.00S,2024-11-26T00:15:25.1Z,1,REGULAR,jumpball,recovered,[],203914,,,1610612753,7,4,2024-11-26T00:20:20Z,400000,False,,,0,,Jump Ball T. da Silva vs. B. Miller: Tip to G. Harris,"[203914, 1641783, 1641706]",1610612753.0,ORL,heldball,G. Harris,203914.0,Harris,G. Harris,da Silva,1641783.0,Miller,1641706.0,,,,,,,,,,,,,,,,,,,,,,
43,PT08M34.00S,2024-11-26T00:15:31.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630532,6.652431011826544,48.28431372549019,1610612753,7,4,2024-11-26T00:20:39Z,430000,False,9.0,10.0,1,left,MISS F. Wagner driving floating bank Shot,[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,1.32,Missed,,,,,,,,,,,,,
44,PT08M32.00S,2024-11-26T00:15:33.4Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,7,4,2024-11-26T00:20:39Z,440000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,43.0,,,,1.0,1.0,0.0,,
45,PT08M24.00S,2024-11-26T00:15:43.0Z,1,REGULAR,turnover,traveling,[],1642275,,,1610612766,7,4,2024-11-26T00:15:49Z,450000,False,,,0,,T. Salaün traveling TURNOVER (1 TO),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,202041.0,,,,,,,,,,,,1.0,,,,,,,
46,PT08M05.00S,2024-11-26T00:16:13.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203914,32.933639947437584,50.245098039215684,1610612753,7,7,2024-11-26T00:16:18Z,460000,False,-1.0,257.0,1,left,G. Harris 25' 3PT  (3 PTS) (F. Wagner 1 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,25.71,Made,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,
48,PT07M52.00S,2024-11-26T00:16:29.8Z,1,REGULAR,turnover,out-of-bounds,[],201959,,,1610612766,7,7,2024-11-26T00:16:36Z,480000,False,,,0,,T. Gibson bad pass out-of-bounds TURNOVER (2 TO),[201959],1610612766.0,CHA,bad pass,,,Gibson,T. Gibson,,,,,Right Corner 3,24+ Right,1628951.0,,,,,,,,,,,,2.0,,,,,,,
49,PT07M29.00S,2024-11-26T00:16:58.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629048,9.280551905387648,46.32352941176471,1610612753,7,9,2024-11-26T01:18:07Z,490000,False,18.0,35.0,1,left,G. Bitadze turnaround Hook (4 PTS),[1629048],1610612753.0,ORL,turnaround,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,3.93,Made,4.0,,,,,,,,,,,,
50,PT07M11.00S,2024-11-26T00:17:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,90.22667542706965,54.41176470588235,1610612766,9,9,2024-11-26T00:21:48Z,500000,False,22.0,39.0,1,right,L. Ball driving floating Jump Shot (2 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.52,Made,2.0,,,,,,,,,,,,
51,PT06M52.00S,2024-11-26T00:17:53.9Z,1,REGULAR,foul,technical,['1freethrow'],201959,,,1610612753,9,9,2024-11-26T00:20:53Z,510000,False,,,0,,T. Gibson defensive-3-second technical FOUL (1 Tech),[201959],1610612766.0,CHA,defensive-3-second,,,Gibson,T. Gibson,,,,,,,1628951.0,1.0,1.0,,,,,,,,,,,,,,,,,
52,PT06M52.00S,2024-11-26T00:18:20.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,9,9,2024-11-26T00:18:20Z,520000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M52.00S,2024-11-26T00:20:21.8Z,1,REGULAR,substitution,out,[],201959,,,1610612753,9,9,2024-11-26T00:20:47Z,530000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M52.00S,2024-11-26T00:20:21.8Z,1,REGULAR,substitution,in,[],1631217,,,1610612753,9,9,2024-11-26T00:20:47Z,540000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M52.00S,2024-11-26T00:20:54.8Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612753,9,10,2024-11-26T00:20:54Z,550000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (1 PTS),[203484],1610612753.0,ORL,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
56,PT06M50.00S,2024-11-26T00:21:08.5Z,1,REGULAR,3pt,Jump Shot,[],1641783,8.229303547963205,3.9215686274509802,1610612753,9,10,2024-11-26T00:22:21Z,560000,False,230.0,25.0,1,left,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,,,,,,23.17,Missed,,,,,,,,,,,,,
57,PT06M47.00S,2024-11-26T00:21:11.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,9,10,2024-11-26T00:22:21Z,570000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,56.0,,,,2.0,2.0,0.0,,
58,PT06M29.00S,2024-11-26T00:21:25.9Z,1,REGULAR,turnover,bad pass,[],1630182,,,1610612766,9,10,2024-11-26T00:21:31Z,580000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1641783]",1610612766.0,CHA,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,da Silva,1641783.0,,,,,
59,PT06M29.00S,2024-11-26T00:21:25.9Z,1,REGULAR,steal,,[],1641783,,,1610612753,9,10,2024-11-26T00:21:27Z,590000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M25.00S,2024-11-26T00:21:30.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641783,7.703679369250986,48.77450980392157,1610612753,9,12,2024-11-26T00:23:15Z,600000,False,6.0,20.0,1,left,T. da Silva running finger roll Layup (4 PTS),[1641783],1610612753.0,ORL,running finger roll,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,2.08,Made,4.0,,,,,,,,,,,,
61,PT06M08.00S,2024-11-26T00:21:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,85.75886990801577,48.28431372549019,1610612766,11,12,2024-11-26T00:21:51Z,610000,False,-9.0,81.0,1,right,L. Ball 8' driving floating Jump Shot (4 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.19,Made,4.0,,,,,,,,,,,,
62,PT05M56.00S,2024-11-26T00:21:59.8Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,11,12,2024-11-26T00:22:07Z,620000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1630163]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,
63,PT05M56.00S,2024-11-26T00:21:59.8Z,1,REGULAR,steal,,[],1630163,,,1610612766,11,12,2024-11-26T00:22:18Z,630000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT05M51.00S,2024-11-26T00:22:08.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630163,91.14651773981603,50.49019607843137,1610612766,13,12,2024-11-26T00:25:24Z,640000,False,2.0,31.0,1,right,L. Ball driving floating Jump Shot (6 PTS) (T. Salaün 1 AST),"[1630163, 1642275]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,3.08,Made,6.0,T. Salaün,1642275.0,1.0,,,,,,,,,
65,PT05M35.00S,2024-11-26T00:22:19.8Z,1,REGULAR,turnover,lost ball,[],203914,,,1610612753,13,12,2024-11-26T01:19:35Z,650000,False,,,0,,G. Harris lost ball TURNOVER (1 TO),"[203914, 1641706]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,Miller,1641706.0,,,,,
66,PT05M35.00S,2024-11-26T00:22:19.8Z,1,REGULAR,steal,,[],1641706,,,1610612766,13,12,2024-11-26T00:22:22Z,660000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
67,PT05M30.00S,2024-11-26T00:22:28.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,91.27792378449409,3.9215686274509802,1610612766,13,12,2024-11-26T00:26:10Z,670000,False,-230.0,29.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,23.23,Missed,,,,,,,,,,,,,
68,PT05M27.00S,2024-11-26T00:22:31.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,13,12,2024-11-26T00:26:10Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,67.0,,,,,,,,
69,PT05M27.00S,2024-11-26T00:22:37.6Z,1,REGULAR,foul,personal,[],203914,,,1610612766,13,12,2024-11-26T00:26:53Z,690000,False,,,0,,G. Harris loose ball personal FOUL (1 PF),"[203914, 1642275]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,1628951.0,1.0,0.0,Salaün,1642275.0,,,,,,,,,,,,,,,
71,PT05M27.00S,2024-11-26T00:23:00.7Z,1,REGULAR,substitution,out,[],1642275,,,1610612766,13,12,2024-11-26T00:23:21Z,710000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2024-11-26T00:23:00.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612766,13,12,2024-11-26T00:23:21Z,720000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2024-11-26T00:23:00.7Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,13,12,2024-11-26T00:23:21Z,730000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2024-11-26T00:23:00.7Z,1,REGULAR,substitution,in,[],1641710,,,1610612766,13,12,2024-11-26T00:23:21Z,740000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2024-11-26T00:23:23.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641706,79.71419185282524,25.735294117647058,1610612766,15,12,2024-11-26T01:20:05Z,750000,False,-121.0,138.0,1,right,B. Miller 18' pullup Jump Shot (7 PTS) (L. Ball 4 AST),"[1641706, 1630163]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,18.39,Made,7.0,L. Ball,1630163.0,4.0,,,,,,,,,
77,PT05M09.00S,2024-11-26T00:23:43.0Z,1,REGULAR,foul,personal,[],1630163,,,1610612753,15,12,2024-11-26T00:23:55Z,770000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 203484]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,202041.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
79,PT05M09.00S,2024-11-26T00:23:57.0Z,1,REGULAR,substitution,out,[],203914,,,1610612753,15,12,2024-11-26T00:24:05Z,790000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M09.00S,2024-11-26T00:23:57.0Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,15,12,2024-11-26T00:24:05Z,800000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M09.00S,2024-11-26T00:23:57.0Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,15,12,2024-11-26T00:24:05Z,810000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2024-11-26T00:23:57.0Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,15,12,2024-11-26T00:24:05Z,820000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2024-11-26T00:24:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,7.835085413929041,49.01960784313725,1610612753,15,12,2024-11-26T00:27:49Z,830000,False,5.0,21.0,1,left,MISS A. Black driving Layup - blocked,"[1641710, 1630163]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,2.17,Missed,,,,,,,,,,,,Ball,1630163.0
84,PT05M06.00S,2024-11-26T00:24:06.3Z,1,REGULAR,block,,[],1630163,,,1610612753,15,12,2024-11-26T00:24:09Z,840000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
