actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M45.00S,2025-04-08T23:11:23.7Z,1,REGULAR,rebound,defensive,[],1642354,,,1610612766,0,2,2025-04-08T23:12:18Z,150000,False,,,0,,K. Simpson REBOUND (Off:0 Def:1),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M37.00S,2025-04-08T23:11:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.783837056504599,53.92156862745098,1610612766,0,2,2025-04-08T23:11:37Z,160000,False,-20.0,11.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2025-04-08T23:11:32.7Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,0,2,2025-04-08T23:11:37Z,170000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M27.00S,2025-04-08T23:11:40.1Z,1,REGULAR,3pt,Jump Shot,[],1641744,67.62483574244416,59.80392156862745,1610612763,0,2,2025-04-08T23:11:45Z,180000,False,49.0,252.0,1,right,MISS Z. Edey 25' 3PT,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2025-04-08T23:11:42.5Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,0,2,2025-04-08T23:11:42Z,190000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M13.00S,2025-04-08T23:11:54.4Z,1,REGULAR,3pt,Jump Shot,[],1629610,24.129434954007884,13.23529411764706,1610612766,0,2,2025-04-08T23:11:58Z,200000,False,184.0,174.0,1,left,MISS D. Jeffries 25' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2025-04-08T23:11:56.4Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,2,2025-04-08T23:11:58Z,210000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M01.00S,2025-04-08T23:12:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.38042049934296,52.450980392156865,1610612763,0,4,2025-04-08T23:12:09Z,220000,False,12.0,10.0,1,right,D. Bane driving Layup (2 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.57,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2025-04-08T23:12:17.7Z,1,REGULAR,3pt,Jump Shot,[],1629006,28.597240473061763,21.813725490196077,1610612766,0,4,2025-04-08T23:13:18Z,230000,False,141.0,216.0,1,left,MISS J. Okogie 25' pullup 3PT,[1629006],1610612766.0,CHA,pullup,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
24,PT09M47.00S,2025-04-08T23:12:20.7Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,0,4,2025-04-08T23:12:23Z,240000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M38.00S,2025-04-08T23:12:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.46714848883047,40.931372549019606,1610612763,0,4,2025-04-08T23:12:35Z,250000,False,-45.0,65.0,1,right,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2025-04-08T23:12:31.8Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,0,4,2025-04-08T23:12:31Z,260000,False,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,
27,PT09M34.00S,2025-04-08T23:12:41.5Z,1,REGULAR,foul,personal,[],1628970,,,1610612763,0,4,2025-04-08T23:12:51Z,270000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1630217]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628954.0,1.0,0.0,Bane,1630217.0,,,,,
29,PT09M20.00S,2025-04-08T23:13:08.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,86.41590013140605,94.85294117647058,1610612763,0,4,2025-04-08T23:13:12Z,290000,False,224.0,75.0,1,right,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
30,PT09M18.00S,2025-04-08T23:13:10.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,0,4,2025-04-08T23:14:47Z,300000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M07.00S,2025-04-08T23:13:22.2Z,1,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612766,0,4,2025-04-08T23:13:29Z,310000,False,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612766.0,CHA,bad pass,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,,1628951.0,,,,,,,,,
32,PT08M56.00S,2025-04-08T23:13:37.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,64.73390275952694,26.96078431372549,1610612763,0,7,2025-04-08T23:13:42Z,320000,False,-115.0,279.0,1,right,D. Bane 30' 3PT  (5 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,30.18,Made,5.0,,,,,,,,,,,,,J. Morant,1629630.0,1.0,,
34,PT08M32.00S,2025-04-08T23:14:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,7.178055190538765,54.166666666666664,1610612766,2,7,2025-04-08T23:14:04Z,340000,False,-21.0,15.0,1,left,J. Okogie driving Layup (2 PTS),[1629006],1610612766.0,CHA,driving,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,2.56,Made,2.0,,,,,,,,,,,,,,,,,
51,PT08M25.00S,2025-04-08T23:14:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,90.88370565045992,47.794117647058826,1610612763,2,7,2025-04-08T23:18:05Z,355000,False,-11.0,33.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 1631109]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,Williams,1631109.0
54,PT08M25.00S,2025-04-08T23:14:21.1Z,1,REGULAR,block,,[],1631109,,,1610612763,2,7,2025-04-08T23:18:49Z,356250,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M25.00S,2025-04-08T23:14:21.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,2,7,2025-04-08T23:18:05Z,357500,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,51.0,,,,,,,,,,,,,
36,PT08M17.00S,2025-04-08T23:14:29.0Z,1,REGULAR,3pt,Jump Shot,[],1642354,30.042706964520367,28.186274509803923,1610612766,2,7,2025-04-08T23:18:05Z,360000,False,109.0,230.0,1,left,MISS K. Simpson 25' pullup 3PT,[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
37,PT08M14.00S,2025-04-08T23:14:32.0Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,2,7,2025-04-08T23:14:33Z,370000,False,,,0,,J. Wells REBOUND (Off:0 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,
38,PT08M11.00S,2025-04-08T23:14:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612763,2,7,2025-04-08T23:15:00Z,380000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (Wells 2 FT),"[1629610, 1642377]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,1.0,0.0,Wells,1642377.0,,,,,
40,PT08M11.00S,2025-04-08T23:15:02.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642377,,,1610612763,2,8,2025-04-08T23:15:20Z,400000,False,,,0,,J. Wells Free Throw 1 of 2 (1 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
41,PT08M11.00S,2025-04-08T23:15:02.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642377,,,1610612763,2,8,2025-04-08T23:15:20Z,410000,False,,,0,,MISS J. Wells Free Throw 2 of 2,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT08M07.00S,2025-04-08T23:15:06.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,8,2025-04-08T23:15:20Z,420000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT08M00.00S,2025-04-08T23:15:27.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,7.046649145860711,44.36274509803921,1610612766,4,8,2025-04-08T23:15:31Z,430000,False,28.0,14.0,1,left,M. Williams driving Hook (2 PTS) (K. Simpson 1 AST),"[1631109, 1642354]",1610612766.0,CHA,driving,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,,,,,,,,,,,,,K. Simpson,1642354.0,1.0,,
45,PT07M43.00S,2025-04-08T23:15:43.8Z,1,REGULAR,3pt,Jump Shot,[],1629630,64.60249671484888,45.34313725490196,1610612763,4,11,2025-04-08T23:15:49Z,450000,False,-23.0,280.0,1,right,J. Morant 28' 3PT  (5 PTS) (J. Jackson Jr. 1 AST),"[1629630, 1628991]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,28.12,Made,5.0,,,,,,,,,,,,,J. Jackson Jr.,1628991.0,1.0,,
47,PT07M27.00S,2025-04-08T23:16:00.5Z,1,REGULAR,turnover,lost ball,[],1631109,,,1610612766,4,11,2025-04-08T23:16:05Z,470000,False,,,0,,M. Williams lost ball TURNOVER (2 TO),"[1631109, 1641744]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Edey,1641744.0,,,,,,,,,,,,,,
48,PT07M27.00S,2025-04-08T23:16:00.5Z,1,REGULAR,steal,,[],1641744,,,1610612763,4,11,2025-04-08T23:20:25Z,480000,False,,,0,,Z. Edey STEAL (1 STL),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M23.00S,2025-04-08T23:16:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,92.19776609724047,51.225490196078425,1610612763,4,13,2025-04-08T23:16:11Z,490000,False,6.0,21.0,1,right,J. Morant running Layup (7 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.17,Made,7.0,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2025-04-08T23:16:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,4,13,2025-04-08T23:16:44Z,500000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2025-04-08T23:16:51.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612766,4,13,2025-04-08T23:19:04Z,510000,False,,,0,,SUB out: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2025-04-08T23:16:51.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612766,4,13,2025-04-08T23:19:04Z,520000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2025-04-08T23:16:51.2Z,1,REGULAR,substitution,in,[],203552,,,1610612766,4,13,2025-04-08T23:19:04Z,530000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M23.00S,2025-04-08T23:16:51.2Z,1,REGULAR,substitution,in,[],1630583,,,1610612766,4,13,2025-04-08T23:19:04Z,540000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M09.00S,2025-04-08T23:19:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,6.521024967148489,54.65686274509803,1610612766,6,13,2025-04-08T23:19:19Z,550000,False,-23.0,9.0,1,left,M. Williams alley-oop Layup (4 PTS) (M. Bridges 1 AST),"[1631109, 1628970]",1610612766.0,CHA,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.49,Made,4.0,,,,,,,,,,,,,M. Bridges,1628970.0,1.0,,
61,PT06M57.00S,2025-04-08T23:19:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.85479632063075,44.85294117647059,1610612763,6,15,2025-04-08T23:19:30Z,570000,False,-26.0,15.0,1,right,D. Bane Layup (7 PTS) (J. Wells 1 AST),"[1630217, 1642377]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.96,Made,7.0,,,,,,,,,,,,,J. Wells,1642377.0,1.0,,
63,PT06M45.00S,2025-04-08T23:19:39.6Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,6,15,2025-04-08T23:19:43Z,590000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1641744]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Edey,1641744.0,,,,,,,,,,,,,,
64,PT06M45.00S,2025-04-08T23:19:39.6Z,1,REGULAR,steal,,[],1641744,,,1610612763,6,15,2025-04-08T23:19:41Z,600000,False,,,0,,Z. Edey STEAL (2 STL),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2025-04-08T23:19:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,92.72339027595268,46.32352941176471,1610612763,6,17,2025-04-08T23:19:56Z,610000,False,-18.0,16.0,1,right,D. Bane running Layup (9 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.43,Made,9.0,,,,,,,,,,,,,J. Morant,1629630.0,2.0,,
66,PT06M42.00S,2025-04-08T23:19:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1642354,,,1610612763,6,17,2025-04-08T23:20:03Z,620000,False,,,0,,K. Simpson shooting personal FOUL (1 PF) (Bane 1 FT),"[1642354, 1630217]",1610612766.0,CHA,shooting,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Bane,1630217.0,,,,,
69,PT06M42.00S,2025-04-08T23:20:04.6Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,6,17,2025-04-08T23:20:25Z,640000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M42.00S,2025-04-08T23:20:04.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,6,17,2025-04-08T23:20:25Z,650000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2025-04-08T23:20:04.6Z,1,REGULAR,substitution,in,[],1630590,,,1610612763,6,17,2025-04-08T23:20:25Z,660000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M42.00S,2025-04-08T23:20:04.6Z,1,REGULAR,substitution,in,[],1631246,,,1610612763,6,17,2025-04-08T23:20:25Z,670000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M42.00S,2025-04-08T23:20:24.2Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630217,,,1610612763,6,18,2025-04-08T23:20:24Z,680000,False,,,0,,D. Bane Free Throw 1 of 1 (10 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2025-04-08T23:20:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,11.12023653088042,50.98039215686274,1610612766,6,18,2025-04-08T23:20:48Z,690000,False,-5.0,52.0,1,left,MISS M. Williams floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2025-04-08T23:20:44.2Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,6,18,2025-04-08T23:20:48Z,700000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,
76,PT06M13.00S,2025-04-08T23:20:57.3Z,1,REGULAR,turnover,palming,[],1631246,,,1610612763,6,18,2025-04-08T23:21:03Z,710000,False,,,0,,V. Williams Jr. palming TURNOVER (1 TO),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,,,,1.0,,,,,,,1628951.0,,,,,,,,,
77,PT05M51.00S,2025-04-08T23:21:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628970,14.536793692509855,44.6078431372549,1610612766,6,18,2025-04-08T23:22:37Z,720000,False,27.0,84.0,1,left,MISS M. Bridges 8' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,8.83,Missed,,,,,,,,,,,,,,,,,,
78,PT05M50.00S,2025-04-08T23:21:31.3Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,6,18,2025-04-08T23:22:37Z,730000,False,,,0,,Z. Edey REBOUND (Off:0 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,
79,PT05M42.00S,2025-04-08T23:21:37.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,67.09921156373193,64.2156862745098,1610612763,6,21,2025-04-08T23:21:46Z,740000,False,71.0,257.0,1,right,S. Aldama 26' 3PT running (3 PTS) (D. Bane 1 AST),"[1630583, 1630217]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,26.65,Made,3.0,,,,,,,,,,,,,D. Bane,1630217.0,1.0,,
81,PT05M25.00S,2025-04-08T23:21:54.9Z,1,REGULAR,2pt,Jump Shot,[],1628970,13.748357424441524,67.8921568627451,1610612766,6,21,2025-04-08T23:21:58Z,760000,False,-89.0,77.0,1,left,MISS M. Bridges 11' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,11.79,Missed,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2025-04-08T23:21:56.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,6,21,2025-04-08T23:21:58Z,770000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,
