actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M10.00S,2025-03-06T00:26:14.0Z,1,REGULAR,violation,defensive goaltending,[],1628970,,,1610612750,19,26,2025-03-06T00:26:22Z,840000,False,,,0,,M. Bridges defensive goaltending VIOLATION,[1628970],1610612766.0,CHA,1830.0,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M54.00S,2025-03-06T00:26:49.7Z,1,REGULAR,3pt,Jump Shot,[],1641733,11.645860709592641,96.32352941176471,1610612766,22,26,2025-03-06T00:26:53Z,850000,False,-232.0,57.0,1,left,N. Smith Jr. 3PT  (3 PTS) (D. Baugh 2 AST),"[1641733, 1641878]",1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,23.85,Made,3.0,D. Baugh,1641878.0,2.0,,,,,,,,,,,,,
90,PT03M40.00S,2025-03-06T00:27:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,65.78515111695138,50.49019607843137,1610612750,22,29,2025-03-06T00:27:07Z,870000,False,2.0,269.0,1,right,A. Edwards 26' 3PT pullup (5 PTS) (J. Randle 3 AST),"[1630162, 203944]",1610612750.0,MIN,,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.91,Made,5.0,J. Randle,203944.0,3.0,,,,,,,,,,,,,
92,PT03M22.00S,2025-03-06T00:27:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,9.017739816031538,50.98039215686274,1610612766,22,29,2025-03-06T00:27:24Z,890000,False,-5.0,32.0,1,left,MISS J. Nurkić Layup,[203994],1610612766.0,CHA,,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,
93,PT03M20.00S,2025-03-06T00:27:23.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,22,29,2025-03-06T00:27:24Z,900000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,92.0,4.0,3.0,1.0,,,,,,,,,
95,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612750,22,29,2025-03-06T00:27:55Z,920000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,out,[],1629610,,,1610612750,22,29,2025-03-06T00:27:55Z,930000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,out,[],1641733,,,1610612750,22,29,2025-03-06T00:27:55Z,940000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,in,[],1630163,,,1610612750,22,29,2025-03-06T00:27:55Z,950000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,in,[],1642275,,,1610612750,22,29,2025-03-06T00:27:55Z,960000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M11.00S,2025-03-06T00:27:39.8Z,1,REGULAR,substitution,in,[],203552,,,1610612750,22,29,2025-03-06T00:27:55Z,970000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M11.00S,2025-03-06T00:27:59.0Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,22,29,2025-03-06T00:28:04Z,980000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M11.00S,2025-03-06T00:27:59.0Z,1,REGULAR,substitution,out,[],203944,,,1610612750,22,29,2025-03-06T00:28:04Z,990000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M11.00S,2025-03-06T00:27:59.0Z,1,REGULAR,substitution,in,[],1630545,,,1610612750,22,29,2025-03-06T00:28:04Z,1000000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M11.00S,2025-03-06T00:27:59.0Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,22,29,2025-03-06T00:28:04Z,1010000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M04.00S,2025-03-06T00:28:11.2Z,1,REGULAR,3pt,Jump Shot,[],1629675,67.62483574244416,63.23529411764706,1610612750,22,32,2025-03-06T00:28:15Z,1020000,False,66.0,252.0,1,right,N. Reid 26' 3PT  (10 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.04,Made,10.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,
107,PT02M36.00S,2025-03-06T00:28:38.2Z,1,REGULAR,3pt,Jump Shot,[],1641878,31.35676741130092,26.225490196078432,1610612766,22,32,2025-03-06T00:28:43Z,1040000,False,119.0,242.0,1,left,MISS D. Baugh 26' 3PT,[1641878],1610612766.0,CHA,,,,,Baugh,D. Baugh,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,
108,PT02M32.00S,2025-03-06T00:28:42.1Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,22,32,2025-03-06T00:28:42Z,1050000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,107.0,3.0,2.0,1.0,,,,,,,,,
109,PT02M28.00S,2025-03-06T00:28:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629675,92.9862023653088,50.245098039215684,1610612750,22,34,2025-03-06T00:28:51Z,1060000,False,1.0,13.0,1,right,N. Reid running Layup (12 PTS),[1629675],1610612750.0,MIN,,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.35,Made,12.0,,,,,,,,,,,,,,,,
110,PT02M15.00S,2025-03-06T00:29:00.5Z,1,REGULAR,3pt,Jump Shot,[],203994,31.09395532194481,30.88235294117647,1610612766,22,34,2025-03-06T00:29:06Z,1070000,False,96.0,240.0,1,left,MISS J. Nurkić 25' 3PT,[203994],1610612766.0,CHA,,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,
111,PT02M09.00S,2025-03-06T00:29:06.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,22,34,2025-03-06T00:29:06Z,1080000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,110.0,3.0,1.0,2.0,,,,,,,,,
112,PT01M56.00S,2025-03-06T00:29:18.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,74.85216819973719,33.088235294117645,1610612750,22,36,2025-03-06T00:29:22Z,1090000,False,-85.0,184.0,1,right,A. Edwards 20' step back Jump Shot (7 PTS),[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,20.24,Made,7.0,,,,,,,,,,,,,,,,
113,PT01M42.00S,2025-03-06T00:29:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.389618922470433,44.36274509803921,1610612766,24,36,2025-03-06T00:29:36Z,1100000,False,28.0,8.0,1,left,L. Ball driving finger roll Layup (5 PTS),[1630163],1610612766.0,CHA,,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.92,Made,5.0,,,,,,,,,,,,,,,,
114,PT01M22.00S,2025-03-06T00:29:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.85479632063075,53.431372549019606,1610612750,24,36,2025-03-06T00:29:56Z,1110000,False,17.0,15.0,1,right,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,
115,PT01M20.00S,2025-03-06T00:29:54.8Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,24,36,2025-03-06T00:29:56Z,1120000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,
116,PT01M09.00S,2025-03-06T00:30:06.3Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,24,36,2025-03-06T00:30:13Z,1130000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1630162]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,Edwards,1630162.0,,
117,PT01M09.00S,2025-03-06T00:30:06.3Z,1,REGULAR,steal,,[],1630162,,,1610612750,24,36,2025-03-06T00:30:08Z,1140000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
118,PT01M00.00S,2025-03-06T00:30:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,70.90998685939553,80.14705882352942,1610612750,24,36,2025-03-06T00:30:18Z,1150000,False,151.0,221.0,1,right,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,
119,PT00M57.90S,2025-03-06T00:30:17.7Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,24,36,2025-03-06T00:30:18Z,1160000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT00M54.80S,2025-03-06T00:30:28.2Z,1,REGULAR,foul,personal,[],1629638,,,1610612766,24,36,2025-03-06T00:30:57Z,1170000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1630163]",1610612750.0,MIN,2002.0,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,0.0,Ball,1630163.0,,,,
122,PT00M54.80S,2025-03-06T00:30:56.2Z,1,REGULAR,substitution,out,[],203994,,,1610612766,24,36,2025-03-06T00:31:05Z,1190000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M54.80S,2025-03-06T00:30:56.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612766,24,36,2025-03-06T00:31:05Z,1200000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M54.80S,2025-03-06T00:30:56.2Z,1,REGULAR,substitution,in,[],1631217,,,1610612766,24,36,2025-03-06T00:31:05Z,1210000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M54.80S,2025-03-06T00:30:56.2Z,1,REGULAR,substitution,in,[],1642265,,,1610612766,24,36,2025-03-06T00:31:05Z,1220000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M51.80S,2025-03-06T00:31:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,31.882391590013142,50.49019607843137,1610612766,24,36,2025-03-06T00:32:27Z,1230000,False,-2.0,247.0,1,left,MISS L. Ball 24' pullup 3PT,[1630163],1610612766.0,CHA,,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,
127,PT00M49.80S,2025-03-06T00:31:08.0Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,24,36,2025-03-06T00:32:27Z,1240000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,126.0,1.0,0.0,1.0,,,,,,,,,
128,PT00M44.80S,2025-03-06T00:31:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,26,36,2025-03-06T00:31:11Z,1250000,False,0.0,0.0,1,left,M. Diabaté putback Layup (2 PTS),[1631217],1610612766.0,CHA,,putback,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,
129,PT00M33.50S,2025-03-06T00:31:22.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,64.60249671484888,50.0,1610612750,26,39,2025-03-06T00:31:27Z,1260000,False,0.0,280.0,1,right,A. Edwards 28' 3PT pullup (10 PTS),[1630162],1610612750.0,MIN,,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,28.02,Made,10.0,,,,,,,,,,,,,,,,
130,PT00M12.90S,2025-03-06T00:31:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,28.33442838370565,13.970588235294118,1610612766,26,39,2025-03-06T00:31:53Z,1270000,False,180.0,214.0,1,left,MISS L. Ball 27' step back 3PT,[1630163],1610612766.0,CHA,,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,
131,PT00M09.90S,2025-03-06T00:31:50.7Z,1,REGULAR,rebound,offensive,[],1642275,,,1610612766,26,39,2025-03-06T00:31:50Z,1280000,False,,,0,,T. Salaün REBOUND (Off:1 Def:1),[1642275],1610612766.0,CHA,,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,,
132,PT00M08.40S,2025-03-06T00:31:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642275,6.915243101182654,46.81372549019608,1610612766,28,39,2025-03-06T00:33:56Z,1290000,False,16.0,13.0,1,left,T. Salaün putback Layup (2 PTS),[1642275],1610612766.0,CHA,,putback,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,,,,,,,,,,,,,,,,
133,PT00M03.00S,2025-03-06T00:32:13.2Z,1,REGULAR,foul,personal,[],1641878,,,1610612750,28,39,2025-03-06T00:32:53Z,1300000,False,,,0,,D. Baugh personal FOUL (1 PF),"[1641878, 1642265]",1610612766.0,CHA,1627541.0,,,,Baugh,D. Baugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,0.0,Dillingham,1642265.0,,,,
135,PT00M00.00S,2025-03-06T00:32:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,62.36859395532195,74.26470588235294,1610612750,28,39,2025-03-06T00:32:32Z,1320000,False,121.0,301.0,1,right,MISS A. Edwards 32' pullup 3PT,[1630162],1610612750.0,MIN,,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,32.47,Missed,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2025-03-06T00:32:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,28,39,2025-03-06T00:32:49Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,135.0,,,,,,,,,,,,
137,PT00M00.00S,2025-03-06T00:32:35.6Z,1,REGULAR,period,end,[],0,,,1610612750,28,39,2025-03-06T00:32:49Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,out,['startperiod'],1641878,,,1610612750,28,39,2025-03-06T00:35:11Z,1350000,False,,,0,,SUB out: D. Baugh,[1641878],1610612766.0,CHA,,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,28,39,2025-03-06T00:35:11Z,1360000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612750,28,39,2025-03-06T00:35:11Z,1370000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,28,39,2025-03-06T00:35:11Z,1380000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,28,39,2025-03-06T00:37:41Z,1385000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-03-06T00:33:01.4Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612750,28,39,2025-03-06T00:37:41Z,1387500,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-03-06T00:35:08.7Z,2,REGULAR,period,start,[],0,,,1610612750,28,39,2025-03-06T00:35:11Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT11M50.00S,2025-03-06T00:35:21.0Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612750,28,39,2025-03-06T00:35:37Z,1400000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Shannon Jr. 2 FT),"[1630163, 1630545]",1610612766.0,CHA,1830.0,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,0.0,Shannon Jr.,1630545.0,,,,
145,PT11M50.00S,2025-03-06T00:35:46.8Z,2,REGULAR,freethrow,1 of 2,[],1630545,,,1610612750,28,39,2025-03-06T00:35:46Z,1420000,False,,,0,,MISS T. Shannon Jr. Free Throw 1 of 2,[1630545],1610612750.0,MIN,,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
146,PT11M50.00S,2025-03-06T00:35:46.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,28,39,2025-03-06T00:35:46Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,
147,PT11M50.00S,2025-03-06T00:36:02.4Z,2,REGULAR,freethrow,2 of 2,[],1630545,,,1610612750,28,40,2025-03-06T00:36:02Z,1440000,False,,,0,,T. Shannon Jr. Free Throw 2 of 2 (1 PTS),[1630545],1610612750.0,MIN,,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
148,PT11M33.00S,2025-03-06T00:36:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,36.21879106438896,71.07843137254902,1610612766,31,40,2025-03-06T00:36:26Z,1450000,False,-105.0,288.0,1,left,L. Ball 30' 3PT  (8 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,30.67,Made,8.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,,
150,PT11M15.00S,2025-03-06T00:36:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630545,92.46057818659659,62.5,1610612750,31,40,2025-03-06T00:36:44Z,1470000,False,62.0,18.0,1,right,MISS T. Shannon Jr. 6' driving floating Shot - blocked,"[1630545, 1631217]",1610612750.0,MIN,,driving floating,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,Diabaté,1631217.0
151,PT11M15.00S,2025-03-06T00:36:38.4Z,2,REGULAR,block,,[],1631217,,,1610612750,31,40,2025-03-06T00:36:41Z,1480000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
152,PT11M11.00S,2025-03-06T00:36:42.4Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612750,31,40,2025-03-06T00:36:44Z,1490000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,
153,PT11M09.00S,2025-03-06T00:36:43.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203944,70.51576872536137,75.24509803921569,1610612750,31,40,2025-03-06T00:36:52Z,1500000,False,126.0,225.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,
154,PT11M04.00S,2025-03-06T00:36:49.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,31,40,2025-03-06T00:36:49Z,1510000,False,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,153.0,3.0,2.0,1.0,,,,,,,,,
155,PT11M01.00S,2025-03-06T00:36:52.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,28.86005256241787,77.94117647058823,1610612766,31,40,2025-03-06T00:39:13Z,1520000,False,-140.0,219.0,1,left,MISS L. Ball 25' running pullup 3PT,[1630163],1610612766.0,CHA,,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,
156,PT10M58.00S,2025-03-06T00:36:54.6Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,31,40,2025-03-06T00:36:54Z,1530000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:0),[1631217],1610612766.0,CHA,,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,,,155.0,2.0,0.0,2.0,,,,,,,,,
157,PT10M48.00S,2025-03-06T00:37:05.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641733,38.71550591327201,50.49019607843137,1610612766,31,40,2025-03-06T00:37:19Z,1540000,False,-2.0,311.0,1,left,MISS N. Smith Jr. 31' 3PT,[1641733],1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,31.14,Missed,,,,,,,,,,,,,,,,,
158,PT10M46.00S,2025-03-06T00:37:07.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,31,40,2025-03-06T00:37:19Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,157.0,,,,,,,,,,,,
159,PT10M46.00S,2025-03-06T00:37:14.9Z,2,REGULAR,foul,personal,[],1630183,,,1610612766,31,40,2025-03-06T00:37:26Z,1560000,False,,,0,,J. McDaniels loose ball personal FOUL (1 PF),"[1630183, 1631217]",1610612750.0,MIN,2002.0,loose ball,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,,,
165,PT10M33.00S,2025-03-06T00:37:48.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641733,28.991458607095925,77.94117647058823,1610612766,34,40,2025-03-06T00:37:53Z,1600000,False,-140.0,220.0,1,left,N. Smith Jr. 26' 3PT  (6 PTS) (S. Curry 1 AST),"[1641733, 203552]",1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.06,Made,6.0,S. Curry,203552.0,1.0,,,,,,,,,,,,,
167,PT10M07.00S,2025-03-06T00:38:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,87.59855453350855,40.68627450980392,1610612750,34,42,2025-03-06T00:38:20Z,1620000,False,-47.0,64.0,1,right,J. McDaniels 7' driving floating Jump Shot (14 PTS) (R. Dillingham 1 AST),"[1630183, 1642265]",1610612750.0,MIN,,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,14.0,R. Dillingham,1642265.0,1.0,,,,,,,,,,,,,
168,PT09M42.00S,2025-03-06T00:38:38.5Z,2,REGULAR,3pt,Jump Shot,[],203552,10.463206307490145,2.2058823529411766,1610612766,37,42,2025-03-06T00:38:43Z,1630000,False,239.0,46.0,1,left,S. Curry 24' 3PT  (3 PTS) (L. Ball 2 AST),"[203552, 1630163]",1610612766.0,CHA,,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,24.34,Made,3.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,
170,PT09M35.00S,2025-03-06T00:38:52.2Z,2,REGULAR,foul,personal,[],1641733,,,1610612750,37,42,2025-03-06T00:39:11Z,1650000,False,,,0,,N. Smith Jr. personal FOUL (1 PF),"[1641733, 1642265]",1610612766.0,CHA,1830.0,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,0.0,Dillingham,1642265.0,,,,
