actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
89,PT05M09.00S,2024-12-07T18:25:26.0Z,1,REGULAR,substitution,out,[],1628998,,,1610612739,8,20,2024-12-07T18:25:35Z,870000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M09.00S,2024-12-07T18:25:26.0Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,8,20,2024-12-07T18:25:35Z,880000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M09.00S,2024-12-07T18:25:26.0Z,1,REGULAR,substitution,in,[],1629610,,,1610612739,8,20,2024-12-07T18:25:35Z,890000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M09.00S,2024-12-07T18:25:26.0Z,1,REGULAR,substitution,in,[],1641733,,,1610612739,8,20,2024-12-07T18:25:35Z,900000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M09.00S,2024-12-07T18:25:26.0Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,8,20,2024-12-07T18:25:35Z,910000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2024-12-07T18:25:49.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629636,,,1610612739,8,21,2024-12-07T18:25:49Z,920000,False,,,0,,D. Garland Free Throw 2 of 2 (4 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,,4.0,,,,,,,,,,,,,,,
95,PT04M56.00S,2024-12-07T18:26:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,6.389618922470433,52.450980392156865,1610612766,10,21,2024-12-07T18:26:07Z,930000,False,-12.0,8.0,1,left,D. Jeffries Layup (2 PTS) (M. Williams 1 AST),"[1629610, 1631109]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,1.45,Made,,,2.0,,,,,,M. Williams,1631109.0,1.0,,,,,,,
97,PT04M40.00S,2024-12-07T18:26:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.69448094612353,50.245098039215684,1610612739,10,23,2024-12-07T18:32:41Z,950000,False,1.0,-3.0,1,right,D. Garland driving Layup (6 PTS) (J. Allen 2 AST),"[1629636, 1628386]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.29,Made,,,6.0,,,,,,J. Allen,1628386.0,2.0,,,,,,,
99,PT04M17.00S,2024-12-07T18:26:43.2Z,1,REGULAR,2pt,Jump Shot,[],1641733,21.50131406044678,26.225490196078432,1610612766,10,23,2024-12-07T18:26:49Z,970000,False,119.0,150.0,1,left,MISS N. Smith Jr. 19' step back Shot,[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Right Center,19.11,Missed,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2024-12-07T18:26:44.8Z,1,REGULAR,rebound,offensive,[],1629610,,,1610612766,10,23,2024-12-07T18:26:44Z,980000,False,,,0,,D. Jeffries REBOUND (Off:1 Def:0),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Mid-Range,16-24 Right Center,,,99.0,,,,,,,,,,,,,1.0,0.0,1.0,,
101,PT04M06.00S,2024-12-07T18:26:54.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,29.517082785808146,73.77450980392157,1610612766,10,23,2024-12-07T18:27:06Z,990000,False,-119.0,225.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2024-12-07T18:26:56.3Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,10,23,2024-12-07T18:27:06Z,1000000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,101.0,,,,,,,,,,,,,1.0,0.0,1.0,,
103,PT04M04.00S,2024-12-07T18:27:01.7Z,1,REGULAR,foul,personal,[],1627777,,,1610612766,10,23,2024-12-07T18:27:12Z,1010000,False,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1631109]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,1627964.0,,1.0,0.0,Williams,1631109.0,,,,,,,,,,,
105,PT03M54.00S,2024-12-07T18:27:28.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,22.28975032851511,67.8921568627451,1610612766,12,23,2024-12-07T18:36:58Z,1030000,False,-89.0,157.0,1,left,B. Miller 18' pullup Jump Shot (2 PTS) (M. Williams 2 AST),"[1641706, 1631109]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,18.07,Made,,,2.0,,,,,,M. Williams,1631109.0,2.0,,,,,,,
107,PT03M41.00S,2024-12-07T18:27:41.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,92.72339027595268,46.568627450980394,1610612739,12,25,2024-12-07T18:54:15Z,1050000,False,-17.0,16.0,1,right,J. Allen Hook (6 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.34,Made,,,6.0,,,,,,C. LeVert,1627747.0,1.0,,,,,,,
109,PT03M29.00S,2024-12-07T18:27:56.2Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612766,12,25,2024-12-07T18:28:07Z,1070000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Williams 2 FT),"[1629636, 1631109]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,1146.0,,2.0,0.0,Williams,1631109.0,,,,,,,,,,,
111,PT03M29.00S,2024-12-07T18:28:27.2Z,1,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,13,25,2024-12-07T18:28:27Z,1090000,False,,,0,,M. Williams Free Throw 1 of 2 (1 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
112,PT03M29.00S,2024-12-07T18:28:28.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612766,13,25,2024-12-07T18:28:42Z,1100000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M29.00S,2024-12-07T18:28:28.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612766,13,25,2024-12-07T18:28:42Z,1110000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M29.00S,2024-12-07T18:28:28.0Z,1,REGULAR,substitution,in,[],1628378,,,1610612766,13,25,2024-12-07T18:28:42Z,1120000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M29.00S,2024-12-07T18:28:28.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612766,13,25,2024-12-07T18:28:42Z,1130000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2024-12-07T18:28:46.5Z,1,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,14,25,2024-12-07T18:28:46Z,1140000,False,,,0,,M. Williams Free Throw 2 of 2 (2 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
117,PT03M20.00S,2024-12-07T18:28:57.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,67.62483574244416,48.28431372549019,1610612739,14,28,2024-12-07T18:37:46Z,1150000,False,-9.0,252.0,1,right,E. Mobley 25' 3PT pullup (13 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.19,Made,,,13.0,,,,,,,,,,,,,,,
118,PT03M00.00S,2024-12-07T18:29:16.5Z,1,REGULAR,2pt,Jump Shot,[],1642354,23.73521681997372,37.5,1610612766,14,28,2024-12-07T18:38:00Z,1160000,False,62.0,171.0,1,left,MISS K. Simpson 18' pullup Shot,[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Right Center,18.17,Missed,,,,,,,,,,,,,,,,,,
119,PT02M59.00S,2024-12-07T18:29:17.5Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,14,28,2024-12-07T18:29:20Z,1170000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,118.0,,,,,,,,,,,,,1.0,1.0,0.0,,
120,PT02M56.00S,2024-12-07T18:29:24.7Z,1,REGULAR,foul,personal,[],1629610,,,1610612739,14,28,2024-12-07T18:29:38Z,1180000,False,,,0,,D. Jeffries personal FOUL (1 PF),"[1629610, 1630596]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,,1146.0,,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,
122,PT02M44.00S,2024-12-07T18:29:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,89.56964520367937,95.58823529411765,1610612739,14,31,2024-12-07T18:29:54Z,1200000,False,228.0,46.0,1,right,E. Mobley 3PT  (16 PTS) (D. Mitchell 3 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,23.24,Made,,,16.0,,,,,,D. Mitchell,1628378.0,3.0,,,,,,,
124,PT02M33.00S,2024-12-07T18:30:01.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,36.61300919842313,50.98039215686274,1610612766,14,31,2024-12-07T18:39:11Z,1220000,False,-5.0,292.0,1,left,MISS B. Miller 29' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2024-12-07T18:30:03.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,14,31,2024-12-07T18:30:15Z,1230000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,124.0,,,,,,,,,,,,,1.0,1.0,0.0,,
126,PT02M29.00S,2024-12-07T18:30:06.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630596,90.62089356110381,48.77450980392157,1610612739,14,31,2024-12-07T18:41:12Z,1240000,False,-6.0,36.0,1,right,MISS E. Mobley turnaround fadeaway Shot - blocked,"[1630596, 1641706]",1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,Miller,1641706.0
127,PT02M29.00S,2024-12-07T18:30:06.2Z,1,REGULAR,block,,[],1641706,,,1610612739,14,31,2024-12-07T18:30:08Z,1250000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M27.00S,2024-12-07T18:30:08.2Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,14,31,2024-12-07T18:30:33Z,1260000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,126.0,,,,,,,,,,,,,2.0,2.0,0.0,,
129,PT02M13.00S,2024-12-07T18:30:22.6Z,1,REGULAR,3pt,Jump Shot,[],1642354,32.53942181340342,34.55882352941176,1610612766,14,31,2024-12-07T18:40:11Z,1270000,False,77.0,253.0,1,left,MISS K. Simpson 26' step back 3PT,[1642354],1610612766.0,CHA,step back,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
130,PT02M08.00S,2024-12-07T18:30:27.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,14,31,2024-12-07T18:30:36Z,1280000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,129.0,,,,,,,,,,,,,2.0,2.0,0.0,,
131,PT01M47.00S,2024-12-07T18:30:48.7Z,1,REGULAR,2pt,Jump Shot,[],1630241,72.09264126149803,33.82352941176471,1610612739,14,33,2024-12-07T18:30:52Z,1290000,False,-81.0,210.0,1,right,S. Merrill 22' Jump Shot (2 PTS) (E. Mobley 1 AST),"[1630241, 1630596]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Left Center,22.49,Made,,,2.0,,,,,,E. Mobley,1630596.0,1.0,,,,,,,
133,PT01M19.00S,2024-12-07T18:31:15.9Z,1,REGULAR,2pt,Jump Shot,[],1642354,5.601182654402102,66.17647058823529,1610612766,16,33,2024-12-07T18:31:21Z,1310000,False,-81.0,0.0,1,left,K. Simpson 8' pullup Jump Shot (2 PTS),[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Mid-Range,8-16 Left,8.09,Made,,,2.0,,,,,,,,,,,,,,,
134,PT01M06.00S,2024-12-07T18:31:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,70.64717477003943,72.54901960784314,1610612739,16,36,2024-12-07T18:31:33Z,1320000,False,113.0,223.0,1,right,E. Mobley 25' 3PT  (19 PTS) (D. Mitchell 4 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,19.0,,,,,,D. Mitchell,1628378.0,4.0,,,,,,,
137,PT00M51.00S,2024-12-07T18:32:00.7Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,16,36,2024-12-07T18:32:13Z,1350000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M51.00S,2024-12-07T18:32:00.7Z,1,REGULAR,substitution,in,[],203552,,,1610612766,16,36,2024-12-07T18:32:13Z,1360000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M50.50S,2024-12-07T18:32:28.7Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,16,36,2024-12-07T18:32:50Z,1370000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,1155.0,,,,,,1.0,,,,,,,,,,
140,PT00M32.90S,2024-12-07T18:33:10.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,93.51182654402102,49.50980392156863,1610612739,16,38,2024-12-07T18:42:44Z,1380000,False,-2.0,8.0,1,right,E. Mobley cutting DUNK (21 PTS) (D. Mitchell 5 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.89,Made,,,21.0,,,,,,D. Mitchell,1628378.0,5.0,,,,,,,
142,PT00M20.30S,2024-12-07T18:33:29.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612766,16,38,2024-12-07T18:33:35Z,1400000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Miller 2 FT),"[1630596, 1641706]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,1.0,0.0,Miller,1641706.0,,,,,,,,,,,
144,PT00M20.30S,2024-12-07T18:33:51.9Z,1,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,17,38,2024-12-07T18:33:51Z,1420000,False,,,0,,B. Miller Free Throw 1 of 2 (3 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,3.0,,,,,,,,,,,,,,,
145,PT00M20.30S,2024-12-07T18:34:01.5Z,1,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,18,38,2024-12-07T18:34:01Z,1430000,False,,,0,,B. Miller Free Throw 2 of 2 (4 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,4.0,,,,,,,,,,,,,,,
146,PT00M15.60S,2024-12-07T18:34:11.9Z,1,REGULAR,foul,personal,[],1641706,,,1610612739,18,38,2024-12-07T18:34:18Z,1440000,False,,,0,,B. Miller personal FOUL (1 PF),"[1641706, 1628378]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,1146.0,,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,
148,PT00M05.30S,2024-12-07T18:34:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,91.40932982917214,49.754901960784316,1610612739,18,40,2024-12-07T18:43:22Z,1460000,False,-1.0,28.0,1,right,E. Mobley cutting DUNK (23 PTS) (D. Mitchell 6 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.83,Made,,,23.0,,,,,,D. Mitchell,1628378.0,6.0,,,,,,,
150,PT00M00.00S,2024-12-07T18:34:43.0Z,1,REGULAR,3pt,Jump Shot,[],1641733,36.74441524310118,34.31372549019608,1610612766,18,40,2024-12-07T18:43:42Z,1480000,False,78.0,293.0,1,left,MISS N. Smith Jr. 30' pullup 3PT,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,30.32,Missed,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2024-12-07T18:34:43.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,18,40,2024-12-07T18:34:49Z,1490000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,150.0,,,,,,,,,,,,,3.0,3.0,0.0,,
152,PT00M00.00S,2024-12-07T18:34:52.6Z,1,REGULAR,period,end,[],0,,,1610612739,18,40,2024-12-07T18:34:52Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612739,18,40,2024-12-07T18:37:21Z,1510000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612739,18,40,2024-12-07T18:37:21Z,1520000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,out,['startperiod'],1642354,,,1610612739,18,40,2024-12-07T18:37:21Z,1530000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,18,40,2024-12-07T18:37:21Z,1540000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,in,['startperiod'],201959,,,1610612739,18,40,2024-12-07T18:37:21Z,1550000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612739,18,40,2024-12-07T18:37:21Z,1560000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612739,18,40,2024-12-07T18:37:21Z,1570000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-07T18:36:36.3Z,2,REGULAR,substitution,in,['startperiod'],1629660,,,1610612739,18,40,2024-12-07T18:37:21Z,1580000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-07T18:37:27.4Z,2,REGULAR,period,start,[],0,,,1610612739,18,40,2024-12-07T18:37:27Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M37.00S,2024-12-07T18:37:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630241,72.09264126149803,19.11764705882353,1610612739,18,40,2024-12-07T18:37:54Z,1600000,False,-154.0,210.0,1,right,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
163,PT11M35.00S,2024-12-07T18:37:51.0Z,2,REGULAR,rebound,defensive,[],1629610,,,1610612766,18,40,2024-12-07T18:37:54Z,1610000,False,,,0,,D. Jeffries REBOUND (Off:1 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,,,162.0,,,,,,,,,,,,,2.0,1.0,1.0,,
165,PT11M16.00S,2024-12-07T18:38:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,10.5946123521682,54.41176470588235,1610612766,20,40,2024-12-07T18:38:16Z,1630000,False,-22.0,47.0,1,left,V. Micić fadeaway Jump Shot (2 PTS),[203995],1610612766.0,CHA,fadeaway,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,2.0,,,,,,,,,,,,,,,
166,PT11M08.00S,2024-12-07T18:38:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612739,20,40,2024-12-07T18:38:29Z,1640000,False,,,0,,D. Jeffries shooting personal FOUL (2 PF) (Mobley 2 FT),"[1629610, 1630596]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,,1627964.0,,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,
168,PT11M08.00S,2024-12-07T18:38:42.4Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,20,41,2024-12-07T18:39:01Z,1660000,False,,,0,,E. Mobley Free Throw 1 of 2 (24 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,24.0,,,,,,,,,,,,,,,
169,PT11M08.00S,2024-12-07T18:38:42.4Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,20,41,2024-12-07T18:39:01Z,1670000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT11M06.00S,2024-12-07T18:38:44.4Z,2,REGULAR,rebound,defensive,[],203552,,,1610612766,20,41,2024-12-07T18:39:01Z,1680000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,169.0,,,,,,,,,,,,,1.0,1.0,0.0,,
171,PT10M47.00S,2024-12-07T18:39:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629610,28.86005256241787,79.90196078431373,1610612766,23,41,2024-12-07T18:46:48Z,1690000,False,-150.0,219.0,1,left,D. Jeffries 26' 3PT  (5 PTS) (V. Micić 1 AST),"[1629610, 203995]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,26.5,Made,,,5.0,,,,,,V. Micić,203995.0,1.0,,,,,,,
173,PT10M36.00S,2024-12-07T18:39:28.3Z,2,REGULAR,3pt,Jump Shot,[],1629660,63.55124835742444,66.42156862745098,1610612739,23,41,2024-12-07T18:46:55Z,1710000,False,82.0,290.0,1,right,MISS T. Jerome 30' pullup 3PT,[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,30.15,Missed,,,,,,,,,,,,,,,,,,
174,PT10M32.00S,2024-12-07T18:39:31.3Z,2,REGULAR,rebound,defensive,[],201959,,,1610612766,23,41,2024-12-07T18:39:31Z,1720000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,173.0,,,,,,,,,,,,,1.0,1.0,0.0,,
175,PT10M26.00S,2024-12-07T18:39:41.6Z,2,REGULAR,foul,personal,[],1629660,,,1610612766,23,41,2024-12-07T18:39:49Z,1730000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1630182]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left,,,,1146.0,,1.0,0.0,Green,1630182.0,,,,,,,,,,,
177,PT10M19.00S,2024-12-07T18:40:01.9Z,2,REGULAR,3pt,Jump Shot,[],1629610,5.338370565045992,96.81372549019608,1610612766,26,41,2024-12-07T18:40:06Z,1750000,False,-234.0,-2.0,1,left,D. Jeffries 3PT  (8 PTS) (J. Green 1 AST),"[1629610, 1630182]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,23.41,Made,,,8.0,,,,,,J. Green,1630182.0,1.0,,,,,,,
