actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-10-30T23:11:51.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-30T23:11:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-10-30T23:11:55.1Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612761,0,0,2024-10-30T23:11:55Z,40000,False,,,0,,Jump Ball J. Pöltl vs. N. Richards: Tip to D. Mitchell,"[1630558, 1627751, 1630208]",1610612761.0,TOR,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Pöltl,1627751.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-10-30T23:12:05.8Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,0,0,2024-10-30T23:12:11Z,70000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1630208]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,1.0,Richards,1630208.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-10-30T23:12:05.8Z,1,REGULAR,steal,,[],1630208,,,1610612766,0,0,2024-10-30T23:12:08Z,80000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2024-10-30T23:12:18.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203552,19.004599211563733,72.54901960784314,1610612766,2,0,2024-10-30T23:12:23Z,90000,False,-113.0,126.0,1,left,S. Curry 16' pullup Jump Shot (2 PTS) (M. Bridges 1 AST),"[203552, 1628970]",1610612766.0,CHA,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,16.91,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
11,PT11M17.00S,2024-10-30T23:12:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630558,67.09921156373193,32.59803921568628,1610612761,2,0,2024-10-30T23:12:39Z,110000,False,-87.0,257.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1630558],1610612761.0,TOR,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,27.11,Missed,,,,,,,,,,,,,,,
12,PT11M15.00S,2024-10-30T23:12:36.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,2,0,2024-10-30T23:13:03Z,120000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M07.00S,2024-10-30T23:12:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.863994743758213,43.627450980392155,1610612766,2,0,2024-10-30T23:13:52Z,130000,False,32.0,3.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,3.2,Missed,,,,,,,,,,,,,,,
14,PT11M05.00S,2024-10-30T23:12:47.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,0,2024-10-30T23:13:52Z,140000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M56.00S,2024-10-30T23:12:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,91.80354796320631,46.568627450980394,1610612761,2,0,2024-10-30T23:13:02Z,150000,False,-17.0,25.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,2.99,Missed,,,,,,,,,,,,,,,
16,PT10M53.00S,2024-10-30T23:12:57.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,0,2024-10-30T23:12:57Z,160000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M46.00S,2024-10-30T23:13:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.178055190538765,55.14705882352941,1610612766,2,0,2024-10-30T23:15:06Z,170000,False,-26.0,15.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1642367]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.98,Missed,,,,,,,,,Mogbo,1642367.0,,,,,
18,PT10M46.00S,2024-10-30T23:13:08.8Z,1,REGULAR,block,,[],1642367,,,1610612766,2,0,2024-10-30T23:13:11Z,180000,False,,,0,,J. Mogbo BLOCK (1 BLK),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2024-10-30T23:13:10.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,2,0,2024-10-30T23:15:06Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,17.0,,,,,,,,,,
21,PT10M31.00S,2024-10-30T23:13:32.6Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,2,0,2024-10-30T23:13:42Z,210000,False,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (2 TO),[1629628],1610612761.0,TOR,lost ball,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,2.0,,,,,,,,,,,,,,,202007.0,,,,
22,PT10M13.00S,2024-10-30T23:13:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,4.812746386333772,44.85294117647059,1610612766,4,0,2024-10-30T23:15:33Z,220000,False,26.0,-7.0,1,left,M. Bridges cutting Layup (2 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.67,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
24,PT09M54.00S,2024-10-30T23:14:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.5473061760841,42.15686274509804,1610612761,4,0,2024-10-30T23:15:50Z,240000,False,-39.0,74.0,1,right,MISS J. Pöltl 8' driving floating Shot,[1627751],1610612761.0,TOR,driving floating,,,Pöltl,J. Pöltl,,,,,In The Paint (Non-RA),8-16 Center,,,,8.37,Missed,,,,,,,,,,,,,,,
25,PT09M52.00S,2024-10-30T23:14:16.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,4,0,2024-10-30T23:14:20Z,250000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,
26,PT09M41.00S,2024-10-30T23:14:27.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,7.440867279894875,96.07843137254902,1610612766,7,0,2024-10-30T23:14:31Z,260000,False,-230.0,17.0,1,left,J. Green 3PT  (3 PTS) (L. Ball 2 AST),"[1630182, 1630163]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,23.11,Made,3.0,L. Ball,1630163.0,2.0,,,,,,,,,,,
28,PT09M24.00S,2024-10-30T23:14:45.6Z,1,REGULAR,turnover,lost ball,[],1627751,,,1610612761,7,0,2024-10-30T23:14:51Z,280000,False,,,0,,J. Pöltl lost ball TURNOVER (1 TO),"[1627751, 1630163]",1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Mid-Range,16-24 Center,1.0,Ball,1630163.0,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2024-10-30T23:14:45.6Z,1,REGULAR,steal,,[],1630163,,,1610612766,7,0,2024-10-30T23:14:47Z,290000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M20.00S,2024-10-30T23:14:50.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630208,4.944152431011826,45.83333333333333,1610612766,9,0,2024-10-30T23:16:32Z,300000,False,21.0,-6.0,1,left,N. Richards running alley-oop DUNK (2 PTS) (J. Green 1 AST),"[1630208, 1630182]",1610612766.0,CHA,running alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,2.16,Made,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,
32,PT09M20.00S,2024-10-30T23:14:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,9,0,2024-10-30T23:14:56Z,320000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M07.00S,2024-10-30T23:17:56.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,92.46057818659659,49.754901960784316,1610612761,9,2,2024-10-30T23:18:00Z,330000,False,-1.0,18.0,1,right,J. Pöltl alley-oop DUNK (2 PTS) (R. Barrett 1 AST),"[1627751, 1629628]",1610612761.0,TOR,alley-oop,,,Pöltl,J. Pöltl,,,,,Restricted Area,0-8 Center,,,,1.84,Made,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,
