actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT11M10.00S,2025-01-20T17:15:26.7Z,1,REGULAR,3pt,Jump Shot,[],1641733,93.9060446780552,4.6568627450980395,1610612766,3,5,2025-01-20T17:15:30Z,160000,False,-227.0,5.0,1,right,N. Smith Jr. 3PT  (3 PTS) (J. Green 1 AST),"[1641733, 1630182]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,22.68,Made,3.0,,,,,,,,,,J. Green,1630182.0,1.0,,,,,
18,PT10M55.00S,2025-01-20T17:15:41.0Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,3,5,2025-01-20T17:15:46Z,180000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1630182]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Green,1630182.0,,
19,PT10M55.00S,2025-01-20T17:15:41.0Z,1,REGULAR,steal,,[],1630182,,,1610612766,3,5,2025-01-20T17:15:43Z,190000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M50.00S,2025-01-20T17:15:46.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,78.40013140604468,8.823529411764707,1610612766,3,5,2025-01-20T17:15:52Z,200000,False,-206.0,151.0,1,right,MISS L. Ball 25' running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
21,PT10M48.00S,2025-01-20T17:15:48.5Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612766,3,5,2025-01-20T17:19:45Z,210000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,
22,PT10M46.00S,2025-01-20T17:15:49.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630182,84.88830486202366,50.635723039215684,1610612766,3,5,2025-01-20T17:20:12Z,220000,False,3.0,90.0,1,right,MISS J. Green 8' putback Layup,[1630182],1610612766.0,CHA,putback,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,8.96,Missed,,,,,,,,,,,,,,,,,,
23,PT10M46.00S,2025-01-20T17:15:49.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,3,5,2025-01-20T17:16:00Z,230000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT10M23.00S,2025-01-20T17:16:12.4Z,1,REGULAR,3pt,Jump Shot,[],203915,25.18068331143233,84.06862745098039,1610612742,3,5,2025-01-20T17:16:15Z,240000,False,-170.0,184.0,1,left,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
25,PT10M21.00S,2025-01-20T17:16:14.4Z,1,REGULAR,rebound,defensive,[],1641733,,,1610612766,3,5,2025-01-20T17:16:15Z,250000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT10M13.00S,2025-01-20T17:16:23.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,93.51182654402102,54.166666666666664,1610612766,3,5,2025-01-20T17:18:50Z,260000,False,21.0,8.0,1,right,MISS M. Bridges driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
27,PT10M10.00S,2025-01-20T17:16:26.3Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,3,5,2025-01-20T17:16:27Z,270000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT10M05.00S,2025-01-20T17:16:30.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,36.87582128777924,68.38235294117648,1610612742,3,5,2025-01-20T17:16:42Z,280000,False,-92.0,294.0,1,left,MISS K. Irving 30' running 3PT,[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,30.81,Missed,,,,,,,,,,,,,,,,,,
29,PT10M05.00S,2025-01-20T17:16:30.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,3,5,2025-01-20T17:16:42Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,28.0,,,,,,,,,,,,,,,,
31,PT09M55.00S,2025-01-20T17:16:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,91.40932982917214,95.34313725490196,1610612766,3,5,2025-01-20T17:16:52Z,310000,False,227.0,28.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
32,PT09M52.00S,2025-01-20T17:16:52.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,3,5,2025-01-20T17:16:52Z,320000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT09M47.00S,2025-01-20T17:16:56.5Z,1,REGULAR,3pt,Jump Shot,[],203915,34.37910643889619,51.225490196078425,1610612742,3,5,2025-01-20T17:21:13Z,330000,False,-6.0,271.0,1,left,MISS S. Dinwiddie 27' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
34,PT09M42.00S,2025-01-20T17:17:01.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,5,2025-01-20T17:17:05Z,340000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT09M36.00S,2025-01-20T17:17:08.5Z,1,REGULAR,3pt,Jump Shot,[],1641733,93.9060446780552,4.166666666666666,1610612766,3,5,2025-01-20T17:17:11Z,350000,False,-229.0,5.0,1,right,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
36,PT09M32.00S,2025-01-20T17:17:10.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,3,5,2025-01-20T17:17:10Z,360000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT09M29.00S,2025-01-20T17:17:18.2Z,1,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612742,3,5,2025-01-20T17:17:37Z,370000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Washington 2 FT),"[1631109, 1629023]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,2.0,0.0,Washington,1629023.0,,,,,,,,
39,PT09M29.00S,2025-01-20T17:17:44.5Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,3,6,2025-01-20T17:17:44Z,390000,False,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT09M29.00S,2025-01-20T17:17:44.5Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,3,7,2025-01-20T17:24:30Z,400000,False,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
41,PT09M08.00S,2025-01-20T17:18:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.5407358738502,46.07843137254902,1610612766,5,7,2025-01-20T18:20:13Z,410000,False,-20.0,27.0,1,right,M. Bridges driving reverse Layup (2 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.34,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M49.00S,2025-01-20T17:18:44.2Z,1,REGULAR,2pt,Jump Shot,[],1629023,17.0335085413929,69.36274509803921,1610612742,5,7,2025-01-20T17:18:51Z,420000,False,-97.0,108.0,1,left,MISS P. Washington 14' pullup Shot,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,14.47,Missed,,,,,,,,,,,,,,,,,,
43,PT08M44.00S,2025-01-20T17:18:48.2Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,5,7,2025-01-20T17:18:48Z,430000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,
44,PT08M40.00S,2025-01-20T17:18:52.7Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612742,5,7,2025-01-20T17:18:57Z,440000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1631109]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Williams,1631109.0,,
45,PT08M40.00S,2025-01-20T17:18:52.7Z,1,REGULAR,steal,,[],1631109,,,1610612766,5,7,2025-01-20T17:18:54Z,450000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M34.00S,2025-01-20T17:19:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612766,5,7,2025-01-20T17:19:13Z,460000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629023, 1628970]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,1.0,0.0,Bridges,1628970.0,,,,,,,,
48,PT08M34.00S,2025-01-20T17:19:26.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,5,7,2025-01-20T17:19:26Z,480000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2025-01-20T17:19:26.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,5,7,2025-01-20T17:19:26Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,
50,PT08M34.00S,2025-01-20T17:19:41.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,6,7,2025-01-20T17:19:41Z,500000,False,,,0,,M. Bridges Free Throw 2 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
51,PT08M14.00S,2025-01-20T17:20:03.2Z,1,REGULAR,3pt,Jump Shot,[],203915,7.703679369250986,4.166666666666666,1610612742,6,7,2025-01-20T17:20:06Z,510000,False,229.0,20.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2025-01-20T17:20:06.2Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,6,7,2025-01-20T17:20:06Z,520000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,
53,PT08M01.00S,2025-01-20T17:20:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,86.81011826544021,48.28431372549019,1610612766,8,7,2025-01-20T17:20:23Z,530000,False,-9.0,71.0,1,right,L. Ball 7' fadeaway Jump Shot (2 PTS),[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,2.0,,,,,,,,,,,,,,,,,
54,PT07M45.00S,2025-01-20T17:20:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,33.065045992115635,43.872549019607845,1610612742,8,10,2025-01-20T17:20:40Z,540000,False,31.0,258.0,1,left,P. Washington 26' 3PT pullup (5 PTS) (D. Gafford 1 AST),"[1629023, 1629655]",1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.01,Made,5.0,,,,,,,,,,D. Gafford,1629655.0,1.0,,,,,
56,PT07M33.00S,2025-01-20T17:20:48.1Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612766,8,10,2025-01-20T17:21:03Z,560000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Williams 2 FT),"[1629023, 1631109]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,2.0,0.0,Williams,1631109.0,,,,,,,,
58,PT07M33.00S,2025-01-20T17:21:08.9Z,1,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,9,10,2025-01-20T17:21:39Z,580000,False,,,0,,M. Williams Free Throw 1 of 2 (1 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
59,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,9,10,2025-01-20T17:21:20Z,590000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,9,10,2025-01-20T17:21:20Z,600000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612766,9,10,2025-01-20T17:21:20Z,610000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,9,10,2025-01-20T17:21:20Z,620000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,in,[],1628467,,,1610612766,9,10,2025-01-20T17:21:20Z,630000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M33.00S,2025-01-20T17:21:11.9Z,1,REGULAR,substitution,in,[],1630230,,,1610612766,9,10,2025-01-20T17:21:20Z,640000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M33.00S,2025-01-20T17:21:08.9Z,1,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,9,10,2025-01-20T17:21:39Z,650000,False,,,0,,MISS M. Williams Free Throw 2 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2025-01-20T17:21:11.9Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,9,10,2025-01-20T17:21:39Z,660000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,
67,PT07M14.00S,2025-01-20T17:21:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.5722733245729295,47.549019607843135,1610612742,9,10,2025-01-20T17:26:17Z,670000,False,12.0,19.0,1,left,MISS K. Irving driving reverse Layup,[202681],1610612742.0,DAL,driving reverse,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
68,PT07M12.00S,2025-01-20T17:21:56.1Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,9,10,2025-01-20T17:21:58Z,680000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
69,PT07M07.00S,2025-01-20T17:22:01.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,94.43166885676742,53.18627450980392,1610612766,11,10,2025-01-20T17:22:05Z,690000,False,16.0,0.0,1,right,C. Martin running Layup (2 PTS),[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
70,PT06M57.00S,2025-01-20T17:22:12.1Z,1,REGULAR,3pt,Jump Shot,[],203915,33.590670170827856,47.549019607843135,1610612742,11,10,2025-01-20T17:22:16Z,700000,False,12.0,263.0,1,left,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
71,PT06M53.00S,2025-01-20T17:22:16.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,11,10,2025-01-20T17:22:16Z,710000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,
72,PT06M47.00S,2025-01-20T17:22:21.1Z,1,REGULAR,3pt,Jump Shot,[],1641733,67.7562417871222,58.82352941176471,1610612766,11,10,2025-01-20T17:22:25Z,720000,False,44.0,251.0,1,right,MISS N. Smith Jr. 25' step back 3PT,[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
73,PT06M45.00S,2025-01-20T17:22:23.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,11,10,2025-01-20T17:22:25Z,730000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,
74,PT06M39.00S,2025-01-20T17:22:30.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,27.677398160315374,77.94117647058823,1610612742,11,10,2025-01-20T17:27:44Z,740000,False,-140.0,208.0,1,left,MISS K. Irving 25' running 3PT,[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
75,PT06M33.00S,2025-01-20T17:22:35.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,11,10,2025-01-20T17:22:35Z,750000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,
76,PT06M31.00S,2025-01-20T17:22:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,10,2025-01-20T17:22:48Z,760000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M31.00S,2025-01-20T17:22:49.3Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,11,10,2025-01-20T17:25:48Z,770000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M31.00S,2025-01-20T17:22:49.3Z,1,REGULAR,substitution,out,[],203915,,,1610612766,11,10,2025-01-20T17:25:48Z,780000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M31.00S,2025-01-20T17:22:49.3Z,1,REGULAR,substitution,in,[],1631217,,,1610612766,11,10,2025-01-20T17:25:48Z,790000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M31.00S,2025-01-20T17:22:49.3Z,1,REGULAR,substitution,in,[],1641765,,,1610612766,11,10,2025-01-20T17:25:48Z,800000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
