actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-04T00:10:58.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-04T00:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-12-04T00:11:01.6Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2024-12-04T00:11:01Z,40000,False,,,0,,Jump Ball G. Yabusele vs. N. Richards: Tip to T. Maxey,"[1630178, 1627824, 1630208]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Yabusele,1627824.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-12-04T00:11:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,26.888961892247043,79.65686274509804,1610612755,0,0,2024-12-04T00:11:15Z,70000,False,-148.0,200.0,1,left,MISS T. Maxey 24' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-12-04T00:11:13.6Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,0,0,2024-12-04T00:11:13Z,80000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-12-04T00:11:20.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202331,17.821944809461236,25.98039215686275,1610612755,0,2,2024-12-04T00:11:24Z,90000,False,120.0,115.0,1,left,P. George 16' fadeaway Jump Shot (2 PTS),[202331],1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Mid-Range,16-24 Right Center,16.63,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M21.00S,2024-12-04T00:11:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,92.72339027595268,52.94117647058824,1610612766,2,2,2024-12-04T00:11:41Z,100000,False,15.0,16.0,1,right,B. Miller Layup (2 PTS) (N. Richards 1 AST),"[1641706, 1630208]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,N. Richards,1630208.0,1.0,,,,,,,,,,
14,PT10M58.00S,2024-12-04T00:11:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,7.178055190538765,44.6078431372549,1610612755,2,2,2024-12-04T00:39:14Z,140000,False,27.0,15.0,1,left,MISS K. Martin driving Layup,[1630231],1610612755.0,PHI,driving,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
15,PT10M58.00S,2024-12-04T00:11:59.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,2,2,2024-12-04T00:17:16Z,150000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M52.00S,2024-12-04T00:12:06.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,92.72339027595268,52.450980392156865,1610612766,2,2,2024-12-04T00:15:14Z,160000,False,12.0,16.0,1,right,MISS J. Green running Layup,[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2024-12-04T00:12:06.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,2,2,2024-12-04T00:12:21Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,16.0,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2024-12-04T00:12:44.9Z,1,REGULAR,3pt,Jump Shot,[],1627824,7.835085413929041,4.6568627450980395,1610612755,2,2,2024-12-04T00:12:48Z,190000,False,227.0,21.0,1,left,MISS G. Yabusele 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,22.77,Missed,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2024-12-04T00:12:47.9Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,2,2,2024-12-04T00:12:48Z,200000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M18.00S,2024-12-04T00:13:00.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,67.62483574244416,59.31372549019608,1610612766,2,2,2024-12-04T00:13:05Z,210000,False,47.0,252.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2024-12-04T00:13:02.4Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,2,2,2024-12-04T00:13:02Z,220000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
23,PT10M16.00S,2024-12-04T00:13:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,91.14651773981603,51.225490196078425,1610612766,4,2,2024-12-04T00:16:10Z,230000,False,6.0,31.0,1,right,N. Richards putback Layup (2 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,2.0,,,,,,,,,,,,,
24,PT10M16.00S,2024-12-04T00:13:07.5Z,1,REGULAR,foul,personal,['1freethrow'],202331,,,1610612766,4,2,2024-12-04T00:13:30Z,240000,False,,,0,,P. George shooting personal FOUL (1 PF) (Richards 1 FT),"[202331, 1630208]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,1.0,0.0,Richards,1630208.0,,,,,
26,PT10M16.00S,2024-12-04T00:13:32.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630208,,,1610612766,5,2,2024-12-04T00:13:32Z,260000,False,,,0,,N. Richards Free Throw 1 of 1 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
27,PT10M05.00S,2024-12-04T00:13:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.652431011826544,45.588235294117645,1610612755,5,2,2024-12-04T00:13:49Z,270000,False,22.0,10.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2024-12-04T00:13:46.7Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,5,2,2024-12-04T00:13:46Z,280000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,27.0,2.0,0.0,2.0,,,,,,,,,,,,,,
29,PT09M53.00S,2024-12-04T00:13:56.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627824,10.200394218134035,51.225490196078425,1610612755,5,4,2024-12-04T00:14:02Z,290000,False,-6.0,43.0,1,left,G. Yabusele turnaround Hook (2 PTS),[1627824],1610612755.0,PHI,turnaround,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,4.38,Made,,,,,2.0,,,,,,,,,,,,,
