actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M57.00S,2024-11-07T00:11:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,2,0,2024-11-07T00:11:45Z,150000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2024-11-07T00:14:51.2Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,2,0,2024-11-07T00:14:56Z,160000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1630163]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,,
17,PT10M46.00S,2024-11-07T00:14:51.2Z,1,REGULAR,steal,,[],1630163,,,1610612766,2,0,2024-11-07T00:14:54Z,170000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2024-11-07T00:15:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641706,92.9862023653088,44.6078431372549,1610612766,2,0,2024-11-07T00:20:11Z,180000,False,-27.0,13.0,1,right,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
20,PT10M28.00S,2024-11-07T00:15:12.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2024-11-07T00:20:11Z,200000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,
21,PT10M21.00S,2024-11-07T00:15:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,7.835085413929041,59.068627450980394,1610612765,2,0,2024-11-07T00:20:37Z,210000,False,-45.0,21.0,1,left,MISS J. Ivey driving floating Shot - blocked,"[1631093, 201959]",1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,Gibson,201959.0,,,,,,,,,,,,,,,,
22,PT10M21.00S,2024-11-07T00:15:17.9Z,1,REGULAR,block,,[],201959,,,1610612765,2,0,2024-11-07T00:15:20Z,220000,False,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2024-11-07T00:15:19.9Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,2,0,2024-11-07T00:16:29Z,230000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M12.00S,2024-11-07T00:15:24.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,72.22404730617609,16.911764705882355,1610612766,2,0,2024-11-07T00:15:30Z,240000,False,-165.0,209.0,1,right,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2024-11-07T00:15:24.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,2,0,2024-11-07T00:15:30Z,250000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT09M55.00S,2024-11-07T00:15:46.4Z,1,REGULAR,foul,personal,[],201959,,,1610612765,2,0,2024-11-07T00:16:13Z,260000,False,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 1631105]",1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,1.0,0.0,Duren,1631105.0,,,
28,PT09M47.00S,2024-11-07T00:16:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,14.14257555847569,44.85294117647059,1610612765,2,2,2024-11-07T00:17:11Z,280000,False,26.0,80.0,1,left,C. Cunningham 8' driving floating Jump Shot (2 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,,,,,,,2.0,,,,,,,,,,,
29,PT09M29.00S,2024-11-07T00:16:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201959,92.85479632063075,46.32352941176471,1610612766,4,2,2024-11-07T00:17:42Z,290000,False,-18.0,15.0,1,right,T. Gibson cutting Layup (2 PTS) (L. Ball 1 AST),"[201959, 1630163]",1610612766.0,CHA,cutting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,2.0,,,,,,,,,L. Ball,1630163.0,1.0
31,PT09M07.00S,2024-11-07T00:16:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.046649145860711,46.568627450980394,1610612765,4,4,2024-11-07T00:16:57Z,310000,False,17.0,14.0,1,left,C. Cunningham driving finger roll Layup (4 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,4.0,,,,,,,,,,,
32,PT08M49.00S,2024-11-07T00:17:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,67.09921156373193,66.42156862745098,1610612766,4,4,2024-11-07T00:17:17Z,320000,False,82.0,257.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
33,PT08M46.00S,2024-11-07T00:17:15.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,4,4,2024-11-07T00:17:17Z,330000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,32.0,3.0,3.0,0.0,,,,,,,,,,,,
34,PT08M37.00S,2024-11-07T00:17:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.040078843626807,37.254901960784316,1610612765,4,6,2024-11-07T00:17:30Z,340000,False,64.0,61.0,1,left,C. Cunningham 8' turnaround Hook (6 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,8.8,Made,,,,,,,6.0,,,,,,,,,J. Duren,1631105.0,1.0
36,PT08M23.00S,2024-11-07T00:17:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,45.34313725490196,1610612766,4,6,2024-11-07T00:17:42Z,360000,False,-23.0,13.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
37,PT08M21.00S,2024-11-07T00:17:40.7Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,4,6,2024-11-07T00:17:40Z,370000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,
38,PT08M18.00S,2024-11-07T00:17:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,93.51182654402102,96.07843137254902,1610612766,4,6,2024-11-07T00:17:47Z,380000,False,230.0,8.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
39,PT08M15.00S,2024-11-07T00:17:46.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,4,6,2024-11-07T00:17:46Z,390000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
40,PT08M13.00S,2024-11-07T00:17:48.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,6.258212877792378,50.245098039215684,1610612765,4,8,2024-11-07T00:17:55Z,400000,False,-1.0,6.0,1,left,T. Harris running DUNK (2 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,2.0,,,,,,,,,T. Hardaway Jr.,203501.0,1.0
42,PT07M49.00S,2024-11-07T00:18:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630182,91.27792378449409,3.6764705882352944,1610612766,4,8,2024-11-07T00:18:15Z,420000,False,-232.0,29.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2024-11-07T00:18:15.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,4,8,2024-11-07T00:18:15Z,430000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,
44,PT07M42.00S,2024-11-07T00:18:23.7Z,1,REGULAR,foul,personal,[],1630182,,,1610612765,4,8,2024-11-07T00:18:48Z,440000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1631105]",1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2002.0,1.0,0.0,Duren,1631105.0,,,
46,PT07M42.00S,2024-11-07T00:18:48.5Z,1,REGULAR,substitution,out,[],201959,,,1610612765,4,8,2024-11-07T00:18:51Z,460000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2024-11-07T00:18:48.5Z,1,REGULAR,substitution,in,[],1629684,,,1610612765,4,8,2024-11-07T00:18:51Z,470000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2024-11-07T00:18:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.09789750328515,48.77450980392157,1610612765,4,10,2024-11-07T00:19:32Z,480000,False,6.0,24.0,1,left,J. Ivey driving finger roll Layup (2 PTS) (T. Hardaway Jr. 2 AST),"[1631093, 203501]",1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,2.0,,,,,,,,,T. Hardaway Jr.,203501.0,2.0
50,PT07M34.00S,2024-11-07T00:20:04.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,4,10,2024-11-07T00:20:04Z,500000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M34.00S,2024-11-07T00:20:14.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,4,10,2024-11-07T00:22:01Z,510000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2024-11-07T00:20:14.1Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,4,10,2024-11-07T00:22:01Z,520000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M34.00S,2024-11-07T00:20:14.1Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,4,10,2024-11-07T00:22:01Z,530000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M34.00S,2024-11-07T00:20:14.1Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,4,10,2024-11-07T00:22:01Z,540000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2024-11-07T00:22:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,72.61826544021025,19.362745098039216,1610612766,4,10,2024-11-07T00:22:46Z,550000,False,-153.0,205.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2024-11-07T00:22:15.3Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,4,10,2024-11-07T00:22:46Z,560000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,
57,PT07M06.00S,2024-11-07T00:22:18.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631105,8.623521681997373,50.98039215686274,1610612765,4,10,2024-11-07T00:22:22Z,570000,False,-5.0,29.0,1,left,MISS J. Duren running Layup,[1631105],1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2024-11-07T00:22:20.5Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,4,10,2024-11-07T00:22:22Z,580000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,
59,PT06M57.00S,2024-11-07T00:22:27.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,73.53810775295663,82.59803921568627,1610612766,4,10,2024-11-07T00:22:32Z,590000,False,163.0,196.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
60,PT06M54.00S,2024-11-07T00:22:30.7Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,4,10,2024-11-07T00:34:00Z,600000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
61,PT06M48.00S,2024-11-07T00:22:37.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202699,16.63929040735874,56.127450980392155,1610612765,4,10,2024-11-07T00:24:58Z,610000,False,-31.0,104.0,1,left,MISS T. Harris 10' running pullup Shot,[202699],1610612765.0,DET,running pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.83,Missed,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2024-11-07T00:22:40.4Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,4,10,2024-11-07T00:22:46Z,620000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,
63,PT06M38.00S,2024-11-07T00:22:46.5Z,1,REGULAR,3pt,Jump Shot,[],1641706,71.30420499342969,19.607843137254903,1610612766,7,10,2024-11-07T00:22:55Z,630000,False,-152.0,217.0,1,right,B. Miller 26' 3PT pullup (3 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.51,Made,,,,,,,3.0,,,,,,,,,,,
64,PT06M20.00S,2024-11-07T00:23:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.492115637319317,48.03921568627451,1610612765,7,12,2024-11-07T00:23:08Z,640000,False,10.0,27.0,1,left,C. Cunningham driving Layup (8 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,8.0,,,,,,,,,,,
65,PT06M06.00S,2024-11-07T00:23:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,46.568627450980394,1610612766,9,12,2024-11-07T00:23:28Z,650000,False,-17.0,13.0,1,right,M. Bridges driving Layup (2 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,2.0,,,,,,,,,B. Miller,1641706.0,1.0
67,PT06M06.00S,2024-11-07T00:23:27.1Z,1,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612766,9,12,2024-11-07T00:23:41Z,670000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Bridges 1 FT),"[1631105, 1628970]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2002.0,1.0,0.0,Bridges,1628970.0,,,
69,PT06M06.00S,2024-11-07T00:23:53.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612766,9,12,2024-11-07T00:24:21Z,690000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2024-11-07T00:23:53.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612766,9,12,2024-11-07T00:24:21Z,700000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M06.00S,2024-11-07T00:23:59.3Z,1,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,10,12,2024-11-07T00:23:59Z,710000,False,,,0,,M. Bridges Free Throw 1 of 1 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
72,PT05M48.00S,2024-11-07T00:24:19.2Z,1,REGULAR,3pt,Jump Shot,[],203501,24.392247043363994,86.51960784313727,1610612765,10,12,2024-11-07T00:26:02Z,720000,False,-183.0,177.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
73,PT05M46.00S,2024-11-07T00:24:21.2Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,10,12,2024-11-07T00:26:02Z,730000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,
74,PT05M34.00S,2024-11-07T00:24:31.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,67.49342969776609,70.83333333333334,1610612766,13,12,2024-11-07T00:24:35Z,740000,False,104.0,253.0,1,right,B. Miller 27' 3PT  (6 PTS) (G. Williams 1 AST),"[1641706, 1629684]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.37,Made,,,,,,,6.0,,,,,,,,,G. Williams,1629684.0,1.0
76,PT05M18.00S,2024-11-07T00:24:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.30946123521682,53.18627450980392,1610612765,13,14,2024-11-07T00:24:51Z,760000,False,-16.0,16.0,1,left,C. Cunningham driving reverse Layup (10 PTS),[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,10.0,,,,,,,,,,,
77,PT05M02.00S,2024-11-07T00:25:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,86.15308804204993,57.84313725490197,1610612766,13,14,2024-11-07T00:25:07Z,770000,False,39.0,78.0,1,right,MISS M. Bridges 8' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,,,,,
78,PT04M59.00S,2024-11-07T00:25:06.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,14,2024-11-07T00:25:07Z,780000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,
79,PT04M51.00S,2024-11-07T00:25:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.1268068331143235,46.32352941176471,1610612765,13,16,2024-11-07T00:26:47Z,790000,False,18.0,5.0,1,left,C. Cunningham driving finger roll Layup (12 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,12.0,,,,,,,,,,,
80,PT04M35.00S,2024-11-07T00:25:30.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,64.33968462549278,29.901960784313726,1610612766,13,16,2024-11-07T00:25:35Z,800000,False,-100.0,283.0,1,right,MISS B. Miller 30' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,30.0,Missed,,,,,,,,,,,,,,,,,,
81,PT04M31.00S,2024-11-07T00:25:34.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,13,16,2024-11-07T00:25:35Z,810000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,
