actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-06T00:10:27.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-06T00:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-06T00:10:31.5Z,1,REGULAR,jumpball,recovered,[],1641733,,,1610612766,0,0,2025-02-06T00:10:31Z,40000,False,,,0,,Jump Ball M. Williams vs. B. Lopez: Tip to N. Smith Jr.,"[1641733, 1631109, 201572]",1610612766.0,CHA,startperiod,N. Smith Jr.,1641733.0,Smith Jr.,N. Smith Jr.,Williams,1631109.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-02-06T00:10:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642354,92.85479632063075,55.88235294117647,1610612766,2,0,2025-02-06T00:13:09Z,70000,False,29.0,15.0,1,right,K. Simpson driving floating bank Jump Shot (2 PTS),[1642354],1610612766.0,CHA,driving floating bank,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,3.29,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M15.00S,2025-02-06T00:11:11.5Z,1,REGULAR,3pt,Jump Shot,[],201572,32.013797634691194,63.48039215686274,1610612749,2,3,2025-02-06T00:11:15Z,80000,False,-67.0,248.0,1,left,B. Lopez 25' 3PT  (3 PTS) (D. Lillard 1 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,25.74,Made,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
10,PT10M56.00S,2025-02-06T00:11:30.8Z,1,REGULAR,3pt,Jump Shot,[],1641733,72.61826544021025,18.137254901960784,1610612766,5,3,2025-02-06T00:11:34Z,100000,False,-159.0,205.0,1,right,N. Smith Jr. 25' 3PT  (3 PTS) (M. Bridges 1 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.95,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
12,PT10M45.00S,2025-02-06T00:11:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,18.478975032851512,41.66666666666667,1610612749,5,5,2025-02-06T00:11:44Z,120000,False,42.0,121.0,1,left,D. Lillard 12' pullup Jump Shot (2 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,12.82,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M36.00S,2025-02-06T00:11:50.1Z,1,REGULAR,3pt,Jump Shot,[],1641733,71.96123521681997,19.362745098039216,1610612766,8,5,2025-02-06T00:11:54Z,130000,False,-153.0,211.0,1,right,N. Smith Jr. 26' 3PT step back (6 PTS),[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.08,Made,6.0,,,,,,,,,,,,,,,,,
14,PT10M22.00S,2025-02-06T00:12:04.2Z,1,REGULAR,3pt,Jump Shot,[],201572,34.11629434954008,50.98039215686274,1610612749,8,8,2025-02-06T00:12:09Z,140000,False,-5.0,268.0,1,left,B. Lopez 26' 3PT  (6 PTS) (D. Lillard 2 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.82,Made,6.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
16,PT10M07.00S,2025-02-06T00:12:19.8Z,1,REGULAR,3pt,Jump Shot,[],1641733,74.98357424441524,84.55882352941177,1610612766,8,8,2025-02-06T00:14:00Z,160000,False,173.0,183.0,1,right,MISS N. Smith Jr. 25' step back 3PT,[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
17,PT10M04.00S,2025-02-06T00:12:22.8Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,8,8,2025-02-06T00:12:23Z,170000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
