actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-25T23:10:30.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-25T23:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2025-03-25T23:10:36.7Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2025-03-25T23:10:36Z,40000,False,,,0,,Jump Ball M. Williams vs. W. Carter Jr.: Tip to L. Ball,"[1630163, 1631109, 1628976]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Williams,1631109.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M32.00S,2025-03-25T23:10:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,88.38699080157687,95.34313725490196,1610612766,3,0,2025-03-25T23:11:02Z,70000,False,227.0,57.0,1,right,L. Ball 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,23.37,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-03-25T23:11:09.4Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,3,0,2025-03-25T23:11:14Z,90000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1631109]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Williams,1631109.0,,,,,,,,,,,
10,PT11M20.00S,2025-03-25T23:11:09.4Z,1,REGULAR,steal,,[],1631109,,,1610612766,3,0,2025-03-25T23:11:11Z,100000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2025-03-25T23:11:17.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,71.69842312746385,78.92156862745098,1610612766,3,0,2025-03-25T23:12:34Z,110000,False,145.0,214.0,1,right,MISS L. Ball 25' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2025-03-25T23:11:20.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,3,0,2025-03-25T23:11:21Z,120000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M03.00S,2025-03-25T23:11:26.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,35.294117647058826,1610612753,3,0,2025-03-25T23:11:31Z,130000,False,74.0,250.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2025-03-25T23:11:29.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,0,2025-03-25T23:11:31Z,140000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M45.00S,2025-03-25T23:11:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629610,90.09526938239159,54.65686274509803,1610612766,3,0,2025-03-25T23:13:28Z,150000,False,23.0,41.0,1,right,MISS D. Jeffries driving floating Shot,[1629610],1610612766.0,CHA,driving floating,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
