actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-08T00:12:11.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-08T00:12:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-08T00:12:15.4Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612759,0,0,2025-02-08T00:12:15Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. M. Diabaté: Tip to C. Paul,"[101108, 1641705, 1631217]",1610612759.0,SAS,startperiod,C. Paul,101108.0,Paul,C. Paul,Wembanyama,1641705.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-02-08T00:12:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,83.52496714848883,44.11764705882353,1610612759,0,2,2025-02-08T00:12:47Z,80000,False,-29.0,102.0,1,right,V. Wembanyama 10' fadeaway Jump Shot (2 PTS) (C. Paul 1 AST),"[1641705, 101108]",1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
10,PT11M24.00S,2025-02-08T00:12:58.4Z,1,REGULAR,2pt,Jump Shot,[],1630163,16.376478318002626,30.392156862745097,1610612766,2,2,2025-02-08T00:13:39Z,100000,False,98.0,101.0,1,left,L. Ball 14' driving floating Jump Shot (2 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,14.1,Made,2.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,,,
12,PT11M12.00S,2025-02-08T00:13:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,92.72339027595268,4.411764705882353,1610612759,2,2,2025-02-08T00:13:23Z,120000,False,-228.0,16.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2025-02-08T00:13:14.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,2,2,2025-02-08T00:13:23Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,12.0,,,,,,,,,,,,,
16,PT10M50.00S,2025-02-08T00:13:59.8Z,1,REGULAR,3pt,Jump Shot,[],1629610,7.178055190538765,94.85294117647058,1610612766,2,2,2025-02-08T00:15:47Z,160000,False,-224.0,15.0,1,left,MISS D. Jeffries 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,22.48,Missed,,,,,,,,,,,,,,,,,,
17,PT10M47.00S,2025-02-08T00:14:02.8Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,2,2,2025-02-08T00:14:04Z,170000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Left Corner 3,24+ Left,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M46.00S,2025-02-08T00:14:03.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631217,5.995400788436268,49.01960784313725,1610612766,4,2,2025-02-08T00:16:04Z,180000,False,5.0,4.0,1,left,M. Diabaté putback DUNK (2 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2025-02-08T00:14:17.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,67.49342969776609,52.69607843137255,1610612759,4,2,2025-02-08T00:16:49Z,190000,False,13.0,253.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
