actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
247,PT06M47.00S,2025-02-22T03:30:38.2Z,2,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,53,50,2025-02-22T03:30:55Z,2450000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT06M47.00S,2025-02-22T03:30:38.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,53,50,2025-02-22T03:30:55Z,2460000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,247.0,4.0,2.0,2.0,,,,
249,PT06M26.00S,2025-02-22T03:31:09.4Z,2,REGULAR,3pt,Jump Shot,[],1631095,25.969119579500656,80.3921568627451,1610612745,53,50,2025-02-22T03:31:15Z,2470000,False,-152.0,192.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
250,PT06M24.00S,2025-02-22T03:31:11.4Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,53,50,2025-02-22T03:31:15Z,2480000,False,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,249.0,5.0,2.0,3.0,,,,
251,PT06M22.00S,2025-02-22T03:31:13.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.703679369250986,50.98039215686274,1610612745,55,50,2025-02-22T03:31:18Z,2490000,False,-5.0,20.0,1,left,A. Sengun putback Layup (11 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.05,Made,11.0,,,,,,,,,,,,,,,,,
252,PT06M03.00S,2025-02-22T03:31:32.2Z,2,REGULAR,3pt,Jump Shot,[],1630183,75.24638633377135,14.215686274509803,1610612750,55,50,2025-02-22T03:32:37Z,2500000,False,-179.0,180.0,1,right,MISS J. McDaniels 25' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
253,PT06M02.00S,2025-02-22T03:31:33.2Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,55,50,2025-02-22T03:31:38Z,2510000,False,,,0,,A. Thompson REBOUND (Off:0 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,252.0,5.0,5.0,0.0,,,,
254,PT05M52.00S,2025-02-22T03:31:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,6.258212877792378,44.6078431372549,1610612745,55,50,2025-02-22T03:31:50Z,2520000,False,27.0,6.0,1,left,MISS A. Thompson driving Layup - blocked,"[1641708, 1629638]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,,
255,PT05M52.00S,2025-02-22T03:31:45.8Z,2,REGULAR,block,,[],1629638,,,1610612745,55,50,2025-02-22T03:31:48Z,2530000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT05M52.00S,2025-02-22T03:31:45.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,55,50,2025-02-22T03:31:50Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,254.0,,,,,,,
258,PT05M41.00S,2025-02-22T03:32:11.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,6.783837056504599,50.0,1610612745,55,50,2025-02-22T03:32:15Z,2560000,False,0.0,11.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1630183]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,McDaniels,1630183.0,,
259,PT05M41.00S,2025-02-22T03:32:11.0Z,2,REGULAR,block,,[],1630183,,,1610612745,55,50,2025-02-22T03:32:13Z,2570000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT05M38.00S,2025-02-22T03:32:14.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,55,50,2025-02-22T03:32:15Z,2580000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,258.0,4.0,4.0,0.0,,,,
261,PT05M36.00S,2025-02-22T03:32:15.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642265,93.51182654402102,53.92156862745098,1610612750,55,52,2025-02-22T03:32:22Z,2590000,False,20.0,8.0,1,right,R. Dillingham running DUNK (2 PTS) (N. Reid 1 AST),"[1642265, 1629675]",1610612750.0,MIN,running,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,N. Reid,1629675.0,1.0,,,,,,,,,
262,PT05M21.00S,2025-02-22T03:32:30.4Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,55,52,2025-02-22T03:32:33Z,2600000,False,,,0,,A. Sengun bad pass TURNOVER (3 TO),"[1630578, 1642265]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,,,,,,,Dillingham,1642265.0
263,PT05M21.00S,2025-02-22T03:32:30.4Z,2,REGULAR,steal,,[],1642265,,,1610612750,55,52,2025-02-22T03:32:32Z,2610000,False,,,0,,R. Dillingham STEAL (2 STL),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT05M12.00S,2025-02-22T03:32:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,72.88107752956637,83.57843137254902,1610612750,55,55,2025-02-22T03:32:44Z,2620000,False,168.0,202.0,1,right,A. Edwards 26' 3PT step back (18 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.3,Made,18.0,,,,,,,,,,,,,,,,,
266,PT04M55.00S,2025-02-22T03:32:57.0Z,2,REGULAR,3pt,Jump Shot,[],1631095,25.443495400788436,16.176470588235293,1610612745,58,55,2025-02-22T03:33:01Z,2630000,False,169.0,187.0,1,left,J. Smith Jr. 25' 3PT  (11 PTS) (A. Thompson 5 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.19,Made,11.0,,,,,,A. Thompson,1641708.0,5.0,,,,,,,,,
268,PT04M41.00S,2025-02-22T03:33:10.7Z,2,REGULAR,2pt,Jump Shot,[],1630162,95.74572930354796,24.019607843137255,1610612750,58,55,2025-02-22T03:35:31Z,2650000,False,-130.0,-13.0,1,right,MISS A. Edwards 13' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,13.05,Missed,,,,,,,,,,,,,,,,,,
269,PT04M37.00S,2025-02-22T03:33:14.7Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612750,58,55,2025-02-22T03:33:16Z,2660000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,268.0,2.0,1.0,1.0,,,,
270,PT04M36.00S,2025-02-22T03:33:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,92.85479632063075,49.754901960784316,1610612750,58,55,2025-02-22T03:33:20Z,2670000,False,-1.0,15.0,1,right,MISS N. Alexander-Walker tip Layup - blocked,"[1629638, 1641708]",1610612750.0,MIN,tip,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,Thompson,1641708.0,,
271,PT04M36.00S,2025-02-22T03:33:15.0Z,2,REGULAR,block,,[],1641708,,,1610612750,58,55,2025-02-22T03:33:16Z,2680000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT04M36.00S,2025-02-22T03:33:15.0Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,58,55,2025-02-22T03:33:20Z,2690000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,270.0,1.0,1.0,0.0,,,,
273,PT04M33.00S,2025-02-22T03:33:18.9Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,58,55,2025-02-22T03:33:23Z,2700000,False,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 1629675]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Reid,1629675.0
274,PT04M33.00S,2025-02-22T03:33:18.9Z,2,REGULAR,steal,,[],1629675,,,1610612750,58,55,2025-02-22T03:33:20Z,2710000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
275,PT04M28.00S,2025-02-22T03:33:24.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629638,96.13994743758212,95.34313725490196,1610612750,58,58,2025-02-22T03:37:05Z,2720000,False,227.0,-16.0,1,right,N. Alexander-Walker 3PT running pullup (8 PTS) (N. Reid 2 AST),"[1629638, 1629675]",1610612750.0,MIN,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,22.73,Made,8.0,,,,,,N. Reid,1629675.0,2.0,,,,,,,,,
277,PT04M10.00S,2025-02-22T03:33:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,30.305519053876477,67.15686274509804,1610612745,61,58,2025-02-22T03:33:45Z,2740000,False,-86.0,232.0,1,left,J. Green 24' 3PT step back (16 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.77,Made,16.0,,,,,,,,,,,,,,,,,
278,PT04M03.00S,2025-02-22T03:33:48.4Z,2,REGULAR,3pt,Jump Shot,[],1642265,71.17279894875165,10.049019607843137,1610612750,61,58,2025-02-22T03:33:54Z,2750000,False,-200.0,218.0,1,right,MISS R. Dillingham 29' 3PT,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,29.61,Missed,,,,,,,,,,,,,,,,,,
279,PT04M02.00S,2025-02-22T03:33:49.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,61,58,2025-02-22T03:33:54Z,2760000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,278.0,4.0,4.0,0.0,,,,
280,PT03M52.00S,2025-02-22T03:33:59.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,30.436925098554536,69.36274509803921,1610612745,61,58,2025-02-22T03:34:08Z,2770000,False,-97.0,234.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
281,PT03M50.00S,2025-02-22T03:34:01.6Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,61,58,2025-02-22T03:34:08Z,2780000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,
282,PT03M41.00S,2025-02-22T03:34:10.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,67.7562417871222,70.34313725490196,1610612750,61,58,2025-02-22T03:34:16Z,2790000,False,102.0,251.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
283,PT03M40.00S,2025-02-22T03:34:11.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,61,58,2025-02-22T03:34:16Z,2800000,False,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,282.0,6.0,3.0,3.0,,,,
284,PT03M32.00S,2025-02-22T03:34:19.8Z,2,REGULAR,3pt,Jump Shot,[],1631095,28.86005256241787,72.79411764705883,1610612745,61,58,2025-02-22T03:34:25Z,2810000,False,-114.0,219.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
285,PT03M31.00S,2025-02-22T03:34:20.8Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612750,61,58,2025-02-22T03:34:25Z,2820000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,,,
286,PT03M31.00S,2025-02-22T03:34:26.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,61,58,2025-02-22T03:34:26Z,2830000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,out,[],1641708,,,1610612750,61,58,2025-02-22T03:37:35Z,2840000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,out,[],1630256,,,1610612750,61,58,2025-02-22T03:37:35Z,2850000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,out,[],1642265,,,1610612750,61,58,2025-02-22T03:37:35Z,2860000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,in,[],1628415,,,1610612750,61,58,2025-02-22T03:37:35Z,2870000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,in,[],1631106,,,1610612750,61,58,2025-02-22T03:37:35Z,2880000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M31.00S,2025-02-22T03:37:06.0Z,2,REGULAR,substitution,in,[],1641740,,,1610612750,61,58,2025-02-22T03:37:35Z,2890000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M23.00S,2025-02-22T03:37:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612750,61,58,2025-02-22T03:38:06Z,2900000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Edwards 2 FT),"[1631106, 1630162]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Left,,,,1627534.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
295,PT03M23.00S,2025-02-22T03:38:17.6Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,61,59,2025-02-22T03:38:35Z,2920000,False,,,0,,A. Edwards Free Throw 1 of 2 (19 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
296,PT03M23.00S,2025-02-22T03:38:17.6Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,61,59,2025-02-22T03:38:35Z,2930000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT03M23.00S,2025-02-22T03:38:17.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,61,59,2025-02-22T03:38:35Z,2940000,False,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,296.0,7.0,4.0,3.0,,,,
298,PT03M10.00S,2025-02-22T03:38:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,5.732588699080158,48.77450980392157,1610612745,63,59,2025-02-22T03:38:46Z,2950000,False,6.0,1.0,1,left,T. Eason driving Layup (8 PTS),[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.63,Made,8.0,,,,,,,,,,,,,,,,,
299,PT02M58.00S,2025-02-22T03:38:54.8Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,63,59,2025-02-22T03:38:58Z,2960000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1630224]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Green,1630224.0
300,PT02M58.00S,2025-02-22T03:38:54.8Z,2,REGULAR,steal,,[],1630224,,,1610612745,63,59,2025-02-22T03:47:09Z,2970000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
301,PT02M51.00S,2025-02-22T03:39:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,6.521024967148489,48.03921568627451,1610612745,63,59,2025-02-22T03:39:05Z,2980000,False,10.0,9.0,1,left,MISS T. Eason running finger roll Layup,[1631106],1610612745.0,HOU,running finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
302,PT02M50.00S,2025-02-22T03:39:01.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,63,59,2025-02-22T03:39:05Z,2990000,False,,,0,,N. Reid REBOUND (Off:0 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,301.0,5.0,5.0,0.0,,,,
303,PT02M36.00S,2025-02-22T03:39:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.93495400788436,47.30392156862745,1610612750,63,59,2025-02-22T03:39:22Z,3000000,False,-13.0,23.0,1,right,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
304,PT02M34.00S,2025-02-22T03:39:18.6Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612745,63,59,2025-02-22T03:39:22Z,3010000,False,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,303.0,3.0,3.0,0.0,,,,
305,PT02M29.00S,2025-02-22T03:39:23.1Z,2,REGULAR,turnover,lost ball,[],1630224,,,1610612745,63,59,2025-02-22T03:39:26Z,3020000,False,,,0,,J. Green lost ball TURNOVER (3 TO),"[1630224, 1641740]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,3.0,,,,,,,Clark,1641740.0
306,PT02M29.00S,2025-02-22T03:39:23.1Z,2,REGULAR,steal,,[],1641740,,,1610612750,63,59,2025-02-22T03:39:25Z,3030000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
307,PT02M25.00S,2025-02-22T03:39:27.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,92.9862023653088,53.67647058823529,1610612750,63,61,2025-02-22T03:39:32Z,3040000,False,18.0,13.0,1,right,A. Edwards running Layup (21 PTS) (J. Clark 1 AST),"[1630162, 1641740]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.28,Made,21.0,,,,,,J. Clark,1641740.0,1.0,,,,,,,,,
309,PT02M00.00S,2025-02-22T03:39:52.3Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,63,61,2025-02-22T03:39:55Z,3060000,False,,,0,,A. Sengun bad pass TURNOVER (4 TO),"[1630578, 1630183]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,16-24 Center,,,,,,,,,,,,4.0,,,,,,,McDaniels,1630183.0
310,PT02M00.00S,2025-02-22T03:39:52.3Z,2,REGULAR,steal,,[],1630183,,,1610612750,63,61,2025-02-22T03:39:54Z,3070000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,16-24 Center,,,,,,,,,,,,,,,,,,,,
311,PT01M56.00S,2025-02-22T03:39:55.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,93.9060446780552,52.94117647058824,1610612750,63,63,2025-02-22T03:40:00Z,3080000,False,15.0,5.0,1,right,N. Alexander-Walker running Layup (10 PTS) (J. McDaniels 2 AST),"[1629638, 1630183]",1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.55,Made,10.0,,,,,,J. McDaniels,1630183.0,2.0,,,,,,,,,
313,PT01M34.00S,2025-02-22T03:40:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.046649145860711,48.03921568627451,1610612745,63,63,2025-02-22T03:44:45Z,3100000,False,10.0,14.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
314,PT01M32.00S,2025-02-22T03:40:19.7Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,63,63,2025-02-22T03:40:19Z,3110000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,313.0,1.0,0.0,1.0,,,,
315,PT01M32.00S,2025-02-22T03:40:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,7.30946123521682,49.50980392156863,1610612745,63,63,2025-02-22T03:40:29Z,3120000,False,2.0,16.0,1,left,MISS T. Eason putback Layup - blocked,"[1631106, 1629675]",1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,Reid,1629675.0,,
316,PT01M32.00S,2025-02-22T03:40:20.4Z,2,REGULAR,block,,[],1629675,,,1610612745,63,63,2025-02-22T03:40:22Z,3130000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
317,PT01M32.00S,2025-02-22T03:40:20.4Z,2,REGULAR,rebound,defensive,[],1641740,,,1610612750,63,63,2025-02-22T03:40:24Z,3140000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,315.0,1.0,1.0,0.0,,,,
318,PT01M24.00S,2025-02-22T03:40:28.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630162,92.72339027595268,51.9607843137255,1610612750,63,65,2025-02-22T03:46:51Z,3150000,False,10.0,16.0,1,right,A. Edwards running DUNK (23 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.87,Made,23.0,,,,,,,,,,,,,,,,,
319,PT00M59.20S,2025-02-22T03:40:53.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,14.799605781865965,50.0,1610612745,65,65,2025-02-22T03:41:01Z,3160000,False,0.0,87.0,1,left,A. Sengun 8' turnaround fadeaway Jump Shot (13 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,13.0,,,,,,J. Green,1630224.0,2.0,,,,,,,,,
321,PT00M46.10S,2025-02-22T03:41:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,90.09526938239159,35.53921568627451,1610612750,65,65,2025-02-22T03:41:15Z,3180000,False,-72.0,41.0,1,right,MISS N. Reid 8' driving floating bank Shot,[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,8.29,Missed,,,,,,,,,,,,,,,,,,
322,PT00M43.80S,2025-02-22T03:41:11.4Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612745,65,65,2025-02-22T03:41:15Z,3190000,False,,,0,,D. Brooks REBOUND (Off:0 Def:4),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,321.0,4.0,4.0,0.0,,,,
