actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
76,PT06M22.00S,2025-02-22T02:58:25.3Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,23,17,2025-02-22T02:58:25Z,750000,False,,,0,,A. Edwards Free Throw 2 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2025-02-22T02:58:49.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,29.911300919842315,31.862745098039213,1610612745,26,17,2025-02-22T02:58:53Z,760000,False,91.0,229.0,1,left,J. Smith Jr. 24' 3PT  (3 PTS) (A. Thompson 3 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,24.6,Made,3.0,,,,,,A. Thompson,1641708.0,3.0,,,,,,,,,
79,PT05M49.00S,2025-02-22T02:59:03.4Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612750,26,17,2025-02-22T02:59:08Z,780000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1630224]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,Green,1630224.0
80,PT05M49.00S,2025-02-22T02:59:03.4Z,1,REGULAR,steal,,[],1630224,,,1610612745,26,17,2025-02-22T02:59:06Z,790000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M45.00S,2025-02-22T02:59:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,6.521024967148489,49.754901960784316,1610612745,28,17,2025-02-22T02:59:13Z,800000,False,1.0,9.0,1,left,T. Eason running finger roll Layup (4 PTS) (J. Smith Jr. 1 AST),"[1631106, 1631095]",1610612745.0,HOU,running finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.89,Made,4.0,,,,,,J. Smith Jr.,1631095.0,1.0,,,,,,,,,
83,PT05M35.00S,2025-02-22T02:59:16.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,86.41590013140605,49.754901960784316,1610612750,28,19,2025-02-22T02:59:22Z,820000,False,-1.0,75.0,1,right,N. Reid 7' turnaround Hook (7 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,7.0,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2025-02-22T02:59:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,15.588042049934298,40.931372549019606,1610612745,30,19,2025-02-22T02:59:44Z,830000,False,45.0,94.0,1,left,A. Thompson 10' driving floating Jump Shot (5 PTS),[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,5.0,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2025-02-22T02:59:52.9Z,1,REGULAR,2pt,Jump Shot,[],1630183,80.23981603153744,71.07843137254902,1610612750,30,19,2025-02-22T03:00:00Z,840000,False,105.0,133.0,1,right,MISS J. McDaniels 16' step back Shot,[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,16.99,Missed,,,,,,,,,,,,,,,,,,
86,PT04M56.00S,2025-02-22T02:59:55.9Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,30,19,2025-02-22T03:00:00Z,850000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,
87,PT04M44.00S,2025-02-22T03:00:08.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631106,9.280551905387648,53.92156862745098,1610612745,32,19,2025-02-22T03:00:11Z,860000,False,-20.0,35.0,1,left,T. Eason turnaround Hook (6 PTS),[1631106],1610612745.0,HOU,turnaround,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.99,Made,6.0,,,,,,,,,,,,,,,,,
88,PT04M22.00S,2025-02-22T03:00:29.6Z,1,REGULAR,2pt,Jump Shot,[],1630162,77.7431011826544,26.715686274509803,1610612750,32,21,2025-02-22T03:02:05Z,870000,False,-116.0,157.0,1,right,A. Edwards 19' step back Jump Shot (5 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,19.52,Made,5.0,,,,,,,,,,,,,,,,,
89,PT04M01.00S,2025-02-22T03:00:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,29.25427069645204,80.14705882352942,1610612745,35,21,2025-02-22T03:00:55Z,880000,False,-151.0,222.0,1,left,J. Green 26' 3PT  (7 PTS) (J. Smith Jr. 2 AST),"[1630224, 1631095]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.87,Made,7.0,,,,,,J. Smith Jr.,1631095.0,2.0,,,,,,,,,
91,PT03M47.00S,2025-02-22T03:01:13.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612750,35,21,2025-02-22T03:01:37Z,900000,False,,,0,,D. Brooks personal FOUL (2 PF) (Edwards 2 FT),"[1628415, 1630162]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,,202007.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
93,PT03M47.00S,2025-02-22T03:01:57.2Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,35,22,2025-02-22T03:01:57Z,920000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
94,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,out,[],1628415,,,1610612750,35,22,2025-02-22T03:02:13Z,930000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,out,[],1631106,,,1610612750,35,22,2025-02-22T03:02:13Z,940000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,35,22,2025-02-22T03:02:13Z,950000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,35,22,2025-02-22T03:02:13Z,960000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,in,[],1630256,,,1610612750,35,22,2025-02-22T03:02:13Z,970000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,in,[],1628988,,,1610612750,35,22,2025-02-22T03:02:13Z,980000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,in,[],1630545,,,1610612750,35,22,2025-02-22T03:02:13Z,990000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2025-02-22T03:01:58.0Z,1,REGULAR,substitution,in,[],1630568,,,1610612750,35,22,2025-02-22T03:02:13Z,1000000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M47.00S,2025-02-22T03:02:17.0Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,35,23,2025-02-22T03:02:17Z,1010000,False,,,0,,A. Edwards Free Throw 2 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2025-02-22T03:02:31.7Z,1,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612745,35,23,2025-02-22T03:02:39Z,1020000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Green 2 FT),"[1630568, 1630224]",1610612750.0,MIN,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,
105,PT03M39.00S,2025-02-22T03:02:55.5Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,36,23,2025-02-22T03:02:55Z,1040000,False,,,0,,J. Green Free Throw 1 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
106,PT03M39.00S,2025-02-22T03:02:56.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,36,23,2025-02-22T03:03:01Z,1050000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2025-02-22T03:02:56.2Z,1,REGULAR,substitution,in,[],203500,,,1610612745,36,23,2025-02-22T03:03:01Z,1060000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2025-02-22T03:03:18.2Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,37,23,2025-02-22T03:03:18Z,1070000,False,,,0,,J. Green Free Throw 2 of 2 (9 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
109,PT03M27.00S,2025-02-22T03:03:31.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,69.85873850197109,26.96078431372549,1610612750,37,26,2025-02-22T03:03:38Z,1080000,False,-115.0,231.0,1,right,J. McDaniels 25' 3PT pullup (7 PTS) (L. Garza 1 AST),"[1630183, 1630568]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.8,Made,7.0,,,,,,L. Garza,1630568.0,1.0,,,,,,,,,
111,PT03M09.00S,2025-02-22T03:03:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.360709592641262,45.34313725490196,1610612745,37,26,2025-02-22T03:04:15Z,1100000,False,23.0,26.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2025-02-22T03:03:49.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,37,26,2025-02-22T03:04:04Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,111.0,,,,,,,
113,PT03M09.00S,2025-02-22T03:03:55.4Z,1,REGULAR,turnover,traveling,[],1630224,,,1610612745,37,26,2025-02-22T03:04:08Z,1120000,False,,,0,,J. Green traveling TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1627534.0,,,,,,,,1.0,,,,,,,,
114,PT02M54.00S,2025-02-22T03:04:19.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630568,68.67608409986859,37.00980392156863,1610612750,37,26,2025-02-22T03:04:25Z,1130000,False,-65.0,242.0,1,right,MISS L. Garza 25' 3PT,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
115,PT02M52.00S,2025-02-22T03:04:21.1Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612745,37,26,2025-02-22T03:04:25Z,1140000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,
116,PT02M37.00S,2025-02-22T03:04:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,17.16491458607096,34.55882352941176,1610612745,39,26,2025-02-22T03:04:41Z,1150000,False,77.0,109.0,1,left,J. Green 13' turnaround fadeaway Jump Shot (11 PTS),[1630224],1610612745.0,HOU,turnaround fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,13.35,Made,11.0,,,,,,,,,,,,,,,,,
117,PT02M26.00S,2025-02-22T03:04:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,79.05716162943496,91.42156862745098,1610612750,39,29,2025-02-22T03:04:52Z,1160000,False,207.0,144.0,1,right,A. Edwards 25' 3PT step back (10 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.25,Made,10.0,,,,,,,,,,,,,,,,,
118,PT02M11.00S,2025-02-22T03:05:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,19.004599211563733,37.5,1610612745,39,29,2025-02-22T03:05:15Z,1170000,False,62.0,126.0,1,left,MISS A. Holiday 14' pullup Shot,[1628988],1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,14.07,Missed,,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2025-02-22T03:05:03.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,39,29,2025-02-22T03:05:15Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,118.0,,,,,,,
121,PT02M10.00S,2025-02-22T03:05:17.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612750,39,29,2025-02-22T03:05:24Z,1200000,False,,,0,,J. Tate loose ball personal FOUL (1 PF) (McDaniels 2 FT),"[1630256, 1630183]",1610612745.0,HOU,loose ball,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,
123,PT02M10.00S,2025-02-22T03:05:26.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,39,29,2025-02-22T03:05:26Z,1220000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M10.00S,2025-02-22T03:08:53.6Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,39,30,2025-02-22T03:08:53Z,1230000,False,,,0,,J. McDaniels Free Throw 1 of 2 (8 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
125,PT02M10.00S,2025-02-22T03:09:09.9Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,39,31,2025-02-22T03:09:09Z,1240000,False,,,0,,J. McDaniels Free Throw 2 of 2 (9 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2025-02-22T03:09:24.1Z,1,REGULAR,2pt,Jump Shot,[],1631095,21.76412614980289,57.84313725490197,1610612745,39,31,2025-02-22T03:09:43Z,1250000,False,-39.0,152.0,1,left,MISS J. Smith Jr. 15' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,15.71,Missed,,,,,,,,,,,,,,,,,,
127,PT01M57.00S,2025-02-22T03:09:24.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,39,31,2025-02-22T03:09:43Z,1260000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,126.0,,,,,,,
128,PT01M57.00S,2025-02-22T03:09:35.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203500,,,1610612750,39,31,2025-02-22T03:10:04Z,1270000,False,,,0,,S. Adams loose ball personal FOUL (1 PF) (Edwards 2 FT),"[203500, 1630162]",1610612745.0,HOU,loose ball,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,1626301.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
130,PT01M57.00S,2025-02-22T03:09:57.3Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,39,32,2025-02-22T03:09:57Z,1290000,False,,,0,,A. Edwards Free Throw 1 of 2 (11 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
131,PT01M57.00S,2025-02-22T03:09:58.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,39,32,2025-02-22T03:10:04Z,1300000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M57.00S,2025-02-22T03:09:58.0Z,1,REGULAR,substitution,in,[],1642265,,,1610612750,39,32,2025-02-22T03:10:04Z,1310000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2025-02-22T03:10:11.5Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,39,33,2025-02-22T03:10:11Z,1320000,False,,,0,,A. Edwards Free Throw 2 of 2 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
134,PT01M47.00S,2025-02-22T03:10:22.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,28.465834428383708,75.0,1610612745,42,33,2025-02-22T03:10:26Z,1330000,False,-125.0,215.0,1,left,J. Smith Jr. 24' 3PT  (6 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.88,Made,6.0,,,,,,J. Green,1630224.0,1.0,,,,,,,,,
136,PT01M28.00S,2025-02-22T03:10:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,93.38042049934296,46.568627450980394,1610612750,42,33,2025-02-22T03:10:47Z,1350000,False,-17.0,10.0,1,right,MISS T. Shannon Jr. driving Layup,[1630545],1610612750.0,MIN,driving,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2025-02-22T03:10:41.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,42,33,2025-02-22T03:10:47Z,1360000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,
138,PT01M22.00S,2025-02-22T03:10:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,10.463206307490145,50.98039215686274,1610612745,44,33,2025-02-22T03:10:54Z,1370000,False,-5.0,46.0,1,left,J. Green running Layup (13 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,13.0,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2025-02-22T03:10:58.1Z,1,REGULAR,3pt,Jump Shot,[],1642265,71.82982917214193,79.65686274509804,1610612750,44,33,2025-02-22T03:11:05Z,1380000,False,148.0,212.0,1,right,MISS R. Dillingham 25' pullup 3PT,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
140,PT01M09.00S,2025-02-22T03:11:00.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,44,33,2025-02-22T03:11:05Z,1390000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,
141,PT01M01.00S,2025-02-22T03:11:08.4Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,44,33,2025-02-22T03:11:12Z,1400000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1642265]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,,Dillingham,1642265.0
142,PT01M01.00S,2025-02-22T03:11:08.4Z,1,REGULAR,steal,,[],1642265,,,1610612750,44,33,2025-02-22T03:18:33Z,1410000,False,,,0,,R. Dillingham STEAL (1 STL),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M57.50S,2025-02-22T03:11:12.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630162,76.5604467805519,11.76470588235294,1610612750,44,36,2025-02-22T03:13:57Z,1420000,False,-191.0,168.0,1,right,A. Edwards 25' 3PT running pullup (15 PTS) (T. Shannon Jr. 1 AST),"[1630162, 1630545]",1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.44,Made,15.0,,,,,,T. Shannon Jr.,1630545.0,1.0,,,,,,,,,
145,PT00M48.30S,2025-02-22T03:11:25.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,31.750985545335087,33.57843137254902,1610612745,44,36,2025-02-22T03:11:36Z,1440000,False,82.0,246.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
146,PT00M46.30S,2025-02-22T03:11:27.6Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612750,44,36,2025-02-22T03:11:36Z,1450000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,
147,PT00M39.30S,2025-02-22T03:11:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,69.59592641261499,16.42156862745098,1610612750,44,36,2025-02-22T03:15:29Z,1460000,False,-168.0,233.0,1,right,MISS A. Edwards 28' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,28.74,Missed,,,,,,,,,,,,,,,,,,
148,PT00M37.80S,2025-02-22T03:11:36.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,44,36,2025-02-22T03:11:53Z,1470000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,,
149,PT00M29.60S,2025-02-22T03:11:47.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612745,44,36,2025-02-22T03:11:59Z,1480000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Holiday 2 FT),"[1630568, 1628988]",1610612750.0,MIN,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,202007.0,2.0,0.0,Holiday,1628988.0,,,,,,,,,,,,
151,PT00M29.60S,2025-02-22T03:12:13.2Z,1,REGULAR,freethrow,1 of 2,[],1628988,,,1610612745,44,36,2025-02-22T03:12:13Z,1500000,False,,,0,,MISS A. Holiday Free Throw 1 of 2,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT00M29.60S,2025-02-22T03:12:13.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,44,36,2025-02-22T03:12:13Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,
153,PT00M29.60S,2025-02-22T03:12:14.5Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,44,36,2025-02-22T03:12:24Z,1520000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M29.60S,2025-02-22T03:12:14.5Z,1,REGULAR,substitution,out,[],203500,,,1610612745,44,36,2025-02-22T03:12:24Z,1530000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M29.60S,2025-02-22T03:12:14.5Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,44,36,2025-02-22T03:12:24Z,1540000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M29.60S,2025-02-22T03:12:14.5Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,44,36,2025-02-22T03:12:24Z,1550000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M29.60S,2025-02-22T03:12:36.7Z,1,REGULAR,freethrow,2 of 2,[],1628988,,,1610612745,45,36,2025-02-22T03:12:36Z,1560000,False,,,0,,A. Holiday Free Throw 2 of 2 (1 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
