actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT05M06.00S,2024-12-12T03:36:33.8Z,2,REGULAR,3pt,Jump Shot,[],1630311,73.53810775295663,14.705882352941178,1610612744,36,26,2024-12-12T03:40:20Z,2470000,False,-176.0,196.0,1,right,MISS P. Spencer 26' 3PT,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
253,PT05M04.00S,2024-12-12T03:36:35.8Z,2,REGULAR,rebound,offensive,[],1641764,,,1610612744,36,26,2024-12-12T03:40:20Z,2480000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,252.0,1.0,0.0,1.0,,,,,,,,,,,,
254,PT04M58.00S,2024-12-12T03:36:41.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,93.64323258869908,3.9215686274509802,1610612744,36,26,2024-12-12T03:40:35Z,2490000,False,-230.0,7.0,1,right,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
255,PT04M56.00S,2024-12-12T03:36:43.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,36,26,2024-12-12T03:40:35Z,2500000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,,254.0,,,,,,,,,,,,,,,
256,PT04M56.00S,2024-12-12T03:36:46.1Z,2,REGULAR,foul,personal,[],1627741,,,1610612745,36,26,2024-12-12T04:03:56Z,2510000,False,,,0,,B. Hield loose ball personal FOUL (2 PF),"[1627741, 1630224]",1610612744.0,GSW,loose ball,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Green,1630224.0
258,PT04M45.00S,2024-12-12T03:37:09.0Z,2,REGULAR,2pt,Jump Shot,[],1630224,21.107095926412615,17.15686274509804,1610612745,38,26,2024-12-12T03:37:13Z,2530000,False,164.0,146.0,1,left,J. Green 21' step back Jump Shot (8 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,21.97,Made,,,,,,,,,,8.0,,,,,,,,
259,PT04M24.00S,2024-12-12T03:37:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,87.99277266754271,61.51960784313726,1610612744,38,26,2024-12-12T03:39:28Z,2540000,False,58.0,60.0,1,right,MISS J. Kuminga 8' driving Layup - blocked,"[1630228, 1628415]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Right,8.35,Missed,Brooks,1628415.0,,,,,,,,,,,,,,,,
260,PT04M24.00S,2024-12-12T03:37:31.0Z,2,REGULAR,block,,[],1628415,,,1610612744,38,26,2024-12-12T03:37:33Z,2550000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
261,PT04M23.00S,2024-12-12T03:37:32.0Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,38,26,2024-12-12T03:39:28Z,2560000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,259.0,4.0,4.0,0.0,,,,,,,,,,,,
262,PT04M17.00S,2024-12-12T03:37:39.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,6.783837056504599,46.81372549019608,1610612745,38,26,2024-12-12T03:38:48Z,2570000,False,16.0,11.0,1,left,MISS J. Green running Layup,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
263,PT04M16.00S,2024-12-12T03:37:40.1Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,38,26,2024-12-12T03:38:48Z,2580000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,262.0,3.0,1.0,2.0,,,,,,,,,,,,
264,PT04M15.00S,2024-12-12T03:37:43.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641708,5.590000152587891,50.0,1610612745,40,26,2024-12-12T03:41:58Z,2590000,False,0.0,0.0,1,left,A. Thompson tip DUNK (4 PTS),[1641708],1610612745.0,HOU,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,4.0,,,,,,,,
265,PT04M14.00S,2024-12-12T03:37:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,26,2024-12-12T03:37:46Z,2600000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M14.00S,2024-12-12T03:39:54.3Z,2,REGULAR,substitution,out,[],1641708,,,1610612744,40,26,2024-12-12T03:41:04Z,2610000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M14.00S,2024-12-12T03:39:54.3Z,2,REGULAR,substitution,in,[],1630578,,,1610612744,40,26,2024-12-12T03:41:04Z,2620000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M03.00S,2024-12-12T03:41:27.0Z,2,REGULAR,3pt,Jump Shot,[],1641764,72.35545335085413,78.18627450980392,1610612744,40,29,2024-12-12T03:41:33Z,2630000,False,141.0,207.0,1,right,B. Podziemski 25' 3PT step back (3 PTS) (P. Spencer 1 AST),"[1641764, 1630311]",1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.07,Made,,,,,,,,,,3.0,,P. Spencer,1630311.0,1.0,,,,
270,PT03M47.00S,2024-12-12T03:41:44.0Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612745,40,29,2024-12-12T04:25:21Z,2650000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630311]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Spencer,1630311.0,,,,,,,,,
271,PT03M47.00S,2024-12-12T03:41:44.0Z,2,REGULAR,steal,,[],1630311,,,1610612744,40,29,2024-12-12T03:41:46Z,2660000,False,,,0,,P. Spencer STEAL (2 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
272,PT03M42.00S,2024-12-12T03:41:48.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,92.32917214191852,39.21568627450981,1610612744,40,31,2024-12-12T03:43:00Z,2670000,False,-54.0,20.0,1,right,B. Hield running Layup (4 PTS) (P. Spencer 2 AST),"[1627741, 1630311]",1610612744.0,GSW,running,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,5.74,Made,,,,,,,,,,4.0,,P. Spencer,1630311.0,2.0,,,,
273,PT03M22.00S,2024-12-12T03:42:07.8Z,2,REGULAR,turnover,lost ball,[],1630578,,,1610612745,40,31,2024-12-12T03:42:19Z,2680000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1641764]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Podziemski,1641764.0,,,,,,,,,
274,PT03M22.00S,2024-12-12T03:42:07.8Z,2,REGULAR,steal,,[],1641764,,,1610612744,40,31,2024-12-12T03:42:10Z,2690000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
276,PT03M20.00S,2024-12-12T03:42:43.2Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,40,31,2024-12-12T03:42:49Z,2700000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M20.00S,2024-12-12T03:42:43.2Z,2,REGULAR,substitution,out,[],1630311,,,1610612744,40,31,2024-12-12T03:42:49Z,2710000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M20.00S,2024-12-12T03:42:43.2Z,2,REGULAR,substitution,in,[],201939,,,1610612744,40,31,2024-12-12T03:42:49Z,2720000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M20.00S,2024-12-12T03:42:43.2Z,2,REGULAR,substitution,in,[],203110,,,1610612744,40,31,2024-12-12T03:42:49Z,2730000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M20.00S,2024-12-12T03:43:08.3Z,2,REGULAR,jumpball,recovered,[],1627832,,,1610612744,40,31,2024-12-12T03:43:43Z,2740000,False,,,0,,Jump Ball A. Sengun vs. B. Podziemski: Tip to F. VanVleet,"[1627832, 1630578, 1641764]",1610612745.0,HOU,heldball,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Sengun,1630578.0,Podziemski,1641764.0,,,,,,,,,,,,,,,,,,,,,,
283,PT03M20.00S,2024-12-12T03:43:08.3Z,2,REGULAR,turnover,lost ball,[],1641764,,,1610612744,40,31,2024-12-12T03:43:54Z,2770000,False,,,0,,B. Podziemski lost ball TURNOVER (1 TO),"[1641764, 1630578]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,
284,PT03M20.00S,2024-12-12T03:43:08.3Z,2,REGULAR,steal,,[],1630578,,,1610612745,40,31,2024-12-12T03:43:08Z,2780000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
285,PT03M03.00S,2024-12-12T03:43:23.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,9.280551905387648,49.50980392156863,1610612745,42,31,2024-12-12T03:44:08Z,2790000,False,2.0,35.0,1,left,A. Sengun turnaround Hook (12 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,,,12.0,,F. VanVleet,1627832.0,1.0,,,,
287,PT02M46.00S,2024-12-12T03:43:39.6Z,2,REGULAR,2pt,Jump Shot,[],1630228,92.85479632063075,28.431372549019606,1610612744,42,33,2024-12-12T03:43:44Z,2810000,False,-108.0,15.0,1,right,J. Kuminga 10' turnaround fadeaway Jump Shot (10 PTS),[1630228],1610612744.0,GSW,turnaround fadeaway,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Left,10.88,Made,,,,,,,,,,10.0,,,,,,,,
315,PT02M24.00S,2024-12-12T03:43:53.3Z,2,REGULAR,2pt,Jump Shot,[],1630224,7.6215505913272015,11.052389705882353,1610612745,42,33,2024-12-12T03:52:10Z,2815000,False,195.0,19.0,1,left,MISS J. Green 19' pullup Shot - blocked,"[1630224, 201939]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right,19.56,Missed,Curry,201939.0,,,,,,,,,,,,,,,,
316,PT02M24.00S,2024-12-12T03:43:53.3Z,2,REGULAR,block,,[],201939,,,1610612745,42,33,2024-12-12T03:50:19Z,2817500,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
317,PT02M23.00S,2024-12-12T03:43:54.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,42,33,2024-12-12T03:51:15Z,2818750,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right,,,,,315.0,,,,,,,,,,,,,,,
289,PT02M22.00S,2024-12-12T03:44:18.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,18.74178712220762,4.6568627450980395,1610612745,42,33,2024-12-12T03:50:19Z,2830000,False,227.0,124.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
290,PT02M20.00S,2024-12-12T03:44:20.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,42,33,2024-12-12T03:45:03Z,2840000,False,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,289.0,6.0,4.0,2.0,,,,,,,,,,,,
291,PT02M14.00S,2024-12-12T03:44:25.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,23.866622864651774,91.42156862745098,1610612745,42,33,2024-12-12T03:45:22Z,2850000,False,-207.0,172.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
292,PT02M10.00S,2024-12-12T03:44:29.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,42,33,2024-12-12T03:45:31Z,2860000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,291.0,,,,,,,,,,,,,,,
294,PT01M57.00S,2024-12-12T03:45:04.4Z,2,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,42,33,2024-12-12T03:45:09Z,2880000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (2 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,1628159.0,,,,,,,
295,PT01M45.00S,2024-12-12T03:45:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,92.46057818659659,51.225490196078425,1610612744,42,35,2024-12-12T03:46:00Z,2890000,False,6.0,18.0,1,right,D. Green cutting finger roll Layup (4 PTS) (S. Curry 4 AST),"[203110, 201939]",1610612744.0,GSW,cutting finger roll,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,4.0,,S. Curry,201939.0,4.0,,,,
297,PT01M26.00S,2024-12-12T03:45:41.8Z,2,REGULAR,turnover,lost ball,[],1630224,,,1610612745,42,35,2024-12-12T03:46:17Z,2910000,False,,,0,,J. Green lost ball TURNOVER (5 TO),"[1630224, 201939]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,5.0,Curry,201939.0,,,,,,,,,
298,PT01M26.00S,2024-12-12T03:45:41.8Z,2,REGULAR,steal,,[],201939,,,1610612744,42,35,2024-12-12T03:45:43Z,2920000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
299,PT01M21.00S,2024-12-12T03:45:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201939,94.03745072273325,52.20588235294118,1610612744,42,37,2024-12-12T03:45:53Z,2930000,False,11.0,4.0,1,right,S. Curry running finger roll Layup (10 PTS),[201939],1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,10.0,,,,,,,,
300,PT01M21.00S,2024-12-12T03:45:53.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,42,37,2024-12-12T03:45:53Z,2940000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M00.00S,2024-12-12T03:47:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.046649145860711,48.03921568627451,1610612745,44,37,2024-12-12T03:47:54Z,2950000,False,10.0,14.0,1,left,A. Sengun cutting Layup (14 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,,,,14.0,,J. Green,1630224.0,2.0,,,,
303,PT00M52.40S,2024-12-12T03:48:01.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,95.74572930354796,97.05882352941177,1610612744,44,37,2024-12-12T03:48:38Z,2970000,False,235.0,-13.0,1,right,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
304,PT00M49.60S,2024-12-12T03:48:04.7Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,44,37,2024-12-12T03:48:38Z,2980000,False,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,303.0,7.0,5.0,2.0,,,,,,,,,,,,
305,PT00M46.00S,2024-12-12T03:48:07.7Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,44,37,2024-12-12T03:48:55Z,2990000,False,,,0,,A. Sengun bad pass TURNOVER (3 TO),"[1630578, 1627741]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,3.0,Hield,1627741.0,,,,,,,,,
306,PT00M46.00S,2024-12-12T03:48:07.7Z,2,REGULAR,steal,,[],1627741,,,1610612744,44,37,2024-12-12T03:48:10Z,3000000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
307,PT00M30.90S,2024-12-12T03:48:23.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630228,89.48751642575559,87.23192401960785,1610612744,44,37,2024-12-12T05:07:09Z,3010000,False,186.0,46.0,1,right,MISS J. Kuminga 19' bank Shot,[1630228],1610612744.0,GSW,bank,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right,19.19,Missed,,,,,,,,,,,,,,,,,,
308,PT00M29.10S,2024-12-12T03:48:25.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,44,37,2024-12-12T03:49:29Z,3020000,False,,,0,,A. Sengun REBOUND (Off:2 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,307.0,8.0,6.0,2.0,,,,,,,,,,,,
309,PT00M10.00S,2024-12-12T03:48:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,11.908672798948752,45.588235294117645,1610612745,44,37,2024-12-12T03:50:13Z,3030000,False,22.0,59.0,1,left,MISS A. Sengun 6' turnaround Shot - blocked,"[1630578, 1627741]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,Hield,1627741.0,,,,,,,,,,,,,,,,
310,PT00M10.00S,2024-12-12T03:48:44.1Z,2,REGULAR,block,,[],1627741,,,1610612745,44,37,2024-12-12T03:48:46Z,3040000,False,,,0,,B. Hield BLOCK (3 BLK),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
311,PT00M08.80S,2024-12-12T03:48:45.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612744,44,37,2024-12-12T03:50:13Z,3050000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,309.0,3.0,3.0,0.0,,,,,,,,,,,,
312,PT00M02.10S,2024-12-12T03:48:52.1Z,2,REGULAR,3pt,Jump Shot,[],201939,65.39093298291722,75.0,1610612744,44,37,2024-12-12T03:50:45Z,3060000,False,125.0,273.0,1,right,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,30.01,Missed,,,,,,,,,,,,,,,,,,
313,PT00M00.10S,2024-12-12T03:48:54.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,44,37,2024-12-12T03:50:45Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,312.0,,,,,,,,,,,,,,,
314,PT00M00.00S,2024-12-12T03:49:03.7Z,2,REGULAR,period,end,[],0,,,1610612744,44,37,2024-12-12T03:49:03Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-12-12T04:04:14.7Z,3,REGULAR,substitution,out,['startperiod'],1641764,,,1610612744,44,37,2024-12-12T04:05:18Z,3090000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-12-12T04:04:14.7Z,3,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,44,37,2024-12-12T04:05:18Z,3100000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-12-12T04:05:24.1Z,3,REGULAR,period,start,[],0,,,1610612744,44,37,2024-12-12T04:05:24Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M40.00S,2024-12-12T04:05:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,6.1268068331143235,54.166666666666664,1610612744,44,39,2024-12-12T04:05:48Z,3120000,False,-21.0,5.0,1,left,G. Payton II driving finger roll Layup (4 PTS) (J. Kuminga 1 AST),"[1627780, 1630228]",1610612744.0,GSW,driving finger roll,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,4.0,,J. Kuminga,1630228.0,1.0,,,,
323,PT11M20.00S,2024-12-12T04:06:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612745,44,39,2024-12-12T04:06:22Z,3140000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Sengun 2 FT),"[1630228, 1630578]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,,,,1.0,0.0,Sengun,1630578.0
325,PT11M20.00S,2024-12-12T04:06:37.7Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,44,39,2024-12-12T04:06:37Z,3160000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT11M20.00S,2024-12-12T04:06:37.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,44,39,2024-12-12T04:06:37Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,
327,PT11M20.00S,2024-12-12T04:06:55.1Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,45,39,2024-12-12T04:06:55Z,3180000,False,,,0,,A. Sengun Free Throw 2 of 2 (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
328,PT11M08.00S,2024-12-12T04:07:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,10.463206307490145,37.99019607843137,1610612744,45,41,2024-12-12T04:07:13Z,3190000,False,60.0,46.0,1,left,J. Kuminga 7' cutting Layup (12 PTS) (G. Payton II 1 AST),"[1630228, 1627780]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,,,,,,12.0,,G. Payton II,1627780.0,1.0,,,,
330,PT10M55.00S,2024-12-12T04:07:23.3Z,3,REGULAR,turnover,lost ball,[],1630578,,,1610612745,45,41,2024-12-12T04:07:52Z,3210000,False,,,0,,A. Sengun lost ball TURNOVER (4 TO),"[1630578, 203110]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,4.0,Green,203110.0,,,,,,,,,
331,PT10M55.00S,2024-12-12T04:07:23.3Z,3,REGULAR,steal,,[],203110,,,1610612744,45,41,2024-12-12T04:07:25Z,3220000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT10M50.00S,2024-12-12T04:07:27.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,26.231931668856767,82.35294117647058,1610612744,45,41,2024-12-12T04:08:03Z,3230000,False,-162.0,194.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
333,PT10M48.00S,2024-12-12T04:07:29.7Z,3,REGULAR,rebound,offensive,[],1630228,,,1610612744,45,41,2024-12-12T04:08:03Z,3240000,False,,,0,,J. Kuminga REBOUND (Off:2 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,332.0,2.0,0.0,2.0,,,,,,,,,,,,
334,PT10M38.00S,2024-12-12T04:07:41.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201939,17.296320630749015,21.07843137254902,1610612744,45,41,2024-12-12T04:08:32Z,3250000,False,145.0,110.0,1,left,MISS S. Curry 18' driving floating bank Shot,[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,18.17,Missed,,,,,,,,,,,,,,,,,,
