actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
184,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,21,26,2024-11-24T01:40:17Z,1780000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
185,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,21,26,2024-11-24T01:40:17Z,1790000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
186,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612745,21,26,2024-11-24T01:40:17Z,1800000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,
187,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,21,26,2024-11-24T01:40:17Z,1810000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,
188,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,21,26,2024-11-24T01:40:17Z,1820000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
189,PT00M33.70S,2024-11-24T01:40:01.1Z,1,REGULAR,substitution,in,[],1641739,,,1610612745,21,26,2024-11-24T01:40:17Z,1830000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
192,PT00M15.60S,2024-11-24T01:40:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,86.41590013140605,51.225490196078425,1610612745,21,26,2024-11-24T01:40:59Z,1860000,False,6.0,75.0,1,right,MISS A. Thompson 7' driving Layup - blocked,"[1641708, 1631200]",1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,7.54,Missed,,,,,,,Murray,1631200.0,,,,,
193,PT00M15.60S,2024-11-24T01:40:52.3Z,1,REGULAR,block,,[],1631200,,,1610612745,21,26,2024-11-24T02:21:08Z,1870000,False,,,0,,K. Murray BLOCK (1 BLK),[1631200],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,
194,PT00M12.70S,2024-11-24T01:40:55.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,21,26,2024-11-24T01:40:59Z,1880000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Avdija,D. Avdija,,,,,192.0,1.0,1.0,0.0,,,,,,,,,
205,PT00M00.00S,2024-11-24T01:44:40.1Z,1,REGULAR,period,end,[],0,,,1610612757,21,26,2024-11-24T01:51:41Z,1990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2024-11-24T01:44:43.4Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612757,21,26,2024-11-24T02:11:50Z,1995000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2024-11-24T01:44:43.4Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612757,21,26,2024-11-24T02:11:50Z,1997500,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2024-11-24T01:44:43.4Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,21,26,2024-11-24T02:12:40Z,1998750,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2024-11-24T01:44:43.4Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612757,21,26,2024-11-24T02:12:40Z,1999375,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
206,PT12M00.00S,2024-11-24T01:45:12.9Z,2,REGULAR,period,start,[],0,,,1610612757,21,26,2024-11-24T01:45:12Z,2000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M43.00S,2024-11-24T01:44:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,14.011169513797633,48.529411764705884,1610612757,21,26,2024-11-24T02:03:15Z,2009687,False,7.0,79.0,1,left,MISS D. Avdija 7' driving floating Shot,[1630166],1610612757.0,POR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Avdija,D. Avdija,,,7.95,Missed,,,,,,,,,,,,,
204,PT11M40.00S,2024-11-24T01:44:30.6Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612745,21,26,2024-11-24T01:51:41Z,2009843,False,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,,203.0,2.0,2.0,0.0,,,,,,,,,
303,PT11M32.00S,2024-11-24T01:44:49.8Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612745,21,26,2024-11-24T02:01:23Z,2009921,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1641739]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,VanVleet,F. VanVleet,,,,,,,,,,1.0,,,,,,Camara,1641739.0
304,PT11M32.00S,2024-11-24T01:44:49.8Z,2,REGULAR,steal,,[],1641739,,,1610612757,21,26,2024-11-24T02:00:13Z,2009960,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
207,PT11M28.00S,2024-11-24T01:45:12.1Z,2,REGULAR,foul,personal,[],1642263,,,1610612757,21,26,2024-11-24T02:00:13Z,2010000,False,,,0,,R. Sheppard personal FOUL (1 PF),"[1642263, 1631101]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,1628951.0,1.0,0.0,Sheppard,R. Sheppard,Sharpe,1631101.0,,,,,,,,,,,,,,,
209,PT11M17.00S,2024-11-24T01:45:23.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,13.091327201051248,2.941176470588235,1610612757,21,26,2024-11-24T02:18:20Z,2030000,False,235.0,71.0,1,left,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,,,,Right Corner 3,24+ Right,,,,Camara,T. Camara,,,24.57,Missed,,,,,,,,,,,,,
210,PT11M14.00S,2024-11-24T01:45:26.8Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612745,21,26,2024-11-24T01:45:34Z,2040000,False,,,0,,J. Landale REBOUND (Off:0 Def:3),[1629111],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Landale,J. Landale,,,,,209.0,3.0,3.0,0.0,,,,,,,,,
211,PT11M01.00S,2024-11-24T01:45:40.6Z,2,REGULAR,foul,personal,[],1631101,,,1610612745,21,26,2024-11-24T01:45:58Z,2050000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1629111]",1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Sharpe,S. Sharpe,Landale,1629111.0,,,,,,,,,,,,,,,
213,PT10M48.00S,2024-11-24T01:46:16.0Z,2,REGULAR,2pt,Jump Shot,[],1627832,78.13731931668858,42.40196078431372,1610612745,23,26,2024-11-24T01:46:24Z,2070000,False,-38.0,153.0,1,right,F. VanVleet 15' pullup Jump Shot (4 PTS),[1627832],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Center,,,,VanVleet,F. VanVleet,,,15.76,Made,,,,,4.0,,,,,,,,
214,PT10M28.00S,2024-11-24T01:46:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,9.149145860709593,56.127450980392155,1610612757,23,26,2024-11-24T02:05:11Z,2080000,False,-31.0,34.0,1,left,MISS S. Sharpe driving floating Shot,[1631101],1610612757.0,POR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sharpe,S. Sharpe,,,4.54,Missed,,,,,,,,,,,,,
215,PT10M27.00S,2024-11-24T01:46:37.3Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612745,23,26,2024-11-24T01:46:41Z,2090000,False,,,0,,J. Landale REBOUND (Off:0 Def:4),[1629111],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,,214.0,4.0,4.0,0.0,,,,,,,,,
216,PT10M21.00S,2024-11-24T01:46:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,86.41590013140605,38.48039215686275,1610612745,23,26,2024-11-24T01:46:53Z,2100000,False,-58.0,75.0,1,right,MISS F. VanVleet 9' running Layup,[1627832],1610612745.0,HOU,running,,,,,,In The Paint (Non-RA),8-16 Left,,,,VanVleet,F. VanVleet,,,9.47,Missed,,,,,,,,,,,,,
217,PT10M18.00S,2024-11-24T01:46:46.7Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,23,26,2024-11-24T02:18:36Z,2110000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Thompson,A. Thompson,,,,,216.0,2.0,0.0,2.0,,,,,,,,,
218,PT10M17.00S,2024-11-24T01:46:48.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,91.5407358738502,45.09803921568628,1610612745,23,26,2024-11-24T02:18:45Z,2120000,False,-25.0,27.0,1,right,MISS A. Thompson tip Layup,[1641708],1610612745.0,HOU,tip,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,3.65,Missed,,,,,,,,,,,,,
219,PT10M17.00S,2024-11-24T01:46:48.0Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,23,26,2024-11-24T02:18:45Z,2130000,False,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,,Banton,D. Banton,,,,,218.0,2.0,2.0,0.0,,,,,,,,,
220,PT10M17.00S,2024-11-24T01:46:52.7Z,2,REGULAR,foul,personal,[],1627832,,,1610612757,23,26,2024-11-24T01:46:58Z,2140000,False,,,0,,F. VanVleet personal FOUL (3 PF),"[1627832, 1630625]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,1627519.0,3.0,0.0,VanVleet,F. VanVleet,Banton,1630625.0,,,,,,,,,,,,,,,
222,PT10M17.00S,2024-11-24T01:46:59.9Z,2,REGULAR,substitution,out,[],1627832,,,1610612757,23,26,2024-11-24T01:47:05Z,2160000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
223,PT10M17.00S,2024-11-24T01:46:59.9Z,2,REGULAR,substitution,in,[],1630224,,,1610612757,23,26,2024-11-24T01:47:05Z,2170000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
224,PT10M07.00S,2024-11-24T01:47:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,11.383048620236531,48.28431372549019,1610612757,23,26,2024-11-24T01:47:36Z,2180000,False,9.0,55.0,1,left,MISS D. Banton driving Layup - blocked,"[1630625, 1629111]",1610612757.0,POR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Banton,D. Banton,,,5.52,Missed,,,,,,,Landale,1629111.0,,,,,
225,PT10M07.00S,2024-11-24T01:47:27.0Z,2,REGULAR,block,,[],1629111,,,1610612757,23,26,2024-11-24T01:47:28Z,2190000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
226,PT10M06.00S,2024-11-24T01:47:28.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,23,26,2024-11-24T01:47:36Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,224.0,,,,,,,,,,,,
228,PT09M59.00S,2024-11-24T01:47:40.7Z,2,REGULAR,3pt,Jump Shot,[],1642263,65.25952693823915,19.11764705882353,1610612745,23,26,2024-11-24T01:47:47Z,2220000,False,-154.0,274.0,1,right,MISS R. Sheppard 31' 3PT,[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sheppard,R. Sheppard,,,31.46,Missed,,,,,,,,,,,,,
229,PT09M57.00S,2024-11-24T01:47:42.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,23,26,2024-11-24T01:47:47Z,2230000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,,,,Avdija,D. Avdija,,,,,228.0,2.0,2.0,0.0,,,,,,,,,
230,PT09M51.00S,2024-11-24T01:47:49.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630166,8.229303547963205,62.00980392156863,1610612757,23,26,2024-11-24T02:17:12Z,2240000,False,-60.0,25.0,1,left,MISS D. Avdija 6' driving floating Shot - blocked,"[1630166, 1631106]",1610612757.0,POR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Avdija,D. Avdija,,,6.5,Missed,,,,,,,Eason,1631106.0,,,,,
231,PT09M51.00S,2024-11-24T01:47:49.6Z,2,REGULAR,block,,[],1631106,,,1610612757,23,26,2024-11-24T01:47:51Z,2250000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
232,PT09M51.00S,2024-11-24T01:47:49.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,23,26,2024-11-24T01:48:10Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,230.0,,,,,,,,,,,,
235,PT09M45.00S,2024-11-24T01:48:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641712,8.623521681997373,41.17647058823529,1610612757,23,26,2024-11-24T05:06:05Z,2280000,False,44.0,29.0,1,left,MISS R. Rupert driving Layup,[1641712],1610612757.0,POR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Rupert,R. Rupert,,,5.26,Missed,,,,,,,,,,,,,
236,PT09M42.00S,2024-11-24T01:48:12.4Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,23,26,2024-11-24T02:30:23Z,2290000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sharpe,S. Sharpe,,,,,235.0,1.0,0.0,1.0,,,,,,,,,
237,PT09M39.00S,2024-11-24T01:48:16.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,32.53942181340342,34.80392156862745,1610612757,23,29,2024-11-24T01:48:21Z,2300000,False,76.0,253.0,1,left,D. Avdija 26' 3PT  (5 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,,Avdija,D. Avdija,,,26.46,Made,,,,,5.0,,,,T. Camara,1641739.0,1.0,,
239,PT09M20.00S,2024-11-24T01:48:34.4Z,2,REGULAR,3pt,Jump Shot,[],1630224,70.64717477003943,78.18627450980392,1610612745,23,29,2024-11-24T02:19:29Z,2320000,False,141.0,223.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,26.41,Missed,,,,,,,,,,,,,
240,PT09M17.00S,2024-11-24T01:48:37.4Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,23,29,2024-11-24T01:48:45Z,2330000,False,,,0,,J. Landale REBOUND (Off:1 Def:4),[1629111],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Landale,J. Landale,,,,,239.0,5.0,4.0,1.0,,,,,,,,,
241,PT09M13.00S,2024-11-24T01:48:41.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,71.04139290407359,13.23529411764706,1610612745,26,29,2024-11-24T01:48:50Z,2340000,False,-184.0,220.0,1,right,R. Sheppard 28' 3PT  (3 PTS) (J. Landale 1 AST),"[1642263, 1629111]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sheppard,R. Sheppard,,,28.64,Made,,,,,3.0,,,,J. Landale,1629111.0,1.0,,
243,PT09M09.00S,2024-11-24T01:49:00.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,26,29,2024-11-24T01:49:00Z,2360000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612757,26,29,2024-11-24T01:51:43Z,2370000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
245,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,26,29,2024-11-24T01:51:43Z,2380000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,
246,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,out,[],1641712,,,1610612757,26,29,2024-11-24T01:51:43Z,2390000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,,,,,,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,
247,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,out,[],1641739,,,1610612757,26,29,2024-11-24T01:51:43Z,2400000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
248,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,in,[],1631095,,,1610612757,26,29,2024-11-24T01:51:43Z,2410000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
249,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,in,[],203924,,,1610612757,26,29,2024-11-24T01:51:43Z,2420000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,
250,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,26,29,2024-11-24T01:51:43Z,2430000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,
251,PT09M09.00S,2024-11-24T01:51:15.8Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,26,29,2024-11-24T01:51:43Z,2440000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,
252,PT08M55.00S,2024-11-24T01:52:05.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631101,6.521024967148489,46.07843137254902,1610612757,26,31,2024-11-24T01:52:12Z,2450000,False,20.0,9.0,1,left,S. Sharpe cutting DUNK (5 PTS) (D. Clingan 1 AST),"[1631101, 1642270]",1610612757.0,POR,cutting,,,,,,Restricted Area,0-8 Center,,,,Sharpe,S. Sharpe,,,2.15,Made,,,,,5.0,,,,D. Clingan,1642270.0,1.0,,
254,PT08M41.00S,2024-11-24T01:52:18.5Z,2,REGULAR,3pt,Jump Shot,[],1642263,93.51182654402102,96.81372549019608,1610612745,29,31,2024-11-24T01:52:23Z,2470000,False,234.0,8.0,1,right,R. Sheppard 3PT  (6 PTS) (A. Thompson 1 AST),"[1642263, 1641708]",1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Sheppard,R. Sheppard,,,23.43,Made,,,,,6.0,,,,A. Thompson,1641708.0,1.0,,
256,PT08M27.00S,2024-11-24T01:52:32.9Z,2,REGULAR,3pt,Jump Shot,[],203924,12.697109067017081,4.411764705882353,1610612757,29,34,2024-11-24T01:52:38Z,2490000,False,228.0,67.0,1,left,J. Grant 3PT  (13 PTS) (D. Banton 3 AST),"[203924, 1630625]",1610612757.0,POR,,,,,,,Right Corner 3,24+ Right,,,,Grant,J. Grant,,,23.75,Made,,,,,13.0,,,,D. Banton,1630625.0,3.0,,
258,PT08M13.00S,2024-11-24T01:52:46.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,73.27529566360053,79.65686274509804,1610612745,29,34,2024-11-24T01:52:54Z,2510000,False,148.0,199.0,1,right,MISS J. Green 24' step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,24.79,Missed,,,,,,,,,,,,,
259,PT08M10.00S,2024-11-24T01:52:50.3Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,29,34,2024-11-24T01:52:50Z,2520000,False,,,0,,A. Thompson REBOUND (Off:3 Def:0),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,A. Thompson,,,,,258.0,3.0,0.0,3.0,,,,,,,,,
260,PT07M58.00S,2024-11-24T01:53:02.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,58.820630749014455,32.35294117647059,1610612745,29,34,2024-11-24T01:53:10Z,2530000,False,-88.0,335.0,1,right,MISS J. Green 34' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Green,J. Green,,,34.6,Missed,,,,,,,,,,,,,
261,PT07M56.00S,2024-11-24T01:53:04.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,29,34,2024-11-24T01:53:10Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,260.0,,,,,,,,,,,,
262,PT07M56.00S,2024-11-24T01:53:07.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612745,29,34,2024-11-24T01:53:17Z,2550000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,1628951.0,,,,,,,,,,,,,,,,,,,,,
263,PT07M43.00S,2024-11-24T01:53:32.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,7.703679369250986,48.529411764705884,1610612757,29,36,2024-11-24T01:53:37Z,2560000,False,7.0,20.0,1,left,S. Sharpe driving Layup (7 PTS) (A. Simons 3 AST),"[1631101, 1629014]",1610612757.0,POR,driving,,,,,,Restricted Area,0-8 Center,,,,Sharpe,S. Sharpe,,,2.12,Made,,,,,7.0,,,,A. Simons,1629014.0,3.0,,
266,PT07M26.00S,2024-11-24T01:54:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.5407358738502,49.754901960784316,1610612745,29,36,2024-11-24T02:23:23Z,2590000,False,-1.0,27.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,2.7,Missed,,,,,,,,,,,,,
267,PT07M26.00S,2024-11-24T01:54:07.2Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,29,36,2024-11-24T01:54:32Z,2600000,False,,,0,,J. Landale REBOUND (Off:2 Def:4),[1629111],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,,,266.0,6.0,4.0,2.0,,,,,,,,,
268,PT07M26.00S,2024-11-24T01:54:17.1Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612745,29,36,2024-11-24T01:54:26Z,2610000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Landale 2 FT),"[203924, 1629111]",1610612757.0,POR,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,2.0,0.0,Grant,J. Grant,Landale,1629111.0,,,,,,,,,,,,,,,
271,PT07M26.00S,2024-11-24T01:54:27.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612745,29,36,2024-11-24T01:54:27Z,2630000,False,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,Missed,,,,,,,,,,,,,
272,PT07M26.00S,2024-11-24T01:54:27.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,29,36,2024-11-24T01:54:27Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,
273,PT07M26.00S,2024-11-24T01:54:28.1Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,29,36,2024-11-24T01:54:30Z,2650000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,
274,PT07M26.00S,2024-11-24T01:54:28.1Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,29,36,2024-11-24T01:54:30Z,2660000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
275,PT07M26.00S,2024-11-24T01:54:36.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612745,29,36,2024-11-24T01:54:36Z,2670000,False,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,Missed,,,,,,,,,,,,,
276,PT07M24.00S,2024-11-24T01:54:38.2Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,29,36,2024-11-24T01:54:38Z,2680000,False,,,0,,D. Banton REBOUND (Off:0 Def:3),[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,,275.0,3.0,3.0,0.0,,,,,,,,,
