actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
87,PT05M33.00S,2024-12-30T00:23:44.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,16,16,2024-12-30T00:23:54Z,870000,False,,,0,,K. Love REBOUND (Off:3 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,86.0,,,,,,,,,,4.0,1.0,3.0,,
88,PT05M33.00S,2024-12-30T00:23:49.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,16,16,2024-12-30T00:24:08Z,880000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,,,,,,,,,
89,PT05M20.00S,2024-12-30T00:24:10.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,87.59855453350855,47.05882352941176,1610612745,16,16,2024-12-30T00:24:19Z,890000,False,-15.0,64.0,1,right,MISS D. Brooks 6' floating Shot,[1628415],1610612745.0,HOU,floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,6.58,Missed,,,,,,,,,,,,,,,
90,PT05M17.00S,2024-12-30T00:24:13.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,16,16,2024-12-30T00:24:19Z,900000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,89.0,,,,,,,,,,2.0,2.0,0.0,,
92,PT05M14.00S,2024-12-30T00:24:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1626179,7.5722733245729295,48.03921568627451,1610612748,16,18,2024-12-30T00:24:29Z,920000,False,10.0,19.0,1,left,T. Rozier running Layup (4 PTS),[1626179],1610612748.0,MIA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,2.11,Made,,4.0,,,,,,,,,,,,,
93,PT05M14.00S,2024-12-30T00:24:20.7Z,1,REGULAR,violation,defensive goaltending,[],1630224,,,1610612748,16,18,2024-12-30T00:24:29Z,930000,False,,,0,,J. Green defensive goaltending VIOLATION,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
94,PT04M56.00S,2024-12-30T00:24:43.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,84.44480946123521,41.911764705882355,1610612745,16,18,2024-12-30T00:24:50Z,940000,False,-40.0,94.0,1,right,MISS S. Adams 10' turnaround Hook,[203500],1610612745.0,HOU,turnaround,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,10.2,Missed,,,,,,,,,,,,,,,
95,PT04M55.00S,2024-12-30T00:24:44.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,16,18,2024-12-30T00:24:50Z,950000,False,,,0,,K. Love REBOUND (Off:3 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,94.0,,,,,,,,,,5.0,2.0,3.0,,
96,PT04M44.00S,2024-12-30T00:24:56.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,4.812746386333772,98.2843137254902,1610612748,16,18,2024-12-30T00:25:02Z,960000,False,-241.0,-7.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,24.15,Missed,,,,,,,,,,,,,,,
97,PT04M41.00S,2024-12-30T00:24:59.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,16,18,2024-12-30T00:25:02Z,970000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,,,96.0,,,,,,,,,,,,,,
99,PT04M41.00S,2024-12-30T00:25:02.0Z,1,REGULAR,substitution,out,[],201567,,,1610612745,16,18,2024-12-30T00:25:06Z,990000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M41.00S,2024-12-30T00:25:02.0Z,1,REGULAR,substitution,in,[],1631170,,,1610612745,16,18,2024-12-30T00:25:06Z,1000000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M23.00S,2024-12-30T00:25:26.3Z,1,REGULAR,3pt,Jump Shot,[],1628415,86.28449408672799,1.2254901960784315,1610612745,19,18,2024-12-30T00:25:32Z,1010000,False,-244.0,76.0,1,right,D. Brooks 25' 3PT  (3 PTS) (S. Adams 1 AST),"[1628415, 203500]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,25.56,Made,,3.0,S. Adams,203500.0,1.0,,,,,,,,,,
103,PT04M02.00S,2024-12-30T00:25:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,9.017739816031538,63.970588235294116,1610612748,19,20,2024-12-30T00:25:53Z,1030000,False,-70.0,32.0,1,left,T. Herro 7' pullup bank Jump Shot (5 PTS),[1629639],1610612748.0,MIA,pullup bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,7.7,Made,,5.0,,,,,,,,,,,,,
104,PT03M50.00S,2024-12-30T00:25:59.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,83.65637319316689,25.49019607843137,1610612745,19,20,2024-12-30T00:26:07Z,1040000,False,-123.0,101.0,1,right,MISS J. Green 15' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,15.88,Missed,,,,,,,,,,,,,,,
105,PT03M48.00S,2024-12-30T00:26:01.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,19,20,2024-12-30T00:26:07Z,1050000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,,,104.0,,,,,,,,,,1.0,0.0,1.0,,
106,PT03M45.00S,2024-12-30T00:26:05.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,70.12155059132719,75.73529411764706,1610612745,19,20,2024-12-30T00:26:10Z,1060000,False,129.0,228.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,26.22,Missed,,,,,,,,,,,,,,,
107,PT03M45.00S,2024-12-30T00:26:05.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,19,20,2024-12-30T00:26:10Z,1070000,False,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,106.0,,,,,,,,,,2.0,0.0,2.0,,
108,PT03M40.00S,2024-12-30T00:26:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,92.46057818659659,45.588235294117645,1610612745,21,20,2024-12-30T00:26:14Z,1080000,False,-22.0,18.0,1,right,D. Brooks cutting Layup (5 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612745.0,HOU,cutting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,2.88,Made,,5.0,S. Adams,203500.0,2.0,,,,,,,,,,
110,PT03M32.00S,2024-12-30T00:26:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,20,2024-12-30T00:26:22Z,1100000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612748,21,20,2024-12-30T00:29:03Z,1110000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612748,21,20,2024-12-30T00:29:03Z,1120000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,21,20,2024-12-30T00:29:03Z,1130000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,21,20,2024-12-30T00:29:03Z,1140000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,in,[],1631095,,,1610612748,21,20,2024-12-30T00:29:03Z,1150000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,in,[],1641715,,,1610612748,21,20,2024-12-30T00:29:03Z,1160000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,21,20,2024-12-30T00:29:03Z,1170000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M32.00S,2024-12-30T00:27:38.2Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,21,20,2024-12-30T00:29:03Z,1180000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M21.00S,2024-12-30T00:29:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.915243101182654,51.9607843137255,1610612748,21,22,2024-12-30T00:29:34Z,1190000,False,-10.0,13.0,1,left,T. Herro driving Layup (7 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,1.59,Made,,7.0,,,,,,,,,,,,,
120,PT02M54.00S,2024-12-30T00:29:56.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,90.48948751642575,27.941176470588236,1610612745,21,22,2024-12-30T00:32:21Z,1200000,False,-110.0,37.0,1,right,MISS F. VanVleet 11' driving floating bank Shot,[1627832],1610612745.0,HOU,driving floating bank,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,11.63,Missed,,,,,,,,,,,,,,,
121,PT02M51.00S,2024-12-30T00:29:59.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,21,22,2024-12-30T00:30:04Z,1210000,False,,,0,,S. Adams REBOUND (Off:3 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,,,120.0,,,,,,,,,,3.0,0.0,3.0,,
122,PT02M51.00S,2024-12-30T00:29:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612745,23,22,2024-12-30T00:29:59Z,1220000,False,0.0,0.0,1,right,S. Adams tip Layup (2 PTS),[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,2.0,,,,,,,,,,,,,
123,PT02M40.00S,2024-12-30T00:30:10.6Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612748,23,22,2024-12-30T00:30:22Z,1230000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Ware 2 FT),"[203500, 1642276]",1610612745.0,HOU,shooting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,Ware,1642276.0,,,,,
125,PT02M40.00S,2024-12-30T00:30:38.6Z,1,REGULAR,freethrow,1 of 2,[],1642276,,,1610612748,23,22,2024-12-30T00:30:38Z,1250000,False,,,0,,MISS K. Ware Free Throw 1 of 2,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
126,PT02M40.00S,2024-12-30T00:30:38.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,23,22,2024-12-30T00:30:38Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,
127,PT02M40.00S,2024-12-30T00:30:56.2Z,1,REGULAR,freethrow,2 of 2,[],1642276,,,1610612748,23,23,2024-12-30T00:30:56Z,1270000,False,,,0,,K. Ware Free Throw 2 of 2 (1 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
128,PT02M21.00S,2024-12-30T00:31:16.6Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,23,23,2024-12-30T00:31:19Z,1280000,False,,,0,,J. Smith Jr. bad pass TURNOVER (2 TO),"[1631095, 1629312]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,2.0,Highsmith,1629312.0,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2024-12-30T00:31:16.6Z,1,REGULAR,steal,,[],1629312,,,1610612748,23,23,2024-12-30T00:31:17Z,1290000,False,,,0,,H. Highsmith STEAL (2 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2024-12-30T00:31:21.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,30.436925098554536,18.38235294117647,1610612748,23,23,2024-12-30T00:31:30Z,1300000,False,158.0,234.0,1,left,MISS T. Herro 28' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,28.21,Missed,,,,,,,,,,,,,,,
131,PT02M13.00S,2024-12-30T00:31:25.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,23,23,2024-12-30T00:31:30Z,1310000,False,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,130.0,,,,,,,,,,4.0,1.0,3.0,,
132,PT02M02.00S,2024-12-30T00:31:36.0Z,1,REGULAR,2pt,Jump Shot,[],1627832,79.97700394218134,72.30392156862744,1610612745,23,23,2024-12-30T00:31:43Z,1320000,False,112.0,136.0,1,right,MISS F. VanVleet 17' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,,,,17.56,Missed,,,,,,,,,,,,,,,
133,PT02M00.00S,2024-12-30T00:31:38.0Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,23,23,2024-12-30T00:31:47Z,1330000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,132.0,,,,,,,,,,2.0,1.0,1.0,,
134,PT01M52.00S,2024-12-30T00:31:46.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641715,73.53810775295663,8.57843137254902,1610612745,23,23,2024-12-30T00:31:56Z,1340000,False,-207.0,196.0,1,right,MISS C. Whitmore 28' step back 3PT,[1641715],1610612745.0,HOU,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,28.53,Missed,,,,,,,,,,,,,,,
135,PT01M50.00S,2024-12-30T00:31:48.3Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,23,23,2024-12-30T00:31:56Z,1350000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,134.0,,,,,,,,,,1.0,1.0,0.0,,
136,PT01M40.00S,2024-12-30T00:31:57.5Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,23,23,2024-12-30T00:32:06Z,1360000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1641708]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left Center,1.0,Thompson,1641708.0,,,,,,,,,,,,,,,,,
137,PT01M40.00S,2024-12-30T00:31:57.5Z,1,REGULAR,steal,,[],1641708,,,1610612745,23,23,2024-12-30T00:32:00Z,1370000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
138,PT01M35.00S,2024-12-30T00:32:02.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641715,92.9862023653088,48.77450980392157,1610612745,25,23,2024-12-30T00:32:11Z,1380000,False,-6.0,13.0,1,right,C. Whitmore running alley-oop DUNK (2 PTS) (A. Thompson 1 AST),"[1641715, 1641708]",1610612745.0,HOU,running alley-oop,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,1.47,Made,,2.0,A. Thompson,1641708.0,1.0,,,,,,,,,,
140,PT01M12.00S,2024-12-30T00:32:26.0Z,1,REGULAR,3pt,Jump Shot,[],1631107,16.63929040735874,94.6078431372549,1610612748,25,26,2024-12-30T00:32:47Z,1400000,False,-223.0,104.0,1,left,N. Jović 24' 3PT step back bank (3 PTS),[1631107],1610612748.0,MIA,step back bank,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,,,,24.6,Made,,3.0,,,,,,,,,,,,,
141,PT01M12.00S,2024-12-30T00:32:32.6Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612748,25,26,2024-12-30T00:33:00Z,1410000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Jović 1 FT),"[1631095, 1631107]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626301.0,1.0,0.0,Jović,1631107.0,,,,,
143,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,out,[],1627832,,,1610612748,25,26,2024-12-30T00:32:59Z,1430000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,out,[],203500,,,1610612748,25,26,2024-12-30T00:32:59Z,1440000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,25,26,2024-12-30T00:32:59Z,1450000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,25,26,2024-12-30T00:32:59Z,1460000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,in,[],1630578,,,1610612748,25,26,2024-12-30T00:32:59Z,1470000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,in,[],1628988,,,1610612748,25,26,2024-12-30T00:32:59Z,1480000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612748,25,26,2024-12-30T00:32:59Z,1490000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M12.00S,2024-12-30T00:32:39.6Z,1,REGULAR,substitution,in,[],202692,,,1610612748,25,26,2024-12-30T00:32:59Z,1500000,False,,,0,,SUB in: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M12.00S,2024-12-30T00:33:15.8Z,1,REGULAR,freethrow,1 of 1,[],1631107,,,1610612748,25,27,2024-12-30T00:33:15Z,1510000,False,,,0,,N. Jović Free Throw 1 of 1 (4 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
152,PT01M03.00S,2024-12-30T00:33:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,81.94809461235218,59.80392156862745,1610612745,25,27,2024-12-30T00:33:37Z,1520000,False,49.0,117.0,1,right,MISS J. Smith Jr. 12' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.7,Missed,,,,,,,,,,,,,,,
153,PT01M01.00S,2024-12-30T00:33:31.5Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,25,27,2024-12-30T00:33:37Z,1530000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,152.0,,,,,,,,,,2.0,2.0,0.0,,
154,PT00M53.30S,2024-12-30T00:33:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.828515111695138,64.4607843137255,1610612748,25,29,2024-12-30T00:33:48Z,1540000,False,-72.0,68.0,1,left,T. Rozier 9' driving floating bank Jump Shot (6 PTS),[1626179],1610612748.0,MIA,driving floating bank,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,,,,9.93,Made,,6.0,,,,,,,,,,,,,
155,PT00M40.10S,2024-12-30T00:33:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,81.42247043363994,51.9607843137255,1610612745,27,29,2024-12-30T00:34:06Z,1550000,False,10.0,122.0,1,right,A. Sengun 12' Jump Shot (8 PTS) (A. Thompson 2 AST),"[1630578, 1641708]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,12.25,Made,,8.0,A. Thompson,1641708.0,2.0,,,,,,,,,,
157,PT00M33.70S,2024-12-30T00:34:07.5Z,1,REGULAR,foul,offensive,[],202692,,,1610612748,27,29,2024-12-30T00:38:53Z,1570000,False,,,0,,A. Burks offensive FOUL (1 PF),"[202692, 1628988]",1610612748.0,MIA,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1830.0,1.0,0.0,Holiday,1628988.0,,,,,
161,PT00M33.70S,2024-12-30T00:34:07.5Z,1,REGULAR,turnover,offensive foul,[],202692,,,1610612748,27,29,2024-12-30T00:34:07Z,1585000,False,,,0,,A. Burks offensive foul TURNOVER (1 TO),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,1830.0,,,,,,,,,
159,PT00M33.70S,2024-12-30T00:34:35.1Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612745,27,29,2024-12-30T00:38:24Z,1590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M19.10S,2024-12-30T00:37:19.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641708,89.04402102496715,40.44117647058824,1610612745,27,29,2024-12-30T00:37:31Z,1610000,False,-48.0,50.0,1,right,MISS A. Thompson 6' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.95,Missed,,,,,,,,,,,,,,,
163,PT00M15.70S,2024-12-30T00:37:22.7Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,27,29,2024-12-30T00:37:22Z,1620000,False,,,0,,N. Jović REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,162.0,,,,,,,,,,1.0,1.0,0.0,,
164,PT00M02.50S,2024-12-30T00:37:35.5Z,1,REGULAR,2pt,Jump Shot,[],1626179,28.991458607095925,61.51960784313726,1610612748,27,31,2024-12-30T02:07:21Z,1630000,False,-58.0,220.0,1,left,T. Rozier 22' step back Jump Shot (8 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,,,,22.74,Made,,8.0,,,,,,,,,,,,,
165,PT00M00.00S,2024-12-30T00:37:44.9Z,1,REGULAR,3pt,Jump Shot,[],1641708,56.98094612352168,47.05882352941176,1610612745,27,31,2024-12-30T00:37:53Z,1640000,False,-15.0,352.0,1,right,MISS A. Thompson 35' bank 3PT,[1641708],1610612745.0,HOU,bank,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,35.22,Missed,,,,,,,,,,,,,,,
166,PT00M00.00S,2024-12-30T00:37:44.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,27,31,2024-12-30T00:37:53Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,,,165.0,,,,,,,,,,,,,,
167,PT00M00.00S,2024-12-30T00:38:26.2Z,1,REGULAR,period,end,[],0,,,1610612745,27,31,2024-12-30T00:38:26Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-12-30T00:40:05.6Z,2,REGULAR,substitution,out,['startperiod'],1631095,,,1610612745,27,31,2024-12-30T00:40:17Z,1670000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
