actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT04M37.00S,2025-03-09T00:25:18.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,22,13,2025-03-09T00:28:13Z,850000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,84.0,2.0,1.0,1.0,,,,,,,,,,,,,
86,PT04M33.00S,2025-03-09T00:25:21.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641708,10.118265440210251,54.53431372549019,1610612745,24,13,2025-03-09T00:28:26Z,860000,False,-23.0,43.0,1,left,A. Thompson running Layup (7 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,4.83,Made,,,,,7.0,,,,,,,,,,,,
87,PT04M08.00S,2025-03-09T00:25:45.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,93.95532194480946,42.21813725490197,1610612740,24,15,2025-03-09T00:28:36Z,870000,False,-39.0,4.0,1,right,Y. Missi cutting DUNK (4 PTS) (K. Olynyk 5 AST),"[1642274, 203482]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,3.91,Made,,,,,4.0,K. Olynyk,203482.0,5.0,,,,,,,,,
89,PT03M53.00S,2025-03-09T00:26:00.5Z,1,REGULAR,2pt,Jump Shot,[],1631095,23.603810775295663,67.40196078431373,1610612745,24,15,2025-03-09T00:28:57Z,890000,False,-87.0,169.0,1,left,MISS J. Smith Jr. 19' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,19.04,Missed,,,,,,,,,,,,,,,,,
90,PT03M51.00S,2025-03-09T00:26:02.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,24,15,2025-03-09T00:28:57Z,900000,False,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Left Center,,,,89.0,2.0,0.0,2.0,,,,,,,,,,,,,
91,PT03M47.00S,2025-03-09T00:26:06.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203500,11.300919842312751,54.05560661764706,1610612745,26,15,2025-03-09T00:29:10Z,910000,False,-20.0,54.0,1,left,S. Adams turnaround Hook (4 PTS),[203500],1610612745.0,HOU,turnaround,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,5.74,Made,,,,,4.0,,,,,,,,,,,,
92,PT03M35.00S,2025-03-09T00:26:17.2Z,1,REGULAR,3pt,Jump Shot,[],203468,74.19513797634691,85.5392156862745,1610612740,26,18,2025-03-09T00:29:22Z,920000,False,178.0,190.0,1,right,C. McCollum 26' 3PT step back (6 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,26.02,Made,,,,,6.0,,,,,,,,,,,,
93,PT03M24.00S,2025-03-09T00:26:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630224,11.695137976346913,42.501531862745104,1610612745,28,18,2025-03-09T00:29:49Z,930000,False,37.0,57.0,1,left,J. Green 6' driving finger roll Layup (5 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,6.86,Made,,,,,5.0,,,,,,,,,,,,
94,PT03M24.00S,2025-03-09T00:26:34.8Z,1,REGULAR,violation,defensive goaltending,[],1642274,,,1610612745,28,18,2025-03-09T00:30:12Z,940000,False,,,0,,Y. Missi defensive goaltending VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,
95,PT03M13.00S,2025-03-09T00:27:03.0Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,28,18,2025-03-09T00:30:37Z,950000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 203500]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Adams,203500.0,,
96,PT03M13.00S,2025-03-09T00:27:03.0Z,1,REGULAR,steal,,[],203500,,,1610612745,28,18,2025-03-09T00:27:04Z,960000,False,,,0,,S. Adams STEAL (1 STL),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT03M06.00S,2025-03-09T00:27:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,28,18,2025-03-09T00:27:12Z,970000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,28,18,2025-03-09T00:29:54Z,980000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,28,18,2025-03-09T00:29:54Z,990000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,out,[],203468,,,1610612745,28,18,2025-03-09T00:29:54Z,1000000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,out,[],203482,,,1610612745,28,18,2025-03-09T00:29:54Z,1010000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,out,[],1642274,,,1610612745,28,18,2025-03-09T00:29:54Z,1020000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,28,18,2025-03-09T00:29:54Z,1030000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,28,18,2025-03-09T00:29:54Z,1040000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,in,[],1631255,,,1610612745,28,18,2025-03-09T00:29:54Z,1050000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,in,[],1630526,,,1610612745,28,18,2025-03-09T00:29:54Z,1060000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M06.00S,2025-03-09T00:29:40.5Z,1,REGULAR,substitution,in,[],1630631,,,1610612745,28,18,2025-03-09T00:29:54Z,1070000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2025-03-09T00:30:17.1Z,1,REGULAR,foul,personal,[],1641722,,,1610612745,28,18,2025-03-09T00:31:02Z,1080000,False,,,0,,J. Hawkins personal FOUL (2 PF),"[1641722, 1630578]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,
110,PT02M51.00S,2025-03-09T00:30:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,11.038107752956634,41.2185968137255,1610612745,28,18,2025-03-09T00:33:11Z,1100000,False,44.0,51.0,1,left,MISS J. Green 6' driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,6.75,Missed,,,,,,,,,,,,,,,,,
111,PT02M49.00S,2025-03-09T00:30:45.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,28,18,2025-03-09T00:33:11Z,1110000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,
112,PT02M42.00S,2025-03-09T00:30:50.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,71.54032522996057,80.61427696078431,1610612740,28,21,2025-03-09T00:33:36Z,1120000,False,153.0,215.0,1,right,J. Hawkins 26' 3PT running (3 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,26.39,Made,,,,,3.0,J. Alvarado,1630631.0,1.0,,,,,,,,,
114,PT02M26.00S,2025-03-09T00:31:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,8.147174770039427,45.17846200980392,1610612745,30,21,2025-03-09T00:33:52Z,1140000,False,24.0,24.0,1,left,J. Smith Jr. cutting Layup (2 PTS) (S. Adams 1 AST),"[1631095, 203500]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,3.41,Made,,,,,2.0,S. Adams,203500.0,1.0,,,,,,,,,
116,PT02M12.00S,2025-03-09T00:31:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,64.57785808147175,27.673100490196077,1610612740,30,21,2025-03-09T00:34:15Z,1160000,False,-112.0,280.0,1,right,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,30.19,Missed,,,,,,,,,,,,,,,,,
117,PT02M10.00S,2025-03-09T00:31:22.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,30,21,2025-03-09T00:34:15Z,1170000,False,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,116.0,3.0,1.0,2.0,,,,,,,,,,,,,
118,PT02M06.00S,2025-03-09T00:31:27.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628988,8.40998685939553,54.779411764705884,1610612745,32,21,2025-03-09T00:34:27Z,1180000,False,-24.0,27.0,1,left,A. Holiday running Layup (2 PTS),[1628988],1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,3.58,Made,,,,,2.0,,,,,,,,,,,,
119,PT01M58.00S,2025-03-09T00:31:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,89.61892247043365,64.0701593137255,1610612740,32,23,2025-03-09T00:34:47Z,1190000,False,70.0,45.0,1,right,J. Alvarado 8' cutting Layup (2 PTS) (J. Hawkins 1 AST),"[1630631, 1641722]",1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Right,,8.36,Made,,,,,2.0,J. Hawkins,1641722.0,1.0,,,,,,,,,
121,PT01M47.00S,2025-03-09T00:31:48.1Z,1,REGULAR,violation,kicked ball,[],1630530,,,1610612745,32,23,2025-03-09T00:31:54Z,1210000,False,,,0,,T. Murphy III kicked ball VIOLATION,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,
122,PT01M47.00S,2025-03-09T00:31:53.8Z,1,REGULAR,substitution,out,[],1630530,,,1610612745,32,23,2025-03-09T00:31:56Z,1220000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M47.00S,2025-03-09T00:31:53.8Z,1,REGULAR,substitution,in,[],1629627,,,1610612745,32,23,2025-03-09T00:31:56Z,1230000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M35.00S,2025-03-09T00:32:21.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,32.24375821287779,31.127450980392155,1610612745,35,23,2025-03-09T00:35:17Z,1240000,False,94.0,251.0,1,left,J. Smith Jr. 26' 3PT  (5 PTS) (A. Sengun 3 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,26.78,Made,,,,,5.0,A. Sengun,1630578.0,3.0,,,,,,,,,
126,PT01M13.00S,2025-03-09T00:32:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.17345597897503,48.53324142156863,1610612740,35,25,2025-03-09T00:35:32Z,1260000,False,-7.0,59.0,1,right,Z. Williamson driving floating Jump Shot (6 PTS) (K. Matković 1 AST),"[1629627, 1631255]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,5.92,Made,,,,,6.0,K. Matković,1631255.0,1.0,,,,,,,,,
128,PT00M57.30S,2025-03-09T00:33:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,8.54139290407359,61.22855392156863,1610612745,35,25,2025-03-09T00:36:06Z,1280000,False,-56.0,28.0,1,left,MISS S. Adams 6' cutting Layup,[203500],1610612745.0,HOU,cutting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,6.26,Missed,,,,,,,,,,,,,,,,,
129,PT00M56.00S,2025-03-09T00:33:02.6Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,35,25,2025-03-09T00:36:06Z,1290000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,
130,PT00M49.00S,2025-03-09T00:33:07.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,71.30420499342969,77.94117647058823,1610612740,35,28,2025-03-09T00:36:33Z,1300000,False,140.0,217.0,1,right,J. Hawkins 25' 3PT running (6 PTS) (J. Alvarado 2 AST),"[1641722, 1630631]",1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,25.82,Made,,,,,6.0,J. Alvarado,1630631.0,2.0,,,,,,,,,
133,PT00M36.10S,2025-03-09T00:33:38.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,11.541146517739818,41.72794117647059,1610612745,37,28,2025-03-09T00:36:53Z,1330000,False,41.0,56.0,1,left,A. Sengun 6' cutting DUNK (4 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,6.96,Made,,,,,4.0,J. Green,1630224.0,1.0,,,,,,,,,
135,PT00M27.10S,2025-03-09T00:33:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630631,64.29246057818659,49.463848039215684,1610612740,37,28,2025-03-09T00:37:19Z,1350000,False,-3.0,283.0,1,right,MISS J. Alvarado 28' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,28.32,Missed,,,,,,,,,,,,,,,,,
136,PT00M24.70S,2025-03-09T00:33:53.2Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,37,28,2025-03-09T00:37:19Z,1360000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,135.0,1.0,0.0,1.0,,,,,,,,,,,,,
137,PT00M18.60S,2025-03-09T00:33:58.4Z,1,REGULAR,turnover,bad pass,[],1629627,,,1610612740,37,28,2025-03-09T00:37:59Z,1370000,False,,,0,,Z. Williamson bad pass TURNOVER (1 TO),"[1629627, 203500]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Adams,203500.0,,
138,PT00M18.60S,2025-03-09T00:33:58.4Z,1,REGULAR,steal,,[],203500,,,1610612745,37,28,2025-03-09T00:53:22Z,1380000,False,,,0,,S. Adams STEAL (2 STL),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
139,PT00M06.40S,2025-03-09T00:34:11.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,21.265193823915894,6.349571078431367,1610612745,37,28,2025-03-09T00:38:18Z,1390000,False,218.0,147.0,1,left,MISS A. Holiday 26' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,26.34,Missed,,,,,,,,,,,,,,,,,
140,PT00M03.50S,2025-03-09T00:34:14.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,37,28,2025-03-09T00:38:18Z,1400000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,
141,PT00M02.40S,2025-03-09T00:34:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,7.598965177398171,44.829963235294116,1610612745,39,28,2025-03-09T00:38:39Z,1410000,False,26.0,19.0,1,left,A. Sengun putback Layup (6 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,3.21,Made,,,,,6.0,,,,,,,,,,,,
142,PT00M00.00S,2025-03-09T00:34:34.6Z,1,REGULAR,period,end,[],0,,,1610612740,39,28,2025-03-09T00:34:34Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-03-09T00:36:44.8Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612740,39,28,2025-03-09T00:36:57Z,1430000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-03-09T00:36:44.8Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612740,39,28,2025-03-09T00:36:57Z,1440000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-03-09T00:36:44.8Z,2,REGULAR,substitution,in,['startperiod'],1641708,,,1610612740,39,28,2025-03-09T00:36:57Z,1450000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-03-09T00:36:44.8Z,2,REGULAR,substitution,in,['startperiod'],201145,,,1610612740,39,28,2025-03-09T00:36:57Z,1460000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-03-09T00:37:05.2Z,2,REGULAR,period,start,[],0,,,1610612745,39,28,2025-03-09T00:37:05Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M39.00S,2025-03-09T00:37:25.8Z,2,REGULAR,2pt,Jump Shot,[],1630578,22.026938239159,75.0,1610612745,41,28,2025-03-09T00:37:30Z,1480000,False,-125.0,155.0,1,left,A. Sengun 19' Jump Shot (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,19.88,Made,,,,,8.0,,,,,,,,,,,,
149,PT11M15.00S,2025-03-09T00:37:51.1Z,2,REGULAR,turnover,lost ball,[],1629627,,,1610612740,41,28,2025-03-09T00:40:43Z,1490000,False,,,0,,Z. Williamson lost ball TURNOVER (2 TO),"[1629627, 1631095]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Smith Jr.,1631095.0,,
150,PT11M15.00S,2025-03-09T00:37:51.1Z,2,REGULAR,steal,,[],1631095,,,1610612745,41,28,2025-03-09T00:40:08Z,1500000,False,,,0,,J. Smith Jr. STEAL (2 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT11M10.00S,2025-03-09T00:37:56.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628988,35.16959592641261,70.06357230392157,1610612745,41,28,2025-03-09T00:41:30Z,1510000,False,-100.0,278.0,1,left,MISS A. Holiday 29' running 3PT,[1628988],1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,29.56,Missed,,,,,,,,,,,,,,,,,
152,PT11M08.00S,2025-03-09T00:37:58.2Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,41,28,2025-03-09T00:41:30Z,1520000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT10M48.00S,2025-03-09T00:38:18.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,80.15768725361366,44.61167279411765,1610612740,41,28,2025-03-09T00:41:54Z,1530000,False,-27.0,134.0,1,right,MISS J. Hawkins 13' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,13.67,Missed,,,,,,,,,,,,,,,,,
154,PT10M46.00S,2025-03-09T00:38:20.9Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,41,28,2025-03-09T00:41:54Z,1540000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,
155,PT10M31.00S,2025-03-09T00:38:33.6Z,2,REGULAR,3pt,Jump Shot,[],1628988,34.56389618922471,26.93780637254902,1610612745,44,28,2025-03-09T00:42:07Z,1550000,False,115.0,272.0,1,left,A. Holiday 29' 3PT  (5 PTS) (J. Green 1 AST),"[1628988, 201145]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,29.58,Made,,,,,5.0,J. Green,201145.0,1.0,,,,,,,,,
157,PT10M29.00S,2025-03-09T00:38:41.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,28,2025-03-09T00:38:41Z,1570000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M21.00S,2025-03-09T00:41:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.32720105124835,53.77604166666667,1610612740,44,28,2025-03-09T00:43:08Z,1580000,False,19.0,29.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,3.46,Missed,,,,,,,,,,,,,,,,,
159,PT10M19.00S,2025-03-09T00:41:45.5Z,2,REGULAR,rebound,offensive,[],1631255,,,1610612740,44,28,2025-03-09T00:43:08Z,1590000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,
160,PT10M19.00S,2025-03-09T00:41:49.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631255,90.80157687253613,51.079963235294116,1610612740,44,30,2025-03-09T00:43:11Z,1600000,False,5.0,34.0,1,right,K. Matković tip DUNK (2 PTS),[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,3.44,Made,,,,,2.0,,,,,,,,,,,,
162,PT10M01.00S,2025-03-09T00:42:18.8Z,2,REGULAR,3pt,Jump Shot,[],1628988,17.559132720105126,5.637254901960785,1610612745,44,30,2025-03-09T00:43:33Z,1620000,False,222.0,113.0,1,left,MISS A. Holiday 24' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,24.87,Missed,,,,,,,,,,,,,,,,,
163,PT09M59.00S,2025-03-09T00:42:20.8Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,44,30,2025-03-09T00:43:33Z,1630000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,162.0,1.0,0.0,1.0,,,,,,,,,,,,,
164,PT09M59.00S,2025-03-09T00:42:25.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631095,9.329829172141928,52.55055147058824,1610612745,46,30,2025-03-09T00:43:38Z,1640000,False,-13.0,35.0,1,left,J. Smith Jr. tip DUNK (7 PTS),[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,3.75,Made,,,,,7.0,,,,,,,,,,,,
165,PT09M48.00S,2025-03-09T00:42:30.8Z,2,REGULAR,3pt,Jump Shot,[],1630631,68.70072273324573,75.4672181372549,1610612740,46,33,2025-03-09T00:43:59Z,1650000,False,127.0,242.0,1,right,J. Alvarado 27' 3PT  (5 PTS) (Z. Williamson 1 AST),"[1630631, 1629627]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,27.32,Made,,,,,5.0,Z. Williamson,1629627.0,1.0,,,,,,,,,
