actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-04-05T00:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-05T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-04-05T00:11:07.0Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612760,0,0,2025-04-05T00:11:07Z,40000,False,,,0,,Jump Ball C. Holmgren vs. S. Adams: Tip to J. Williams,"[1631114, 1631096, 203500]",1610612760.0,OKC,startperiod,J. Williams,1631114.0,Williams,J. Williams,Holmgren,1631096.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-04-05T00:11:19.5Z,1,REGULAR,3pt,Jump Shot,[],1631096,28.728646517739815,24.019607843137255,1610612760,0,3,2025-04-05T00:11:24Z,70000,False,130.0,218.0,1,left,C. Holmgren 25' 3PT  (3 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,25.33,Made,3.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-04-05T00:11:34.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,69.99014454664915,69.6078431372549,1610612745,0,3,2025-04-05T00:11:39Z,90000,False,98.0,230.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-04-05T00:11:36.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,3,2025-04-05T00:11:39Z,100000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M21.00S,2025-04-05T00:11:42.1Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,0,3,2025-04-05T00:11:47Z,110000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 1627832]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,,
12,PT11M21.00S,2025-04-05T00:11:42.1Z,1,REGULAR,steal,,[],1627832,,,1610612745,0,3,2025-04-05T00:11:44Z,120000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2025-04-05T00:11:47.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630224,71.04139290407359,25.0,1610612745,3,3,2025-04-05T00:12:27Z,130000,False,-125.0,220.0,1,right,J. Green 25' 3PT running pullup (3 PTS),[1630224],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.28,Made,3.0,,,,,,,,,,,,,,,,,
14,PT11M01.00S,2025-04-05T00:12:03.7Z,1,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612760,3,3,2025-04-05T00:12:13Z,140000,False,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (1 TO),[1628392],1610612760.0,OKC,bad pass,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,1627541.0,,,,,,
15,PT10M44.00S,2025-04-05T00:12:23.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630578,85.49605781865965,40.44117647058824,1610612745,5,3,2025-04-05T00:13:16Z,150000,False,-48.0,84.0,1,right,A. Sengun 9' driving floating Jump Shot (2 PTS),[1630578],1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.65,Made,2.0,,,,,,,,,,,,,,,,,
