actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
15,PT10M32.00S,2025-03-16T00:13:06.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630224,14.273981603153747,47.30392156862745,1610612745,2,0,2025-03-16T00:13:13Z,150000,False,13.0,82.0,1,left,MISS J. Green 8' turnaround Hook,[1630224],1610612745.0,HOU,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,8.28,Missed,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2025-03-16T00:13:07.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,2,0,2025-03-16T00:13:13Z,160000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M25.00S,2025-03-16T00:13:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,93.64323258869908,52.94117647058824,1610612741,2,0,2025-03-16T00:13:23Z,170000,False,15.0,7.0,1,right,MISS C. White running Layup - blocked,"[1629632, 1630578]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,Sengun,1630578.0,,,,,,,,,
18,PT10M25.00S,2025-03-16T00:13:14.4Z,1,REGULAR,block,,[],1630578,,,1610612741,2,0,2025-03-16T00:13:16Z,180000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2025-03-16T00:13:15.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,2,0,2025-03-16T00:13:23Z,190000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M20.00S,2025-03-16T00:13:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,27.54599211563732,81.61764705882352,1610612745,2,0,2025-03-16T00:14:18Z,200000,False,-158.0,206.0,1,left,MISS D. Brooks 26' running pullup 3PT,[1628415],1610612745.0,HOU,running pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
21,PT10M19.00S,2025-03-16T00:13:20.7Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,2,0,2025-03-16T00:13:46Z,210000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT10M18.00S,2025-03-16T00:13:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,6.258212877792378,49.50980392156863,1610612745,4,0,2025-03-16T00:13:58Z,220000,False,2.0,6.0,1,left,J. Smith Jr. putback Layup (2 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,2.0,,,,,,,,,,,,,
23,PT10M06.00S,2025-03-16T00:13:33.1Z,1,REGULAR,3pt,Jump Shot,[],1641824,91.27792378449409,3.9215686274509802,1610612741,4,3,2025-03-16T00:13:37Z,230000,False,-230.0,29.0,1,right,M. Buzelis 3PT  (3 PTS) (T. Jones 1 AST),"[1641824, 1630200]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.23,Made,,,,,3.0,,,,,T. Jones,1630200.0,1.0,,,,,,
25,PT09M49.00S,2025-03-16T00:13:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,28.203022339027594,76.7156862745098,1610612745,7,3,2025-03-16T00:13:54Z,250000,False,-134.0,213.0,1,left,J. Smith Jr. 25' 3PT  (5 PTS) (D. Brooks 1 AST),"[1631095, 1628415]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.11,Made,,,,,5.0,,,,,D. Brooks,1628415.0,1.0,,,,,,
27,PT09M40.00S,2025-03-16T00:13:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,93.64323258869908,54.65686274509803,1610612741,7,5,2025-03-16T00:14:03Z,270000,False,23.0,7.0,1,right,T. Jones driving floating Jump Shot (2 PTS),[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M26.00S,2025-03-16T00:14:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,27.94021024967148,19.607843137254903,1610612745,7,5,2025-03-16T00:14:51Z,280000,False,152.0,210.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
29,PT09M25.00S,2025-03-16T00:14:14.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,7,5,2025-03-16T00:14:28Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,28.0,,,,,,,,,,,,,,,,,
30,PT09M25.00S,2025-03-16T00:14:22.3Z,1,REGULAR,foul,personal,[],1628989,,,1610612745,7,5,2025-03-16T00:14:30Z,300000,False,,,0,,K. Huerter loose ball personal FOUL (1 PF),"[1628989, 1631095]",1610612741.0,CHI,loose ball,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,,,,,,,1.0,0.0,Smith Jr.,1631095.0,,
32,PT09M14.00S,2025-03-16T00:14:51.0Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,7,5,2025-03-16T00:15:00Z,320000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627963.0,1.0,,,,,,,,,,,
33,PT09M04.00S,2025-03-16T00:15:08.3Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,7,5,2025-03-16T00:15:11Z,330000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630578]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,,,Sengun,1630578.0
34,PT09M04.00S,2025-03-16T00:15:08.3Z,1,REGULAR,steal,,[],1630578,,,1610612745,7,5,2025-03-16T00:15:09Z,340000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2025-03-16T00:15:14.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,27.94021024967148,10.294117647058822,1610612745,7,5,2025-03-16T00:16:34Z,350000,False,199.0,210.0,1,left,MISS F. VanVleet 28' running 3PT,[1627832],1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,28.9,Missed,,,,,,,,,,,,,,,,,,
36,PT08M55.00S,2025-03-16T00:15:17.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,5,2025-03-16T00:15:22Z,360000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M44.00S,2025-03-16T00:15:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,90.48948751642575,5.147058823529411,1610612741,7,5,2025-03-16T00:15:35Z,370000,False,-224.0,37.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2025-03-16T00:15:30.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,7,5,2025-03-16T00:15:35Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,37.0,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2025-03-16T00:15:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,19.398817345597898,93.13725490196079,1610612745,7,5,2025-03-16T00:15:54Z,400000,False,-216.0,130.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
41,PT08M28.00S,2025-03-16T00:15:50.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,7,5,2025-03-16T00:15:54Z,410000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M23.00S,2025-03-16T00:15:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,94.30026281208936,52.20588235294118,1610612741,7,7,2025-03-16T00:15:59Z,420000,False,11.0,1.0,1,right,T. Jones running Layup (4 PTS) (C. White 1 AST),"[1630200, 1629632]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,4.0,,,,,C. White,1629632.0,1.0,,,,,,
44,PT08M10.00S,2025-03-16T00:16:10.3Z,1,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612745,7,7,2025-03-16T00:16:15Z,440000,False,,,0,,D. Brooks lost ball out-of-bounds TURNOVER (1 TO),[1628415],1610612745.0,HOU,lost ball,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,1628172.0,1.0,,,,,,,,,,,
45,PT08M00.00S,2025-03-16T00:16:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,79.188567674113,10.294117647058822,1610612741,7,7,2025-03-16T00:16:34Z,450000,False,-199.0,143.0,1,right,MISS K. Huerter 24' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
46,PT07M58.00S,2025-03-16T00:16:29.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,7,2025-03-16T00:16:34Z,460000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT07M49.00S,2025-03-16T00:16:39.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,7.30946123521682,3.9215686274509802,1610612745,7,7,2025-03-16T00:16:46Z,470000,False,230.0,16.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2025-03-16T00:16:41.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,7,7,2025-03-16T00:16:46Z,480000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M43.00S,2025-03-16T00:16:46.7Z,1,REGULAR,foul,personal,[],1627832,,,1610612741,7,7,2025-03-16T00:16:57Z,490000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1630200]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,,,,,101284.0,,,,,,,1.0,0.0,Jones,1630200.0,,
51,PT07M43.00S,2025-03-16T00:16:58.3Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,7,7,2025-03-16T00:17:04Z,510000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2025-03-16T00:16:58.3Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,7,7,2025-03-16T00:17:04Z,520000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M34.00S,2025-03-16T00:17:17.6Z,1,REGULAR,3pt,Jump Shot,[],1641824,92.19776609724047,98.0392156862745,1610612741,7,10,2025-03-16T00:17:21Z,530000,False,240.0,21.0,1,right,M. Buzelis 24' 3PT  (6 PTS) (T. Jones 2 AST),"[1641824, 1630200]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,24.11,Made,,,,,6.0,,,,,T. Jones,1630200.0,2.0,,,,,,
54,PT07M19.00S,2025-03-16T00:17:34.9Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,7,10,2025-03-16T00:17:40Z,540000,False,,,0,,A. Sengun traveling TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,2.0,,,,,,,,,,,
55,PT07M11.00S,2025-03-16T00:17:58.6Z,1,REGULAR,foul,personal,[],1630224,,,1610612741,7,10,2025-03-16T00:18:08Z,550000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 202696]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,1628172.0,,,,,,,1.0,0.0,Vučević,202696.0,,
57,PT07M04.00S,2025-03-16T00:18:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641763,93.24901445466492,47.30392156862745,1610612741,7,10,2025-03-16T00:18:27Z,570000,False,-13.0,11.0,1,right,MISS J. Phillips driving reverse Layup - blocked,"[1641763, 1630578]",1610612741.0,CHI,driving reverse,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,Sengun,1630578.0,,,,,,,,,
58,PT07M04.00S,2025-03-16T00:18:20.6Z,1,REGULAR,block,,[],1630578,,,1610612741,7,10,2025-03-16T00:18:23Z,580000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2025-03-16T00:18:20.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,7,10,2025-03-16T00:18:27Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,57.0,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2025-03-16T00:18:35.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612741,7,10,2025-03-16T00:18:37Z,610000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M04.00S,2025-03-16T00:18:35.3Z,1,REGULAR,substitution,in,[],1630256,,,1610612741,7,10,2025-03-16T00:18:37Z,620000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2025-03-16T00:18:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628989,86.81011826544021,62.254901960784316,1610612741,7,12,2025-03-16T00:18:58Z,630000,False,61.0,71.0,1,right,K. Huerter 9' driving finger roll Layup (2 PTS),[1628989],1610612741.0,CHI,driving finger roll,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,9.42,Made,,,,,2.0,,,,,,,,,,,,,
64,PT06M47.00S,2025-03-16T00:19:02.1Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,7,12,2025-03-16T00:19:09Z,640000,False,,,0,,A. Sengun bad pass TURNOVER (3 TO),"[1630578, 1641763]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,3.0,,,,,,,,,,Phillips,1641763.0
65,PT06M47.00S,2025-03-16T00:19:02.1Z,1,REGULAR,steal,,[],1641763,,,1610612741,7,12,2025-03-16T00:19:04Z,650000,False,,,0,,J. Phillips STEAL (1 STL),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2025-03-16T00:19:09.8Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612741,7,12,2025-03-16T00:19:18Z,660000,False,,,0,,T. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630200],1610612741.0,CHI,lost ball,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,1.0,,,,,,,,,,,
67,PT06M42.00S,2025-03-16T00:19:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,12,2025-03-16T00:19:16Z,670000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2025-03-16T00:22:30.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628415,6.258212877792378,49.754901960784316,1610612745,9,12,2025-03-16T00:22:34Z,680000,False,1.0,6.0,1,left,D. Brooks cutting DUNK (4 PTS) (A. Sengun 1 AST),"[1628415, 1630578]",1610612745.0,HOU,cutting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,4.0,,,,,A. Sengun,1630578.0,1.0,,,,,,
71,PT05M59.00S,2025-03-16T00:22:52.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641824,88.25558475689881,58.57843137254902,1610612741,9,12,2025-03-16T00:22:56Z,700000,False,43.0,58.0,1,right,MISS M. Buzelis 7' turnaround Hook,[1641824],1610612741.0,CHI,turnaround,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2025-03-16T00:22:54.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,9,12,2025-03-16T00:22:56Z,710000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M52.00S,2025-03-16T00:22:59.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,7.835085413929041,47.794117647058826,1610612745,11,12,2025-03-16T00:23:04Z,720000,False,11.0,21.0,1,left,J. Green running DUNK (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,2.0,,,,,,,,,,,,,
74,PT05M33.00S,2025-03-16T00:23:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.51182654402102,56.372549019607845,1610612741,11,12,2025-03-16T00:23:22Z,730000,False,32.0,8.0,1,right,MISS T. Jones driving reverse Layup - blocked,"[1630200, 1630256]",1610612741.0,CHI,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,Tate,1630256.0,,,,,,,,,
75,PT05M33.00S,2025-03-16T00:23:18.4Z,1,REGULAR,block,,[],1630256,,,1610612741,11,12,2025-03-16T00:23:20Z,740000,False,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M31.00S,2025-03-16T00:23:20.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,11,12,2025-03-16T00:23:22Z,750000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT05M26.00S,2025-03-16T00:23:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,7.046649145860711,55.392156862745104,1610612745,11,12,2025-03-16T00:23:38Z,760000,False,-27.0,14.0,1,left,MISS F. VanVleet running Layup - blocked,"[1627832, 1641824]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,Buzelis,1641824.0,,,,,,,,,
117,PT05M26.00S,2025-03-16T00:23:25.5Z,1,REGULAR,block,,[],1641824,,,1610612745,11,12,2025-03-16T00:29:35Z,765000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2025-03-16T00:23:26.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,11,12,2025-03-16T00:23:38Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,77.0,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2025-03-16T00:23:37.4Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,11,12,2025-03-16T00:23:42Z,790000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M25.00S,2025-03-16T00:23:37.4Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,11,12,2025-03-16T00:23:42Z,800000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
