actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT05M25.00S,2025-03-16T00:23:37.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612741,11,12,2025-03-16T00:24:12Z,805000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M25.00S,2025-03-16T00:23:37.4Z,1,REGULAR,substitution,in,[],203500,,,1610612741,11,12,2025-03-16T00:24:12Z,807500,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M14.00S,2025-03-16T00:23:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,74.19513797634691,17.647058823529413,1610612741,11,12,2025-03-16T00:24:46Z,810000,False,-162.0,190.0,1,right,MISS K. Huerter 24' pullup 3PT,[1628989],1610612741.0,CHI,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2025-03-16T00:23:58.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,11,12,2025-03-16T00:24:09Z,820000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M54.00S,2025-03-16T00:24:17.9Z,1,REGULAR,2pt,Jump Shot,[],1628415,13.748357424441524,32.84313725490196,1610612745,13,12,2025-03-16T00:25:16Z,830000,False,86.0,77.0,1,left,D. Brooks 11' turnaround fadeaway Jump Shot (6 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,11.51,Made,,,,,6.0,,,,,,,,,,,,,
87,PT04M46.00S,2025-03-16T00:24:25.1Z,1,REGULAR,3pt,Jump Shot,[],202696,67.88764783180025,52.94117647058824,1610612741,13,15,2025-03-16T00:24:31Z,840000,False,15.0,249.0,1,right,N. Vučević 24' 3PT  (3 PTS) (T. Jones 3 AST),"[202696, 1630200]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,24.98,Made,,,,,3.0,,,,,T. Jones,1630200.0,3.0,,,,,,
89,PT04M21.00S,2025-03-16T00:24:49.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,10.463206307490145,48.529411764705884,1610612745,13,15,2025-03-16T00:24:56Z,860000,False,7.0,46.0,1,left,MISS S. Adams turnaround Hook,[203500],1610612745.0,HOU,turnaround,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2025-03-16T00:24:53.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,15,2025-03-16T00:24:56Z,870000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,
91,PT04M15.00S,2025-03-16T00:24:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631207,94.1688567674113,57.59803921568627,1610612741,13,15,2025-03-16T00:25:07Z,880000,False,38.0,2.0,1,right,MISS D. Terry running Layup - blocked,"[1631207, 1627832]",1610612741.0,CHI,running,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,VanVleet,1627832.0,,,,,,,,,
92,PT04M15.00S,2025-03-16T00:24:57.4Z,1,REGULAR,block,,[],1627832,,,1610612741,13,15,2025-03-16T00:25:00Z,890000,False,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M15.00S,2025-03-16T00:24:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,13,15,2025-03-16T00:25:07Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,91.0,,,,,,,,,,,,,,,,,
95,PT04M15.00S,2025-03-16T00:25:03.0Z,1,REGULAR,substitution,out,[],1630200,,,1610612741,13,15,2025-03-16T00:25:11Z,920000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2025-03-16T00:25:03.0Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,13,15,2025-03-16T00:25:11Z,930000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2025-03-16T00:25:03.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612741,13,15,2025-03-16T00:25:17Z,940000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M15.00S,2025-03-16T00:25:03.0Z,1,REGULAR,substitution,in,[],201145,,,1610612741,13,15,2025-03-16T00:25:17Z,950000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2025-03-16T00:25:24.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631207,68.67608409986859,64.70588235294117,1610612741,13,18,2025-03-16T00:26:57Z,960000,False,74.0,242.0,1,right,D. Terry 25' 3PT pullup (3 PTS) (N. Vučević 1 AST),"[1631207, 202696]",1610612741.0,CHI,pullup,,,Terry,D. Terry,,,,,Above the Break 3,24+ Center,25.28,Made,,,,,3.0,,,,,N. Vučević,202696.0,1.0,,,,,,
101,PT04M00.00S,2025-03-16T00:25:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,28.728646517739815,18.38235294117647,1610612745,13,18,2025-03-16T00:25:41Z,980000,False,158.0,218.0,1,left,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
102,PT03M58.00S,2025-03-16T00:25:36.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,18,2025-03-16T00:25:41Z,990000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,
103,PT03M46.00S,2025-03-16T00:25:48.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641763,92.06636005256242,45.588235294117645,1610612741,13,18,2025-03-16T00:25:53Z,1000000,False,-22.0,22.0,1,right,MISS J. Phillips cutting DUNK - blocked,"[1641763, 1630224]",1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,Green,1630224.0,,,,,,,,,
104,PT03M46.00S,2025-03-16T00:25:48.1Z,1,REGULAR,block,,[],1630224,,,1610612741,13,18,2025-03-16T00:25:50Z,1010000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M44.00S,2025-03-16T00:25:50.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,13,18,2025-03-16T00:25:53Z,1020000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,
106,PT03M37.00S,2025-03-16T00:25:58.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.25427069645204,79.41176470588235,1610612745,13,18,2025-03-16T00:26:04Z,1030000,False,-147.0,222.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
107,PT03M33.00S,2025-03-16T00:26:01.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,13,18,2025-03-16T00:26:01Z,1040000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
108,PT03M32.00S,2025-03-16T00:26:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,10.200394218134035,53.18627450980392,1610612745,15,18,2025-03-16T00:26:08Z,1050000,False,-16.0,43.0,1,left,S. Adams putback Layup (2 PTS),[203500],1610612745.0,HOU,putback,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,2.0,,,,,,,,,,,,,
109,PT03M14.00S,2025-03-16T00:26:20.0Z,1,REGULAR,3pt,Jump Shot,[],1641763,91.93495400788436,98.0392156862745,1610612741,15,21,2025-03-16T00:26:26Z,1060000,False,240.0,23.0,1,right,J. Phillips 24' 3PT  (3 PTS) (D. Terry 1 AST),"[1641763, 1631207]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,24.13,Made,,,,,3.0,,,,,D. Terry,1631207.0,1.0,,,,,,
111,PT02M56.00S,2025-03-16T00:26:39.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,6.652431011826544,48.77450980392157,1610612745,17,21,2025-03-16T00:26:43Z,1080000,False,6.0,10.0,1,left,J. Green driving DUNK (4 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,4.0,,,,,,,,,,,,,
112,PT02M40.00S,2025-03-16T00:26:54.2Z,1,REGULAR,3pt,Jump Shot,[],202696,69.59592641261499,67.64705882352942,1610612741,17,24,2025-03-16T00:26:59Z,1090000,False,88.0,233.0,1,right,N. Vučević 24' 3PT  (6 PTS) (D. Terry 2 AST),"[202696, 1631207]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,24.94,Made,,,,,6.0,,,,,D. Terry,1631207.0,2.0,,,,,,
114,PT02M23.00S,2025-03-16T00:27:14.9Z,1,REGULAR,foul,personal,[],1641763,,,1610612745,17,24,2025-03-16T00:27:26Z,1110000,False,,,0,,J. Phillips personal FOUL (1 PF),"[1641763, 1630256]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101284.0,,,,,,,1.0,0.0,Tate,1630256.0,,
116,PT02M23.00S,2025-03-16T00:27:21.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,24,2025-03-16T00:27:21Z,1130000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,17,24,2025-03-16T00:30:12Z,1140000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,17,24,2025-03-16T00:30:12Z,1150000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,out,[],202696,,,1610612745,17,24,2025-03-16T00:30:12Z,1160000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612745,17,24,2025-03-16T00:30:12Z,1170000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,17,24,2025-03-16T00:30:12Z,1180000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,17,24,2025-03-16T00:30:12Z,1190000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,in,[],1628380,,,1610612745,17,24,2025-03-16T00:30:12Z,1200000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M23.00S,2025-03-16T00:29:53.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612745,17,24,2025-03-16T00:30:12Z,1210000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M21.00S,2025-03-16T00:30:21.9Z,1,REGULAR,violation,kicked ball,[],1629632,,,1610612745,17,24,2025-03-16T00:30:53Z,1220000,False,,,0,,C. White kicked ball VIOLATION,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,101284.0,,,,,,,,,,,,
127,PT02M13.00S,2025-03-16T00:30:41.8Z,1,REGULAR,turnover,traveling,[],201145,,,1610612745,17,24,2025-03-16T00:30:46Z,1230000,False,,,0,,J. Green traveling TURNOVER (1 TO),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,1.0,,,,,,,,,,,
128,PT01M48.00S,2025-03-16T00:31:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,93.51182654402102,60.78431372549019,1610612741,17,24,2025-03-16T00:31:42Z,1240000,False,54.0,8.0,1,right,MISS C. White driving finger roll Layup,[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2025-03-16T00:31:18.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,24,2025-03-16T00:31:25Z,1250000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,128.0,4.0,4.0,0.0,,,,,,,,,,,,,,
130,PT01M42.00S,2025-03-16T00:31:24.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,28.597240473061763,80.14705882352942,1610612745,17,24,2025-03-16T00:31:35Z,1260000,False,-151.0,216.0,1,left,MISS J. Green 26' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
131,PT01M40.00S,2025-03-16T00:31:28.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,17,24,2025-03-16T00:31:28Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,130.0,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2025-03-16T00:31:32.4Z,1,REGULAR,substitution,out,[],1641763,,,1610612745,17,24,2025-03-16T00:31:36Z,1290000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2025-03-16T00:31:32.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612745,17,24,2025-03-16T00:31:36Z,1300000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M29.00S,2025-03-16T00:32:17.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,6.389618922470433,75.49019607843137,1610612745,17,24,2025-03-16T00:32:25Z,1320000,False,-127.0,8.0,1,left,MISS J. Smith Jr. 12' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,12.77,Missed,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2025-03-16T00:32:18.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,17,24,2025-03-16T00:32:25Z,1330000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M19.00S,2025-03-16T00:32:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,79.31997371879106,10.294117647058822,1610612741,17,24,2025-03-16T00:32:32Z,1340000,False,-199.0,142.0,1,right,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,24.4,Missed,,,,,,,,,,,,,,,,,,
139,PT01M18.00S,2025-03-16T00:32:27.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,24,2025-03-16T00:32:32Z,1350000,False,,,0,,A. Sengun REBOUND (Off:0 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,138.0,5.0,5.0,0.0,,,,,,,,,,,,,,
140,PT01M06.00S,2025-03-16T00:32:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630578,31.35676741130092,34.80392156862745,1610612745,17,24,2025-03-16T00:32:47Z,1360000,False,76.0,242.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
141,PT01M04.00S,2025-03-16T00:32:41.3Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,17,24,2025-03-16T00:36:49Z,1370000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT00M59.20S,2025-03-16T00:32:47.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630172,95.0886990801577,48.03921568627451,1610612741,17,26,2025-03-16T00:34:06Z,1380000,False,-10.0,-6.0,1,right,P. Williams running reverse Layup (2 PTS),[1630172],1610612741.0,CHI,running reverse,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,2.0,,,,,,,,,,,,,
144,PT00M47.00S,2025-03-16T00:33:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.521024967148489,53.92156862745098,1610612745,19,26,2025-03-16T00:33:30Z,1400000,False,-20.0,9.0,1,left,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,2.0,,,,,,,,,,,,,
145,PT00M38.50S,2025-03-16T00:33:34.7Z,1,REGULAR,3pt,Jump Shot,[],1629632,71.96123521681997,4.901960784313726,1610612741,19,26,2025-03-16T00:33:44Z,1410000,False,-225.0,211.0,1,right,MISS C. White 30' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,30.89,Missed,,,,,,,,,,,,,,,,,,
146,PT00M37.00S,2025-03-16T00:33:36.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,19,26,2025-03-16T00:33:44Z,1420000,False,,,0,,A. Sengun REBOUND (Off:0 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,145.0,6.0,6.0,0.0,,,,,,,,,,,,,,
147,PT00M30.30S,2025-03-16T00:33:45.7Z,1,REGULAR,foul,personal,[],1631207,,,1610612745,19,26,2025-03-16T00:34:09Z,1430000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1630224]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,101284.0,,,,,,,1.0,0.0,Green,1630224.0,,
149,PT00M30.30S,2025-03-16T00:34:04.7Z,1,REGULAR,substitution,out,[],201145,,,1610612745,19,26,2025-03-16T00:34:10Z,1450000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M30.30S,2025-03-16T00:34:04.7Z,1,REGULAR,substitution,in,[],1627832,,,1610612745,19,26,2025-03-16T00:34:10Z,1460000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M27.50S,2025-03-16T00:34:25.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,21.107095926412615,9.068627450980392,1610612745,22,26,2025-03-16T00:34:30Z,1470000,False,205.0,146.0,1,left,F. VanVleet 25' 3PT  (3 PTS) (S. Adams 1 AST),"[1627832, 203500]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,3.0,,,,,S. Adams,203500.0,1.0,,,,,,
153,PT00M10.50S,2025-03-16T00:34:45.1Z,1,REGULAR,3pt,Jump Shot,[],1631207,77.7431011826544,7.598039215686274,1610612741,22,29,2025-03-16T00:34:59Z,1490000,False,-212.0,157.0,1,right,D. Terry 26' 3PT  (6 PTS) (P. Williams 1 AST),"[1631207, 1630172]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,6.0,,,,,P. Williams,1630172.0,1.0,,,,,,
155,PT00M00.00S,2025-03-16T00:35:00.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,7.440867279894875,97.05882352941177,1610612745,22,29,2025-03-16T00:35:06Z,1510000,False,-235.0,17.0,1,left,MISS J. Green step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2025-03-16T00:35:00.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,22,29,2025-03-16T00:35:06Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,155.0,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2025-03-16T00:35:06.8Z,1,REGULAR,period,end,[],0,,,1610612745,22,29,2025-03-16T00:35:06Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-16T00:37:12.8Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,22,29,2025-03-16T00:37:41Z,1540000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-16T00:37:12.8Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612745,22,29,2025-03-16T00:37:41Z,1550000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-16T00:37:54.4Z,2,REGULAR,period,start,[],0,,,1610612745,22,29,2025-03-16T00:37:54Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M50.00S,2025-03-16T00:38:07.9Z,2,REGULAR,foul,personal,[],1628380,,,1610612745,22,29,2025-03-16T00:38:20Z,1570000,False,,,0,,Z. Collins personal FOUL (1 PF),"[1628380, 1630578]",1610612741.0,CHI,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101284.0,,,,,,,1.0,0.0,Sengun,1630578.0,,
163,PT11M38.00S,2025-03-16T00:38:32.9Z,2,REGULAR,3pt,Jump Shot,[],1631095,26.888961892247043,82.1078431372549,1610612745,22,29,2025-03-16T00:38:39Z,1590000,False,-161.0,200.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
164,PT11M37.00S,2025-03-16T00:38:33.9Z,2,REGULAR,rebound,defensive,[],1631207,,,1610612741,22,29,2025-03-16T00:38:39Z,1600000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT11M28.00S,2025-03-16T00:38:42.8Z,2,REGULAR,3pt,Jump Shot,[],1630188,76.2976346911958,12.745098039215685,1610612741,22,29,2025-03-16T00:38:50Z,1610000,False,-186.0,170.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
166,PT11M26.00S,2025-03-16T00:38:44.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,22,29,2025-03-16T00:38:50Z,1620000,False,,,0,,A. Sengun REBOUND (Off:0 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,165.0,7.0,7.0,0.0,,,,,,,,,,,,,,
167,PT11M20.00S,2025-03-16T00:38:50.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,29.38567674113009,78.67647058823529,1610612745,22,29,2025-03-16T00:39:04Z,1630000,False,-143.0,224.0,1,left,MISS F. VanVleet 26' running pullup 3PT,[1627832],1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
168,PT11M18.00S,2025-03-16T00:38:52.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,22,29,2025-03-16T00:39:04Z,1640000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,
