actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT04M52.00S,2025-01-20T19:24:03.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,19,26,2025-01-20T19:24:13Z,820000,False,,,0,,J. Duren REBOUND (Off:3 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,83.0,,,,,,,,,4.0,1.0,3.0,,,,,,
85,PT04M52.00S,2025-01-20T19:24:07.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1631105,5.590000152587891,50.0,1610612765,19,28,2025-01-20T19:29:25Z,830000,False,0.0,0.0,1,left,J. Duren tip DUNK (10 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,10.0,,,,,,,,,,,,
86,PT04M52.00S,2025-01-20T19:24:14.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,28,2025-01-20T19:24:17Z,840000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M52.00S,2025-01-20T19:25:35.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,19,28,2025-01-20T19:26:55Z,850000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2025-01-20T19:25:35.6Z,1,REGULAR,substitution,out,[],203501,,,1610612745,19,28,2025-01-20T19:26:55Z,860000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M52.00S,2025-01-20T19:25:35.6Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,19,28,2025-01-20T19:26:55Z,870000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2025-01-20T19:25:35.6Z,1,REGULAR,substitution,in,[],1631323,,,1610612745,19,28,2025-01-20T19:26:55Z,880000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M32.00S,2025-01-20T19:27:23.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,72.48685939553219,80.14705882352942,1610612745,19,28,2025-01-20T19:27:28Z,890000,False,151.0,206.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2025-01-20T19:27:26.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,19,28,2025-01-20T19:27:28Z,900000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,91.0,,,,,,,,,1.0,0.0,1.0,,,,,,
93,PT04M27.00S,2025-01-20T19:27:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,90.22667542706965,97.30392156862744,1610612745,19,28,2025-01-20T19:27:31Z,910000,False,237.0,39.0,1,right,MISS D. Brooks 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2025-01-20T19:27:30.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,19,28,2025-01-20T19:27:31Z,920000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,93.0,,,,,,,,,2.0,2.0,0.0,,,,,,
95,PT04M16.00S,2025-01-20T19:27:38.3Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,19,28,2025-01-20T19:27:44Z,930000,False,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 1631106]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,1.0,Eason,1631106.0,,,,,,,,,,,,,
96,PT04M16.00S,2025-01-20T19:27:38.3Z,1,REGULAR,steal,,[],1631106,,,1610612745,19,28,2025-01-20T19:27:40Z,940000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
97,PT04M13.00S,2025-01-20T19:27:41.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,93.11760840998686,47.30392156862745,1610612745,19,28,2025-01-20T19:31:35Z,950000,False,-13.0,12.0,1,right,MISS T. Eason running Layup - blocked,"[1631106, 1630595]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,Cunningham,1630595.0
98,PT04M13.00S,2025-01-20T19:27:41.1Z,1,REGULAR,block,,[],1630595,,,1610612745,19,28,2025-01-20T19:27:43Z,960000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2025-01-20T19:27:43.1Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612745,19,28,2025-01-20T19:27:52Z,970000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,97.0,,,,,,,,,1.0,0.0,1.0,,,,,,
100,PT04M06.00S,2025-01-20T19:27:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630224,92.46057818659659,47.549019607843135,1610612745,19,28,2025-01-20T19:27:57Z,980000,False,-12.0,18.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2025-01-20T19:27:50.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,28,2025-01-20T19:27:57Z,990000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,100.0,,,,,,,,,5.0,2.0,3.0,,,,,,
102,PT04M00.00S,2025-01-20T19:27:54.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,5.732588699080158,51.9607843137255,1610612765,19,30,2025-01-20T19:28:03Z,1000000,False,-10.0,1.0,1,left,J. Duren running alley-oop DUNK (12 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,12.0,C. Cunningham,1630595.0,3.0,,,,,,,,,
104,PT03M47.00S,2025-01-20T19:28:06.8Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,19,30,2025-01-20T19:28:13Z,1020000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630595]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,1.0,Cunningham,1630595.0,,,,,,,,,,,,,
105,PT03M47.00S,2025-01-20T19:28:06.8Z,1,REGULAR,steal,,[],1630595,,,1610612765,19,30,2025-01-20T19:28:08Z,1030000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2025-01-20T19:28:12.1Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,19,30,2025-01-20T19:28:16Z,1040000,False,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1627832]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,2.0,VanVleet,1627832.0,,,,,,,,,,,,,
107,PT03M42.00S,2025-01-20T19:28:12.1Z,1,REGULAR,steal,,[],1627832,,,1610612745,19,30,2025-01-20T19:28:13Z,1050000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
108,PT03M37.00S,2025-01-20T19:28:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612745,19,30,2025-01-20T19:28:27Z,1060000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Eason 2 FT),"[1631105, 1631106]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,,,,,,,,,,,1.0,0.0,Eason,1631106.0,,
110,PT03M37.00S,2025-01-20T19:28:51.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631106,,,1610612745,19,30,2025-01-20T19:28:51Z,1080000,False,,,0,,MISS T. Eason Free Throw 1 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT03M37.00S,2025-01-20T19:28:51.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,19,30,2025-01-20T19:28:51Z,1090000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,
112,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,19,30,2025-01-20T19:29:10Z,1100000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,19,30,2025-01-20T19:29:10Z,1110000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,out,[],1631105,,,1610612745,19,30,2025-01-20T19:29:10Z,1120000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612745,19,30,2025-01-20T19:29:10Z,1130000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,out,[],202699,,,1610612745,19,30,2025-01-20T19:29:10Z,1140000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,19,30,2025-01-20T19:29:10Z,1150000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,19,30,2025-01-20T19:29:10Z,1160000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,in,[],1631204,,,1610612745,19,30,2025-01-20T19:29:10Z,1170000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,in,[],1630191,,,1610612745,19,30,2025-01-20T19:29:10Z,1180000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M37.00S,2025-01-20T19:28:52.4Z,1,REGULAR,substitution,in,[],1641842,,,1610612745,19,30,2025-01-20T19:29:10Z,1190000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M37.00S,2025-01-20T19:29:18.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631106,,,1610612745,20,30,2025-01-20T19:29:18Z,1200000,False,,,0,,T. Eason Free Throw 2 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
123,PT03M24.00S,2025-01-20T19:29:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,20.05584756898817,8.333333333333332,1610612765,20,33,2025-01-20T19:29:36Z,1210000,False,208.0,136.0,1,left,M. Beasley 24' 3PT  (5 PTS) (M. Sasser 1 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.88,Made,,,,,,5.0,M. Sasser,1631204.0,1.0,,,,,,,,,
125,PT03M12.00S,2025-01-20T19:29:44.6Z,1,REGULAR,3pt,Jump Shot,[],1641715,68.67608409986859,76.47058823529412,1610612745,20,33,2025-01-20T19:29:51Z,1230000,False,132.0,242.0,1,right,MISS C. Whitmore 27' 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
126,PT03M08.00S,2025-01-20T19:29:48.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,20,33,2025-01-20T19:29:51Z,1240000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,125.0,,,,,,,,,1.0,1.0,0.0,,,,,,
127,PT03M00.00S,2025-01-20T19:29:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.1268068331143235,37.99019607843137,1610612765,20,33,2025-01-20T19:30:05Z,1250000,False,60.0,5.0,1,left,MISS S. Fontecchio 6' driving Layup,[1631323],1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
129,PT02M58.00S,2025-01-20T19:29:59.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,20,33,2025-01-20T19:30:27Z,1270000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,127.0,,,,,,,,,2.0,1.0,1.0,,,,,,
130,PT02M43.00S,2025-01-20T19:30:13.3Z,1,REGULAR,3pt,Jump Shot,[],1631106,82.47371879106439,95.34313725490196,1610612745,23,33,2025-01-20T19:30:17Z,1280000,False,227.0,112.0,1,right,T. Eason 25' 3PT  (4 PTS) (C. Whitmore 1 AST),"[1631106, 1641715]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,,4.0,C. Whitmore,1641715.0,1.0,,,,,,,,,
132,PT02M25.00S,2025-01-20T19:30:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,18.610381077529567,38.72549019607843,1610612765,23,33,2025-01-20T19:30:38Z,1300000,False,56.0,122.0,1,left,MISS M. Sasser 13' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2025-01-20T19:30:33.0Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,23,33,2025-01-20T19:30:38Z,1310000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,132.0,,,,,,,,,2.0,1.0,1.0,,,,,,
134,PT02M13.00S,2025-01-20T19:30:46.3Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612745,23,33,2025-01-20T19:30:55Z,1320000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Landale 2 FT),"[1630191, 1629111]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,1627534.0,,,,,,,,,,,1.0,0.0,Landale,1629111.0,,
136,PT02M13.00S,2025-01-20T19:31:09.2Z,1,REGULAR,freethrow,1 of 2,[],1629111,,,1610612745,24,33,2025-01-20T19:31:09Z,1340000,False,,,0,,J. Landale Free Throw 1 of 2 (1 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
137,PT02M13.00S,2025-01-20T19:31:30.5Z,1,REGULAR,freethrow,2 of 2,[],1629111,,,1610612745,25,33,2025-01-20T19:31:30Z,1350000,False,,,0,,J. Landale Free Throw 2 of 2 (2 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
138,PT02M01.00S,2025-01-20T19:31:47.4Z,1,REGULAR,foul,personal,[],1641708,,,1610612765,25,33,2025-01-20T19:31:56Z,1360000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1641842]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,1627534.0,,,,,,,,,,,1.0,0.0,Holland II,1641842.0,,
140,PT01M54.00S,2025-01-20T19:32:12.0Z,1,REGULAR,3pt,Jump Shot,[],1641842,9.017739816031538,96.81372549019608,1610612765,25,36,2025-01-20T19:32:18Z,1380000,False,-234.0,32.0,1,left,R. Holland II 3PT  (3 PTS) (M. Beasley 1 AST),"[1641842, 1627736]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,23.63,Made,,,,,,3.0,M. Beasley,1627736.0,1.0,,,,,,,,,
143,PT01M43.00S,2025-01-20T19:33:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.93495400788436,57.35294117647059,1610612745,25,36,2025-01-20T19:37:41Z,1410000,False,37.0,23.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
144,PT01M41.00S,2025-01-20T19:33:13.1Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,25,36,2025-01-20T19:33:17Z,1420000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,143.0,,,,,,,,,3.0,1.0,2.0,,,,,,
145,PT01M27.00S,2025-01-20T19:33:26.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629111,80.6340341655716,14.215686274509803,1610612745,27,36,2025-01-20T19:38:38Z,1430000,False,-179.0,130.0,1,right,J. Landale 22' Jump Shot (4 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left Center,22.09,Made,,,,,,4.0,,,,,,,,,,,,
146,PT01M13.00S,2025-01-20T19:33:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,6.652431011826544,54.166666666666664,1610612765,27,36,2025-01-20T19:33:45Z,1440000,False,-21.0,10.0,1,left,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
147,PT01M12.00S,2025-01-20T19:33:41.6Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,27,36,2025-01-20T19:33:45Z,1450000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,146.0,,,,,,,,,2.0,2.0,0.0,,,,,,
148,PT01M07.00S,2025-01-20T19:33:46.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641708,89.04402102496715,40.44117647058824,1610612745,29,36,2025-01-20T19:39:23Z,1460000,False,-48.0,50.0,1,right,A. Thompson 6' driving floating bank Jump Shot (6 PTS),[1641708],1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.95,Made,,,,,,6.0,,,,,,,,,,,,
149,PT00M57.20S,2025-01-20T19:33:57.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.54599211563732,19.852941176470587,1610612765,29,39,2025-01-20T19:34:14Z,1470000,False,151.0,206.0,1,left,M. Beasley 25' 3PT  (8 PTS) (M. Sasser 2 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.56,Made,,,,,,8.0,M. Sasser,1631204.0,2.0,,,,,,,,,
151,PT00M39.30S,2025-01-20T19:34:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,84.97043363994744,64.2156862745098,1610612745,29,39,2025-01-20T19:39:59Z,1490000,False,71.0,89.0,1,right,MISS J. Landale 11' floating Shot,[1629111],1610612745.0,HOU,floating,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Right,11.38,Missed,,,,,,,,,,,,,,,,,,
152,PT00M37.50S,2025-01-20T19:34:21.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,29,39,2025-01-20T19:39:59Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,151.0,,,,,,,,,,,,,,,,,
154,PT00M37.50S,2025-01-20T19:34:28.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,29,39,2025-01-20T19:34:30Z,1520000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M37.50S,2025-01-20T19:34:28.3Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,29,39,2025-01-20T19:34:30Z,1530000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M32.90S,2025-01-20T19:34:45.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,70.90998685939553,84.55882352941177,1610612745,29,39,2025-01-20T19:35:19Z,1540000,False,173.0,221.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,28.05,Missed,,,,,,,,,,,,,,,,,,
157,PT00M32.90S,2025-01-20T19:34:45.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,29,39,2025-01-20T19:35:19Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M32.90S,2025-01-20T19:34:49.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,29,39,2025-01-20T19:34:59Z,1560000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,2534.0,,,,,,,,,,,,,,,,
159,PT00M23.50S,2025-01-20T19:35:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612765,29,39,2025-01-20T19:35:17Z,1570000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Sasser 2 FT),"[1641715, 1631204]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,203054.0,,,,,,,,,,,1.0,0.0,Sasser,1631204.0,,
161,PT00M23.50S,2025-01-20T19:35:40.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631204,,,1610612765,29,39,2025-01-20T19:35:40Z,1590000,False,,,0,,MISS M. Sasser Free Throw 1 of 2,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT00M23.50S,2025-01-20T19:35:40.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,29,39,2025-01-20T19:35:40Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M23.50S,2025-01-20T19:35:59.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631204,,,1610612765,29,40,2025-01-20T19:35:59Z,1610000,False,,,0,,M. Sasser Free Throw 2 of 2 (1 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
164,PT00M05.40S,2025-01-20T19:36:20.2Z,1,REGULAR,2pt,Jump Shot,[],1630224,79.31997371879106,69.85294117647058,1610612745,29,40,2025-01-20T19:36:30Z,1620000,False,99.0,142.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,17.32,Missed,,,,,,,,,,,,,,,,,,
165,PT00M02.50S,2025-01-20T19:36:23.1Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612765,29,40,2025-01-20T19:36:23Z,1630000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right Center,,,164.0,,,,,,,,,1.0,1.0,0.0,,,,,,
166,PT00M00.00S,2025-01-20T19:36:26.1Z,1,REGULAR,3pt,Jump Shot,[],1631204,33.722076215505915,65.19607843137256,1610612765,29,40,2025-01-20T19:41:42Z,1640000,False,-76.0,264.0,1,left,MISS M. Sasser 27' floating 3PT,[1631204],1610612765.0,DET,floating,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2025-01-20T19:36:26.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,29,40,2025-01-20T19:36:37Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,166.0,,,,,,,,,,,,,,,,,
