actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
85,PT05M30.00S,2025-02-13T01:53:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,7.30946123521682,50.49019607843137,1610612745,15,20,2025-02-13T01:53:59Z,840000,False,-2.0,16.0,1,left,A. Sengun driving DUNK (2 PTS) (T. Eason 2 AST),"[1630578, 1631106]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,1.64,Made,,,,2.0,T. Eason,1631106.0,2.0,,,,,,,,
87,PT05M12.00S,2025-02-13T01:54:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,91.80354796320631,51.9607843137255,1610612756,15,22,2025-02-13T01:54:15Z,860000,False,10.0,25.0,1,right,N. Richards cutting Layup (4 PTS) (K. Durant 2 AST),"[1630208, 201142]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,2.64,Made,,,,4.0,K. Durant,201142.0,2.0,,,,,,,,
89,PT04M57.00S,2025-02-13T01:54:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.750985545335087,31.61764705882353,1610612745,15,22,2025-02-13T01:54:33Z,880000,False,92.0,246.0,1,left,MISS D. Brooks 26' step back 3PT,[1628415],1610612745.0,HOU,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,26.26,Missed,,,,,,,,,,,,,,,
90,PT04M56.00S,2025-02-13T01:54:27.7Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,15,22,2025-02-13T01:54:33Z,890000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,89.0,,,,,,,,,,1.0,1.0,0.0
91,PT04M48.00S,2025-02-13T01:54:35.8Z,1,REGULAR,turnover,bad pass,[],1626145,,,1610612756,15,22,2025-02-13T01:54:40Z,900000,False,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1626145, 1631106]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,2.0,Eason,1631106.0,,,,,,,,,,,,,,,,,
92,PT04M48.00S,2025-02-13T01:54:35.8Z,1,REGULAR,steal,,[],1631106,,,1610612745,15,22,2025-02-13T01:54:37Z,910000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
93,PT04M46.00S,2025-02-13T01:54:38.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,5.338370565045992,50.98039215686274,1610612745,17,22,2025-02-13T01:54:46Z,920000,False,-5.0,-2.0,1,left,T. Eason running DUNK (7 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,7.0,,,,,,,,,,,
94,PT04M22.00S,2025-02-13T01:55:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.60512483574244,42.40196078431372,1610612756,17,22,2025-02-13T01:55:13Z,930000,False,-38.0,111.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,11.73,Missed,,,,,,,,,,,,,,,
95,PT04M21.00S,2025-02-13T01:55:02.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,22,2025-02-13T02:02:13Z,940000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,94.0,,,,,,,,,,4.0,3.0,1.0
96,PT04M17.00S,2025-02-13T01:55:08.5Z,1,REGULAR,foul,personal,['2freethrow'],201142,,,1610612745,17,22,2025-02-13T01:55:47Z,950000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Brooks 2 FT),"[201142, 1628415]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628481.0,1.0,0.0,Brooks,1628415.0,,,
98,PT04M17.00S,2025-02-13T01:55:52.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628415,,,1610612745,18,22,2025-02-13T01:57:17Z,970000,False,,,0,,D. Brooks Free Throw 1 of 2 (1 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
99,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,18,22,2025-02-13T01:56:11Z,980000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,18,22,2025-02-13T01:56:11Z,990000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612745,18,22,2025-02-13T01:56:11Z,1000000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,out,[],1630208,,,1610612745,18,22,2025-02-13T01:56:11Z,1010000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,18,22,2025-02-13T01:56:11Z,1020000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,18,22,2025-02-13T01:56:11Z,1030000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,in,[],203486,,,1610612745,18,22,2025-02-13T01:56:11Z,1040000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M17.00S,2025-02-13T01:55:54.5Z,1,REGULAR,substitution,in,[],1631102,,,1610612745,18,22,2025-02-13T01:56:11Z,1050000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612756.0,PHX,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M17.00S,2025-02-13T01:55:52.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628415,,,1610612745,19,22,2025-02-13T01:57:17Z,1060000,False,,,0,,D. Brooks Free Throw 2 of 2 (2 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,Made,,,,2.0,,,,,,,,,,,
108,PT04M04.00S,2025-02-13T01:56:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,91.93495400788436,37.254901960784316,1610612756,19,24,2025-02-13T01:56:32Z,1070000,False,-64.0,23.0,1,right,K. Durant 6' fadeaway Jump Shot (8 PTS) (T. Jones 3 AST),"[201142, 1626145]",1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,6.78,Made,,,,8.0,T. Jones,1626145.0,3.0,,,,,,,,
110,PT03M50.00S,2025-02-13T01:56:40.2Z,1,REGULAR,3pt,Jump Shot,[],1641715,29.25427069645204,76.22549019607843,1610612745,19,24,2025-02-13T01:56:49Z,1090000,False,-131.0,222.0,1,left,MISS C. Whitmore 25' 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,25.83,Missed,,,,,,,,,,,,,,,
111,PT03M49.00S,2025-02-13T01:56:41.2Z,1,REGULAR,rebound,defensive,[],1631102,,,1610612756,19,24,2025-02-13T01:56:49Z,1100000,False,,,0,,T. Washington Jr. REBOUND (Off:0 Def:1),[1631102],1610612756.0,PHX,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,110.0,,,,,,,,,,1.0,1.0,0.0
112,PT03M38.00S,2025-02-13T01:56:52.8Z,1,REGULAR,3pt,Jump Shot,[],1642346,77.87450722733246,92.8921568627451,1610612756,19,24,2025-02-13T01:56:58Z,1110000,False,214.0,155.0,1,right,MISS R. Dunn 26' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,26.49,Missed,,,,,,,,,,,,,,,
113,PT03M38.00S,2025-02-13T01:56:52.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,19,24,2025-02-13T01:56:58Z,1120000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,112.0,,,,,,,,,,2.0,1.0,1.0
114,PT03M32.00S,2025-02-13T01:56:58.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,22.552562417871222,12.745098039215685,1610612745,22,24,2025-02-13T01:57:04Z,1130000,False,186.0,159.0,1,left,D. Brooks 24' 3PT running (5 PTS) (J. Green 1 AST),"[1628415, 1630224]",1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,24.53,Made,,,,5.0,J. Green,1630224.0,1.0,,,,,,,,
116,PT03M25.00S,2025-02-13T01:57:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,22,24,2025-02-13T01:57:11Z,1150000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M25.00S,2025-02-13T01:59:24.2Z,1,REGULAR,substitution,out,[],1630578,,,1610612756,22,24,2025-02-13T01:59:59Z,1160000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2025-02-13T01:59:24.2Z,1,REGULAR,substitution,out,[],1626145,,,1610612756,22,24,2025-02-13T01:59:59Z,1170000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2025-02-13T01:59:24.2Z,1,REGULAR,substitution,in,[],203500,,,1610612756,22,24,2025-02-13T01:59:59Z,1180000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M25.00S,2025-02-13T01:59:24.2Z,1,REGULAR,substitution,in,[],1631221,,,1610612756,22,24,2025-02-13T01:59:59Z,1190000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M17.00S,2025-02-13T02:00:16.5Z,1,REGULAR,2pt,Jump Shot,[],1631221,79.31997371879106,64.4607843137255,1610612756,22,24,2025-02-13T02:00:25Z,1200000,False,72.0,142.0,1,right,MISS C. Gillespie 15' pullup Shot,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Center,,,,15.93,Missed,,,,,,,,,,,,,,,
122,PT03M16.00S,2025-02-13T02:00:17.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,22,24,2025-02-13T02:00:25Z,1210000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Center,,,,,,,,121.0,,,,,,,,,,1.0,1.0,0.0
123,PT03M06.00S,2025-02-13T02:00:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.623521681997373,52.20588235294118,1610612745,24,24,2025-02-13T02:00:35Z,1220000,False,-11.0,29.0,1,left,J. Green driving Layup (10 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,3.06,Made,,,,10.0,,,,,,,,,,,
124,PT03M06.00S,2025-02-13T02:00:32.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612745,24,24,2025-02-13T02:00:42Z,1230000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Green 1 FT),"[203486, 1630224]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Green,1630224.0,,,
126,PT03M06.00S,2025-02-13T02:00:53.5Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,25,24,2025-02-13T02:00:53Z,1250000,False,,,0,,J. Green Free Throw 1 of 1 (11 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,,,11.0,,,,,,,,,,,
127,PT02M48.00S,2025-02-13T02:01:15.9Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,25,24,2025-02-13T02:01:19Z,1260000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628415]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,2.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2025-02-13T02:01:15.9Z,1,REGULAR,steal,,[],1628415,,,1610612745,25,24,2025-02-13T02:01:17Z,1270000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2025-02-13T02:01:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,6.652431011826544,49.754901960784316,1610612745,27,24,2025-02-13T02:01:27Z,1280000,False,1.0,10.0,1,left,D. Brooks running finger roll Layup (7 PTS),[1628415],1610612745.0,HOU,running finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,1.01,Made,,,,7.0,,,,,,,,,,,
130,PT02M35.00S,2025-02-13T02:01:29.0Z,1,REGULAR,2pt,Jump Shot,[],1631102,92.85479632063075,76.47058823529412,1610612756,27,24,2025-02-13T02:01:35Z,1290000,False,132.0,15.0,1,right,MISS T. Washington Jr. 13' pullup Shot,[1631102],1610612756.0,PHX,pullup,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,8-16 Right,,,,13.32,Missed,,,,,,,,,,,,,,,
131,PT02M35.00S,2025-02-13T02:01:29.0Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,27,24,2025-02-13T02:01:35Z,1300000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,,,,,,,,130.0,,,,,,,,,,1.0,1.0,0.0
147,PT02M31.00S,2025-02-13T02:01:41.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641715,7.703679369250986,51.225490196078425,1610612745,27,24,2025-02-13T02:06:02Z,1315000,False,-6.0,20.0,1,left,MISS C. Whitmore running Layup - blocked,"[1641715, 1631221]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,2.08,Missed,Gillespie,1631221.0,,,,,,,,,,,,,
148,PT02M31.00S,2025-02-13T02:01:41.9Z,1,REGULAR,block,,[],1631221,,,1610612745,27,24,2025-02-13T02:06:02Z,1322500,False,,,0,,C. Gillespie BLOCK (1 BLK),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT02M31.00S,2025-02-13T02:01:41.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,27,24,2025-02-13T02:06:02Z,1326250,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,147.0,,,,,,,,,,,,
136,PT02M30.00S,2025-02-13T02:04:13.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612756,27,24,2025-02-13T02:06:02Z,1350000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M30.00S,2025-02-13T02:04:13.9Z,1,REGULAR,substitution,in,[],1641708,,,1610612756,27,24,2025-02-13T02:06:02Z,1360000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M16.00S,2025-02-13T02:04:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,91.67214191852825,45.83333333333333,1610612756,27,26,2025-02-13T02:04:41Z,1370000,False,-21.0,26.0,1,right,C. Gillespie driving Layup (2 PTS),[1631221],1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,3.31,Made,,,,2.0,,,,,,,,,,,
139,PT01M59.00S,2025-02-13T02:04:51.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.915243101182654,54.90196078431373,1610612745,29,26,2025-02-13T02:04:56Z,1380000,False,-25.0,13.0,1,left,A. Thompson alley-oop DUNK (2 PTS) (J. Green 2 AST),"[1641708, 1630224]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.75,Made,,,,2.0,J. Green,1630224.0,2.0,,,,,,,,
141,PT01M49.00S,2025-02-13T02:05:04.8Z,1,REGULAR,foul,personal,[],1630256,,,1610612756,29,26,2025-02-13T02:05:19Z,1400000,False,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 201142]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2534.0,1.0,0.0,Durant,201142.0,,,
143,PT01M33.00S,2025-02-13T02:05:39.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,89.83245729303549,48.77450980392157,1610612756,29,28,2025-02-13T02:06:13Z,1420000,False,-6.0,43.0,1,right,M. Plumlee cutting DUNK (2 PTS) (K. Durant 3 AST),"[203486, 201142]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,4.35,Made,,,,2.0,K. Durant,201142.0,3.0,,,,,,,,
145,PT01M13.00S,2025-02-13T02:05:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630256,29.25427069645204,78.67647058823529,1610612745,29,28,2025-02-13T02:06:04Z,1440000,False,-143.0,222.0,1,left,MISS J. Tate 26' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
146,PT01M13.00S,2025-02-13T02:05:59.3Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,29,28,2025-02-13T02:06:20Z,1450000,False,,,0,,R. Dunn REBOUND (Off:0 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,145.0,,,,,,,,,,2.0,2.0,0.0
150,PT01M01.00S,2025-02-13T02:06:12.6Z,1,REGULAR,2pt,Jump Shot,[],201142,93.11760840998686,75.73529411764706,1610612756,29,30,2025-02-13T02:10:36Z,1460000,False,129.0,12.0,1,right,K. Durant 12' Jump Shot (10 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,12.93,Made,,,,10.0,,,,,,,,,,,
151,PT00M46.60S,2025-02-13T02:06:30.4Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,29,30,2025-02-13T02:06:34Z,1470000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1631102]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1.0,Washington Jr.,1631102.0,,,,,,,,,,,,,,,,,
152,PT00M46.60S,2025-02-13T02:06:30.4Z,1,REGULAR,steal,,[],1631102,,,1610612756,29,30,2025-02-13T02:06:31Z,1480000,False,,,0,,T. Washington Jr. STEAL (1 STL),[1631102],1610612756.0,PHX,,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M42.80S,2025-02-13T02:06:35.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641715,,,1610612756,29,30,2025-02-13T02:06:47Z,1490000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Washington Jr. 2 FT),"[1641715, 1631102]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,1.0,0.0,Washington Jr.,1631102.0,,,
155,PT00M42.80S,2025-02-13T02:07:02.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631102,,,1610612756,29,31,2025-02-13T02:07:02Z,1510000,False,,,0,,T. Washington Jr. Free Throw 1 of 2 (1 PTS),[1631102],1610612756.0,PHX,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
156,PT00M42.80S,2025-02-13T02:07:02.9Z,1,REGULAR,substitution,out,[],1642346,,,1610612756,29,31,2025-02-13T02:07:07Z,1520000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M42.80S,2025-02-13T02:07:02.9Z,1,REGULAR,substitution,in,[],1629626,,,1610612756,29,31,2025-02-13T02:07:07Z,1530000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M42.80S,2025-02-13T02:07:20.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631102,,,1610612756,29,32,2025-02-13T02:07:20Z,1540000,False,,,0,,T. Washington Jr. Free Throw 2 of 2 (2 PTS),[1631102],1610612756.0,PHX,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,Made,,,,2.0,,,,,,,,,,,
159,PT00M29.80S,2025-02-13T02:07:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630256,7.30946123521682,96.56862745098039,1610612745,32,32,2025-02-13T02:07:45Z,1550000,False,-233.0,16.0,1,left,J. Tate 3PT  (3 PTS) (A. Thompson 3 AST),"[1630256, 1641708]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,23.34,Made,,,,3.0,A. Thompson,1641708.0,3.0,,,,,,,,
161,PT00M14.30S,2025-02-13T02:07:53.9Z,1,REGULAR,2pt,Jump Shot,[],1631102,77.4802890932983,50.0,1610612756,32,34,2025-02-13T02:08:01Z,1570000,False,0.0,159.0,1,right,T. Washington Jr. 15' pullup Jump Shot (4 PTS) (M. Plumlee 1 AST),"[1631102, 203486]",1610612756.0,PHX,pullup,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,8-16 Center,,,,15.92,Made,,,,4.0,M. Plumlee,203486.0,1.0,,,,,,,,
163,PT00M00.00S,2025-02-13T02:08:22.9Z,1,REGULAR,period,end,[],0,,,1610612745,32,34,2025-02-13T02:08:22Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,32,34,2025-02-13T02:11:01Z,1600000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612745,32,34,2025-02-13T02:11:01Z,1610000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612745,32,34,2025-02-13T02:11:01Z,1620000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612745,32,34,2025-02-13T02:11:01Z,1630000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,32,34,2025-02-13T02:11:01Z,1640000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,in,['startperiod'],1631106,,,1610612745,32,34,2025-02-13T02:11:01Z,1650000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612745,32,34,2025-02-13T02:11:01Z,1660000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-13T02:10:27.5Z,2,REGULAR,substitution,in,['startperiod'],1626220,,,1610612745,32,34,2025-02-13T02:11:01Z,1670000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-13T02:11:02.9Z,2,REGULAR,period,start,[],0,,,1610612756,32,34,2025-02-13T02:11:02Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
