actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M46.00S,2025-04-03T00:26:46.8Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,14,17,2025-04-03T00:27:06Z,830000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
87,PT05M41.00S,2025-04-03T00:27:10.1Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,14,17,2025-04-03T00:27:13Z,850000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M41.00S,2025-04-03T00:27:10.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,14,17,2025-04-03T00:27:13Z,860000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M39.00S,2025-04-03T00:27:24.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,6.652431011826544,91.91176470588235,1610612745,14,17,2025-04-03T00:29:33Z,870000,False,-210.0,10.0,1,left,MISS J. Green 20' Jump Shot,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,20.98,Missed,,,,,,,,,,,,,,,,,,
90,PT05M37.00S,2025-04-03T00:27:26.2Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612762,14,17,2025-04-03T00:30:25Z,880000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Mid-Range,16-24 Left,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M37.00S,2025-04-03T00:27:35.6Z,1,REGULAR,foul,personal,[],1641708,,,1610612762,14,17,2025-04-03T00:30:31Z,890000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1630231]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,1199.0,,,,,,,,,,1.0,0.0,Martin,1630231.0
93,PT05M13.00S,2025-04-03T00:28:04.6Z,1,REGULAR,2pt,Jump Shot,[],1629012,76.2976346911958,69.6078431372549,1610612762,14,17,2025-04-03T00:28:12Z,910000,False,98.0,170.0,1,right,MISS C. Sexton 19' fadeaway Shot,[1629012],1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right Center,19.65,Missed,,,,,,,,,,,,,,,,,,
94,PT05M12.00S,2025-04-03T00:28:05.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,17,2025-04-03T00:28:12Z,920000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT05M04.00S,2025-04-03T00:28:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.835085413929041,48.77450980392157,1610612745,14,17,2025-04-03T00:28:56Z,930000,False,6.0,21.0,1,left,MISS A. Thompson driving finger roll Layup,[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
96,PT05M03.00S,2025-04-03T00:28:14.2Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,14,17,2025-04-03T00:28:24Z,940000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,
97,PT05M02.00S,2025-04-03T00:28:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612745,16,17,2025-04-03T00:28:16Z,950000,False,0.0,0.0,1,left,J. Landale tip Layup (2 PTS),[1629111],1610612745.0,HOU,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,2.0,,,,,,,,,,,,
98,PT05M02.00S,2025-04-03T00:28:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,16,17,2025-04-03T00:28:21Z,960000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M02.00S,2025-04-03T00:30:23.3Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,16,17,2025-04-03T00:31:09Z,970000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M02.00S,2025-04-03T00:30:23.3Z,1,REGULAR,substitution,in,[],1630548,,,1610612762,16,17,2025-04-03T00:31:09Z,980000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M39.00S,2025-04-03T00:31:33.1Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612762,16,17,2025-04-03T00:36:34Z,990000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Collier 2 FT),"[1628415, 1642268]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,,,,,1.0,1.0,Collier,1642268.0
103,PT04M39.00S,2025-04-03T00:31:58.5Z,1,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,16,18,2025-04-03T00:33:08Z,1010000,False,,,0,,I. Collier Free Throw 1 of 2 (9 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
109,PT04M39.00S,2025-04-03T00:31:58.5Z,1,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,16,18,2025-04-03T00:33:08Z,1015000,False,,,0,,MISS I. Collier Free Throw 2 of 2,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT04M39.00S,2025-04-03T00:31:58.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,16,18,2025-04-03T00:33:08Z,1017500,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,109.0,2.0,1.0,1.0,,,,,,,,,,,,,,
104,PT04M24.00S,2025-04-03T00:32:32.4Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,16,18,2025-04-03T00:33:48Z,1020000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,1146.0,,,,,,,1.0,,,,,,
105,PT04M12.00S,2025-04-03T00:32:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630548,92.46057818659659,56.372549019607845,1610612762,16,20,2025-04-03T00:32:49Z,1030000,False,32.0,18.0,1,right,J. Juzang driving finger roll Layup (2 PTS) (K. Martin 1 AST),"[1630548, 1630231]",1610612762.0,UTA,driving finger roll,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,2.0,K. Martin,1630231.0,1.0,,,,,,,,,
107,PT03M56.00S,2025-04-03T00:32:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.915243101182654,46.32352941176471,1610612745,18,20,2025-04-03T00:35:08Z,1050000,False,18.0,13.0,1,left,J. Green driving Layup (5 PTS) (J. Landale 1 AST),"[1630224, 1629111]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,5.0,J. Landale,1629111.0,1.0,,,,,,,,,
111,PT03M45.00S,2025-04-03T00:33:14.4Z,1,REGULAR,foul,personal,[],1630224,,,1610612762,18,20,2025-04-03T00:33:27Z,1070000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1642271]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Filipowski,1642271.0
113,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612762,18,20,2025-04-03T00:33:27Z,1090000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,out,[],1642268,,,1610612762,18,20,2025-04-03T00:33:27Z,1100000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,18,20,2025-04-03T00:33:27Z,1110000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612762,18,20,2025-04-03T00:33:27Z,1120000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,18,20,2025-04-03T00:33:27Z,1130000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M45.00S,2025-04-03T00:33:20.2Z,1,REGULAR,substitution,in,[],1629004,,,1610612762,18,20,2025-04-03T00:33:27Z,1140000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M29.00S,2025-04-03T00:33:53.7Z,1,REGULAR,3pt,Jump Shot,[],1641718,70.64717477003943,25.98039215686275,1610612762,18,20,2025-04-03T00:34:03Z,1150000,False,-120.0,223.0,1,right,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
120,PT03M27.00S,2025-04-03T00:33:55.7Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612762,18,20,2025-04-03T00:34:03Z,1160000,False,,,0,,K. Martin REBOUND (Off:1 Def:1),[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Left Center,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,,
121,PT03M19.00S,2025-04-03T00:34:04.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,73.01248357424441,84.55882352941177,1610612762,18,20,2025-04-03T00:34:14Z,1170000,False,173.0,201.0,1,right,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2025-04-03T00:34:05.4Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,18,20,2025-04-03T00:34:14Z,1180000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,121.0,3.0,1.0,2.0,,,,,,,,,,,,,,
123,PT03M14.00S,2025-04-03T00:34:12.2Z,1,REGULAR,turnover,traveling,[],1629004,,,1610612762,18,20,2025-04-03T00:34:21Z,1190000,False,,,0,,S. Mykhailiuk traveling TURNOVER (1 TO),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,,,,,,,1199.0,,,,,,,1.0,,,,,,
124,PT03M03.00S,2025-04-03T00:34:29.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,22.158344283837057,38.72549019607843,1610612745,18,20,2025-04-03T00:34:38Z,1200000,False,56.0,156.0,1,left,MISS J. Green 16' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,16.57,Missed,,,,,,,,,,,,,,,,,,
125,PT03M02.00S,2025-04-03T00:34:30.8Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,18,20,2025-04-03T00:35:14Z,1210000,False,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,124.0,2.0,0.0,2.0,,,,,,,,,,,,,,
126,PT02M53.00S,2025-04-03T00:34:39.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,15.719448094612352,77.20588235294117,1610612745,20,20,2025-04-03T00:34:45Z,1220000,False,-136.0,95.0,1,left,D. Brooks 16' pullup Jump Shot (10 PTS),[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left,16.61,Made,,,,,,10.0,,,,,,,,,,,,
127,PT02M43.00S,2025-04-03T00:34:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630548,89.30683311432325,96.07843137254902,1610612762,20,20,2025-04-03T00:34:56Z,1230000,False,230.0,48.0,1,right,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2025-04-03T00:34:51.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,20,20,2025-04-03T00:35:08Z,1240000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT02M36.00S,2025-04-03T00:35:00.3Z,1,REGULAR,foul,personal,[],1630548,,,1610612745,20,20,2025-04-03T00:35:03Z,1250000,False,,,0,,J. Juzang personal FOUL (1 PF),"[1630548, 1631095]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,,,,,1199.0,,,,,,,,,,1.0,0.0,Smith Jr.,1631095.0
133,PT02M36.00S,2025-04-03T00:35:15.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,20,20,2025-04-03T00:35:18Z,1270000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M36.00S,2025-04-03T00:35:15.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,20,20,2025-04-03T00:35:18Z,1280000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M32.00S,2025-04-03T00:35:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.40801576872536,45.83333333333333,1610612745,23,20,2025-04-03T00:35:34Z,1290000,False,21.0,252.0,1,left,J. Green 25' 3PT  (8 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.3,Made,,,,,,8.0,A. Sengun,1630578.0,3.0,,,,,,,,,
137,PT02M19.00S,2025-04-03T00:35:43.9Z,1,REGULAR,foul,personal,[],1630578,,,1610612762,23,20,2025-04-03T00:36:27Z,1310000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1630231]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Martin,1630231.0
139,PT02M19.00S,2025-04-03T00:36:27.0Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,23,20,2025-04-03T00:36:30Z,1330000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2025-04-03T00:36:27.0Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,23,20,2025-04-03T00:36:30Z,1340000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M08.00S,2025-04-03T00:36:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630548,64.86530880420499,25.0,1610612762,23,20,2025-04-03T00:36:59Z,1350000,False,-125.0,278.0,1,right,MISS J. Juzang 30' pullup 3PT,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,30.46,Missed,,,,,,,,,,,,,,,,,,
142,PT02M07.00S,2025-04-03T00:36:51.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,23,20,2025-04-03T00:36:59Z,1360000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,,
143,PT01M59.00S,2025-04-03T00:37:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631095,6.915243101182654,53.431372549019606,1610612745,25,20,2025-04-03T00:37:11Z,1370000,False,-17.0,13.0,1,left,J. Smith Jr. driving finger roll Layup (2 PTS),[1631095],1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,2.0,,,,,,,,,,,,
144,PT01M59.00S,2025-04-03T00:37:04.9Z,1,REGULAR,violation,defensive goaltending,[],1631117,,,1610612745,25,20,2025-04-03T00:37:11Z,1380000,False,,,0,,W. Kessler defensive goaltending VIOLATION,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
145,PT01M50.00S,2025-04-03T00:37:19.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,73.14388961892247,15.686274509803921,1610612762,25,20,2025-04-03T00:41:17Z,1390000,False,-172.0,200.0,1,right,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
146,PT01M48.00S,2025-04-03T00:37:21.8Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,25,20,2025-04-03T00:37:30Z,1400000,False,,,0,,W. Kessler REBOUND (Off:3 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,145.0,4.0,1.0,3.0,,,,,,,,,,,,,,
147,PT01M44.00S,2025-04-03T00:37:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641729,92.06636005256242,46.568627450980394,1610612762,25,20,2025-04-03T00:43:02Z,1410000,False,-17.0,22.0,1,right,MISS B. Sensabaugh cutting Layup - blocked,"[1641729, 1629111]",1610612762.0,UTA,cutting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,Landale,1629111.0,,,,,,,
170,PT01M44.00S,2025-04-03T00:37:25.6Z,1,REGULAR,block,,[],1629111,,,1610612762,25,20,2025-04-03T00:42:24Z,1415000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M42.00S,2025-04-03T00:37:27.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,25,20,2025-04-03T00:37:33Z,1420000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,147.0,4.0,3.0,1.0,,,,,,,,,,,,,,
149,PT01M39.00S,2025-04-03T00:37:30.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630578,5.469776609724048,49.01960784313725,1610612745,27,20,2025-04-03T00:37:37Z,1430000,False,5.0,-1.0,1,left,A. Sengun running DUNK (3 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,
151,PT01M25.00S,2025-04-03T00:37:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,83.52496714848883,63.48039215686274,1610612762,27,20,2025-04-03T00:37:53Z,1450000,False,67.0,102.0,1,right,MISS J. Juzang 12' driving floating Shot,[1630548],1610612762.0,UTA,driving floating,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Right,12.26,Missed,,,,,,,,,,,,,,,,,,
152,PT01M24.00S,2025-04-03T00:37:44.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,27,20,2025-04-03T00:37:53Z,1460000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,151.0,5.0,4.0,1.0,,,,,,,,,,,,,,
153,PT01M17.00S,2025-04-03T00:37:54.9Z,1,REGULAR,foul,personal,[],1630231,,,1610612745,27,20,2025-04-03T00:38:02Z,1470000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 1630578]",1610612762.0,UTA,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,,,,,,1.0,0.0,Sengun,1630578.0
155,PT01M17.00S,2025-04-03T00:38:02.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,27,20,2025-04-03T00:38:05Z,1490000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M17.00S,2025-04-03T00:38:02.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,27,20,2025-04-03T00:38:05Z,1500000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M09.00S,2025-04-03T00:38:37.7Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,27,20,2025-04-03T00:38:43Z,1510000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1631117]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Kessler,1631117.0,,,,
158,PT01M09.00S,2025-04-03T00:38:37.7Z,1,REGULAR,steal,,[],1631117,,,1610612762,27,20,2025-04-03T00:38:40Z,1520000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
159,PT01M02.00S,2025-04-03T00:38:44.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630548,96.00854139290408,3.6764705882352944,1610612762,27,23,2025-04-03T00:42:18Z,1530000,False,-232.0,-15.0,1,right,J. Juzang 3PT running (5 PTS) (S. Mykhailiuk 1 AST),"[1630548, 1629004]",1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,23.21,Made,,,,,,5.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,
161,PT00M44.10S,2025-04-03T00:39:04.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,20.844283837056505,90.68627450980392,1610612745,30,23,2025-04-03T00:39:15Z,1550000,False,-203.0,143.0,1,left,J. Smith Jr. 24' 3PT step back (5 PTS) (T. Eason 2 AST),"[1631095, 1631106]",1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,5.0,T. Eason,1631106.0,2.0,,,,,,,,,
163,PT00M32.20S,2025-04-03T00:39:23.1Z,1,REGULAR,3pt,Jump Shot,[],1641729,79.71419185282524,7.598039215686274,1610612762,30,26,2025-04-03T00:39:34Z,1570000,False,-212.0,138.0,1,right,B. Sensabaugh 25' 3PT  (3 PTS) (S. Mykhailiuk 2 AST),"[1641729, 1629004]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,,,3.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,
165,PT00M16.60S,2025-04-03T00:39:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628988,33.722076215505915,62.00980392156863,1610612745,33,26,2025-04-03T00:39:49Z,1590000,False,-60.0,264.0,1,left,A. Holiday 27' 3PT  (3 PTS) (A. Sengun 4 AST),"[1628988, 1630578]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,27.12,Made,,,,,,3.0,A. Sengun,1630578.0,4.0,,,,,,,,,
167,PT00M03.70S,2025-04-03T00:40:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630231,90.62089356110381,4.166666666666666,1610612762,33,26,2025-04-03T00:41:07Z,1610000,False,-229.0,36.0,1,right,MISS K. Martin 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
168,PT00M02.50S,2025-04-03T00:40:04.7Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,33,26,2025-04-03T00:41:07Z,1620000,False,,,0,,W. Kessler REBOUND (Off:4 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,167.0,5.0,1.0,4.0,,,,,,,,,,,,,,
169,PT00M00.00S,2025-04-03T00:40:19.1Z,1,REGULAR,period,end,[],0,,,1610612762,33,26,2025-04-03T00:40:19Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-04-03T00:42:18.7Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612762,33,26,2025-04-03T00:42:48Z,1640000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
