actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT03M56.00S,2024-12-20T01:24:39.6Z,1,REGULAR,foul,personal,[],1629750,,,1610612745,28,16,2024-12-20T01:24:48Z,850000,False,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1630224]",1610612740.0,NOP,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,1626302.0,,,,,,,,,,,,,,1.0,0.0,Green,1630224.0,,
88,PT03M49.00S,2024-12-20T01:25:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,13.87976346911958,58.57843137254902,1610612745,30,16,2024-12-20T01:25:08Z,870000,False,-43.0,78.0,1,left,D. Brooks 8' pullup Jump Shot (4 PTS) (J. Green 2 AST),"[1628415, 1630224]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,8.9,Made,4.0,,,,,J. Green,1630224.0,2.0,,,,,,,,
90,PT03M28.00S,2024-12-20T01:25:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,64.86530880420499,23.52941176470588,1610612740,30,16,2024-12-20T01:25:29Z,890000,False,-132.0,278.0,1,right,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,30.77,Missed,,,,,,,,,,,,,,,,
91,PT03M26.00S,2024-12-20T01:25:26.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,30,16,2024-12-20T01:25:29Z,900000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,,,
92,PT03M16.00S,2024-12-20T01:25:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,13.485545335085414,36.76470588235294,1610612745,32,16,2024-12-20T01:28:24Z,910000,False,66.0,74.0,1,left,D. Brooks 9' fadeaway Jump Shot (6 PTS),[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,9.95,Made,6.0,,,,,,,,,,,,,,,
93,PT03M00.00S,2024-12-20T01:25:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,82.7365308804205,37.5,1610612740,32,18,2024-12-20T01:25:59Z,920000,False,-62.0,110.0,1,right,D. Murray 12' fadeaway Jump Shot (5 PTS),[1627749],1610612740.0,NOP,fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,12.63,Made,5.0,,,,,,,,,,,,,,,
94,PT02M45.00S,2024-12-20T01:26:07.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,22.421156373193167,9.803921568627452,1610612745,32,18,2024-12-20T01:26:13Z,930000,False,201.0,158.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,25.59,Missed,,,,,,,,,,,,,,,,
95,PT02M41.00S,2024-12-20T01:26:11.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,32,18,2024-12-20T01:26:13Z,940000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT02M34.00S,2024-12-20T01:26:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,91.67214191852825,40.44117647058824,1610612740,32,20,2024-12-20T01:26:26Z,950000,False,-48.0,26.0,1,right,D. Murray driving floating bank Jump Shot (7 PTS),[1627749],1610612740.0,NOP,driving floating bank,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,5.43,Made,7.0,,,,,,,,,,,,,,,
98,PT02M14.00S,2024-12-20T01:27:36.8Z,1,REGULAR,foul,personal,[],1641998,,,1610612745,32,20,2024-12-20T01:27:42Z,970000,False,,,0,,T. Jemison III personal FOUL (1 PF),"[1641998, 1627832]",1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,Mid-Range,16-24 Center,1627539.0,,,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
100,PT02M14.00S,2024-12-20T01:28:02.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,32,20,2024-12-20T01:28:02Z,990000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M14.00S,2024-12-20T01:28:56.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,32,20,2024-12-20T01:29:51Z,1000000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M14.00S,2024-12-20T01:28:56.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,32,20,2024-12-20T01:29:51Z,1010000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M14.00S,2024-12-20T01:28:56.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,32,20,2024-12-20T01:29:51Z,1020000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M14.00S,2024-12-20T01:28:56.9Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,32,20,2024-12-20T01:29:51Z,1030000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M01.00S,2024-12-20T01:30:07.0Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612745,32,20,2024-12-20T01:31:12Z,1040000,False,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1627749]",1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Murray,1627749.0,,,,,,
106,PT02M01.00S,2024-12-20T01:30:07.0Z,1,REGULAR,steal,,[],1627749,,,1610612740,32,20,2024-12-20T01:30:08Z,1050000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
107,PT01M50.00S,2024-12-20T01:30:18.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641722,84.97043363994744,57.59803921568627,1610612740,32,22,2024-12-20T01:30:39Z,1060000,False,38.0,89.0,1,right,J. Hawkins 9' pullup Jump Shot (2 PTS),[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,,9.66,Made,2.0,,,,,,,,,,,,,,,
108,PT01M29.00S,2024-12-20T01:30:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.389618922470433,47.05882352941176,1610612745,34,22,2024-12-20T01:33:43Z,1070000,False,15.0,8.0,1,left,A. Thompson alley-oop DUNK (2 PTS) (F. VanVleet 2 AST),"[1641708, 1627832]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,1.65,Made,2.0,,,,,F. VanVleet,1627832.0,2.0,,,,,,,,
110,PT01M15.00S,2024-12-20T01:30:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,66.44218134034165,28.921568627450984,1610612740,34,25,2024-12-20T01:33:50Z,1090000,False,-105.0,263.0,1,right,T. Murphy III 28' 3PT  (9 PTS) (D. Murray 2 AST),"[1630530, 1627749]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,28.32,Made,9.0,,,,,D. Murray,1627749.0,2.0,,,,,,,,
112,PT01M05.00S,2024-12-20T01:31:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612745,34,25,2024-12-20T01:31:15Z,1110000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1630530, 1627832]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,,,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
114,PT01M05.00S,2024-12-20T01:31:31.5Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612745,35,25,2024-12-20T01:31:31Z,1130000,False,,,0,,F. VanVleet Free Throw 1 of 2 (7 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
115,PT01M05.00S,2024-12-20T01:31:32.0Z,1,REGULAR,substitution,out,[],203500,,,1610612745,35,25,2024-12-20T01:31:36Z,1140000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M05.00S,2024-12-20T01:31:32.0Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,35,25,2024-12-20T01:31:36Z,1150000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M05.00S,2024-12-20T01:31:55.7Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612745,36,25,2024-12-20T01:31:55Z,1160000,False,,,0,,F. VanVleet Free Throw 2 of 2 (8 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
118,PT00M43.70S,2024-12-20T01:32:18.1Z,1,REGULAR,2pt,Jump Shot,[],1627749,81.15965834428384,70.09803921568627,1610612740,36,25,2024-12-20T01:32:24Z,1170000,False,100.0,125.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,16.01,Missed,,,,,,,,,,,,,,,,
119,PT00M40.60S,2024-12-20T01:32:21.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,36,25,2024-12-20T01:32:24Z,1180000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,118.0,3.0,3.0,0.0,,,,,,,,,,,
120,PT00M22.50S,2024-12-20T01:32:37.7Z,1,REGULAR,3pt,Jump Shot,[],1628988,4.812746386333772,96.07843137254902,1610612745,39,25,2024-12-20T01:32:51Z,1190000,False,-230.0,-7.0,1,left,A. Holiday 3PT  (3 PTS) (F. VanVleet 3 AST),"[1628988, 1627832]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,,,23.05,Made,3.0,,,,,F. VanVleet,1627832.0,3.0,,,,,,,,
122,PT00M00.80S,2024-12-20T01:33:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,86.28449408672799,37.00980392156863,1610612740,39,25,2024-12-20T01:33:11Z,1210000,False,-65.0,76.0,1,right,MISS D. Murray 10' fadeaway Shot,[1627749],1610612740.0,NOP,fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,10.03,Missed,,,,,,,,,,,,,,,,
123,PT00M00.80S,2024-12-20T01:33:04.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,39,25,2024-12-20T01:33:11Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,122.0,,,,,,,,,,,,,,
124,PT00M00.00S,2024-12-20T01:33:11.1Z,1,REGULAR,period,end,[],0,,,1610612740,39,25,2024-12-20T01:33:11Z,1230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612740,39,25,2024-12-20T01:35:50Z,1240000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,out,['startperiod'],1627749,,,1610612740,39,25,2024-12-20T01:35:50Z,1250000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,39,25,2024-12-20T01:35:50Z,1260000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,out,['startperiod'],1641998,,,1610612740,39,25,2024-12-20T01:35:50Z,1270000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612740,39,25,2024-12-20T01:35:50Z,1280000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,39,25,2024-12-20T01:35:50Z,1290000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,39,25,2024-12-20T01:35:50Z,1300000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-12-20T01:35:15.3Z,2,REGULAR,substitution,in,['startperiod'],1630527,,,1610612740,39,25,2024-12-20T01:35:50Z,1310000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-12-20T01:35:51.8Z,2,REGULAR,period,start,[],0,,,1610612740,39,25,2024-12-20T01:35:51Z,1320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT11M47.00S,2024-12-20T01:36:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.9060446780552,38.970588235294116,1610612740,39,25,2024-12-20T01:36:10Z,1330000,False,-55.0,5.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 1642263]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,5.53,Missed,,,,,,,,,,,,,,,Sheppard,1642263.0
135,PT11M47.00S,2024-12-20T01:36:03.9Z,2,REGULAR,block,,[],1642263,,,1610612740,39,25,2024-12-20T01:36:07Z,1340000,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT11M43.00S,2024-12-20T01:36:07.9Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,39,25,2024-12-20T01:36:10Z,1350000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT11M35.00S,2024-12-20T01:36:15.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,9.806176084099869,47.05882352941176,1610612745,39,25,2024-12-20T01:37:29Z,1360000,False,15.0,40.0,1,left,MISS A. Sengun cutting DUNK,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,4.23,Missed,,,,,,,,,,,,,,,,
138,PT11M31.00S,2024-12-20T01:36:19.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,39,25,2024-12-20T01:36:22Z,1370000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,
139,PT11M26.00S,2024-12-20T01:36:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,85.49605781865965,39.46078431372549,1610612740,39,25,2024-12-20T01:38:51Z,1380000,False,-53.0,84.0,1,right,MISS J. Hawkins 9' fadeaway Shot,[1641722],1610612740.0,NOP,fadeaway,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Left,,,9.9,Missed,,,,,,,,,,,,,,,,
140,PT11M24.00S,2024-12-20T01:36:26.5Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612745,39,25,2024-12-20T01:36:32Z,1390000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Left,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,
141,PT11M20.00S,2024-12-20T01:36:31.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628988,9.806176084099869,42.15686274509804,1610612745,39,25,2024-12-20T01:39:46Z,1400000,False,39.0,40.0,1,left,MISS A. Holiday running Layup - blocked,"[1628988, 1641722]",1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,5.58,Missed,,,,,,,,,,,,,,,Hawkins,1641722.0
142,PT11M20.00S,2024-12-20T01:36:31.7Z,2,REGULAR,block,,[],1641722,,,1610612745,39,25,2024-12-20T01:36:34Z,1410000,False,,,0,,J. Hawkins BLOCK (1 BLK),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT11M15.00S,2024-12-20T01:36:36.7Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612740,39,25,2024-12-20T01:36:42Z,1420000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,
144,PT11M13.00S,2024-12-20T01:36:37.5Z,2,REGULAR,turnover,lost ball,[],1630527,,,1610612740,39,25,2024-12-20T01:36:45Z,1430000,False,,,0,,B. Boston lost ball TURNOVER (1 TO),"[1630527, 1642263]",1610612740.0,NOP,,,,Boston,B. Boston,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Sheppard,1642263.0,,,,,,
145,PT11M13.00S,2024-12-20T01:36:37.5Z,2,REGULAR,steal,,[],1642263,,,1610612745,39,25,2024-12-20T01:36:39Z,1440000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT11M09.00S,2024-12-20T01:36:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628988,27.677398160315374,15.441176470588236,1610612745,39,25,2024-12-20T01:36:55Z,1450000,False,173.0,208.0,1,left,MISS A. Holiday 27' running 3PT,[1628988],1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,27.02,Missed,,,,,,,,,,,,,,,,
147,PT11M05.00S,2024-12-20T01:36:45.5Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,39,25,2024-12-20T01:36:55Z,1460000,False,,,0,,B. Boston REBOUND (Off:0 Def:1),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Right Center,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,
148,PT10M57.00S,2024-12-20T01:36:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,90.48948751642575,40.44117647058824,1610612740,39,25,2024-12-20T01:37:01Z,1470000,False,-48.0,37.0,1,right,MISS B. Boston 6' driving Layup,[1630527],1610612740.0,NOP,driving,,,Boston,B. Boston,,,,,In The Paint (Non-RA),0-8 Center,,,6.04,Missed,,,,,,,,,,,,,,,,
150,PT10M57.00S,2024-12-20T01:36:53.6Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,39,25,2024-12-20T01:37:01Z,1490000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,148.0,3.0,2.0,1.0,,,,,,,,,,,
151,PT10M57.00S,2024-12-20T01:36:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612740,39,25,2024-12-20T01:37:15Z,1500000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Missi 2 FT),"[1642263, 1642274]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Left,1626302.0,,,,,,,,,,,,,,1.0,0.0,Missi,1642274.0,,
153,PT10M57.00S,2024-12-20T01:37:27.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642274,,,1610612740,39,26,2024-12-20T01:37:46Z,1520000,False,,,0,,Y. Missi Free Throw 1 of 2 (5 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
154,PT10M57.00S,2024-12-20T01:37:27.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642274,,,1610612740,39,26,2024-12-20T01:37:46Z,1530000,False,,,0,,MISS Y. Missi Free Throw 2 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
155,PT10M57.00S,2024-12-20T01:37:27.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,39,26,2024-12-20T01:37:46Z,1540000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,154.0,4.0,4.0,0.0,,,,,,,,,,,
156,PT10M42.00S,2024-12-20T01:37:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,15.588042049934298,45.588235294117645,1610612745,39,26,2024-12-20T01:38:00Z,1550000,False,22.0,94.0,1,left,MISS A. Sengun 9' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,9.66,Missed,,,,,,,,,,,,,,,,
157,PT10M38.00S,2024-12-20T01:37:58.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,39,26,2024-12-20T01:38:00Z,1560000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT10M35.00S,2024-12-20T01:38:00.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,65.1281208935611,57.59803921568627,1610612740,39,26,2024-12-20T01:43:14Z,1570000,False,38.0,275.0,1,right,MISS C. McCollum 27' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,27.79,Missed,,,,,,,,,,,,,,,,
159,PT10M33.00S,2024-12-20T01:38:02.1Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612745,39,26,2024-12-20T01:38:08Z,1580000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT10M23.00S,2024-12-20T01:38:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.046649145860711,45.83333333333333,1610612745,39,26,2024-12-20T01:38:17Z,1590000,False,21.0,14.0,1,left,MISS A. Thompson Layup - blocked,"[1641708, 1629750]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,2.49,Missed,,,,,,,,,,,,,,,Green,1629750.0
161,PT10M23.00S,2024-12-20T01:38:13.0Z,2,REGULAR,block,,[],1629750,,,1610612745,39,26,2024-12-20T01:55:17Z,1600000,False,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT10M21.00S,2024-12-20T01:38:15.0Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,39,26,2024-12-20T01:38:17Z,1610000,False,,,0,,B. Boston REBOUND (Off:0 Def:2),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,
163,PT10M14.00S,2024-12-20T01:38:22.7Z,2,REGULAR,3pt,Jump Shot,[],1641722,92.90407358738501,2.9641544117647056,1610612740,39,29,2024-12-20T01:38:30Z,1620000,False,-235.0,14.0,1,right,J. Hawkins 3PT  (5 PTS) (C. McCollum 3 AST),"[1641722, 203468]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,23.56,Made,5.0,,,,,C. McCollum,203468.0,3.0,,,,,,,,
165,PT10M00.00S,2024-12-20T01:38:36.1Z,2,REGULAR,3pt,Jump Shot,[],1631095,25.18068331143233,11.76470588235294,1610612745,42,29,2024-12-20T01:38:42Z,1640000,False,191.0,184.0,1,left,J. Smith Jr. 26' 3PT  (9 PTS) (A. Holiday 1 AST),"[1631095, 1628988]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,26.55,Made,9.0,,,,,A. Holiday,1628988.0,1.0,,,,,,,,
166,PT09M35.00S,2024-12-20T01:39:00.3Z,2,REGULAR,3pt,Jump Shot,[],203468,65.39093298291722,54.166666666666664,1610612740,42,29,2024-12-20T01:39:05Z,1650000,False,21.0,273.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,27.36,Missed,,,,,,,,,,,,,,,,
