actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-21T01:10:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-21T01:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-21T01:10:47.5Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2024-11-21T01:10:47Z,40000,False,,,0,,Jump Ball M. Turner vs. A. Sengun: Tip to P. Siakam,"[1627783, 1626167, 1630578]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Turner,1626167.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-11-21T01:11:03.3Z,1,REGULAR,3pt,Jump Shot,[],1631245,27.808804204993432,79.90196078431373,1610612754,0,0,2024-11-21T01:11:08Z,70000,False,-150.0,209.0,1,left,MISS Q. Jackson 25' 3PT,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-11-21T01:11:07.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,0,2024-11-21T01:11:08Z,80000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-11-21T01:11:14.8Z,1,REGULAR,foul,personal,[],1631245,,,1610612745,0,0,2024-11-21T01:11:22Z,90000,False,,,0,,Q. Jackson personal FOUL (1 PF),"[1631245, 1630578]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,1628481.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
11,PT11M18.00S,2024-11-21T01:11:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,50.245098039215684,1610612745,2,0,2024-11-21T01:11:55Z,110000,False,1.0,13.0,1,right,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M01.00S,2024-11-21T01:12:01.9Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,2,0,2024-11-21T01:18:24Z,130000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1630224]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Green,1630224.0,,,,,
14,PT11M01.00S,2024-11-21T01:12:01.9Z,1,REGULAR,steal,,[],1630224,,,1610612745,2,0,2024-11-21T01:12:04Z,140000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2024-11-21T01:12:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,94.43166885676742,52.69607843137255,1610612745,4,0,2024-11-21T01:12:13Z,150000,False,13.0,0.0,1,right,J. Green running finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M41.00S,2024-11-21T01:12:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,5.863994743758213,48.77450980392157,1610612754,4,2,2024-11-21T01:12:30Z,160000,False,6.0,3.0,1,left,Q. Jackson driving reverse Layup (2 PTS),[1631245],1610612754.0,IND,driving reverse,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,,,2.0,,,,,,,,
