actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-23T01:12:01.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-23T01:12:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2025-01-23T01:12:04.6Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,0,0,2025-01-23T01:12:04Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Allen: Tip to J. Green,"[1630224, 1630578, 1628386]",1610612745.0,HOU,startperiod,J. Green,1630224.0,Green,J. Green,Sengun,1630578.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2025-01-23T01:12:07.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,24.917871222076215,49.01960784313725,1610612745,2,0,2025-01-23T01:12:45Z,70000,False,5.0,182.0,1,left,J. Green 18' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,18.18,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-01-23T01:12:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,80.89684625492772,51.470588235294116,1610612739,2,2,2025-01-23T01:13:30Z,90000,False,7.0,127.0,1,right,D. Mitchell 12' driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,12.73,Made,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
10,PT10M55.00S,2025-01-23T01:12:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,29.517082785808146,71.07843137254902,1610612745,2,2,2025-01-23T01:12:59Z,100000,False,-105.0,225.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,,,,,,,,,,,,,,,,,
11,PT10M54.00S,2025-01-23T01:12:55.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,2,2,2025-01-23T01:12:55Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,,,,,,,,,,,,,
12,PT10M54.00S,2025-01-23T01:12:56.1Z,1,REGULAR,foul,personal,[],1629731,,,1610612745,2,2,2025-01-23T01:13:02Z,120000,False,,,0,,D. Wade loose ball personal FOUL (1 PF),"[1629731, 1630578]",1610612739.0,CLE,loose ball,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
14,PT10M40.00S,2025-01-23T01:13:18.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,23.078186596583443,32.84313725490196,1610612745,2,2,2025-01-23T01:13:25Z,140000,False,86.0,164.0,1,left,MISS J. Green 18' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,18.54,Missed,,,,,,,,,,,,,,,,,,
15,PT10M38.00S,2025-01-23T01:13:20.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,2,2025-01-23T01:13:25Z,150000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,14.0,,,,,,1.0,1.0,0.0,,,,,
16,PT10M25.00S,2025-01-23T01:13:31.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,83.919185282523,94.6078431372549,1610612739,2,5,2025-01-23T01:13:36Z,160000,False,223.0,99.0,1,right,D. Mitchell 24' 3PT  (5 PTS) (M. Strus 1 AST),"[1628378, 1629622]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.39,Made,5.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,
18,PT10M13.00S,2025-01-23T01:13:44.2Z,1,REGULAR,2pt,Jump Shot,[],1630578,8.886333771353483,28.186274509803923,1610612745,4,5,2025-01-23T01:18:58Z,180000,False,109.0,31.0,1,left,A. Sengun 11' floating Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,11.34,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
20,PT10M03.00S,2025-01-23T01:13:55.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.38436268068331,25.245098039215684,1610612739,4,5,2025-01-23T01:13:59Z,200000,False,-124.0,226.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2025-01-23T01:13:55.2Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,4,5,2025-01-23T01:13:59Z,210000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,,,,20.0,,,,,,1.0,0.0,1.0,,,,,
22,PT09M58.00S,2025-01-23T01:13:59.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,70.38436268068331,73.2843137254902,1610612739,4,8,2025-01-23T01:14:03Z,220000,False,116.0,226.0,1,right,D. Garland 25' 3PT  (3 PTS) (D. Wade 1 AST),"[1629636, 1629731]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.41,Made,3.0,D. Wade,1629731.0,1.0,,,,,,,,,,,,,,
