actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
82,PT04M05.00S,2024-11-05T02:00:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,86.5473061760841,39.950980392156865,1610612745,23,18,2024-11-05T02:00:41Z,820000,False,-50.0,74.0,1,right,F. VanVleet 8' bank Jump Shot (8 PTS),[1627832],1610612745.0,HOU,bank,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Made,8.0,8.94,,,,,,,,,,,
83,PT03M51.00S,2024-11-05T02:00:51.2Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612752,23,18,2024-11-05T02:01:14Z,830000,False,,,0,,K. Towns lost ball out-of-bounds TURNOVER (1 TO),[1626157],1610612752.0,NYK,lost ball,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,204059.0,1.0,,,,,,,,,,,,,,,,,,
84,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,23,18,2024-11-05T02:01:09Z,840000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612745,23,18,2024-11-05T02:01:09Z,850000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612745,23,18,2024-11-05T02:01:09Z,860000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,23,18,2024-11-05T02:01:09Z,870000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,in,[],1630579,,,1610612745,23,18,2024-11-05T02:01:09Z,880000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M51.00S,2024-11-05T02:00:53.7Z,1,REGULAR,substitution,in,[],1630540,,,1610612745,23,18,2024-11-05T02:01:09Z,890000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M31.00S,2024-11-05T02:01:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,90.09526938239159,58.08823529411765,1610612745,23,18,2024-11-05T02:01:37Z,900000,False,40.0,41.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.73,,,,,,,,,,,
91,PT03M31.00S,2024-11-05T02:01:33.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,23,18,2024-11-05T02:01:33Z,910000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,90.0,1.0,0.0,1.0,,,,,,,
92,PT03M31.00S,2024-11-05T02:01:33.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203500,94.40999984741211,50.0,1610612745,23,18,2024-11-05T02:01:49Z,920000,False,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,0.0,,,,,,,,,,,
93,PT03M31.00S,2024-11-05T02:01:33.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,23,18,2024-11-05T02:01:49Z,930000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,92.0,,,,,,,,,,
94,PT03M19.00S,2024-11-05T02:01:54.1Z,1,REGULAR,2pt,Jump Shot,[],1628973,17.296320630749015,24.019607843137255,1610612752,23,20,2024-11-05T02:02:03Z,940000,False,130.0,110.0,1,left,J. Brunson 17' step back Jump Shot (7 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,Made,7.0,17.03,,,,,,,,,,,
95,PT03M04.00S,2024-11-05T02:02:12.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1627832,90.3580814717477,40.19607843137255,1610612745,25,20,2024-11-05T02:02:27Z,950000,False,-49.0,38.0,1,right,F. VanVleet 6' driving floating Jump Shot (10 PTS),[1627832],1610612745.0,HOU,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,10.0,6.21,,,,,,,,,,,
96,PT03M04.00S,2024-11-05T02:02:19.2Z,1,REGULAR,violation,defensive goaltending,[],1630579,,,1610612745,25,20,2024-11-05T02:02:27Z,960000,False,,,0,,J. Sims defensive goaltending VIOLATION,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,
97,PT02M48.00S,2024-11-05T02:02:37.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,34.11629434954008,56.127450980392155,1610612752,25,20,2024-11-05T02:02:45Z,970000,False,-31.0,268.0,1,left,MISS M. Bridges 26' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.99,,,,,,,,,,,
98,PT02M45.00S,2024-11-05T02:02:40.7Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,25,20,2024-11-05T02:05:48Z,980000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,
99,PT02M36.00S,2024-11-05T02:02:49.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,87.46714848883047,18.872549019607842,1610612745,25,20,2024-11-05T02:02:56Z,990000,False,-156.0,65.0,1,right,MISS F. VanVleet 16' step back Shot,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left,,,,,,,Missed,,16.87,,,,,,,,,,,
100,PT02M35.00S,2024-11-05T02:02:50.1Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,25,20,2024-11-05T02:02:56Z,1000000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,
102,PT02M26.00S,2024-11-05T02:02:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.668199737187912,52.69607843137255,1610612752,25,20,2024-11-05T02:03:05Z,1010000,False,-13.0,85.0,1,left,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,8.65,,,,,,,,,,,
103,PT02M25.00S,2024-11-05T02:03:00.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,25,20,2024-11-05T02:03:05Z,1020000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,
104,PT02M17.00S,2024-11-05T02:03:07.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,89.70105124835742,97.54901960784314,1610612745,25,20,2024-11-05T02:03:16Z,1030000,False,238.0,44.0,1,right,MISS D. Brooks 24' pullup 3PT,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,24.18,,,,,,,,,,,
105,PT02M16.00S,2024-11-05T02:03:08.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,25,20,2024-11-05T02:03:16Z,1040000,False,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Right Corner 3,24+ Right,,,,,,,,,,104.0,2.0,0.0,2.0,,,,,,,
106,PT02M11.00S,2024-11-05T02:03:13.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,93.11760840998686,2.450980392156863,1610612745,25,20,2024-11-05T02:03:22Z,1050000,False,-238.0,12.0,1,right,MISS T. Eason pullup 3PT,[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.8,,,,,,,,,,,
107,PT02M09.00S,2024-11-05T02:03:15.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,25,20,2024-11-05T02:03:22Z,1060000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,,,,,,,,106.0,2.0,2.0,0.0,,,,,,,
108,PT01M55.00S,2024-11-05T02:03:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,9.280551905387648,59.31372549019608,1610612752,25,20,2024-11-05T02:03:43Z,1070000,False,-47.0,35.0,1,left,MISS O. Anunoby driving bank Shot,[1628384],1610612752.0,NYK,driving bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.81,,,,,,,,,,,
110,PT01M53.00S,2024-11-05T02:03:32.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,25,20,2024-11-05T02:03:43Z,1090000,False,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,108.0,3.0,1.0,2.0,,,,,,,
111,PT01M50.00S,2024-11-05T02:03:38.8Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612745,25,20,2024-11-05T02:03:45Z,1100000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1630579, 1627832]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,1627961.0,,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,
113,PT01M50.00S,2024-11-05T02:03:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,25,20,2024-11-05T02:03:49Z,1120000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M50.00S,2024-11-05T02:06:09.7Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,25,20,2024-11-05T02:06:31Z,1130000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M50.00S,2024-11-05T02:06:09.7Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,25,20,2024-11-05T02:06:31Z,1140000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M50.00S,2024-11-05T02:06:56.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612745,26,20,2024-11-05T02:06:56Z,1150000,False,,,0,,F. VanVleet Free Throw 1 of 2 (11 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
117,PT01M50.00S,2024-11-05T02:07:09.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612745,27,20,2024-11-05T02:07:09Z,1160000,False,,,0,,F. VanVleet Free Throw 2 of 2 (12 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
119,PT01M30.00S,2024-11-05T02:07:32.6Z,1,REGULAR,3pt,Jump Shot,[],1628384,21.369908015768726,94.36274509803921,1610612752,27,23,2024-11-05T02:08:29Z,1180000,False,-222.0,148.0,1,left,O. Anunoby 26' 3PT  (8 PTS) (J. Brunson 2 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,8.0,26.69,,,,,J. Brunson,1628973.0,2.0,,,,
121,PT01M13.00S,2024-11-05T02:07:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,85.49605781865965,53.67647058823529,1610612745,29,23,2024-11-05T02:07:53Z,1200000,False,18.0,84.0,1,right,F. VanVleet 8' driving finger roll Layup (14 PTS) (S. Adams 1 AST),"[1627832, 203500]",1610612745.0,HOU,driving finger roll,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,14.0,8.58,,,,,S. Adams,203500.0,1.0,,,,
123,PT00M56.80S,2024-11-05T02:08:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.280551905387648,59.31372549019608,1610612752,29,23,2024-11-05T02:08:16Z,1220000,False,-47.0,35.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.81,,,,,,,,,,,
124,PT00M55.90S,2024-11-05T02:08:05.6Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,29,23,2024-11-05T02:08:16Z,1230000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,123.0,3.0,2.0,1.0,,,,,,,
125,PT00M48.20S,2024-11-05T02:08:12.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,9.149145860709593,4.166666666666666,1610612752,29,26,2024-11-05T02:10:33Z,1240000,False,229.0,34.0,1,left,M. Bridges 3PT  (6 PTS) (M. McBride 1 AST),"[1628969, 1630540]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,Made,6.0,23.16,,,,,M. McBride,1630540.0,1.0,,,,
127,PT00M28.20S,2024-11-05T02:08:37.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612745,29,26,2024-11-05T02:08:41Z,1260000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (Adams 2 FT),"[1630579, 203500]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,2.0,0.0,Adams,203500.0,,,,,,,,,,,,,,
129,PT00M28.20S,2024-11-05T02:09:08.1Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612745,30,26,2024-11-05T02:09:08Z,1280000,False,,,0,,S. Adams Free Throw 1 of 2 (1 PTS),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
130,PT00M28.20S,2024-11-05T02:09:08.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,30,26,2024-11-05T02:09:13Z,1290000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M28.20S,2024-11-05T02:09:08.6Z,1,REGULAR,substitution,out,[],1630579,,,1610612745,30,26,2024-11-05T02:09:13Z,1300000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M28.20S,2024-11-05T02:09:08.6Z,1,REGULAR,substitution,in,[],1628415,,,1610612745,30,26,2024-11-05T02:09:13Z,1310000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M28.20S,2024-11-05T02:09:08.6Z,1,REGULAR,substitution,in,[],1626157,,,1610612745,30,26,2024-11-05T02:09:13Z,1320000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M28.20S,2024-11-05T02:09:33.5Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612745,31,26,2024-11-05T02:09:33Z,1330000,False,,,0,,S. Adams Free Throw 2 of 2 (2 PTS),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
135,PT00M09.10S,2024-11-05T02:09:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630540,14.011169513797633,96.07843137254902,1610612752,31,26,2024-11-05T02:10:04Z,1340000,False,-230.0,79.0,1,left,MISS M. McBride 24' step back 3PT,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,24.36,,,,,,,,,,,
136,PT00M07.90S,2024-11-05T02:09:56.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,31,26,2024-11-05T02:10:04Z,1350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,
137,PT00M01.50S,2024-11-05T02:10:03.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1641708,91.5407358738502,34.80392156862745,1610612745,31,26,2024-11-05T02:10:13Z,1360000,False,-76.0,27.0,1,right,MISS A. Thompson 8' running Shot - blocked,"[1641708, 1626157]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,8.07,,,,,,,,Towns,1626157.0,,
138,PT00M01.50S,2024-11-05T02:10:03.2Z,1,REGULAR,block,,[],1626157,,,1610612745,31,26,2024-11-05T02:10:05Z,1370000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT00M01.50S,2024-11-05T02:10:03.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,26,2024-11-05T02:10:13Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,137.0,,,,,,,,,,
141,PT00M00.00S,2024-11-05T02:10:39.1Z,1,REGULAR,period,end,[],0,,,1610612745,31,26,2024-11-05T02:10:39Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612745,31,26,2024-11-05T02:13:01Z,1410000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612745,31,26,2024-11-05T02:13:01Z,1420000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612745,31,26,2024-11-05T02:13:01Z,1430000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612745,31,26,2024-11-05T02:13:01Z,1440000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612745,31,26,2024-11-05T02:13:01Z,1450000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,31,26,2024-11-05T02:13:01Z,1460000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612745,31,26,2024-11-05T02:13:01Z,1470000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,31,26,2024-11-05T02:13:01Z,1480000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612745,31,26,2024-11-05T02:13:01Z,1490000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-05T02:12:15.3Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612745,31,26,2024-11-05T02:13:01Z,1500000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-05T02:13:10.0Z,2,REGULAR,period,start,[],0,,,1610612745,31,26,2024-11-05T02:13:10Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M36.00S,2024-11-05T02:13:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.06636005256242,44.6078431372549,1610612745,33,26,2024-11-05T02:13:44Z,1520000,False,-27.0,22.0,1,right,A. Sengun Layup (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,Made,8.0,3.49,,,,,,,,,,,
154,PT11M36.00S,2024-11-05T02:13:38.3Z,2,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612745,33,26,2024-11-05T02:13:48Z,1530000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Sengun 1 FT),"[1626157, 1630578]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,204059.0,,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,
156,PT11M36.00S,2024-11-05T02:14:07.2Z,2,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,34,26,2024-11-05T02:14:07Z,1550000,False,,,0,,A. Sengun Free Throw 1 of 1 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
157,PT11M22.00S,2024-11-05T02:14:24.8Z,2,REGULAR,foul,personal,[],1631106,,,1610612752,34,26,2024-11-05T02:14:30Z,1560000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1626157]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,204059.0,,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,
160,PT11M16.00S,2024-11-05T02:15:10.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,34,26,2024-11-05T02:15:10Z,1590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M16.00S,2024-11-05T02:16:57.1Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,34,26,2024-11-05T02:17:08Z,1620000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (3 TO),[1628969],1610612752.0,NYK,lost ball,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,204059.0,3.0,,,,,,,,,,,,,,,,,,
164,PT11M02.00S,2024-11-05T02:18:18.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630224,91.40932982917214,52.69607843137255,1610612745,36,26,2024-11-05T02:18:22Z,1630000,False,13.0,28.0,1,right,J. Green driving DUNK (4 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,3.14,,,,,,,,,,,
166,PT10M45.00S,2024-11-05T02:18:37.1Z,2,REGULAR,3pt,Jump Shot,[],1628969,20.97568988173456,96.32352941176471,1610612752,36,26,2024-11-05T02:19:05Z,1650000,False,-232.0,145.0,1,left,MISS M. Bridges 27' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,27.31,,,,,,,,,,,
167,PT10M43.00S,2024-11-05T02:18:39.1Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,36,26,2024-11-05T02:18:51Z,1660000,False,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,166.0,4.0,3.0,1.0,,,,,,,
168,PT10M43.00S,2024-11-05T02:18:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.703679369250986,49.50980392156863,1610612752,36,28,2024-11-05T02:19:48Z,1670000,False,2.0,20.0,1,left,K. Towns putback Layup (5 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,2.01,,,,,,,,,,,
169,PT10M31.00S,2024-11-05T02:18:51.4Z,2,REGULAR,turnover,traveling,[],1630578,,,1610612745,36,28,2024-11-05T02:19:00Z,1680000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,1626302.0,1.0,,,,,,,,,,,,,,,,,,
