actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
83,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,in,[],1641708,,,1610612746,19,9,2024-11-16T01:24:17Z,830000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,in,[],1629645,,,1610612746,19,9,2024-11-16T01:24:17Z,840000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M38.00S,2024-11-16T01:24:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,91.80354796320631,56.372549019607845,1610612746,19,9,2024-11-16T01:25:08Z,850000,False,32.0,25.0,1,right,MISS D. Jones Jr. driving floating Shot - blocked,"[1627884, 1631106]",1610612746.0,LAC,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,Eason,1631106.0,,
88,PT04M38.00S,2024-11-16T01:24:40.5Z,1,REGULAR,block,,[],1631106,,,1610612746,19,9,2024-11-16T01:25:06Z,855000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT04M38.00S,2024-11-16T01:24:40.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,19,9,2024-11-16T01:25:06Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,85.0,,,,,,,,,,,,,,,,,
89,PT04M30.00S,2024-11-16T01:25:07.3Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612746,19,9,2024-11-16T01:25:21Z,880000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1627832]",1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,,,VanVleet,1627832.0
95,PT04M30.00S,2024-11-16T01:25:07.3Z,1,REGULAR,steal,,[],1627832,,,1610612745,19,9,2024-11-16T01:53:20Z,885000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2024-11-16T01:25:12.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641708,7.5722733245729295,50.245098039215684,1610612745,21,9,2024-11-16T01:30:25Z,890000,False,-1.0,19.0,1,left,A. Thompson driving Layup (2 PTS) (F. VanVleet 3 AST),"[1641708, 1627832]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,,2.0,F. VanVleet,1627832.0,3.0,,,,
93,PT04M18.00S,2024-11-16T01:28:16.8Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612746,21,9,2024-11-16T01:28:25Z,920000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1630578, 1627884]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,,
96,PT04M18.00S,2024-11-16T01:28:50.7Z,1,REGULAR,freethrow,1 of 2,[],1627884,,,1610612746,21,10,2024-11-16T01:28:50Z,940000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
97,PT04M18.00S,2024-11-16T01:28:58.3Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,21,10,2024-11-16T01:29:02Z,950000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M18.00S,2024-11-16T01:28:58.3Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,21,10,2024-11-16T01:29:02Z,960000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2024-11-16T01:29:15.6Z,1,REGULAR,freethrow,2 of 2,[],1627884,,,1610612746,21,11,2024-11-16T01:29:15Z,970000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
100,PT04M03.00S,2024-11-16T01:29:34.3Z,1,REGULAR,3pt,Jump Shot,[],1631106,26.10052562417871,81.86274509803921,1610612745,21,11,2024-11-16T01:29:38Z,980000,False,-159.0,193.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
101,PT04M00.00S,2024-11-16T01:29:37.3Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,21,11,2024-11-16T01:29:38Z,990000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:3),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,100.0,4.0,3.0,1.0,,,,,,,,,,,,,,
102,PT03M57.00S,2024-11-16T01:29:40.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630539,91.67214191852825,43.38235294117647,1610612746,21,13,2024-11-16T01:29:47Z,1000000,False,-33.0,26.0,1,right,K. Jones running DUNK (4 PTS) (K. Porter Jr. 1 AST),"[1630539, 1629645]",1610612746.0,LAC,running,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,,,,,4.0,K. Porter Jr.,1629645.0,1.0,,,,
104,PT03M37.00S,2024-11-16T01:29:59.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,27.283180026281208,84.06862745098039,1610612745,24,13,2024-11-16T01:30:03Z,1020000,False,-170.0,204.0,1,left,F. VanVleet 26' 3PT  (3 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,,,,,,,3.0,A. Sengun,1630578.0,1.0,,,,
106,PT03M23.00S,2024-11-16T01:30:17.1Z,1,REGULAR,foul,offensive,[],201935,,,1610612746,24,13,2024-11-16T01:30:29Z,1040000,False,,,0,,J. Harden charge offensive FOUL (1 PF),"[201935, 1641708]",1610612746.0,LAC,charge,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,
108,PT03M23.00S,2024-11-16T01:30:17.1Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612746,24,13,2024-11-16T01:30:17Z,1060000,False,,,0,,J. Harden offensive foul TURNOVER (2 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,,,,,2.0,,,,,,,,
109,PT03M23.00S,2024-11-16T01:30:30.1Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,24,13,2024-11-16T01:30:36Z,1070000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2024-11-16T01:30:30.1Z,1,REGULAR,substitution,in,[],203500,,,1610612745,24,13,2024-11-16T01:30:36Z,1080000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M23.00S,2024-11-16T01:30:41.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,24,13,2024-11-16T01:30:47Z,1090000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,
112,PT03M23.00S,2024-11-16T01:30:49.0Z,1,REGULAR,substitution,out,[],1627884,,,1610612745,24,13,2024-11-16T01:30:54Z,1100000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2024-11-16T01:30:49.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612745,24,13,2024-11-16T01:30:54Z,1110000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M00.00S,2024-11-16T01:31:22.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,3.630091984231275,4.411764705882353,1610612745,24,13,2024-11-16T01:31:33Z,1120000,False,228.0,-18.0,1,left,MISS F. VanVleet fadeaway 3PT - blocked,"[1627832, 201935]",1610612745.0,HOU,fadeaway,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,22.86,Missed,,,,,,,,,,,,,,,Harden,201935.0,,
116,PT03M00.00S,2024-11-16T01:31:22.5Z,1,REGULAR,block,,[],201935,,,1610612745,24,13,2024-11-16T01:31:34Z,1125000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2024-11-16T01:31:22.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,24,13,2024-11-16T01:31:34Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,114.0,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2024-11-16T01:31:41.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,5.469776609724048,88.72549019607843,1610612745,26,13,2024-11-16T01:31:59Z,1150000,False,-194.0,-1.0,1,left,D. Brooks 19' fadeaway Jump Shot (5 PTS) (F. VanVleet 4 AST),"[1628415, 1627832]",1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left,19.36,Made,,,,,,,,,,,5.0,F. VanVleet,1627832.0,4.0,,,,
120,PT02M47.00S,2024-11-16T01:31:53.1Z,1,REGULAR,3pt,Jump Shot,[],201935,66.83639947437582,48.529411764705884,1610612746,26,16,2024-11-16T01:36:20Z,1170000,False,-7.0,259.0,1,right,J. Harden 25' 3PT pullup (6 PTS) (A. Coffey 1 AST),"[201935, 1629599]",1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.93,Made,,,,,,,,,,,6.0,A. Coffey,1629599.0,1.0,,,,
122,PT02M28.00S,2024-11-16T01:32:10.7Z,1,REGULAR,2pt,Jump Shot,[],1627832,22.158344283837057,41.66666666666667,1610612745,26,16,2024-11-16T01:32:20Z,1190000,False,42.0,156.0,1,left,MISS F. VanVleet 16' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,16.13,Missed,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2024-11-16T01:32:10.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,26,16,2024-11-16T01:32:20Z,1200000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Center,,,122.0,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2024-11-16T01:32:17.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612746,26,16,2024-11-16T01:32:52Z,1210000,False,,,0,,T. Eason loose ball personal FOUL (1 PF) (Porter Jr. 2 FT),"[1631106, 1629645]",1610612745.0,HOU,loose ball,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1148.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
126,PT02M28.00S,2024-11-16T01:32:34.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612746,26,16,2024-11-16T01:32:44Z,1230000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2024-11-16T01:32:34.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612746,26,16,2024-11-16T01:32:44Z,1240000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2024-11-16T01:32:34.3Z,1,REGULAR,substitution,in,[],1642263,,,1610612746,26,16,2024-11-16T01:32:44Z,1250000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2024-11-16T01:32:34.3Z,1,REGULAR,substitution,in,[],1630224,,,1610612746,26,16,2024-11-16T01:32:44Z,1260000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2024-11-16T01:33:13.8Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612746,26,16,2024-11-16T01:33:13Z,1270000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT02M28.00S,2024-11-16T01:33:13.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,26,16,2024-11-16T01:33:13Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,
132,PT02M28.00S,2024-11-16T01:33:13.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612746,26,16,2024-11-16T01:33:47Z,1290000,False,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
133,PT02M26.00S,2024-11-16T01:33:15.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,26,16,2024-11-16T01:33:47Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,
135,PT02M21.00S,2024-11-16T01:34:01.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,94.03745072273325,96.81372549019608,1610612746,26,19,2024-11-16T01:34:08Z,1320000,False,234.0,4.0,1,right,J. Harden 3PT step back (9 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,23.41,Made,,,,,,,,,,,9.0,,,,,,,
136,PT02M06.00S,2024-11-16T01:34:16.4Z,1,REGULAR,3pt,Jump Shot,[],1642263,32.013797634691194,80.3921568627451,1610612745,26,19,2024-11-16T01:35:32Z,1330000,False,-152.0,248.0,1,left,MISS R. Sheppard 29' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,29.12,Missed,,,,,,,,,,,,,,,,,,
137,PT02M04.00S,2024-11-16T01:34:18.4Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,26,19,2024-11-16T01:35:24Z,1340000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,,
138,PT02M04.00S,2024-11-16T01:34:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1630539,,,1610612745,26,19,2024-11-16T01:34:32Z,1350000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Eason 2 FT),"[1630539, 1631106]",1610612746.0,LAC,shooting,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,1.0,0.0,Eason,1631106.0,,,,,,,,,
140,PT02M04.00S,2024-11-16T01:34:47.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631106,,,1610612745,27,19,2024-11-16T01:35:01Z,1370000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
141,PT02M04.00S,2024-11-16T01:34:47.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631106,,,1610612745,27,19,2024-11-16T01:35:01Z,1380000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M59.00S,2024-11-16T01:34:52.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612746,27,19,2024-11-16T01:35:01Z,1390000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M37.00S,2024-11-16T01:35:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629611,85.89027595269383,96.81372549019608,1610612746,27,19,2024-11-16T01:39:44Z,1400000,False,234.0,80.0,1,right,MISS T. Mann 24' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,,
144,PT01M35.00S,2024-11-16T01:35:23.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,27,19,2024-11-16T01:35:23Z,1410000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT01M30.00S,2024-11-16T01:35:29.6Z,1,REGULAR,turnover,lost ball,[],1641708,,,1610612745,27,19,2024-11-16T01:35:37Z,1420000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641708, 1629599]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Coffey,1629599.0
146,PT01M30.00S,2024-11-16T01:35:29.6Z,1,REGULAR,steal,,[],1629599,,,1610612746,27,19,2024-11-16T01:35:31Z,1430000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M25.00S,2024-11-16T01:35:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,91.80354796320631,44.6078431372549,1610612746,27,21,2024-11-16T01:35:40Z,1440000,False,-27.0,25.0,1,right,A. Coffey running Layup (2 PTS) (K. Porter Jr. 2 AST),"[1629599, 1629645]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,2.0,,,,
149,PT01M15.00S,2024-11-16T01:35:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,30.436925098554536,28.186274509803923,1610612745,27,21,2024-11-16T01:35:49Z,1460000,False,109.0,234.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
150,PT01M12.00S,2024-11-16T01:35:46.7Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,27,21,2024-11-16T01:35:49Z,1470000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT01M05.00S,2024-11-16T01:35:53.5Z,1,REGULAR,3pt,Jump Shot,[],201935,66.5735873850197,57.84313725490197,1610612746,27,21,2024-11-16T01:36:02Z,1480000,False,39.0,262.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
152,PT01M04.00S,2024-11-16T01:35:54.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,27,21,2024-11-16T01:36:02Z,1490000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M48.30S,2024-11-16T01:36:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,6.652431011826544,46.07843137254902,1610612745,29,21,2024-11-16T01:36:30Z,1500000,False,20.0,10.0,1,left,T. Eason driving reverse Layup (3 PTS),[1631106],1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,,,3.0,,,,,,,
155,PT00M32.80S,2024-11-16T01:37:17.2Z,1,REGULAR,jumpball,recovered,[],1642263,,,1610612746,29,21,2024-11-16T01:37:51Z,1520000,False,,,0,,Jump Ball T. Eason vs. J. Harden: Tip to R. Sheppard,"[1642263, 1631106, 201935]",1610612745.0,HOU,heldball,R. Sheppard,1642263.0,Sheppard,R. Sheppard,Eason,1631106.0,Harden,201935.0,,,,,,,,,,,,,,,,,,,,,,
158,PT00M32.80S,2024-11-16T01:37:17.2Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,29,21,2024-11-16T01:37:17Z,1550000,False,,,0,,J. Harden lost ball TURNOVER (3 TO),"[201935, 1631106]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,3.0,,,,,,,Eason,1631106.0
159,PT00M32.80S,2024-11-16T01:37:17.2Z,1,REGULAR,steal,,[],1631106,,,1610612745,29,21,2024-11-16T01:37:17Z,1560000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M11.70S,2024-11-16T01:38:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,6.1268068331143235,58.82352941176471,1610612745,29,21,2024-11-16T01:38:24Z,1580000,False,-44.0,5.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1630539]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,Jones,1630539.0,,
162,PT00M11.70S,2024-11-16T01:38:18.0Z,1,REGULAR,block,,[],1630539,,,1610612745,29,21,2024-11-16T01:38:21Z,1590000,False,,,0,,K. Jones BLOCK (1 BLK),[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M07.30S,2024-11-16T01:38:22.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,29,21,2024-11-16T01:38:24Z,1600000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,161.0,3.0,3.0,0.0,,,,,,,,,,,,,,
164,PT00M00.00S,2024-11-16T01:38:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,91.67214191852825,57.107843137254896,1610612746,29,21,2024-11-16T01:38:37Z,1610000,False,36.0,26.0,1,right,MISS T. Mann Layup,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2024-11-16T01:38:32.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,29,21,2024-11-16T01:38:37Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2024-11-16T01:38:48.6Z,1,REGULAR,period,end,[],0,,,1610612746,29,21,2024-11-16T01:38:48Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-16T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612746,29,21,2024-11-16T01:41:06Z,1640000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-16T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],1630539,,,1610612746,29,21,2024-11-16T01:41:06Z,1650000,False,,,0,,SUB out: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-16T01:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,29,21,2024-11-16T01:41:06Z,1660000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-11-16T01:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],201587,,,1610612746,29,21,2024-11-16T01:41:06Z,1670000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-16T01:41:13.2Z,2,REGULAR,period,start,[],0,,,1610612746,29,21,2024-11-16T01:41:13Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M48.00S,2024-11-16T01:41:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629599,67.7562417871222,68.87254901960785,1610612746,29,21,2024-11-16T01:41:28Z,1690000,False,94.0,251.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
