actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT10M49.00S,2025-04-13T20:54:37.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,19.92444152431012,92.8921568627451,1610612745,56,67,2025-04-13T20:54:42Z,3360000,False,-214.0,135.0,1,left,D. Brooks 25' 3PT  (8 PTS) (A. Thompson 5 AST),"[1628415, 1641708]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,25.33,Made,,,,,,,,8.0,A. Thompson,1641708.0,5.0,,,,
344,PT10M29.00S,2025-04-13T20:54:56.3Z,3,REGULAR,2pt,Jump Shot,[],1627750,84.97043363994744,83.57843137254902,1610612743,56,67,2025-04-13T20:55:03Z,3380000,False,168.0,89.0,1,right,MISS J. Murray 18' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right,,,,18.99,Missed,,,,,,,,,,,,,,,
345,PT10M28.00S,2025-04-13T20:54:57.3Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,56,67,2025-04-13T20:55:03Z,3390000,False,,,0,,J. Murray REBOUND (Off:2 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right,,,,,,344.0,5.0,3.0,2.0,,,,,,,,,,,
346,PT10M22.00S,2025-04-13T20:55:03.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,65.91655716162943,43.38235294117647,1610612743,56,70,2025-04-13T20:55:07Z,3400000,False,-33.0,268.0,1,right,J. Murray 26' 3PT  (9 PTS) (N. Jokić 4 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,26.99,Made,,,,,,,,9.0,N. Jokić,203999.0,4.0,,,,
348,PT10M09.00S,2025-04-13T20:55:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.915243101182654,60.29411764705882,1610612745,56,70,2025-04-13T20:55:23Z,3420000,False,-51.0,13.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1629008]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,5.3,Missed,,,,,Porter Jr.,1629008.0,,,,,,,,,
349,PT10M09.00S,2025-04-13T20:55:17.7Z,3,REGULAR,block,,[],1629008,,,1610612745,56,70,2025-04-13T20:55:20Z,3430000,False,,,0,,M. Porter Jr. BLOCK (2 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT10M08.00S,2025-04-13T20:55:18.7Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,56,70,2025-04-13T20:55:23Z,3440000,False,,,0,,J. Murray REBOUND (Off:2 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,348.0,6.0,4.0,2.0,,,,,,,,,,,
351,PT10M02.00S,2025-04-13T20:55:23.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,92.59198423127464,58.333333333333336,1610612743,56,72,2025-04-13T20:55:30Z,3450000,False,42.0,17.0,1,right,M. Porter Jr. running finger roll Layup (10 PTS) (C. Braun 4 AST),"[1629008, 1631128]",1610612743.0,DEN,running finger roll,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.51,Made,,,,,,,,10.0,C. Braun,1631128.0,4.0,,,,
353,PT09M50.00S,2025-04-13T20:55:37.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,19.136005256241788,57.35294117647059,1610612745,56,72,2025-04-13T21:02:38Z,3470000,False,-37.0,127.0,1,left,MISS A. Sengun 13' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,13.26,Missed,,,,,,,,,,,,,,,
354,PT09M48.00S,2025-04-13T20:55:39.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,56,72,2025-04-13T20:55:47Z,3480000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,353.0,4.0,3.0,1.0,,,,,,,,,,,
355,PT09M37.00S,2025-04-13T20:55:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,94.1688567674113,56.127450980392155,1610612743,56,74,2025-04-13T20:55:55Z,3490000,False,31.0,2.0,1,right,J. Murray driving Layup (11 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,3.07,Made,,,,,,,,11.0,,,,,,,
356,PT09M24.00S,2025-04-13T20:56:03.9Z,3,REGULAR,2pt,Jump Shot,[],1627832,29.517082785808146,41.911764705882355,1610612745,56,74,2025-04-13T20:56:14Z,3500000,False,40.0,225.0,1,left,MISS F. VanVleet 22' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,22.86,Missed,,,,,,,,,,,,,,,
357,PT09M23.00S,2025-04-13T20:56:04.9Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,56,74,2025-04-13T20:56:14Z,3510000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,,,356.0,5.0,3.0,2.0,,,,,,,,,,,
358,PT09M22.00S,2025-04-13T20:56:07.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.5722733245729295,52.94117647058824,1610612745,58,74,2025-04-13T20:56:25Z,3520000,False,-15.0,19.0,1,left,A. Sengun putback Layup (14 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2.38,Made,,,,,,,,14.0,,,,,,,
359,PT09M00.00S,2025-04-13T20:56:25.7Z,3,REGULAR,3pt,Jump Shot,[],203999,70.51576872536137,28.186274509803923,1610612743,58,74,2025-04-13T20:56:36Z,3530000,False,-109.0,225.0,1,right,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,24.98,Missed,,,,,,,,,,,,,,,
360,PT08M57.00S,2025-04-13T20:56:28.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,58,74,2025-04-13T20:56:36Z,3540000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,359.0,2.0,2.0,0.0,,,,,,,,,,,
361,PT08M51.00S,2025-04-13T20:56:33.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,22.026938239159,10.784313725490197,1610612745,58,74,2025-04-13T20:56:43Z,3550000,False,196.0,155.0,1,left,MISS F. VanVleet 24' running 3PT,[1627832],1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,24.97,Missed,,,,,,,,,,,,,,,
362,PT08M51.00S,2025-04-13T20:56:33.8Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,58,74,2025-04-13T20:56:43Z,3560000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,361.0,4.0,4.0,0.0,,,,,,,,,,,
363,PT08M43.00S,2025-04-13T20:56:42.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,93.51182654402102,56.372549019607845,1610612743,58,76,2025-04-13T20:56:48Z,3570000,False,32.0,8.0,1,right,M. Porter Jr. running Layup (12 PTS) (C. Braun 5 AST),"[1629008, 1631128]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,3.3,Made,,,,,,,,12.0,C. Braun,1631128.0,5.0,,,,
365,PT08M26.00S,2025-04-13T20:57:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,4.944152431011826,56.86274509803921,1610612745,58,76,2025-04-13T20:57:07Z,3590000,False,-34.0,-6.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,3.48,Missed,,,,,,,,,,,,,,,
366,PT08M25.00S,2025-04-13T20:57:01.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,58,76,2025-04-13T20:57:07Z,3600000,False,,,0,,N. Jokić REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,365.0,5.0,4.0,1.0,,,,,,,,,,,
367,PT08M20.00S,2025-04-13T20:57:12.5Z,3,REGULAR,turnover,bad pass,[],1629008,,,1610612743,58,76,2025-04-13T21:06:41Z,3610000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,2004.0,,,,,,,,
368,PT08M20.00S,2025-04-13T20:57:19.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,58,76,2025-04-13T21:00:06Z,3620000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M20.00S,2025-04-13T20:59:43.5Z,3,REGULAR,foul,personal,[],203999,,,1610612745,58,76,2025-04-13T20:59:53Z,3640000,False,,,0,,N. Jokić loose ball personal FOUL (3 PF),"[203999, 1628415]",1610612743.0,DEN,loose ball,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2004.0,,,,,3.0,0.0,Brooks,1628415.0
372,PT08M20.00S,2025-04-13T20:59:53.0Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,58,76,2025-04-13T21:00:05Z,3660000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M20.00S,2025-04-13T20:59:53.0Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,58,76,2025-04-13T21:00:05Z,3670000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M20.00S,2025-04-13T20:59:53.0Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,58,76,2025-04-13T21:00:05Z,3680000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M20.00S,2025-04-13T20:59:53.0Z,3,REGULAR,substitution,in,[],203500,,,1610612745,58,76,2025-04-13T21:00:05Z,3690000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M05.00S,2025-04-13T21:00:36.7Z,3,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,58,76,2025-04-13T21:00:44Z,3700000,False,,,0,,T. Eason bad pass out-of-bounds TURNOVER (1 TO),[1631106],1610612745.0,HOU,bad pass,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,202053.0,,,,,,,,
377,PT07M52.00S,2025-04-13T21:00:55.7Z,3,REGULAR,foul,personal,[],1628415,,,1610612743,58,76,2025-04-13T21:01:02Z,3710000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 203999]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Jokić,203999.0
379,PT07M48.00S,2025-04-13T21:01:14.9Z,3,REGULAR,violation,kicked ball,[],203500,,,1610612743,58,76,2025-04-13T21:01:23Z,3730000,False,,,0,,S. Adams kicked ball VIOLATION,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,202053.0,,,,,,,,
380,PT07M41.00S,2025-04-13T21:01:32.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,81.68528252299606,70.83333333333334,1610612743,58,76,2025-04-13T21:01:40Z,3740000,False,104.0,120.0,1,right,MISS J. Murray 15' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,15.87,Missed,,,,,,,,,,,,,,,
381,PT07M40.00S,2025-04-13T21:01:33.1Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612745,58,76,2025-04-13T21:01:40Z,3750000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,380.0,1.0,1.0,0.0,,,,,,,,,,,
383,PT07M28.00S,2025-04-13T21:01:53.2Z,3,REGULAR,3pt,Jump Shot,[],1628415,34.247700394218136,55.63725490196079,1610612745,58,76,2025-04-13T21:02:04Z,3770000,False,-28.0,269.0,1,left,MISS D. Brooks 27' pullup 3PT,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,27.09,Missed,,,,,,,,,,,,,,,
384,PT07M26.00S,2025-04-13T21:01:55.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,58,76,2025-04-13T21:08:43Z,3780000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,383.0,,,,,,,,,,,,,,
385,PT07M06.00S,2025-04-13T21:02:15.4Z,3,REGULAR,3pt,Jump Shot,[],203932,75.1149802890933,14.460784313725492,1610612743,58,76,2025-04-13T21:09:43Z,3790000,False,-178.0,181.0,1,right,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,25.39,Missed,,,,,,,,,,,,,,,
386,PT07M05.00S,2025-04-13T21:02:16.4Z,3,REGULAR,rebound,defensive,[],203500,,,1610612745,58,76,2025-04-13T21:02:21Z,3800000,False,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,385.0,4.0,3.0,1.0,,,,,,,,,,,
387,PT06M59.00S,2025-04-13T21:02:22.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,27.151773981603156,82.84313725490196,1610612745,61,76,2025-04-13T21:10:12Z,3810000,False,-164.0,203.0,1,left,F. VanVleet 26' 3PT running pullup (15 PTS) (A. Thompson 6 AST),"[1627832, 1641708]",1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,26.09,Made,,,,,,,,15.0,A. Thompson,1641708.0,6.0,,,,
388,PT06M48.00S,2025-04-13T21:02:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,94.30026281208936,38.48039215686275,1610612743,61,78,2025-04-13T21:10:54Z,3820000,False,-58.0,1.0,1,right,A. Gordon driving Layup (15 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,5.76,Made,,,,,,,,15.0,,,,,,,
389,PT06M48.00S,2025-04-13T21:02:39.9Z,3,REGULAR,foul,personal,['1freethrow'],203500,,,1610612743,61,78,2025-04-13T21:02:48Z,3830000,False,,,0,,S. Adams shooting personal FOUL (2 PF) (Gordon 1 FT),"[203500, 203932]",1610612745.0,HOU,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202053.0,,,,,2.0,0.0,Gordon,203932.0
391,PT06M48.00S,2025-04-13T21:03:08.8Z,3,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,61,79,2025-04-13T21:03:08Z,3850000,False,,,0,,A. Gordon Free Throw 1 of 1 (16 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,,,,,,,,16.0,,,,,,,
392,PT06M27.00S,2025-04-13T21:03:37.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,12.434296977660972,61.51960784313726,1610612745,63,79,2025-04-13T21:03:43Z,3860000,False,-58.0,64.0,1,left,T. Eason 8' turnaround fadeaway Jump Shot (4 PTS),[1631106],1610612745.0,HOU,turnaround fadeaway,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Left,,,,8.64,Made,,,,,,,,4.0,,,,,,,
393,PT06M09.00S,2025-04-13T21:03:56.9Z,3,REGULAR,foul,personal,[],1628415,,,1610612743,63,79,2025-04-13T21:04:02Z,3870000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 203999]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,200834.0,,,,,2.0,0.0,Jokić,203999.0
395,PT06M03.00S,2025-04-13T21:04:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,94.03745072273325,43.627450980392155,1610612743,63,81,2025-04-13T21:04:27Z,3890000,False,-32.0,4.0,1,right,A. Gordon alley-oop Layup (18 PTS) (N. Jokić 5 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,,,,,,,18.0,N. Jokić,203999.0,5.0,,,,
397,PT05M44.00S,2025-04-13T21:04:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,8.886333771353483,42.40196078431372,1610612745,63,81,2025-04-13T21:04:44Z,3910000,False,38.0,31.0,1,left,MISS T. Eason cutting Layup - blocked,"[1631106, 203932]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Missed,,,,,Gordon,203932.0,,,,,,,,,
398,PT05M44.00S,2025-04-13T21:04:38.5Z,3,REGULAR,block,,[],203932,,,1610612745,63,81,2025-04-13T21:04:40Z,3920000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT05M43.00S,2025-04-13T21:04:39.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,63,81,2025-04-13T21:04:44Z,3930000,False,,,0,,N. Jokić REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,397.0,6.0,5.0,1.0,,,,,,,,,,,
400,PT05M33.00S,2025-04-13T21:04:51.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,93.64323258869908,97.79411764705883,1610612743,63,84,2025-04-13T21:04:56Z,3940000,False,239.0,7.0,1,right,M. Porter Jr. 3PT  (15 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,23.91,Made,,,,,,,,15.0,J. Murray,1627750.0,3.0,,,,
402,PT05M16.00S,2025-04-13T21:05:08.9Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612745,63,84,2025-04-13T22:33:00Z,3960000,False,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 203999]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.0,Jokić,203999.0,,,,,,,,,,,,,,,,,
403,PT05M16.00S,2025-04-13T21:05:08.9Z,3,REGULAR,steal,,[],203999,,,1610612743,63,84,2025-04-13T21:05:10Z,3970000,False,,,0,,N. Jokić STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT05M13.00S,2025-04-13T21:05:12.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,93.77463863337714,44.6078431372549,1610612743,63,86,2025-04-13T21:05:25Z,3980000,False,-27.0,6.0,1,right,C. Braun running finger roll Layup (10 PTS) (N. Jokić 6 AST),"[1631128, 203999]",1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,2.77,Made,,,,,,,,10.0,N. Jokić,203999.0,6.0,,,,
406,PT05M13.00S,2025-04-13T21:05:15.2Z,3,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612743,63,86,2025-04-13T21:05:25Z,4000000,False,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Braun 1 FT),"[1627832, 1631128]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Braun,1631128.0
408,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,out,[],1641708,,,1610612743,63,86,2025-04-13T21:05:51Z,4020000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,out,[],1627832,,,1610612743,63,86,2025-04-13T21:05:51Z,4030000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,out,[],1628415,,,1610612743,63,86,2025-04-13T21:05:51Z,4040000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,63,86,2025-04-13T21:05:51Z,4050000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,in,[],1641715,,,1610612743,63,86,2025-04-13T21:05:51Z,4060000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,in,[],201145,,,1610612743,63,86,2025-04-13T21:05:51Z,4070000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,in,[],1642263,,,1610612743,63,86,2025-04-13T21:05:51Z,4080000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M13.00S,2025-04-13T21:05:28.3Z,3,REGULAR,substitution,in,[],201566,,,1610612743,63,86,2025-04-13T21:05:51Z,4090000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M13.00S,2025-04-13T21:05:58.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631128,,,1610612743,63,87,2025-04-13T21:05:58Z,4100000,False,,,0,,C. Braun Free Throw 1 of 1 (11 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,Made,,,,,,,,11.0,,,,,,,
417,PT04M52.00S,2025-04-13T21:06:22.7Z,3,REGULAR,2pt,Jump Shot,[],1642263,9.937582128777924,28.676470588235293,1610612745,63,87,2025-04-13T21:06:32Z,4110000,False,107.0,41.0,1,left,MISS R. Sheppard 11' driving floating bank Shot,[1642263],1610612745.0,HOU,driving floating bank,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,11.42,Missed,,,,,,,,,,,,,,,
418,PT04M51.00S,2025-04-13T21:06:23.7Z,3,REGULAR,rebound,offensive,[],203500,,,1610612745,63,87,2025-04-13T21:06:32Z,4120000,False,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,417.0,5.0,3.0,2.0,,,,,,,,,,,
419,PT04M51.00S,2025-04-13T21:06:26.8Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612745,65,87,2025-04-13T21:14:35Z,4130000,False,0.0,0.0,1,left,S. Adams tip DUNK (4 PTS),[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,4.0,,,,,,,
420,PT04M37.00S,2025-04-13T21:06:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,95.0886990801577,44.36274509803921,1610612743,65,89,2025-04-13T21:15:10Z,4140000,False,-28.0,-6.0,1,right,R. Westbrook driving finger roll Layup (11 PTS),[201566],1610612743.0,DEN,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,2.89,Made,,,,,,,,11.0,,,,,,,
421,PT04M17.00S,2025-04-13T21:06:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,5.206964520367937,58.08823529411765,1610612745,65,89,2025-04-13T21:07:06Z,4150000,False,-40.0,-4.0,1,left,MISS T. Eason driving reverse Layup - blocked,"[1631106, 203999]",1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,4.06,Missed,,,,,Jokić,203999.0,,,,,,,,,
422,PT04M17.00S,2025-04-13T21:06:58.4Z,3,REGULAR,block,,[],203999,,,1610612745,65,89,2025-04-13T21:26:53Z,4160000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
423,PT04M15.00S,2025-04-13T21:07:00.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,89,2025-04-13T21:26:53Z,4170000,False,,,0,,N. Jokić REBOUND (Off:1 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,421.0,7.0,6.0,1.0,,,,,,,,,,,
