actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-26T01:10:29.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-26T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-26T01:10:32.2Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612749,0,0,2025-02-26T01:10:32Z,40000,False,,,0,,Jump Ball B. Lopez vs. A. Sengun: Tip to D. Lillard,"[203081, 201572, 1630578]",1610612749.0,MIL,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Lopez,201572.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-02-26T01:10:47.3Z,1,REGULAR,3pt,Jump Shot,[],203507,31.882391590013142,48.28431372549019,1610612749,0,0,2025-02-26T01:10:54Z,70000,False,9.0,247.0,1,left,MISS G. Antetokounmpo 24' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-02-26T01:10:49.3Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,0,0,2025-02-26T01:10:54Z,80000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-02-26T01:11:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.6340341655716,45.34313725490196,1610612745,0,0,2025-02-26T01:11:17Z,90000,False,-23.0,130.0,1,right,MISS A. Sengun 13' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.16,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2025-02-26T01:11:11.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2025-02-26T01:11:17Z,100000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M07.00S,2025-02-26T01:11:21.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,26.888961892247043,78.18627450980392,1610612749,0,3,2025-02-26T01:11:25Z,110000,False,-141.0,200.0,1,left,T. Prince 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,24.49,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
13,PT10M45.00S,2025-02-26T01:11:42.4Z,1,REGULAR,3pt,Jump Shot,[],1631106,92.59198423127464,96.32352941176471,1610612745,3,3,2025-02-26T01:11:46Z,130000,False,232.0,17.0,1,right,T. Eason 3PT  (3 PTS) (D. Brooks 1 AST),"[1631106, 1628415]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,23.22,Made,,,,,3.0,D. Brooks,1628415.0,1.0,,,,,,,,,,
15,PT10M29.00S,2025-02-26T01:11:58.8Z,1,REGULAR,3pt,Jump Shot,[],201572,27.414586070959263,14.950980392156863,1610612749,3,3,2025-02-26T01:12:06Z,150000,False,175.0,205.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2025-02-26T01:12:00.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,3,3,2025-02-26T01:12:06Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,15.0,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2025-02-26T01:12:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,6.521024967148489,97.30392156862744,1610612749,3,3,2025-02-26T01:12:25Z,180000,False,-237.0,9.0,1,left,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2025-02-26T01:12:19.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,3,3,2025-02-26T01:12:25Z,190000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M09.00S,2025-02-26T01:12:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.69842312746385,78.43137254901961,1610612745,3,3,2025-02-26T01:12:53Z,210000,False,142.0,214.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2025-02-26T01:12:47.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,3,3,2025-02-26T01:12:53Z,220000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M59.00S,2025-02-26T01:12:56.2Z,1,REGULAR,2pt,Jump Shot,[],203081,5.469776609724048,12.254901960784313,1610612749,3,3,2025-02-26T01:13:45Z,230000,False,189.0,-1.0,1,left,MISS D. Lillard 18' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right,18.87,Missed,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2025-02-26T01:12:56.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,3,3,2025-02-26T01:13:03Z,240000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M39.00S,2025-02-26T01:13:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,92.32917214191852,48.28431372549019,1610612745,5,3,2025-02-26T01:14:20Z,250000,False,-9.0,20.0,1,right,A. Sengun DUNK (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M25.00S,2025-02-26T01:13:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.835085413929041,49.01960784313725,1610612749,5,5,2025-02-26T01:15:00Z,260000,False,5.0,21.0,1,left,K. Kuzma driving Layup (2 PTS) (B. Lopez 1 AST),"[1628398, 201572]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,B. Lopez,201572.0,1.0,,,,,,,,,,
28,PT09M25.00S,2025-02-26T01:13:39.5Z,1,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612749,5,5,2025-02-26T01:13:47Z,280000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1630578, 1628398]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Kuzma,1628398.0,,,,,
30,PT09M25.00S,2025-02-26T01:14:16.0Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612749,5,5,2025-02-26T01:14:20Z,300000,False,,,0,,MISS K. Kuzma Free Throw 1 of 1,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M25.00S,2025-02-26T01:14:16.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,5,5,2025-02-26T01:14:20Z,310000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M15.00S,2025-02-26T01:14:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.77463863337714,48.77450980392157,1610612745,7,5,2025-02-26T01:14:30Z,320000,False,-6.0,6.0,1,right,T. Eason driving reverse Layup (5 PTS) (A. Thompson 1 AST),"[1631106, 1641708]",1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,5.0,A. Thompson,1641708.0,1.0,,,,,,,,,,
