actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-26T00:11:15.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-26T00:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-26T00:11:18.2Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612745,0,0,2025-03-26T00:11:18Z,40000,False,,,0,,Jump Ball A. Sengun vs. O. Okongwu: Tip to F. VanVleet,"[1627832, 1630578, 1630168]",1610612745.0,HOU,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Sengun,1630578.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-03-26T00:11:29.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,71.17279894875165,26.96078431372549,1610612745,0,0,2025-03-26T00:11:45Z,70000,False,-115.0,218.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,24.7,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-03-26T00:11:31.0Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,0,0,2025-03-26T00:11:45Z,80000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-03-26T00:11:42.1Z,1,REGULAR,foul,personal,[],1631106,,,1610612737,0,0,2025-03-26T00:11:48Z,90000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1630168]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,1179.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,
11,PT11M20.00S,2025-03-26T00:12:10.8Z,1,REGULAR,3pt,Jump Shot,[],1631243,30.17411300919842,31.127450980392158,1610612737,0,0,2025-03-26T00:12:18Z,110000,False,94.0,231.0,1,left,MISS M. Gueye 24' bank 3PT,[1631243],1610612737.0,ATL,bank,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2025-03-26T00:12:13.4Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,0,0,2025-03-26T00:12:13Z,120000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M14.00S,2025-03-26T00:12:18.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630168,12.302890932982917,52.20588235294118,1610612737,0,2,2025-03-26T00:12:31Z,130000,False,-11.0,63.0,1,left,O. Okongwu 6' Hook (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,,,,,,,,,,2.0,,,,,,,,
14,PT11M04.00S,2025-03-26T00:12:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,78.13731931668858,7.598039215686274,1610612745,3,2,2025-03-26T00:12:28Z,140000,False,-212.0,153.0,1,right,J. Green 26' 3PT  (3 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.14,Made,,,,,,,,,,3.0,A. Sengun,1630578.0,1.0,,,,,
16,PT10M51.00S,2025-03-26T00:12:38.7Z,1,REGULAR,3pt,Jump Shot,[],1631243,5.863994743758213,96.56862745098039,1610612737,3,2,2025-03-26T00:12:44Z,160000,False,-233.0,3.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2025-03-26T00:12:39.7Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,3,2,2025-03-26T00:12:44Z,170000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M46.00S,2025-03-26T00:12:44.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630700,33.590670170827856,38.72549019607843,1610612737,3,2,2025-03-26T00:12:49Z,180000,False,56.0,263.0,1,left,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2025-03-26T00:12:46.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,3,2,2025-03-26T00:12:49Z,190000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M33.00S,2025-03-26T00:12:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,82.07950065703022,44.36274509803921,1610612745,5,2,2025-03-26T00:13:01Z,200000,False,-28.0,116.0,1,right,F. VanVleet 11' step back Jump Shot (2 PTS),[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,11.94,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M21.00S,2025-03-26T00:13:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.389618922470433,46.81372549019608,1610612737,5,2,2025-03-26T00:13:16Z,210000,False,16.0,8.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2025-03-26T00:13:09.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,2,2025-03-26T00:13:16Z,220000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT10M16.00S,2025-03-26T00:13:14.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631106,87.33574244415243,62.99019607843137,1610612745,5,2,2025-03-26T00:13:21Z,230000,False,65.0,67.0,1,right,MISS T. Eason 9' running DUNK,[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,9.3,Missed,,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2025-03-26T00:13:14.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,5,2,2025-03-26T00:13:21Z,240000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M08.00S,2025-03-26T00:13:22.7Z,1,REGULAR,3pt,Jump Shot,[],1642258,26.888961892247043,8.088235294117647,1610612737,5,2,2025-03-26T00:13:30Z,250000,False,210.0,200.0,1,left,MISS Z. Risacher 28' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,28.99,Missed,,,,,,,,,,,,,,,,,,
26,PT10M07.00S,2025-03-26T00:13:23.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,5,2,2025-03-26T00:13:30Z,260000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M45.00S,2025-03-26T00:13:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.11760840998686,47.05882352941176,1610612745,7,2,2025-03-26T00:13:48Z,270000,False,-15.0,12.0,1,right,D. Brooks Layup (2 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,2.0,,,,,,,,
28,PT09M31.00S,2025-03-26T00:13:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.728646517739815,89.95098039215686,1610612737,7,2,2025-03-26T00:14:05Z,280000,False,-200.0,218.0,1,left,MISS T. Young 29' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.53,Missed,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2025-03-26T00:13:59.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,2,2025-03-26T00:14:05Z,290000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,28.0,3.0,3.0,0.0,,,,,,,,,,,,,,
30,PT09M25.00S,2025-03-26T00:14:04.9Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,7,2,2025-03-26T00:14:08Z,300000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630700]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Daniels,1630700.0,,
