actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
31,PT09M26.00S,2025-03-15T00:14:36.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,96.00854139290408,90.44117647058823,1610612745,7,4,2025-03-15T00:16:44Z,310000,False,202.0,-15.0,1,right,MISS D. Brooks 20' Jump Shot,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,20.28,Missed,,,,,,,,,,,,,,,,,,
32,PT09M25.00S,2025-03-15T00:14:37.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,7,4,2025-03-15T00:14:44Z,320000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,
33,PT09M02.00S,2025-03-15T00:14:59.7Z,1,REGULAR,2pt,Jump Shot,[],203957,22.026938239159,64.4607843137255,1610612742,7,4,2025-03-15T00:15:05Z,330000,False,-72.0,155.0,1,left,MISS D. Exum 17' driving floating Shot,[203957],1610612742.0,DAL,driving floating,,,Exum,D. Exum,,,,,Mid-Range,16-24 Left Center,17.07,Missed,,,,,,,,,,,,,,,,,,
34,PT09M00.00S,2025-03-15T00:15:01.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,4,2025-03-15T00:15:05Z,340000,False,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,33.0,3.0,1.0,2.0,,,,,,,,,,,,
35,PT08M55.00S,2025-03-15T00:15:07.4Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,7,4,2025-03-15T00:15:11Z,350000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630230]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,
36,PT08M55.00S,2025-03-15T00:15:07.4Z,1,REGULAR,steal,,[],1630230,,,1610612742,7,4,2025-03-15T00:15:09Z,360000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
37,PT08M51.00S,2025-03-15T00:15:10.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,6.652431011826544,51.9607843137255,1610612742,7,6,2025-03-15T00:15:16Z,370000,False,-10.0,10.0,1,left,N. Marshall running DUNK (2 PTS),[1630230],1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,2.0,,,,,,,,,,,
38,PT08M41.00S,2025-03-15T00:15:20.8Z,1,REGULAR,2pt,Jump Shot,[],1627832,81.68528252299606,68.13725490196079,1610612745,9,6,2025-03-15T00:15:26Z,380000,False,91.0,120.0,1,right,F. VanVleet 15' driving floating bank Jump Shot (2 PTS),[1627832],1610612745.0,HOU,driving floating bank,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,15.02,Made,,,,,,,2.0,,,,,,,,,,,
39,PT08M28.00S,2025-03-15T00:15:35.3Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612742,9,6,2025-03-15T00:15:48Z,390000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Edwards 2 FT),"[1628415, 1630556]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1830.0,,,,1.0,0.0,Edwards,1630556.0
41,PT08M28.00S,2025-03-15T00:16:03.2Z,1,REGULAR,freethrow,1 of 2,[],1630556,,,1610612742,9,7,2025-03-15T00:16:03Z,410000,False,,,0,,K. Edwards Free Throw 1 of 2 (1 PTS),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
42,PT08M28.00S,2025-03-15T00:16:03.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,9,7,2025-03-15T00:16:13Z,420000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2025-03-15T00:16:03.7Z,1,REGULAR,substitution,out,[],203957,,,1610612742,9,7,2025-03-15T00:16:13Z,430000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2025-03-15T00:16:03.7Z,1,REGULAR,substitution,in,[],1631108,,,1610612742,9,7,2025-03-15T00:16:13Z,440000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M28.00S,2025-03-15T00:16:03.7Z,1,REGULAR,substitution,in,[],203915,,,1610612742,9,7,2025-03-15T00:16:13Z,450000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2025-03-15T00:16:21.7Z,1,REGULAR,freethrow,2 of 2,[],1630556,,,1610612742,9,8,2025-03-15T00:16:21Z,460000,False,,,0,,K. Edwards Free Throw 2 of 2 (2 PTS),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
47,PT08M12.00S,2025-03-15T00:16:38.4Z,1,REGULAR,3pt,Jump Shot,[],1631106,94.82588699080158,96.07843137254902,1610612745,12,8,2025-03-15T00:16:48Z,470000,False,230.0,-4.0,1,right,T. Eason 3PT  (3 PTS) (J. Green 1 AST),"[1631106, 1630224]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,
49,PT07M52.00S,2025-03-15T00:16:58.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,20.97568988173456,11.27450980392157,1610612742,12,8,2025-03-15T00:17:05Z,490000,False,194.0,145.0,1,left,MISS M. Christie 24' pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,24.17,Missed,,,,,,,,,,,,,,,,,,
50,PT07M52.00S,2025-03-15T00:16:58.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,12,8,2025-03-15T00:17:05Z,500000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,
51,PT07M46.00S,2025-03-15T00:17:05.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631106,93.9060446780552,50.98039215686274,1610612745,14,8,2025-03-15T00:17:12Z,510000,False,5.0,5.0,1,right,T. Eason running DUNK (5 PTS) (D. Brooks 1 AST),"[1631106, 1628415]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,,,5.0,D. Brooks,1628415.0,1.0,,,,,,,,
53,PT07M36.00S,2025-03-15T00:17:15.1Z,1,REGULAR,3pt,Jump Shot,[],203915,33.196452036793694,46.07843137254902,1610612742,14,8,2025-03-15T00:17:21Z,530000,False,20.0,260.0,1,left,MISS S. Dinwiddie 26' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
54,PT07M35.00S,2025-03-15T00:17:16.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,8,2025-03-15T00:17:21Z,540000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,
55,PT07M24.00S,2025-03-15T00:17:27.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,92.85479632063075,50.0,1610612745,14,8,2025-03-15T00:17:33Z,550000,False,0.0,15.0,1,right,MISS A. Sengun cutting DUNK,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2025-03-15T00:17:30.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,14,8,2025-03-15T00:17:33Z,560000,False,,,0,,A. Sengun REBOUND (Off:3 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,55.0,4.0,1.0,3.0,,,,,,,,,,,,
57,PT07M20.00S,2025-03-15T00:17:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,93.51182654402102,57.84313725490197,1610612745,14,8,2025-03-15T00:17:36Z,570000,False,39.0,8.0,1,right,MISS A. Sengun putback Layup,[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2025-03-15T00:17:31.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,14,8,2025-03-15T00:17:36Z,580000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,
59,PT07M14.00S,2025-03-15T00:17:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,6.915243101182654,57.35294117647059,1610612742,14,8,2025-03-15T00:17:49Z,590000,False,-37.0,13.0,1,left,MISS N. Marshall running finger roll Layup - blocked,"[1630230, 1630224]",1610612742.0,DAL,running finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.89,Missed,Green,1630224.0,,,,,,,,,,,,,,,,
60,PT07M14.00S,2025-03-15T00:17:36.5Z,1,REGULAR,block,,[],1630224,,,1610612742,14,8,2025-03-15T00:17:41Z,600000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M08.00S,2025-03-15T00:17:42.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,14,8,2025-03-15T00:17:49Z,610000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,
62,PT06M57.00S,2025-03-15T00:17:54.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,77.21747700394218,36.51960784313725,1610612745,16,8,2025-03-15T00:17:59Z,620000,False,-67.0,162.0,1,right,J. Green 17' step back Jump Shot (5 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,17.52,Made,,,,,,,5.0,,,,,,,,,,,
63,PT06M56.00S,2025-03-15T00:18:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,8,2025-03-15T00:18:00Z,630000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2025-03-15T00:20:18.8Z,1,REGULAR,substitution,out,[],1631106,,,1610612742,16,8,2025-03-15T00:20:52Z,640000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2025-03-15T00:20:18.8Z,1,REGULAR,substitution,in,[],1631095,,,1610612742,16,8,2025-03-15T00:20:52Z,650000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2025-03-15T00:21:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,7.30946123521682,46.32352941176471,1610612742,16,10,2025-03-15T00:21:09Z,660000,False,18.0,16.0,1,left,K. Edwards cutting finger roll Layup (4 PTS) (K. Thompson 1 AST),"[1630556, 202691]",1610612742.0,DAL,cutting finger roll,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,4.0,K. Thompson,202691.0,1.0,,,,,,,,
68,PT06M21.00S,2025-03-15T00:21:24.9Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,16,10,2025-03-15T00:21:29Z,680000,False,,,0,,A. Sengun lost ball TURNOVER (2 TO),"[1630578, 1630556]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2.0,Edwards,1630556.0,,,,
69,PT06M21.00S,2025-03-15T00:21:24.9Z,1,REGULAR,steal,,[],1630556,,,1610612742,16,10,2025-03-15T00:21:26Z,690000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2025-03-15T00:21:37.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631108,31.882391590013142,29.166666666666668,1610612742,16,10,2025-03-15T00:21:43Z,700000,False,104.0,247.0,1,left,MISS M. Christie 26' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2025-03-15T00:21:38.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,16,10,2025-03-15T00:21:43Z,710000,False,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,70.0,5.0,2.0,3.0,,,,,,,,,,,,
72,PT06M00.00S,2025-03-15T00:21:45.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,92.32917214191852,45.34313725490196,1610612745,16,10,2025-03-15T00:21:50Z,720000,False,-23.0,20.0,1,right,MISS F. VanVleet running Layup,[1627832],1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2025-03-15T00:21:46.3Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,16,10,2025-03-15T00:21:50Z,730000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,
74,PT05M53.00S,2025-03-15T00:21:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.703679369250986,51.9607843137255,1610612742,16,12,2025-03-15T00:22:00Z,740000,False,-10.0,20.0,1,left,N. Marshall driving finger roll Layup (4 PTS) (S. Dinwiddie 1 AST),"[1630230, 203915]",1610612742.0,DAL,driving finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,4.0,S. Dinwiddie,203915.0,1.0,,,,,,,,
76,PT05M35.00S,2025-03-15T00:22:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.21090670170827,46.07843137254902,1610612745,16,12,2025-03-15T00:22:17Z,760000,False,-20.0,115.0,1,right,MISS D. Brooks 11' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.64,Missed,,,,,,,,,,,,,,,,,,
77,PT05M31.00S,2025-03-15T00:22:15.6Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,16,12,2025-03-15T00:22:17Z,770000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,
