actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-02T01:11:21.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-02T01:11:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-03-02T01:11:23.4Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2025-03-02T01:11:23Z,40000,False,,,0,,Jump Ball A. Sengun vs. D. Sabonis: Tip to D. Brooks,"[1628415, 1630578, 1627734]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Sengun,1630578.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-02T01:11:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,82.34231274638634,48.529411764705884,1610612745,0,0,2025-03-02T01:11:44Z,70000,False,-7.0,113.0,1,right,MISS A. Sengun 11' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-03-02T01:11:39.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,0,0,2025-03-02T01:11:44Z,80000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-03-02T01:11:58.0Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612758,0,0,2025-03-02T01:12:02Z,90000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1630578, 1627734]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202026.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,
11,PT11M25.00S,2025-03-02T01:12:23.3Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,0,0,2025-03-02T01:12:23Z,110000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2025-03-02T01:12:23.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,0,0,2025-03-02T01:12:23Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M25.00S,2025-03-02T01:12:42.1Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,0,1,2025-03-02T01:12:42Z,130000,False,,,0,,D. Sabonis Free Throw 2 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M16.00S,2025-03-02T01:12:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.99014454664915,77.94117647058823,1610612745,0,1,2025-03-02T01:13:00Z,140000,False,140.0,230.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
15,PT11M14.00S,2025-03-02T01:12:54.6Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,0,1,2025-03-02T01:13:00Z,150000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M59.00S,2025-03-02T01:13:09.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,67.36202365308804,63.48039215686274,1610612745,0,1,2025-03-02T01:13:18Z,160000,False,67.0,254.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
17,PT10M57.00S,2025-03-02T01:13:11.6Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,0,1,2025-03-02T01:13:18Z,170000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M44.00S,2025-03-02T01:13:29.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,0,1,2025-03-02T01:13:29Z,180000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2025-03-02T01:15:47.4Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,0,1,2025-03-02T01:16:04Z,190000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
