actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT03M31.00S,2025-01-06T00:25:55.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,21,19,2025-01-06T00:25:59Z,840000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,
85,PT03M21.00S,2025-01-06T00:26:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,84.31340341655716,49.754901960784316,1610612745,23,19,2025-01-06T00:26:09Z,850000,False,-1.0,95.0,1,right,J. Green 9' fadeaway Jump Shot (10 PTS),[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,9.5,Made,10.0,,,,,,,,,,,,,,,
86,PT03M03.00S,2025-01-06T00:26:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612747,23,19,2025-01-06T00:26:34Z,860000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Milton 2 FT),"[1630224, 1629003]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Center,1628954.0,,,,,,,,,,,,2.0,0.0,Milton,1629003.0,,,,
88,PT03M03.00S,2025-01-06T00:26:51.0Z,1,REGULAR,freethrow,1 of 2,[],1629003,,,1610612747,23,20,2025-01-06T00:27:11Z,880000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
89,PT03M03.00S,2025-01-06T00:26:51.0Z,1,REGULAR,freethrow,2 of 2,[],1629003,,,1610612747,23,20,2025-01-06T00:27:11Z,890000,False,,,0,,MISS S. Milton Free Throw 2 of 2,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
90,PT03M03.00S,2025-01-06T00:26:51.0Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612747,23,20,2025-01-06T00:27:11Z,900000,False,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,
91,PT03M00.00S,2025-01-06T00:27:14.0Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612747,23,20,2025-01-06T00:27:20Z,910000,False,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612747.0,LAL,bad pass,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,2882.0,1.0,,,,,,,,,,,,,,,,,,
92,PT02M48.00S,2025-01-06T00:27:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,90.3580814717477,64.2156862745098,1610612745,25,20,2025-01-06T00:27:40Z,920000,False,71.0,38.0,1,right,J. Green 8' driving finger roll Layup (12 PTS) (J. Tate 1 AST),"[1630224, 1630256]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,8.07,Made,12.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,
94,PT02M28.00S,2025-01-06T00:27:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,16.90210249671485,39.21568627450981,1610612747,25,20,2025-01-06T00:27:59Z,940000,False,54.0,106.0,1,left,MISS A. Davis 11' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,11.93,Missed,,,,,,,,,,,,,,,,
95,PT02M28.00S,2025-01-06T00:27:53.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,25,20,2025-01-06T00:27:59Z,950000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,
96,PT02M21.00S,2025-01-06T00:28:03.5Z,1,REGULAR,foul,personal,[],203076,,,1610612745,25,20,2025-01-06T00:28:20Z,960000,False,,,0,,A. Davis personal FOUL (1 PF),"[203076, 203500]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,1.0,0.0,Adams,203500.0,,,,
98,PT02M21.00S,2025-01-06T00:28:12.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,25,20,2025-01-06T00:28:12Z,980000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,25,20,2025-01-06T00:31:09Z,990000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,25,20,2025-01-06T00:31:09Z,1000000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,out,[],1630559,,,1610612745,25,20,2025-01-06T00:31:09Z,1010000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,25,20,2025-01-06T00:31:09Z,1020000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,25,20,2025-01-06T00:31:09Z,1030000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M21.00S,2025-01-06T00:30:40.9Z,1,REGULAR,substitution,in,[],2544,,,1610612745,25,20,2025-01-06T00:31:09Z,1040000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M17.00S,2025-01-06T00:31:24.5Z,1,REGULAR,foul,personal,[],1629629,,,1610612745,25,20,2025-01-06T00:31:31Z,1050000,False,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1641715]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,1628954.0,,,,,,,,,,,,1.0,0.0,Whitmore,1641715.0,,,,
107,PT02M12.00S,2025-01-06T00:31:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.85479632063075,52.450980392156865,1610612745,27,20,2025-01-06T00:31:54Z,1070000,False,12.0,15.0,1,right,J. Green driving finger roll Layup (14 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,1.92,Made,14.0,,,,,,,,,,,,,,,
108,PT02M12.00S,2025-01-06T00:31:52.3Z,1,REGULAR,foul,personal,['1freethrow'],2544,,,1610612745,27,20,2025-01-06T00:32:01Z,1080000,False,,,0,,L. James shooting personal FOUL (1 PF) (Green 1 FT),"[2544, 1630224]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,1.0,0.0,Green,1630224.0,,,,
110,PT02M12.00S,2025-01-06T00:32:22.2Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,28,20,2025-01-06T00:32:22Z,1100000,False,,,0,,J. Green Free Throw 1 of 1 (15 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
111,PT01M54.00S,2025-01-06T00:32:41.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,31.488173455978973,49.01960784313725,1610612747,28,20,2025-01-06T00:32:46Z,1110000,False,5.0,243.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,24.35,Missed,,,,,,,,,,,,,,,,
112,PT01M53.00S,2025-01-06T00:32:42.8Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,28,20,2025-01-06T00:32:46Z,1120000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,
113,PT01M41.00S,2025-01-06T00:32:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,94.43166885676742,48.28431372549019,1610612745,30,20,2025-01-06T00:32:58Z,1130000,False,-9.0,0.0,1,right,S. Adams driving finger roll Layup (2 PTS),[203500],1610612745.0,HOU,driving finger roll,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,0.86,Made,2.0,,,,,,,,,,,,,,,
114,PT01M25.00S,2025-01-06T00:33:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,5.995400788436268,47.30392156862745,1610612747,30,22,2025-01-06T00:33:14Z,1140000,False,13.0,4.0,1,left,D. Finney-Smith driving reverse Layup (4 PTS) (L. James 2 AST),"[1627827, 2544]",1610612747.0,LAL,driving reverse,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,1.41,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,,
116,PT01M14.00S,2025-01-06T00:33:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,80.89684625492772,42.40196078431372,1610612745,30,22,2025-01-06T00:34:13Z,1160000,False,-38.0,127.0,1,right,MISS A. Thompson 13' step back Shot - blocked,"[1641708, 203076]",1610612745.0,HOU,step back,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,13.27,Missed,,,,,,,,,,,,,,,Davis,203076.0
117,PT01M14.00S,2025-01-06T00:33:22.0Z,1,REGULAR,block,,[],203076,,,1610612745,30,22,2025-01-06T00:33:24Z,1170000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
118,PT01M13.00S,2025-01-06T00:33:23.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,30,22,2025-01-06T00:33:33Z,1180000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,
119,PT01M02.00S,2025-01-06T00:33:33.9Z,1,REGULAR,2pt,Jump Shot,[],2544,6.652431011826544,68.62745098039215,1610612747,30,22,2025-01-06T00:33:41Z,1190000,False,-93.0,10.0,1,left,MISS L. James 9' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,,,9.36,Missed,,,,,,,,,,,,,,,,
120,PT01M00.00S,2025-01-06T00:33:35.1Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,30,22,2025-01-06T00:33:41Z,1200000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,119.0,4.0,2.0,2.0,,,,,,,,
121,PT00M55.30S,2025-01-06T00:33:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,91.14651773981603,54.41176470588235,1610612745,30,22,2025-01-06T00:33:49Z,1210000,False,22.0,31.0,1,right,MISS A. Thompson running Layup - blocked,"[1641708, 203076]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,3.78,Missed,,,,,,,,,,,,,,,Davis,203076.0
122,PT00M55.30S,2025-01-06T00:33:40.7Z,1,REGULAR,block,,[],203076,,,1610612745,30,22,2025-01-06T00:33:43Z,1220000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT00M55.30S,2025-01-06T00:33:40.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,30,22,2025-01-06T00:33:49Z,1230000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,121.0,1.0,0.0,1.0,,,,,,,,
124,PT00M37.90S,2025-01-06T00:33:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,63.15703022339028,44.36274509803921,1610612745,33,22,2025-01-06T00:34:06Z,1240000,False,-28.0,294.0,1,right,J. Green 29' 3PT pullup (18 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,29.52,Made,18.0,,,,,,,,,,,,,,,
125,PT00M34.60S,2025-01-06T00:34:07.5Z,1,REGULAR,foul,personal,[],1630256,,,1610612747,33,22,2025-01-06T00:34:21Z,1250000,False,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 203076]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,1628954.0,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,,,
127,PT00M23.50S,2025-01-06T00:34:41.9Z,1,REGULAR,3pt,Jump Shot,[],203076,8.360709592641262,96.32352941176471,1610612747,33,22,2025-01-06T00:34:53Z,1270000,False,-232.0,26.0,1,left,MISS A. Davis 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,23.31,Missed,,,,,,,,,,,,,,,,
128,PT00M22.20S,2025-01-06T00:34:43.2Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612747,33,22,2025-01-06T00:34:53Z,1280000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,
129,PT00M17.30S,2025-01-06T00:34:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612747,33,22,2025-01-06T00:34:59Z,1290000,False,,,0,,S. Milton step out-of-bounds TURNOVER (2 TO),[1629003],1610612747.0,LAL,step,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,1628954.0,2.0,,,,,,,,,,,,,,,,,,
130,PT00M01.00S,2025-01-06T00:35:19.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,87.07293035479631,95.34313725490196,1610612745,36,22,2025-01-06T00:35:27Z,1300000,False,227.0,69.0,1,right,J. Tate 3PT  (3 PTS) (A. Thompson 1 AST),"[1630256, 1641708]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Right Corner 3,24+ Right,,,23.7,Made,3.0,A. Thompson,1641708.0,1.0,,,,,,,,,,,,
133,PT00M00.00S,2025-01-06T00:36:00.1Z,1,REGULAR,period,end,[],0,,,1610612747,36,22,2025-01-06T00:36:00Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612747,36,22,2025-01-06T00:37:54Z,1340000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612747,36,22,2025-01-06T00:37:54Z,1350000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,36,22,2025-01-06T00:37:54Z,1360000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,36,22,2025-01-06T00:37:54Z,1370000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,out,['startperiod'],1629003,,,1610612747,36,22,2025-01-06T00:37:54Z,1380000,False,,,0,,SUB out: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612747,36,22,2025-01-06T00:37:54Z,1390000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612747,36,22,2025-01-06T00:37:54Z,1400000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,36,22,2025-01-06T00:37:54Z,1410000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,in,['startperiod'],1642261,,,1610612747,36,22,2025-01-06T00:37:54Z,1420000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-01-06T00:37:12.4Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,36,22,2025-01-06T00:37:54Z,1430000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-01-06T00:38:14.4Z,2,REGULAR,period,start,[],0,,,1610612745,36,22,2025-01-06T00:38:14Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M52.00S,2025-01-06T00:38:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612745,36,22,2025-01-06T00:38:47Z,1450000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630559, 1641708]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,1628954.0,,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,,,
147,PT11M52.00S,2025-01-06T00:38:53.0Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,36,22,2025-01-06T00:38:53Z,1470000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
148,PT11M52.00S,2025-01-06T00:38:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,36,22,2025-01-06T00:38:53Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,
149,PT11M52.00S,2025-01-06T00:39:08.5Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,37,22,2025-01-06T00:39:08Z,1490000,False,,,0,,A. Thompson Free Throw 2 of 2 (9 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
150,PT11M37.00S,2025-01-06T00:39:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,8.492115637319317,38.48039215686275,1610612747,37,22,2025-01-06T00:39:31Z,1500000,False,58.0,27.0,1,left,MISS A. Reaves 6' driving floating Shot - blocked,"[1630559, 1641715]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,6.37,Missed,,,,,,,,,,,,,,,Whitmore,1641715.0
151,PT11M37.00S,2025-01-06T00:39:26.1Z,2,REGULAR,block,,[],1641715,,,1610612747,37,22,2025-01-06T00:39:29Z,1510000,False,,,0,,C. Whitmore BLOCK (1 BLK),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT11M37.00S,2025-01-06T00:39:26.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,37,22,2025-01-06T00:39:31Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,150.0,,,,,,,,,,,
154,PT11M30.00S,2025-01-06T00:39:46.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",2544,14.273981603153747,56.86274509803921,1610612747,37,22,2025-01-06T00:39:52Z,1540000,False,-34.0,82.0,1,left,MISS L. James 8' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,8.86,Missed,,,,,,,,,,,,,,,,
155,PT11M29.00S,2025-01-06T00:39:47.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612745,37,22,2025-01-06T00:39:52Z,1550000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,
156,PT11M23.00S,2025-01-06T00:39:55.0Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612745,37,22,2025-01-06T00:40:07Z,1560000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629637, 1641708]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,,,
158,PT11M23.00S,2025-01-06T00:40:27.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641708,,,1610612745,37,22,2025-01-06T00:41:00Z,1580000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
159,PT11M23.00S,2025-01-06T00:40:27.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,37,22,2025-01-06T00:41:00Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,
160,PT11M23.00S,2025-01-06T00:40:27.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641708,,,1610612745,37,22,2025-01-06T00:41:00Z,1600000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
161,PT11M23.00S,2025-01-06T00:40:27.6Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,37,22,2025-01-06T00:41:00Z,1610000,False,,,0,,A. Thompson REBOUND (Off:3 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,160.0,5.0,2.0,3.0,,,,,,,,
162,PT11M20.00S,2025-01-06T00:40:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,92.59198423127464,47.30392156862745,1610612745,39,22,2025-01-06T00:41:05Z,1620000,False,-13.0,17.0,1,right,A. Thompson putback Layup (11 PTS),[1641708],1610612745.0,HOU,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,2.18,Made,11.0,,,,,,,,,,,,,,,
163,PT11M01.00S,2025-01-06T00:41:16.6Z,2,REGULAR,3pt,Jump Shot,[],1630559,29.77989487516426,26.715686274509803,1610612747,39,22,2025-01-06T00:41:22Z,1630000,False,116.0,227.0,1,left,MISS A. Reaves 25' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,25.55,Missed,,,,,,,,,,,,,,,,
164,PT10M59.00S,2025-01-06T00:41:18.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612747,39,22,2025-01-06T00:41:22Z,1640000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,,
165,PT10M56.00S,2025-01-06T00:41:21.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2544,24.78646517739816,89.70588235294117,1610612747,39,22,2025-01-06T00:41:27Z,1650000,False,-199.0,180.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,26.83,Missed,,,,,,,,,,,,,,,,
166,PT10M54.00S,2025-01-06T00:41:23.4Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,39,22,2025-01-06T00:41:27Z,1660000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,
167,PT10M45.00S,2025-01-06T00:41:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,92.85479632063075,38.72549019607843,1610612745,39,22,2025-01-06T00:41:39Z,1670000,False,-56.0,15.0,1,right,MISS A. Holiday turnaround fadeaway Shot,[1628988],1610612745.0,HOU,turnaround fadeaway,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,5.83,Missed,,,,,,,,,,,,,,,,
