actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
38,PT09M24.00S,2024-10-24T00:17:46.0Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,3,3,2024-10-24T00:17:46Z,380000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
39,PT09M24.00S,2024-10-24T00:18:03.3Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,4,3,2024-10-24T00:18:03Z,390000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
40,PT09M06.00S,2024-10-24T00:18:25.1Z,1,REGULAR,turnover,out-of-bounds,[],1630208,,,1610612766,4,3,2024-10-24T00:18:37Z,400000,False,,,0,,N. Richards step out-of-bounds TURNOVER (1 TO),[1630208],1610612766.0,CHA,step,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,1628480.0,,,,,,,,,,,1.0,,
41,PT08M54.00S,2024-10-24T00:18:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,90.88370565045992,60.049019607843135,1610612745,4,3,2024-10-24T00:18:55Z,410000,False,50.0,33.0,1,right,MISS A. Sengun 6' driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
42,PT08M52.00S,2024-10-24T00:18:45.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,4,3,2024-10-24T00:18:45Z,420000,False,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,5.0,2.0,3.0,,,,,,,,,,,,,,
43,PT08M52.00S,2024-10-24T00:18:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,92.06636005256242,54.65686274509803,1610612745,4,3,2024-10-24T00:21:53Z,430000,False,23.0,22.0,1,right,MISS A. Sengun putback Layup,[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
44,PT08M48.00S,2024-10-24T00:18:50.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,4,3,2024-10-24T00:18:58Z,440000,False,,,0,,A. Sengun REBOUND (Off:4 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,43.0,6.0,2.0,4.0,,,,,,,,,,,,,,
45,PT08M48.00S,2024-10-24T00:18:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,4,3,2024-10-24T00:18:49Z,450000,False,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
46,PT08M48.00S,2024-10-24T00:18:49.8Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,4,3,2024-10-24T00:18:49Z,460000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT08M40.00S,2024-10-24T00:18:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628998,8.492115637319317,97.54901960784314,1610612766,4,6,2024-10-24T00:19:04Z,470000,False,-238.0,27.0,1,left,C. Martin 3PT  (3 PTS) (B. Miller 1 AST),"[1628998, 1641706]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.93,Made,,,,,,,,,,,,3.0,B. Miller,1641706.0,1.0,,,
49,PT08M30.00S,2024-10-24T00:19:08.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,67.7562417871222,65.44117647058823,1610612745,4,6,2024-10-24T00:19:15Z,490000,False,77.0,251.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
50,PT08M28.00S,2024-10-24T00:19:10.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,4,6,2024-10-24T00:19:15Z,500000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT08M12.00S,2024-10-24T00:19:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.151773981603156,81.86274509803921,1610612766,4,6,2024-10-24T00:19:31Z,510000,False,-159.0,203.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2024-10-24T00:19:27.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,4,6,2024-10-24T00:19:31Z,520000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT08M01.00S,2024-10-24T00:19:37.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.62089356110381,52.450980392156865,1610612745,4,6,2024-10-24T00:19:46Z,530000,False,12.0,36.0,1,right,MISS A. Sengun turnaround Hook - blocked,"[1630578, 1630208]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,Richards,1630208.0,,,,,,,
54,PT08M01.00S,2024-10-24T00:19:37.6Z,1,REGULAR,block,,[],1630208,,,1610612745,4,6,2024-10-24T00:19:39Z,540000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M00.00S,2024-10-24T00:19:38.6Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,4,6,2024-10-24T00:19:46Z,550000,False,,,0,,A. Sengun REBOUND (Off:5 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,53.0,7.0,2.0,5.0,,,,,,,,,,,,,,
56,PT07M59.00S,2024-10-24T00:19:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,92.32917214191852,55.14705882352941,1610612745,6,6,2024-10-24T00:24:06Z,560000,False,26.0,20.0,1,right,A. Sengun putback Layup (4 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,,,,4.0,,,,,,
57,PT07M59.00S,2024-10-24T00:19:45.1Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612745,6,6,2024-10-24T00:19:50Z,570000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Sengun 1 FT),"[1630208, 1630578]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
59,PT07M59.00S,2024-10-24T00:20:00.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612745,6,6,2024-10-24T00:20:38Z,590000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M59.00S,2024-10-24T00:20:00.4Z,1,REGULAR,substitution,in,[],1631217,,,1610612745,6,6,2024-10-24T00:20:38Z,600000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M59.00S,2024-10-24T00:20:19.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630578,,,1610612745,7,6,2024-10-24T00:20:19Z,610000,False,,,0,,A. Sengun Free Throw 1 of 1 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
62,PT07M43.00S,2024-10-24T00:20:36.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631217,7.5722733245729295,47.05882352941176,1610612766,7,6,2024-10-24T00:20:41Z,620000,False,15.0,19.0,1,left,MISS M. Diabaté Hook,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
63,PT07M42.00S,2024-10-24T00:20:37.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,7,6,2024-10-24T00:20:41Z,630000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT07M29.00S,2024-10-24T00:20:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,65.25952693823915,56.61764705882353,1610612745,10,6,2024-10-24T00:20:54Z,640000,False,33.0,274.0,1,right,J. Green 27' 3PT pullup (5 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.61,Made,,,,,,,,,,,,5.0,,,,,,
65,PT07M12.00S,2024-10-24T00:21:06.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,10.200394218134035,54.90196078431373,1610612766,10,8,2024-10-24T00:21:12Z,650000,False,-25.0,43.0,1,left,B. Miller cutting DUNK (2 PTS) (L. Ball 1 AST),"[1641706, 1630163]",1610612766.0,CHA,cutting,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,,,,,,2.0,L. Ball,1630163.0,1.0,,,
67,PT07M02.00S,2024-10-24T00:21:19.4Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612745,10,8,2024-10-24T00:21:24Z,670000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612745.0,HOU,bad pass,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,1628480.0,,,,,,,,,,,1.0,,
68,PT06M45.00S,2024-10-24T00:21:42.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,5.995400788436268,69.6078431372549,1610612766,10,8,2024-10-24T00:21:53Z,680000,False,-98.0,4.0,1,left,MISS B. Miller 9' turnaround fadeaway Shot,[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,9.81,Missed,,,,,,,,,,,,,,,,,,
69,PT06M44.00S,2024-10-24T00:21:43.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,10,8,2024-10-24T00:21:53Z,690000,False,,,0,,A. Sengun REBOUND (Off:5 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,68.0,8.0,3.0,5.0,,,,,,,,,,,,,,
70,PT06M38.00S,2024-10-24T00:21:48.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,71.96123521681997,20.833333333333336,1610612745,10,8,2024-10-24T00:22:00Z,700000,False,-146.0,211.0,1,right,MISS J. Smith Jr. 25' running pullup 3PT,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
71,PT06M37.00S,2024-10-24T00:21:49.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,10,8,2024-10-24T00:22:00Z,710000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M26.00S,2024-10-24T00:22:01.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,31.35676741130092,33.57843137254902,1610612766,10,11,2024-10-24T00:22:10Z,720000,False,82.0,242.0,1,left,B. Miller 25' 3PT  (5 PTS) (L. Ball 2 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,,,,,,,,5.0,L. Ball,1630163.0,2.0,,,
74,PT06M26.00S,2024-10-24T00:22:08.1Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612766,10,11,2024-10-24T00:22:15Z,740000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Miller 1 FT),"[1628415, 1641706]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,202049.0,1.0,0.0,Miller,1641706.0,,,,,,,,,
76,PT06M26.00S,2024-10-24T00:22:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,11,2024-10-24T00:22:36Z,760000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M26.00S,2024-10-24T00:24:34.3Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,10,11,2024-10-24T00:24:59Z,770000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M26.00S,2024-10-24T00:24:34.3Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,10,11,2024-10-24T00:24:59Z,780000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2024-10-24T00:24:34.3Z,1,REGULAR,substitution,in,[],203995,,,1610612766,10,11,2024-10-24T00:24:59Z,790000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
