actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
174,PT00M01.30S,2024-10-24T00:37:30.0Z,1,REGULAR,substitution,out,[],1642263,,,1610612766,26,21,2024-10-24T00:37:35Z,1740000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M01.30S,2024-10-24T00:37:30.0Z,1,REGULAR,substitution,in,[],1628415,,,1610612766,26,21,2024-10-24T00:37:35Z,1750000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M01.00S,2024-10-24T00:37:49.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203552,6.652431011826544,22.058823529411764,1610612766,26,21,2024-10-24T00:37:58Z,1760000,False,140.0,10.0,1,left,MISS S. Curry 14' Jump Shot,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,14.01,Missed,,,,,,,,,,,,,,,,,,
177,PT00M01.00S,2024-10-24T00:37:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,26,21,2024-10-24T00:37:58Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2024-10-24T00:37:54.3Z,1,REGULAR,period,end,[],0,,,1610612766,26,21,2024-10-24T00:37:54Z,1780000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612766,26,21,2024-10-24T00:40:39Z,1790000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612766,26,21,2024-10-24T00:40:39Z,1800000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,out,['startperiod'],1631217,,,1610612766,26,21,2024-10-24T00:40:39Z,1810000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,out,['startperiod'],1630544,,,1610612766,26,21,2024-10-24T00:40:39Z,1820000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612766,26,21,2024-10-24T00:40:39Z,1830000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,in,['startperiod'],1641715,,,1610612766,26,21,2024-10-24T00:40:39Z,1840000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,26,21,2024-10-24T00:40:39Z,1850000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-10-24T00:39:25.2Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612766,26,21,2024-10-24T00:40:39Z,1860000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-10-24T00:40:40.6Z,2,REGULAR,period,start,[],0,,,1610612766,26,21,2024-10-24T00:40:40Z,1870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M47.00S,2024-10-24T00:40:53.3Z,2,REGULAR,3pt,Jump Shot,[],203552,7.835085413929041,97.54901960784314,1610612766,26,24,2024-10-24T00:40:57Z,1880000,False,-238.0,21.0,1,left,S. Curry 3PT  (6 PTS),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.86,Made,,,,,,,,,,,,6.0,,,,,,
190,PT11M29.00S,2024-10-24T00:41:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,81.02825229960578,51.9607843137255,1610612745,28,24,2024-10-24T00:41:17Z,1900000,False,10.0,126.0,1,right,R. Sheppard 12' driving floating Jump Shot (2 PTS),[1642263],1610612745.0,HOU,driving floating,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,,,,,,,,,,,,2.0,,,,,,
191,PT11M11.00S,2024-10-24T00:41:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612766,28,24,2024-10-24T00:41:36Z,1910000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Curry 2 FT),"[1642263, 203552]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,,,,200833.0,1.0,0.0,Curry,203552.0,,,,,,,,,
193,PT11M11.00S,2024-10-24T00:41:58.8Z,2,REGULAR,freethrow,1 of 2,[],203552,,,1610612766,28,25,2024-10-24T00:41:58Z,1930000,False,,,0,,S. Curry Free Throw 1 of 2 (7 PTS),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
194,PT11M11.00S,2024-10-24T00:41:58.8Z,2,REGULAR,freethrow,2 of 2,[],203552,,,1610612766,28,25,2024-10-24T00:42:21Z,1940000,False,,,0,,MISS S. Curry Free Throw 2 of 2,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT11M11.00S,2024-10-24T00:41:58.8Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612766,28,25,2024-10-24T00:42:21Z,1950000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,194.0,2.0,1.0,1.0,,,,,,,,,,,,,,
196,PT11M05.00S,2024-10-24T00:42:20.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,31.488173455978973,73.2843137254902,1610612766,28,25,2024-10-24T00:42:26Z,1960000,False,-116.0,243.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
197,PT11M04.00S,2024-10-24T00:42:21.6Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,28,25,2024-10-24T00:42:26Z,1970000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT10M47.00S,2024-10-24T00:42:38.8Z,2,REGULAR,3pt,Jump Shot,[],1642263,67.88764783180025,63.970588235294116,1610612745,28,25,2024-10-24T00:42:44Z,1980000,False,70.0,249.0,1,right,MISS R. Sheppard 25' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
199,PT10M46.00S,2024-10-24T00:42:39.8Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,28,25,2024-10-24T00:42:44Z,1990000,False,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,198.0,2.0,0.0,2.0,,,,,,,,,,,,,,
200,PT10M33.00S,2024-10-24T00:42:53.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629111,70.38436268068331,24.019607843137255,1610612745,31,25,2024-10-24T00:42:58Z,2000000,False,-130.0,226.0,1,right,J. Landale 26' 3PT  (3 PTS) (R. Sheppard 1 AST),"[1629111, 1642263]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,,,,,,,,3.0,R. Sheppard,1642263.0,1.0,,,
202,PT10M29.00S,2024-10-24T00:43:10.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,31,25,2024-10-24T00:43:21Z,2020000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,200833.0,,,,,,,,,,,,,
203,PT10M20.00S,2024-10-24T00:43:25.0Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612766,31,25,2024-10-24T00:43:35Z,2030000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Martin 2 FT),"[1629111, 1628998]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,1.0,0.0,Martin,1628998.0,,,,,,,,,
205,PT10M20.00S,2024-10-24T00:43:55.4Z,2,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,31,26,2024-10-24T00:43:55Z,2050000,False,,,0,,C. Martin Free Throw 1 of 2 (4 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
206,PT10M20.00S,2024-10-24T00:44:23.6Z,2,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,31,27,2024-10-24T00:44:23Z,2060000,False,,,0,,C. Martin Free Throw 2 of 2 (5 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
207,PT10M03.00S,2024-10-24T00:44:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,89.17542706964521,63.970588235294116,1610612745,31,27,2024-10-24T00:47:56Z,2070000,False,70.0,49.0,1,right,MISS A. Thompson 8' driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,8.55,Missed,,,,,,,,,,,,,,,,,,
208,PT10M02.00S,2024-10-24T00:44:45.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,31,27,2024-10-24T00:44:50Z,2080000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,207.0,3.0,2.0,1.0,,,,,,,,,,,,,,
209,PT09M44.00S,2024-10-24T00:45:03.5Z,2,REGULAR,3pt,Jump Shot,[],1628998,9.937582128777924,4.166666666666666,1610612766,31,27,2024-10-24T00:48:55Z,2090000,False,229.0,41.0,1,left,MISS C. Martin step back 3PT,[1628998],1610612766.0,CHA,step back,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
210,PT09M42.00S,2024-10-24T00:45:05.5Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,31,27,2024-10-24T00:53:08Z,2100000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT09M36.00S,2024-10-24T00:45:10.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641708,92.59198423127464,53.92156862745098,1610612745,33,27,2024-10-24T00:45:16Z,2110000,False,20.0,17.0,1,right,A. Thompson running DUNK (9 PTS) (T. Eason 1 AST),"[1641708, 1631106]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,,,9.0,T. Eason,1631106.0,1.0,,,
213,PT09M11.00S,2024-10-24T00:45:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628998,28.728646517739815,77.20588235294117,1610612766,33,27,2024-10-24T00:45:41Z,2130000,False,-136.0,218.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
214,PT09M11.00S,2024-10-24T00:45:35.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,33,27,2024-10-24T00:45:41Z,2140000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,213.0,,,,,,,,,,,,,,,,,
216,PT09M11.00S,2024-10-24T00:45:41.5Z,2,REGULAR,substitution,out,[],1629111,,,1610612745,33,27,2024-10-24T00:45:46Z,2160000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M11.00S,2024-10-24T00:45:41.5Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,33,27,2024-10-24T00:45:46Z,2170000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M56.00S,2024-10-24T00:46:08.3Z,2,REGULAR,3pt,Jump Shot,[],1630578,69.59592641261499,70.83333333333334,1610612745,36,27,2024-10-24T00:46:12Z,2180000,False,104.0,233.0,1,right,A. Sengun 25' 3PT  (12 PTS) (R. Sheppard 2 AST),"[1630578, 1642263]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,,,,,,,,12.0,R. Sheppard,1642263.0,2.0,,,
220,PT08M42.00S,2024-10-24T00:46:21.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,30.042706964520367,74.75490196078431,1610612766,36,30,2024-10-24T00:46:24Z,2200000,False,-124.0,230.0,1,left,L. Ball 26' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.11,Made,,,,,,,,,,,,8.0,,,,,,
221,PT08M31.00S,2024-10-24T00:46:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,87.46714848883047,48.03921568627451,1610612745,38,30,2024-10-24T00:52:28Z,2210000,False,-10.0,65.0,1,right,A. Thompson 6' driving floating Jump Shot (11 PTS),[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,,,,,,,,11.0,,,,,,
222,PT08M21.00S,2024-10-24T00:46:44.4Z,2,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612766,38,30,2024-10-24T00:46:54Z,2220000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Martin 2 FT),"[1641715, 1628998]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,1.0,0.0,Martin,1628998.0,,,,,,,,,
224,PT08M21.00S,2024-10-24T00:47:13.9Z,2,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,38,30,2024-10-24T00:47:13Z,2240000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT08M21.00S,2024-10-24T00:47:13.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,38,30,2024-10-24T00:47:13Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,
226,PT08M21.00S,2024-10-24T00:47:14.7Z,2,REGULAR,substitution,out,[],1631106,,,1610612766,38,30,2024-10-24T00:47:18Z,2260000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M21.00S,2024-10-24T00:47:14.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612766,38,30,2024-10-24T00:47:18Z,2270000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M21.00S,2024-10-24T00:47:52.7Z,2,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,38,31,2024-10-24T00:47:52Z,2280000,False,,,0,,C. Martin Free Throw 2 of 2 (6 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
229,PT08M06.00S,2024-10-24T00:48:09.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,81.94809461235218,50.98039215686274,1610612745,38,31,2024-10-24T00:48:15Z,2290000,False,5.0,117.0,1,right,MISS A. Thompson 11' floating Shot,[1641708],1610612745.0,HOU,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,,,,,,,,,,,,,,,,,,
230,PT08M05.00S,2024-10-24T00:48:10.4Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,38,31,2024-10-24T00:48:15Z,2300000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,229.0,3.0,3.0,0.0,,,,,,,,,,,,,,
231,PT07M55.00S,2024-10-24T00:48:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630163,32.53942181340342,32.1078431372549,1610612766,38,31,2024-10-24T00:48:27Z,2310000,False,89.0,253.0,1,left,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2024-10-24T00:48:21.3Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,38,31,2024-10-24T00:48:27Z,2320000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT07M46.00S,2024-10-24T00:48:33.6Z,2,REGULAR,foul,personal,[],1628998,,,1610612745,38,31,2024-10-24T00:48:58Z,2330000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1630578]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,200833.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
235,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,38,31,2024-10-24T00:48:50Z,2350000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612745,38,31,2024-10-24T00:48:50Z,2360000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,out,[],203552,,,1610612745,38,31,2024-10-24T00:48:50Z,2370000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,38,31,2024-10-24T00:48:50Z,2380000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612745,38,31,2024-10-24T00:48:50Z,2390000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M46.00S,2024-10-24T00:48:39.0Z,2,REGULAR,substitution,in,[],1630544,,,1610612745,38,31,2024-10-24T00:48:50Z,2400000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M38.00S,2024-10-24T00:49:06.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.72339027595268,54.65686274509803,1610612745,40,31,2024-10-24T00:49:13Z,2420000,False,23.0,16.0,1,right,A. Sengun driving Hook (14 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.82,Made,,,,,,,,,,,,14.0,,,,,,
243,PT07M29.00S,2024-10-24T00:49:14.8Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,40,31,2024-10-24T00:49:19Z,2430000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1627832]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
244,PT07M29.00S,2024-10-24T00:49:14.8Z,2,REGULAR,steal,,[],1627832,,,1610612745,40,31,2024-10-24T00:49:16Z,2440000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
245,PT07M25.00S,2024-10-24T00:49:19.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,93.64323258869908,52.69607843137255,1610612745,42,31,2024-10-24T00:49:24Z,2450000,False,13.0,7.0,1,right,F. VanVleet running reverse Layup (2 PTS) (R. Sheppard 3 AST),"[1627832, 1642263]",1610612745.0,HOU,running reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,,,,,,2.0,R. Sheppard,1642263.0,3.0,,,
247,PT07M24.00S,2024-10-24T00:49:26.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,42,31,2024-10-24T00:49:26Z,2470000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,out,[],1642263,,,1610612766,42,31,2024-10-24T00:52:22Z,2480000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,42,31,2024-10-24T00:52:22Z,2490000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,42,31,2024-10-24T00:52:22Z,2500000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,in,[],1631095,,,1610612766,42,31,2024-10-24T00:52:22Z,2510000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,42,31,2024-10-24T00:52:22Z,2520000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M24.00S,2024-10-24T00:52:08.8Z,2,REGULAR,substitution,in,[],203995,,,1610612766,42,31,2024-10-24T00:52:22Z,2530000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M59.00S,2024-10-24T00:52:49.6Z,2,REGULAR,turnover,lost ball,[],1630544,,,1610612766,42,31,2024-10-24T00:52:54Z,2540000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1630544, 1627832]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
255,PT06M59.00S,2024-10-24T00:52:49.6Z,2,REGULAR,steal,,[],1627832,,,1610612745,42,31,2024-10-24T00:52:51Z,2550000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
256,PT06M57.00S,2024-10-24T00:52:53.7Z,2,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612745,42,31,2024-10-24T00:52:58Z,2560000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (2 TO),[1627832],1610612745.0,HOU,bad pass,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,202049.0,,,,,,,,,,,2.0,,
257,PT06M35.00S,2024-10-24T00:53:22.6Z,2,REGULAR,turnover,bad pass,[],1641706,,,1610612766,42,31,2024-10-24T00:53:25Z,2570000,False,,,0,,B. Miller bad pass TURNOVER (1 TO),"[1641706, 1630578]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
258,PT06M35.00S,2024-10-24T00:53:22.6Z,2,REGULAR,steal,,[],1630578,,,1610612745,42,31,2024-10-24T00:53:24Z,2580000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
