actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-04T01:11:19.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-04T01:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-04T01:11:21.8Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2025-01-04T01:11:21Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. A. Sengun: Tip to D. White,"[1628401, 204001, 1630578]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porziņģis,204001.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-04T01:11:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.995400788436268,48.28431372549019,1610612738,0,0,2025-01-04T01:11:40Z,70000,False,9.0,4.0,1,left,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-01-04T01:11:33.9Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,0,0,2025-01-04T01:11:40Z,80000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2025-01-04T01:11:40.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,75.24638633377135,12.5,1610612745,0,0,2025-01-04T01:11:52Z,90000,False,-188.0,180.0,1,right,MISS J. Green 26' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2025-01-04T01:11:43.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,0,0,2025-01-04T01:11:43Z,100000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M33.00S,2025-01-04T01:11:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,93.64323258869908,49.01960784313725,1610612745,2,0,2025-01-04T01:11:58Z,110000,False,-5.0,7.0,1,right,A. Sengun putback Layup (2 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M21.00S,2025-01-04T01:11:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.966491458607096,50.245098039215684,1610612738,2,2,2025-01-04T01:12:02Z,120000,False,-1.0,22.0,1,left,J. Holiday driving Layup (2 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M56.00S,2025-01-04T01:12:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630578,84.36268068331142,32.732077205882355,1610612745,4,2,2025-01-04T01:13:10Z,130000,False,-86.0,94.0,1,right,A. Sengun 12' turnaround fadeaway Jump Shot (4 PTS),[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,12.8,Made,,,,,4.0,,,,,,,,,,,,,
14,PT10M42.00S,2025-01-04T01:12:36.2Z,1,REGULAR,3pt,Jump Shot,[],201950,22.946780551905388,88.23529411764706,1610612738,4,2,2025-01-04T01:12:42Z,140000,False,-191.0,163.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
