actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
27,PT08M26.00S,2025-03-23T23:15:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,7.30946123521682,37.254901960784316,1610612743,9,2,2025-03-23T23:15:37Z,270000,False,64.0,16.0,1,left,MISS M. Porter Jr. 6' floating Shot - blocked,"[1629008, 1630578]",1610612743.0,DEN,floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,Sengun,1630578.0,,,,,,
28,PT08M26.00S,2025-03-23T23:15:14.1Z,1,REGULAR,block,,[],1630578,,,1610612743,9,2,2025-03-23T23:15:16Z,280000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT08M24.00S,2025-03-23T23:15:16.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,9,2,2025-03-23T23:15:18Z,290000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT08M15.00S,2025-03-23T23:15:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.86136662286465,34.31372549019608,1610612745,11,2,2025-03-23T23:15:33Z,300000,False,-78.0,62.0,1,right,D. Brooks 9' turnaround fadeaway Jump Shot (7 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,9.97,Made,,,,,7.0,,,,,,,,,,,,,
31,PT08M15.00S,2025-03-23T23:15:39.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,11,2,2025-03-23T23:15:39Z,310000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M00.00S,2025-03-23T23:18:45.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.1268068331143235,52.94117647058824,1610612743,11,4,2025-03-23T23:18:49Z,320000,False,-15.0,5.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (A. Gordon 1 AST),"[201599, 203932]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,
34,PT07M44.00S,2025-03-23T23:19:04.0Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612745,11,4,2025-03-23T23:19:15Z,340000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Green 2 FT),"[203932, 1630224]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628954.0,,,,1.0,0.0,Green,1630224.0,,
36,PT07M44.00S,2025-03-23T23:19:30.7Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,12,4,2025-03-23T23:19:30Z,360000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
37,PT07M44.00S,2025-03-23T23:19:48.4Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,13,4,2025-03-23T23:19:48Z,370000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
38,PT07M29.00S,2025-03-23T23:20:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,16.63929040735874,42.15686274509804,1610612743,13,6,2025-03-23T23:20:10Z,380000,False,39.0,104.0,1,left,J. Murray 11' driving finger roll Layup (4 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.1,Made,,,,,4.0,,,,,,,,,,,,,
39,PT07M07.00S,2025-03-23T23:20:26.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,70.90998685939553,75.73529411764706,1610612745,13,6,2025-03-23T23:20:31Z,390000,False,129.0,221.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
40,PT07M05.00S,2025-03-23T23:20:28.5Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,13,6,2025-03-23T23:20:31Z,400000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,,
41,PT07M00.00S,2025-03-23T23:20:34.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,5.469776609724048,49.01960784313725,1610612743,13,6,2025-03-23T23:21:06Z,410000,False,5.0,-1.0,1,left,MISS J. Murray running reverse Layup - blocked,"[1627750, 1641708]",1610612743.0,DEN,running reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.5,Missed,,,,,,,,,,,Thompson,1641708.0,,,,,,
42,PT07M00.00S,2025-03-23T23:20:34.2Z,1,REGULAR,block,,[],1641708,,,1610612743,13,6,2025-03-23T23:20:36Z,420000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT06M57.00S,2025-03-23T23:20:37.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,13,6,2025-03-23T23:20:37Z,430000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT06M55.00S,2025-03-23T23:20:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,6.389618922470433,50.245098039215684,1610612743,13,8,2025-03-23T23:21:34Z,440000,False,-1.0,8.0,1,left,M. Porter Jr. cutting Layup (2 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,A. Gordon,203932.0,2.0,,,,,,,,,,
46,PT06M34.00S,2025-03-23T23:20:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,85.10183968462549,53.92156862745098,1610612745,13,8,2025-03-23T23:21:03Z,460000,False,20.0,88.0,1,right,MISS A. Sengun 8' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
47,PT06M32.00S,2025-03-23T23:21:01.9Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,13,8,2025-03-23T23:21:03Z,470000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT06M27.00S,2025-03-23T23:21:07.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627750,12.171484888304862,71.07843137254902,1610612743,13,10,2025-03-23T23:21:55Z,480000,False,-105.0,62.0,1,left,J. Murray 12' driving floating bank Jump Shot (6 PTS),[1627750],1610612743.0,DEN,driving floating bank,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,12.22,Made,,,,,6.0,,,,,,,,,,,,,
49,PT06M09.00S,2025-03-23T23:21:25.5Z,1,REGULAR,2pt,Jump Shot,[],1630578,84.31340341655716,70.09803921568627,1610612745,13,10,2025-03-23T23:21:32Z,490000,False,100.0,95.0,1,right,MISS A. Sengun 13' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,13.83,Missed,,,,,,,,,,,,,,,,,,
50,PT06M06.00S,2025-03-23T23:21:28.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,13,10,2025-03-23T23:21:32Z,500000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT05M58.00S,2025-03-23T23:21:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.338370565045992,53.92156862745098,1610612743,13,10,2025-03-23T23:23:41Z,510000,False,-20.0,-2.0,1,left,MISS A. Gordon cutting Layup,[203932],1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
52,PT05M55.00S,2025-03-23T23:21:40.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,13,10,2025-03-23T23:23:49Z,520000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT05M50.00S,2025-03-23T23:21:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,93.77463863337714,52.94117647058824,1610612745,13,10,2025-03-23T23:23:53Z,530000,False,15.0,6.0,1,right,MISS D. Brooks running Layup,[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
54,PT05M48.00S,2025-03-23T23:21:46.3Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,13,10,2025-03-23T23:21:57Z,540000,False,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,53.0,4.0,3.0,1.0,,,,,,,,,,,,,,
55,PT05M43.00S,2025-03-23T23:21:50.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629008,6.783837056504599,49.754901960784316,1610612743,13,12,2025-03-23T23:24:15Z,550000,False,1.0,11.0,1,left,M. Porter Jr. running alley-oop DUNK (4 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,running alley-oop,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,4.0,C. Braun,1631128.0,1.0,,,,,,,,,,
57,PT05M31.00S,2025-03-23T23:22:03.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.28186596583443,54.90196078431373,1610612745,13,12,2025-03-23T23:22:08Z,570000,False,25.0,246.0,1,right,MISS J. Green 24' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,24.69,Missed,,,,,,,,,,,,,,,,,,
58,PT05M28.00S,2025-03-23T23:22:06.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,13,12,2025-03-23T23:22:08Z,580000,False,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,57.0,5.0,4.0,1.0,,,,,,,,,,,,,,
59,PT05M16.00S,2025-03-23T23:22:17.5Z,1,REGULAR,3pt,Jump Shot,[],203932,28.07161629434954,22.54901960784314,1610612743,13,15,2025-03-23T23:22:21Z,590000,False,137.0,211.0,1,left,A. Gordon 25' 3PT  (3 PTS) (C. Braun 2 AST),"[203932, 1631128]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,3.0,C. Braun,1631128.0,2.0,,,,,,,,,,
61,PT05M07.00S,2025-03-23T23:22:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,73.14388961892247,81.37254901960785,1610612745,13,15,2025-03-23T23:22:30Z,610000,False,157.0,200.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
62,PT05M06.00S,2025-03-23T23:22:27.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,13,15,2025-03-23T23:22:30Z,620000,False,,,0,,D. Jordan REBOUND (Off:1 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,61.0,6.0,5.0,1.0,,,,,,,,,,,,,,
63,PT04M53.00S,2025-03-23T23:22:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.258212877792378,48.28431372549019,1610612743,13,17,2025-03-23T23:25:17Z,630000,False,9.0,6.0,1,left,M. Porter Jr. cutting Layup (6 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,6.0,J. Murray,1627750.0,1.0,,,,,,,,,,
65,PT04M53.00S,2025-03-23T23:22:49.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,17,2025-03-23T23:22:49Z,650000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,13,17,2025-03-23T23:25:34Z,660000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,13,17,2025-03-23T23:25:34Z,670000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612745,13,17,2025-03-23T23:25:34Z,680000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,13,17,2025-03-23T23:25:34Z,690000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,in,[],203500,,,1610612745,13,17,2025-03-23T23:25:34Z,700000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M53.00S,2025-03-23T23:25:13.6Z,1,REGULAR,substitution,in,[],201566,,,1610612745,13,17,2025-03-23T23:25:34Z,710000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M41.00S,2025-03-23T23:25:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.17279894875165,74.50980392156863,1610612745,16,17,2025-03-23T23:25:56Z,720000,False,123.0,218.0,1,right,J. Green 25' 3PT  (5 PTS) (S. Adams 1 AST),"[1630224, 203500]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.05,Made,,,,,5.0,S. Adams,203500.0,1.0,,,,,,,,,,
74,PT04M26.00S,2025-03-23T23:26:10.3Z,1,REGULAR,turnover,traveling,[],201566,,,1610612743,16,17,2025-03-23T23:26:14Z,740000,False,,,0,,R. Westbrook traveling TURNOVER (1 TO),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1662.0,1.0,,,,,,,,
75,PT04M09.00S,2025-03-23T23:26:42.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,75.3777923784494,54.65686274509803,1610612745,16,17,2025-03-23T23:26:47Z,750000,False,23.0,179.0,1,right,MISS F. VanVleet 18' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,18.04,Missed,,,,,,,,,,,,,,,,,,
76,PT04M06.00S,2025-03-23T23:26:45.5Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,16,17,2025-03-23T23:26:47Z,760000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT03M56.00S,2025-03-23T23:26:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,16.245072273324574,53.67647058823529,1610612743,16,17,2025-03-23T23:27:17Z,770000,False,-18.0,100.0,1,left,MISS R. Westbrook 10' fadeaway Shot,[201566],1610612743.0,DEN,fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,,,,,,,,,,,,,,,,,
78,PT03M56.00S,2025-03-23T23:26:55.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,16,17,2025-03-23T23:27:11Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,77.0,,,,,,,,,,,,,,,,,
79,PT03M56.00S,2025-03-23T23:27:03.7Z,1,REGULAR,foul,personal,[],203500,,,1610612743,16,17,2025-03-23T23:27:20Z,790000,False,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 201599]",1610612745.0,HOU,loose ball,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202027.0,,,,1.0,0.0,Jordan,201599.0,,
