actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-07T01:11:08.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-07T01:11:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-07T01:11:11.0Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,0,0,2024-11-07T01:11:11Z,40000,False,,,0,,Jump Ball A. Sengun vs. V. Wembanyama: Tip to J. Green,"[1630224, 1630578, 1641705]",1610612745.0,HOU,startperiod,J. Green,1630224.0,Green,J. Green,Sengun,1630578.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-11-07T01:11:27.4Z,1,REGULAR,2pt,Jump Shot,[],1630578,9.149145860709593,71.32352941176471,1610612745,2,0,2024-11-07T01:11:32Z,70000,False,-107.0,34.0,1,left,A. Sengun 11' Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,11.17,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-11-07T01:11:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,93.51182654402102,43.627450980392155,1610612759,2,2,2024-11-07T01:11:50Z,90000,False,-32.0,8.0,1,right,V. Wembanyama driving finger roll Layup (2 PTS) (C. Paul 1 AST),"[1641705, 101108]",1610612759.0,SAS,driving finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2024-11-07T01:11:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.1268068331143235,43.627450980392155,1610612745,2,2,2024-11-07T01:12:04Z,110000,False,32.0,5.0,1,left,MISS A. Sengun Layup,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2024-11-07T01:11:58.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,2,2024-11-07T01:12:04Z,120000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M58.00S,2024-11-07T01:12:11.7Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612759,2,2,2024-11-07T01:12:30Z,130000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612759.0,SAS,bad pass,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,1.0,,,,,,,,
14,PT10M48.00S,2024-11-07T01:12:33.3Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,2,2,2024-11-07T01:12:38Z,140000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,1.0,,,,,,,,
15,PT10M28.00S,2024-11-07T01:12:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,92.59198423127464,54.90196078431373,1610612759,2,2,2024-11-07T01:13:08Z,150000,False,25.0,17.0,1,right,MISS H. Barnes driving Layup,[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2024-11-07T01:13:00.1Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,2,2,2024-11-07T01:13:08Z,160000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M18.00S,2024-11-07T01:13:21.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,4.681340341655716,4.6568627450980395,1610612745,2,2,2024-11-07T01:13:27Z,180000,False,227.0,-8.0,1,left,MISS D. Brooks 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
19,PT10M18.00S,2024-11-07T01:13:21.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,2,2024-11-07T01:13:27Z,190000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M08.00S,2024-11-07T01:13:31.0Z,1,REGULAR,3pt,Jump Shot,[],101108,73.14388961892247,83.57843137254902,1610612759,2,2,2024-11-07T01:13:36Z,200000,False,168.0,200.0,1,right,MISS C. Paul 26' 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
21,PT10M07.00S,2024-11-07T01:13:32.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,2,2024-11-07T01:13:36Z,210000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M02.00S,2024-11-07T01:13:38.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,23.603810775295663,86.76470588235294,1610612745,2,2,2024-11-07T01:13:53Z,220000,False,-184.0,169.0,1,left,MISS F. VanVleet 25' running pullup 3PT,[1627832],1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
