actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M11.00S,2023-01-22T00:53:00.7Z,1,REGULAR,substitution,in,[],1629731,,,1610612749,15,16,2023-01-22T00:53:26Z,850000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2023-01-22T00:53:00.7Z,1,REGULAR,substitution,in,[],204060,,,1610612749,15,16,2023-01-22T00:53:26Z,860000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M11.00S,2023-01-22T00:53:00.7Z,1,REGULAR,substitution,in,[],201572,,,1610612749,15,16,2023-01-22T00:53:26Z,870000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M11.00S,2023-01-22T00:53:00.7Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,15,16,2023-01-22T00:53:26Z,880000,False,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M10.00S,2023-01-22T00:53:29.7Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,15,16,2023-01-22T00:53:49Z,890000,False,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1628386]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,3.0,Allen,1628386.0,,,,,,,,,,,,,,,,,
91,PT05M10.00S,2023-01-22T00:53:29.7Z,1,REGULAR,steal,,[],1628386,,,1610612739,15,16,2023-01-22T00:53:34Z,900000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
92,PT05M06.00S,2023-01-22T00:53:52.9Z,1,REGULAR,jumpball,recovered,[],1629731,,,1610612739,15,16,2023-01-22T00:53:52Z,910000,False,,,0,,Jump Ball J. Allen vs. B. Lopez: Tip to D. Wade,"[1629731, 1628386, 201572]",1610612739.0,CLE,heldball,D. Wade,1629731.0,Wade,D. Wade,Allen,1628386.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
95,PT04M58.00S,2023-01-22T00:54:00.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,22.158344283837057,63.23529411764706,1610612739,15,16,2023-01-22T00:54:43Z,940000,False,-66.0,156.0,1,left,MISS D. Garland 16' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,16.93,Missed,,,,,,,,,,,,,,,
96,PT04M54.00S,2023-01-22T00:54:04.7Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,15,16,2023-01-22T00:54:09Z,950000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,95.0,1.0,0.0,1.0,,,,,,,,,,
97,PT04M52.00S,2023-01-22T00:54:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,8.229303547963205,47.549019607843135,1610612739,17,16,2023-01-22T00:54:16Z,960000,False,12.0,25.0,1,left,J. Allen Layup (4 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,2.78,Made,4.0,,,,,D. Garland,1629636.0,3.0,,,,,,,
100,PT04M36.00S,2023-01-22T00:54:42.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612749,17,16,2023-01-22T00:54:58Z,990000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M36.00S,2023-01-22T00:54:42.1Z,1,REGULAR,substitution,in,[],201567,,,1610612749,17,16,2023-01-22T00:54:58Z,1000000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2023-01-22T00:55:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,94.03745072273325,52.20588235294118,1610612749,17,16,2023-01-22T00:55:21Z,1010000,False,11.0,4.0,1,right,MISS B. Lopez reverse Layup,[201572],1610612749.0,MIL,reverse,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,1.15,Missed,,,,,,,,,,,,,,,
103,PT04M24.00S,2023-01-22T00:55:17.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,17,16,2023-01-22T00:55:17Z,1020000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,
104,PT04M12.00S,2023-01-22T00:55:28.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,14.14257555847569,46.07843137254902,1610612739,17,16,2023-01-22T00:55:32Z,1030000,False,20.0,80.0,1,left,MISS J. Allen 8' Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,8.28,Missed,,,,,,,,,,,,,,,
105,PT04M10.00S,2023-01-22T00:55:30.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,17,16,2023-01-22T00:55:32Z,1040000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,
106,PT04M02.00S,2023-01-22T00:55:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.9060446780552,50.73529411764706,1610612749,17,18,2023-01-22T00:55:48Z,1050000,False,4.0,5.0,1,right,B. Lopez driving Layup (4 PTS) (J. Carter 1 AST),"[201572, 1628975]",1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,0.61,Made,4.0,,,,,J. Carter,1628975.0,1.0,,,,,,,
108,PT03M45.00S,2023-01-22T00:55:55.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.783837056504599,52.20588235294118,1610612739,19,18,2023-01-22T00:58:43Z,1070000,False,-11.0,11.0,1,left,J. Allen cutting DUNK (6 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,1.58,Made,6.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,
110,PT03M31.00S,2023-01-22T00:56:09.8Z,1,REGULAR,3pt,Jump Shot,[],201950,68.80749014454665,70.83333333333334,1610612749,19,18,2023-01-22T00:59:05Z,1090000,False,104.0,241.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,26.23,Missed,,,,,,,,,,,,,,,
111,PT03M28.00S,2023-01-22T00:56:12.8Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,19,18,2023-01-22T00:56:13Z,1100000,False,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,
112,PT03M23.00S,2023-01-22T00:56:17.5Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,19,18,2023-01-22T00:56:29Z,1110000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1629670]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,1.0,Nwora,1629670.0,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2023-01-22T00:56:17.5Z,1,REGULAR,steal,,[],1629670,,,1610612749,19,18,2023-01-22T00:56:21Z,1120000,False,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2023-01-22T00:56:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,93.11760840998686,51.71568627450981,1610612749,19,20,2023-01-22T01:01:17Z,1130000,False,9.0,12.0,1,right,J. Holiday cutting Layup (2 PTS) (J. Ingles 1 AST),"[201950, 204060]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,1.49,Made,2.0,,,,,J. Ingles,204060.0,1.0,,,,,,,
116,PT03M02.00S,2023-01-22T00:56:38.4Z,1,REGULAR,2pt,Jump Shot,[],1628386,22.421156373193167,36.76470588235294,1610612739,19,20,2023-01-22T00:56:43Z,1150000,False,66.0,158.0,1,left,MISS J. Allen 17' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,17.16,Missed,,,,,,,,,,,,,,,
117,PT03M00.00S,2023-01-22T00:56:40.4Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,19,20,2023-01-22T00:56:43Z,1160000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Mid-Range,16-24 Right Center,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT02M51.00S,2023-01-22T00:56:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629670,67.7562417871222,31.127450980392158,1610612749,19,23,2023-01-22T00:56:54Z,1170000,False,-94.0,251.0,1,right,J. Nwora 26' 3PT  (3 PTS) (J. Holiday 5 AST),"[1629670, 201950]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,26.78,Made,3.0,,,,,J. Holiday,201950.0,5.0,,,,,,,
120,PT02M49.00S,2023-01-22T00:56:59.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,19,23,2023-01-22T00:56:59Z,1190000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,19,23,2023-01-22T00:59:47Z,1200000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,19,23,2023-01-22T00:59:47Z,1210000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,out,[],201950,,,1610612739,19,23,2023-01-22T00:59:47Z,1220000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,19,23,2023-01-22T00:59:47Z,1230000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,19,23,2023-01-22T00:59:47Z,1240000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2023-01-22T00:57:12.7Z,1,REGULAR,substitution,in,[],201588,,,1610612739,19,23,2023-01-22T00:59:47Z,1250000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M35.00S,2023-01-22T01:00:01.5Z,1,REGULAR,3pt,Jump Shot,[],201567,30.56833114323259,23.52941176470588,1610612739,19,23,2023-01-22T01:00:07Z,1260000,False,132.0,235.0,1,left,MISS K. Love 26' turnaround 3PT,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,26.96,Missed,,,,,,,,,,,,,,,
129,PT02M31.00S,2023-01-22T01:00:05.5Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,19,23,2023-01-22T01:00:07Z,1270000,False,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,
130,PT02M19.00S,2023-01-22T01:00:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,93.51182654402102,50.245098039215684,1610612749,19,23,2023-01-22T01:02:44Z,1280000,False,1.0,8.0,1,right,MISS J. Ingles driving finger roll Layup - blocked,"[204060, 1629731]",1610612749.0,MIL,driving finger roll,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,0.86,Missed,,,,,,,,,Wade,1629731.0,,,,,
131,PT02M19.00S,2023-01-22T01:00:17.7Z,1,REGULAR,block,,[],1629731,,,1610612749,19,23,2023-01-22T01:00:20Z,1290000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT02M19.00S,2023-01-22T01:00:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,19,23,2023-01-22T01:00:23Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,130.0,,,,,,,,,,,,,
134,PT02M14.00S,2023-01-22T01:00:38.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,77.34888304862024,51.9607843137255,1610612749,19,23,2023-01-22T01:00:45Z,1320000,False,10.0,160.0,1,right,MISS J. Carter 16' step back Shot,[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,,,,16.07,Missed,,,,,,,,,,,,,,,
135,PT02M11.00S,2023-01-22T01:00:41.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,19,23,2023-01-22T01:00:45Z,1330000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Center,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,
136,PT02M01.00S,2023-01-22T01:00:52.2Z,1,REGULAR,2pt,Jump Shot,[],1630596,12.697109067017081,31.372549019607842,1610612739,21,23,2023-01-22T01:00:57Z,1340000,False,93.0,67.0,1,left,E. Mobley 11' turnaround fadeaway Jump Shot (4 PTS) (C. Osman 1 AST),"[1630596, 1626224]",1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,11.46,Made,4.0,,,,,C. Osman,1626224.0,1.0,,,,,,,
137,PT01M40.00S,2023-01-22T01:01:11.9Z,1,REGULAR,3pt,Jump Shot,[],201588,93.77463863337714,98.2843137254902,1610612749,21,26,2023-01-22T01:01:16Z,1350000,False,241.0,6.0,1,right,G. Hill 24' 3PT  (3 PTS) (J. Carter 2 AST),"[201588, 1628975]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,Right Corner 3,24+ Right,,,,24.15,Made,3.0,,,,,J. Carter,1628975.0,2.0,,,,,,,
139,PT01M34.00S,2023-01-22T01:01:21.5Z,1,REGULAR,foul,personal,[],1628975,,,1610612739,21,26,2023-01-22T01:01:40Z,1370000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 201937]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Rubio,201937.0
141,PT01M34.00S,2023-01-22T01:01:29.0Z,1,REGULAR,substitution,out,[],1628975,,,1610612739,21,26,2023-01-22T01:01:34Z,1390000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M34.00S,2023-01-22T01:01:29.0Z,1,REGULAR,substitution,in,[],1631260,,,1610612739,21,26,2023-01-22T01:01:34Z,1400000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M24.00S,2023-01-22T01:01:50.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612739,21,26,2023-01-22T01:01:58Z,1410000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Osman 2 FT),"[201572, 1626224]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Osman,1626224.0
145,PT01M24.00S,2023-01-22T01:02:16.8Z,1,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,22,26,2023-01-22T01:02:16Z,1430000,False,,,0,,C. Osman Free Throw 1 of 2 (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
146,PT01M24.00S,2023-01-22T01:02:19.3Z,1,REGULAR,substitution,out,[],201572,,,1610612739,22,26,2023-01-22T01:02:22Z,1440000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M24.00S,2023-01-22T01:02:19.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612739,22,26,2023-01-22T01:02:22Z,1450000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M24.00S,2023-01-22T01:02:39.3Z,1,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,23,26,2023-01-22T01:02:39Z,1460000,False,,,0,,C. Osman Free Throw 2 of 2 (2 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
149,PT01M02.00S,2023-01-22T01:03:02.0Z,1,REGULAR,3pt,Jump Shot,[],201588,67.09921156373193,22.30392156862745,1610612749,23,26,2023-01-22T01:03:07Z,1470000,False,-138.0,257.0,1,right,MISS G. Hill 29' pullup 3PT,[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,,,,29.18,Missed,,,,,,,,,,,,,,,
150,PT00M58.00S,2023-01-22T01:03:06.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,23,26,2023-01-22T01:03:07Z,1480000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,
151,PT00M52.10S,2023-01-22T01:03:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,7.966491458607096,49.50980392156863,1610612739,23,26,2023-01-22T01:03:30Z,1490000,False,2.0,22.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,2.25,Missed,,,,,,,,,,,,,,,
152,PT00M50.00S,2023-01-22T01:03:14.7Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,23,26,2023-01-22T01:03:14Z,1500000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,
153,PT00M47.30S,2023-01-22T01:03:17.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201937,29.6484888304862,68.62745098039215,1610612739,23,26,2023-01-22T01:03:33Z,1510000,False,-93.0,226.0,1,left,MISS R. Rubio 24' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,,,,24.46,Missed,,,,,,,,,,,,,,,
154,PT00M45.00S,2023-01-22T01:03:19.6Z,1,REGULAR,rebound,defensive,[],204060,,,1610612749,23,26,2023-01-22T01:03:33Z,1520000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,
155,PT00M32.90S,2023-01-22T01:03:31.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,69.85873850197109,76.7156862745098,1610612749,23,26,2023-01-22T01:06:41Z,1530000,False,134.0,231.0,1,right,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,26.67,Missed,,,,,,,,,,,,,,,
156,PT00M29.50S,2023-01-22T01:03:35.2Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,23,26,2023-01-22T01:03:35Z,1540000,False,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,
157,PT00M11.60S,2023-01-22T01:03:53.4Z,1,REGULAR,2pt,Jump Shot,[],201937,9.543363994743759,72.05882352941177,1610612739,23,26,2023-01-22T01:07:05Z,1550000,False,-110.0,37.0,1,left,MISS R. Rubio 11' driving floating bank Shot,[201937],1610612739.0,CLE,driving floating bank,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,,,,11.64,Missed,,,,,,,,,,,,,,,
159,PT00M11.60S,2023-01-22T01:03:53.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,23,26,2023-01-22T01:04:07Z,1570000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,157.0,,,,,,,,,,,,,
160,PT00M11.60S,2023-01-22T01:04:01.3Z,1,REGULAR,substitution,out,[],201567,,,1610612749,23,26,2023-01-22T01:04:12Z,1580000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M11.60S,2023-01-22T01:04:01.3Z,1,REGULAR,substitution,out,[],201937,,,1610612749,23,26,2023-01-22T01:04:12Z,1590000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M11.60S,2023-01-22T01:04:01.3Z,1,REGULAR,substitution,in,[],1630171,,,1610612749,23,26,2023-01-22T01:04:12Z,1600000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M11.60S,2023-01-22T01:04:01.3Z,1,REGULAR,substitution,in,[],1627747,,,1610612749,23,26,2023-01-22T01:04:12Z,1610000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M05.40S,2023-01-22T01:04:25.4Z,1,REGULAR,foul,personal,[],1627747,,,1610612749,23,26,2023-01-22T01:04:45Z,1620000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 201588]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Hill,201588.0
167,PT00M00.90S,2023-01-22T01:04:50.0Z,1,REGULAR,3pt,Jump Shot,[],201588,81.02825229960578,92.15686274509804,1610612749,23,26,2023-01-22T01:05:00Z,1640000,False,211.0,126.0,1,right,MISS G. Hill 24' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Right Center,,,,24.55,Missed,,,,,,,,,,,,,,,
168,PT00M00.90S,2023-01-22T01:04:50.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,23,26,2023-01-22T01:05:00Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,167.0,,,,,,,,,,,,,
169,PT00M00.00S,2023-01-22T01:04:55.9Z,1,REGULAR,period,end,[],0,,,1610612749,23,26,2023-01-22T01:04:56Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612749,23,26,2023-01-22T01:07:24Z,1670000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612749,23,26,2023-01-22T01:07:24Z,1680000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612749,23,26,2023-01-22T01:07:24Z,1690000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612749,23,26,2023-01-22T01:07:24Z,1700000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,in,['startperiod'],1630205,,,1610612749,23,26,2023-01-22T01:07:24Z,1710000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-01-22T01:05:09.1Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612749,23,26,2023-01-22T01:07:24Z,1720000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
