actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
20,PT10M39.00S,2022-12-24T00:42:38.1Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,2,2022-12-24T00:42:40Z,200000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2022-12-24T00:42:42.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,94.03745072273325,50.49019607843137,1610612739,4,2,2022-12-24T00:42:51Z,210000,False,2.0,4.0,1,right,I. Okoro running DUNK (2 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,0.43,,,,,D. Garland,1629636.0,1.0,,
23,PT10M22.00S,2022-12-24T00:42:54.6Z,1,REGULAR,2pt,Jump Shot,[],1627832,16.376478318002626,75.49019607843137,1610612761,4,2,2022-12-24T00:42:59Z,230000,False,-127.0,101.0,1,left,MISS F. VanVleet 16' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Missed,,16.29,,,,,,,,,
24,PT10M19.00S,2022-12-24T00:42:57.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,2,2022-12-24T00:42:59Z,240000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT10M13.00S,2022-12-24T00:43:04.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.90341655716163,84.06862745098039,1610612739,4,2,2022-12-24T00:43:09Z,250000,False,170.0,174.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,24.35,,,,,,,,,
26,PT10M08.00S,2022-12-24T00:43:09.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,4,2,2022-12-24T00:49:41Z,260000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
27,PT10M04.00S,2022-12-24T00:43:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,8.229303547963205,49.50980392156863,1610612761,4,4,2022-12-24T00:45:44Z,270000,False,2.0,25.0,1,left,O. Anunoby running Layup (2 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.5,,,,,P. Siakam,1627783.0,1.0,,
29,PT09M46.00S,2022-12-24T00:43:30.8Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,4,4,2022-12-24T00:43:34Z,290000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1627783]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
30,PT09M46.00S,2022-12-24T00:43:30.8Z,1,REGULAR,steal,,[],1627783,,,1610612761,4,4,2022-12-24T00:49:49Z,300000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2022-12-24T00:43:35.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627823,25.443495400788436,19.607843137254903,1610612761,4,7,2022-12-24T00:47:12Z,310000,False,152.0,187.0,1,left,J. Hernangomez 24' 3PT running (3 PTS) (P. Siakam 2 AST),"[1627823, 1627783]",1610612761.0,TOR,running,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,3.0,24.08,,,,,P. Siakam,1627783.0,2.0,,
33,PT09M22.00S,2022-12-24T00:43:54.7Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,4,7,2022-12-24T00:43:58Z,330000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630567]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
34,PT09M22.00S,2022-12-24T00:43:54.7Z,1,REGULAR,steal,,[],1630567,,,1610612761,4,7,2022-12-24T00:43:56Z,340000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2022-12-24T00:44:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.178055190538765,47.05882352941176,1610612761,4,7,2022-12-24T00:44:07Z,350000,False,15.0,15.0,1,left,MISS O. Anunoby running Layup - blocked,"[1628384, 1630171]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.1,,,,,,,,Okoro,1630171.0
36,PT09M17.00S,2022-12-24T00:44:00.4Z,1,REGULAR,block,,[],1630171,,,1610612761,4,7,2022-12-24T00:44:04Z,360000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M17.00S,2022-12-24T00:44:00.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,4,7,2022-12-24T00:44:07Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,35.0,,,,,,,,
39,PT09M13.00S,2022-12-24T00:44:20.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,30.17411300919842,22.30392156862745,1610612761,4,7,2022-12-24T00:44:24Z,390000,False,138.0,231.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.94,,,,,,,,,
40,PT09M11.00S,2022-12-24T00:44:22.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,7,2022-12-24T00:44:24Z,400000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,
41,PT09M01.00S,2022-12-24T00:44:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.9862023653088,55.14705882352941,1610612739,4,7,2022-12-24T00:44:39Z,410000,False,26.0,13.0,1,right,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.9,,,,,,,,,
42,PT08M58.00S,2022-12-24T00:44:35.9Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612761,4,7,2022-12-24T00:44:39Z,420000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,
43,PT08M45.00S,2022-12-24T00:44:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,31.750985545335087,65.68627450980392,1610612761,4,7,2022-12-24T00:44:53Z,430000,False,-78.0,246.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,25.82,,,,,,,,,
44,PT08M42.00S,2022-12-24T00:44:52.1Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,4,7,2022-12-24T00:44:53Z,440000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M29.00S,2022-12-24T00:45:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,86.28449408672799,46.32352941176471,1610612739,6,7,2022-12-24T00:45:09Z,450000,False,-18.0,76.0,1,right,I. Okoro 7' driving floating Jump Shot (4 PTS) (D. Garland 2 AST),"[1630171, 1629636]",1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,4.0,7.86,,,,,D. Garland,1629636.0,2.0,,
47,PT08M06.00S,2022-12-24T00:45:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.652431011826544,50.49019607843137,1610612761,6,9,2022-12-24T00:52:31Z,470000,False,-2.0,10.0,1,left,S. Barnes driving finger roll Layup (4 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,1.03,,,,,,,,,
48,PT08M06.00S,2022-12-24T00:45:33.3Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612761,6,9,2022-12-24T00:45:42Z,480000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Barnes 1 FT),"[1630171, 1630567]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,
50,PT08M06.00S,2022-12-24T00:45:59.0Z,1,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,6,10,2022-12-24T00:45:59Z,500000,False,,,0,,S. Barnes Free Throw 1 of 1 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,
51,PT07M57.00S,2022-12-24T00:46:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,89.43823915900131,95.58823529411765,1610612739,9,10,2022-12-24T00:46:14Z,510000,False,228.0,47.0,1,right,I. Okoro 3PT  (7 PTS) (J. Allen 1 AST),"[1630171, 1628386]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,7.0,23.27,,,,,J. Allen,1628386.0,1.0,,
53,PT07M45.00S,2022-12-24T00:46:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.703679369250986,52.94117647058824,1610612761,9,10,2022-12-24T00:46:28Z,530000,False,-15.0,20.0,1,left,MISS P. Siakam cutting Layup,[1627783],1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.47,,,,,,,,,
54,PT07M42.00S,2022-12-24T00:46:25.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,9,10,2022-12-24T00:46:28Z,540000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,53.0,3.0,3.0,0.0,,,,,
55,PT07M37.00S,2022-12-24T00:46:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629636,87.72996057818659,95.83333333333334,1610612739,9,10,2022-12-24T00:46:39Z,550000,False,229.0,63.0,1,right,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,23.76,,,,,,,,,
56,PT07M32.00S,2022-12-24T00:46:35.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,9,10,2022-12-24T00:46:39Z,560000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,
57,PT07M27.00S,2022-12-24T00:46:40.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,30.962549277266753,31.862745098039213,1610612761,9,13,2022-12-24T00:46:44Z,570000,False,91.0,239.0,1,left,O. Anunoby 25' 3PT  (5 PTS) (P. Siakam 3 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,5.0,25.52,,,,,P. Siakam,1627783.0,3.0,,
59,PT07M08.00S,2022-12-24T00:46:58.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,72.09264126149803,18.38235294117647,1610612739,9,13,2022-12-24T00:47:04Z,590000,False,-158.0,210.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.27,,,,,,,,,
60,PT07M04.00S,2022-12-24T00:47:02.8Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,9,13,2022-12-24T00:47:04Z,600000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,,
61,PT07M01.00S,2022-12-24T00:47:05.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,66.83639947437582,71.81372549019608,1610612739,12,13,2022-12-24T00:47:08Z,610000,False,109.0,259.0,1,right,D. Garland 28' 3PT  (3 PTS) (I. Okoro 1 AST),"[1629636, 1630171]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,3.0,28.12,,,,,I. Okoro,1630171.0,1.0,,
63,PT06M53.00S,2022-12-24T00:47:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,9.411957950065702,37.254901960784316,1610612761,12,15,2022-12-24T00:47:26Z,630000,False,64.0,36.0,1,left,P. Siakam 7' driving floating bank Jump Shot (2 PTS),[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,2.0,7.32,,,,,,,,,
64,PT06M53.00S,2022-12-24T00:47:23.4Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612761,12,15,2022-12-24T00:47:38Z,640000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Siakam 1 FT),"[1630171, 1627783]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
66,PT06M53.00S,2022-12-24T00:47:36.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,15,2022-12-24T00:47:36Z,660000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2022-12-24T00:47:54.4Z,1,REGULAR,substitution,out,[],1630171,,,1610612761,12,15,2022-12-24T00:50:01Z,670000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M53.00S,2022-12-24T00:47:54.4Z,1,REGULAR,substitution,in,[],1630205,,,1610612761,12,15,2022-12-24T00:50:01Z,680000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2022-12-24T00:50:33.3Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,12,16,2022-12-24T00:50:33Z,690000,False,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
70,PT06M32.00S,2022-12-24T00:50:55.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,65.25952693823915,53.92156862745098,1610612739,15,16,2022-12-24T00:50:59Z,700000,False,20.0,274.0,1,right,D. Garland 27' 3PT  (6 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,6.0,27.48,,,,,E. Mobley,1630596.0,1.0,,
72,PT06M18.00S,2022-12-24T00:51:10.3Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,15,16,2022-12-24T00:51:13Z,720000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1628386]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,1.0,Allen,1628386.0,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-12-24T00:51:10.3Z,1,REGULAR,steal,,[],1628386,,,1610612739,15,16,2022-12-24T00:51:12Z,730000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
74,PT06M11.00S,2022-12-24T00:51:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630205,93.51182654402102,2.2058823529411766,1610612739,15,16,2022-12-24T00:51:24Z,740000,False,-239.0,8.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,23.92,,,,,,,,,
75,PT06M07.00S,2022-12-24T00:51:21.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,15,16,2022-12-24T00:51:24Z,750000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,
76,PT06M01.00S,2022-12-24T00:51:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,6.652431011826544,49.26470588235294,1610612761,15,18,2022-12-24T00:51:32Z,760000,False,4.0,10.0,1,left,S. Barnes running Layup (7 PTS) (P. Siakam 4 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,7.0,1.07,,,,,P. Siakam,1627783.0,4.0,,
78,PT05M44.00S,2022-12-24T00:51:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,87.86136662286465,59.068627450980394,1610612739,17,18,2022-12-24T00:51:48Z,780000,False,45.0,62.0,1,right,J. Allen 7' floating Jump Shot (2 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,2.0,7.65,,,,,D. Garland,1629636.0,3.0,,
80,PT05M30.00S,2022-12-24T00:52:04.1Z,1,REGULAR,foul,offensive,[],1628384,,,1610612761,17,18,2022-12-24T00:52:11Z,800000,False,,,0,,O. Anunoby offensive FOUL (1 PF),"[1628384, 1630596]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,203591.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,
82,PT05M30.00S,2022-12-24T00:52:04.1Z,1,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,17,18,2022-12-24T00:52:04Z,820000,False,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.0,,,203591.0,,,,,,,,,,,,,,,,
83,PT05M30.00S,2022-12-24T00:52:12.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,17,18,2022-12-24T00:52:21Z,830000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2022-12-24T00:52:12.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,17,18,2022-12-24T00:52:21Z,840000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M30.00S,2022-12-24T00:52:12.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,17,18,2022-12-24T00:52:21Z,850000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M30.00S,2022-12-24T00:52:12.0Z,1,REGULAR,substitution,in,[],201567,,,1610612739,17,18,2022-12-24T00:52:21Z,860000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
