actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-22T00:10:32.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-22T00:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-22T00:10:36.3Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-11-22T00:10:36Z,40000,False,,,0,,Jump Ball J. Allen vs. C. Capela: Tip to E. Mobley,"[1630596, 1628386, 203991]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-11-22T00:10:55.4Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,0,0,2022-11-22T00:11:01Z,70000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1628381]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,1.0,Collins,1628381.0,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2022-11-22T00:10:55.4Z,1,REGULAR,steal,,[],1628381,,,1610612737,0,0,2022-11-22T00:10:57Z,80000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2022-11-22T00:11:01.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,7.046649145860711,52.69607843137255,1610612737,0,2,2022-11-22T00:11:33Z,90000,False,-13.0,14.0,1,left,J. Collins running Layup (2 PTS) (C. Capela 1 AST),"[1628381, 203991]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,1.92,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,
10,PT11M35.00S,2022-11-22T00:11:09.7Z,1,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612737,0,2,2022-11-22T00:11:22Z,100000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Collins 1 FT),"[1628378, 1628381]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,2534.0,1.0,0.0,Collins,1628381.0,,,,,,
12,PT11M35.00S,2022-11-22T00:11:24.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628381,,,1610612737,0,3,2022-11-22T00:11:24Z,120000,False,,,0,,J. Collins Free Throw 1 of 1 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
13,PT11M20.00S,2022-11-22T00:11:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.51182654402102,50.49019607843137,1610612739,0,3,2022-11-22T00:13:43Z,130000,False,2.0,8.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,0.89,Missed,,,,,,,,,,,,,,,
14,PT11M20.00S,2022-11-22T00:11:42.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,3,2022-11-22T00:12:22Z,140000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,
15,PT11M12.00S,2022-11-22T00:11:49.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,7.046649145860711,4.166666666666666,1610612737,0,3,2022-11-22T00:12:30Z,150000,False,229.0,14.0,1,left,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,22.96,Missed,,,,,,,,,,,,,,,
16,PT11M08.00S,2022-11-22T00:11:53.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,0,3,2022-11-22T00:12:30Z,160000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,
17,PT11M04.00S,2022-11-22T00:11:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,93.9060446780552,50.49019607843137,1610612739,2,3,2022-11-22T00:15:34Z,170000,False,2.0,5.0,1,right,D. Garland running Layup (2 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,0.54,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
19,PT10M41.00S,2022-11-22T00:12:21.0Z,1,REGULAR,3pt,Jump Shot,[],1631100,19.530223390275953,7.352941176470589,1610612737,2,3,2022-11-22T00:12:37Z,190000,False,213.0,131.0,1,left,MISS A. Griffin 25' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,,,,25.03,Missed,,,,,,,,,,,,,,,
20,PT10M38.00S,2022-11-22T00:12:24.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,3,2022-11-22T00:12:37Z,200000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,
