shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-10T00:40:36.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-10T00:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:55,4,PT11M55.00S,2022-12-10T00:40:40.0Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-12-10T00:40:40Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Sabonis: Tip to E. Mobley,"[1630596, 1628386, 1627734]",4,1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
11:40,7,PT11M40.00S,2022-12-10T00:40:54.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,69.72733245729303,26.47058823529412,1610612739,0,0,2022-12-10T00:40:59Z,70000,False,-118.0,232.0,1,right,MISS D. Garland 26' 3PT,[1629636],10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
11:37,8,PT11M37.00S,2022-12-10T00:40:57.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2022-12-10T00:40:59Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:32,9,PT11M32.00S,2022-12-10T00:41:02.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,13.091327201051248,2.696078431372549,1610612758,0,3,2022-12-10T00:41:08Z,90000,False,237.0,71.0,1,left,H. Barnes 24' 3PT  (3 PTS) (D. Mitchell 1 AST),"[203084, 1630558]",40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,24.68,Made,,,,,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,
11:18,11,PT11M18.00S,2022-12-10T00:41:16.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.82588699080158,51.225490196078425,1610612739,2,3,2022-12-10T00:41:22Z,110000,False,6.0,-4.0,1,right,J. Allen alley-oop DUNK (2 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",31,1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,2.0,C. LeVert,1627747.0,1.0,,,,,,,,,,
11:02,13,PT11M02.00S,2022-12-10T00:41:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,19.398817345597898,46.81372549019608,1610612758,2,3,2022-12-10T00:42:09Z,130000,False,16.0,130.0,1,left,MISS K. Huerter 13' pullup Shot,[1628989],9,1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,13.08,Missed,,,,,,,,,,,,,,,,,,
10:58,14,PT10M58.00S,2022-12-10T00:41:37.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,3,2022-12-10T00:41:40Z,140000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:57,15,PT10M57.00S,2022-12-10T00:41:37.4Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,2,3,2022-12-10T00:41:44Z,150000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1628989]",31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,
10:57,16,PT10M57.00S,2022-12-10T00:41:37.4Z,1,REGULAR,steal,,[],1628989,,,1610612758,2,3,2022-12-10T00:41:39Z,160000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10:55,17,PT10M55.00S,2022-12-10T00:41:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,7.178055190538765,51.9607843137255,1610612758,2,3,2022-12-10T00:41:49Z,170000,False,-10.0,15.0,1,left,MISS D. Sabonis Layup,[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
10:53,18,PT10M53.00S,2022-12-10T00:41:42.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,3,2022-12-10T00:41:42Z,180000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:50,19,PT10M50.00S,2022-12-10T00:41:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630596,93.38042049934296,50.49019607843137,1610612739,4,3,2022-12-10T00:42:03Z,190000,False,2.0,10.0,1,right,E. Mobley cutting Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",4,1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
10:50,21,PT10M50.00S,2022-12-10T00:41:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,4,3,2022-12-10T00:41:52Z,210000,False,,,0,,SAC Timeout,[],,1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:36,22,PT10M36.00S,2022-12-10T00:44:55.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,7.966491458607096,5.147058823529411,1610612758,4,6,2022-12-10T00:45:00Z,220000,False,224.0,22.0,1,left,K. Murray 3PT  (3 PTS) (D. Mitchell 2 AST),"[1631099, 1630558]",13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,22.54,Made,,,,,3.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,
10:23,24,PT10M23.00S,2022-12-10T00:45:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,74.06373193166885,7.352941176470589,1610612739,4,6,2022-12-10T00:45:14Z,240000,False,-213.0,191.0,1,right,MISS D. Garland 28' 3PT,[1629636],10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,28.64,Missed,,,,,,,,,,,,,,,,,,
10:18,25,PT10M18.00S,2022-12-10T00:45:13.6Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,4,6,2022-12-10T00:45:14Z,250000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],15,1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:02,26,PT10M02.00S,2022-12-10T00:45:30.0Z,1,REGULAR,3pt,Jump Shot,[],203084,8.492115637319317,4.411764705882353,1610612758,4,9,2022-12-10T00:45:34Z,260000,False,228.0,27.0,1,left,H. Barnes 3PT  (6 PTS) (K. Huerter 1 AST),"[203084, 1628989]",40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.95,Made,,,,,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
09:42,28,PT09M42.00S,2022-12-10T00:45:49.4Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,4,9,2022-12-10T00:45:53Z,280000,False,,,0,,J. Allen bad pass TURNOVER (2 TO),"[1628386, 1627734]",31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Sabonis,1627734.0,,,,,,,
09:42,29,PT09M42.00S,2022-12-10T00:45:49.4Z,1,REGULAR,steal,,[],1627734,,,1610612758,4,9,2022-12-10T00:45:51Z,290000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
09:39,30,PT09M39.00S,2022-12-10T00:45:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,7.703679369250986,51.225490196078425,1610612758,4,11,2022-12-10T00:46:00Z,300000,False,-6.0,20.0,1,left,D. Sabonis running Layup (2 PTS),[1627734],10,1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,2.0,,,,,,,,,,,,,
09:28,31,PT09M28.00S,2022-12-10T00:46:07.1Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612739,4,11,2022-12-10T00:46:17Z,310000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Allen 2 FT),"[1631099, 1628386]",13,1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Allen,1628386.0,,
09:28,33,PT09M28.00S,2022-12-10T00:46:28.3Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,4,11,2022-12-10T00:46:28Z,330000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:28,34,PT09M28.00S,2022-12-10T00:46:28.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,4,11,2022-12-10T00:46:28Z,340000,False,,,0,,TEAM offensive REBOUND,[],,1610612739.0,CLE,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
09:28,35,PT09M28.00S,2022-12-10T00:46:44.9Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,5,11,2022-12-10T00:46:44Z,350000,False,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
09:11,36,PT09M11.00S,2022-12-10T00:47:03.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,31.09395532194481,22.794117647058822,1610612758,5,14,2022-12-10T00:47:07Z,360000,False,136.0,240.0,1,left,K. Murray 27' 3PT  (6 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,27.57,Made,,,,,6.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
08:52,38,PT08M52.00S,2022-12-10T00:47:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,86.41590013140605,64.70588235294117,1610612739,5,14,2022-12-10T00:47:27Z,380000,False,74.0,75.0,1,right,MISS C. LeVert 10' pullup Shot,[1627747],3,1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Right,10.52,Missed,,,,,,,,,,,,,,,,,,
08:49,39,PT08M49.00S,2022-12-10T00:47:25.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,5,14,2022-12-10T00:47:27Z,390000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Right,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:30,40,PT08M30.00S,2022-12-10T00:47:47.3Z,1,REGULAR,turnover,traveling,[],1630558,,,1610612758,5,14,2022-12-10T00:47:53Z,400000,False,,,0,,D. Mitchell traveling TURNOVER (1 TO),[1630558],15,1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,202035.0,,,,,,
08:13,41,PT08M13.00S,2022-12-10T00:48:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,92.9862023653088,49.754901960784316,1610612739,5,14,2022-12-10T00:48:23Z,410000,False,-1.0,13.0,1,right,MISS C. LeVert driving Layup - blocked,"[1627747, 1631099]",3,1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,Murray,1631099.0
08:13,42,PT08M13.00S,2022-12-10T00:48:17.7Z,1,REGULAR,block,,[],1631099,,,1610612739,5,14,2022-12-10T00:48:20Z,420000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:10,43,PT08M10.00S,2022-12-10T00:48:20.7Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,5,14,2022-12-10T00:48:23Z,430000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
08:05,44,PT08M05.00S,2022-12-10T00:48:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,9.280551905387648,50.98039215686274,1610612758,5,14,2022-12-10T00:48:30Z,440000,False,-5.0,35.0,1,left,MISS D. Sabonis Layup,[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
08:03,45,PT08M03.00S,2022-12-10T00:48:27.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,5,14,2022-12-10T00:48:30Z,450000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:57,46,PT07M57.00S,2022-12-10T00:48:33.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,77.34888304862024,65.68627450980392,1610612739,7,14,2022-12-10T00:48:39Z,460000,False,78.0,160.0,1,right,D. Garland 17' step back Jump Shot (2 PTS),[1629636],10,1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,17.85,Made,,,,,2.0,,,,,,,,,,,,,
07:30,47,PT07M30.00S,2022-12-10T00:49:02.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,7,14,2022-12-10T00:49:12Z,470000,False,,,0,,SAC shot clock Team TURNOVER,[],,1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202035.0,,,,,,
07:14,48,PT07M14.00S,2022-12-10T00:49:32.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,77.61169513797634,66.91176470588235,1610612739,7,14,2022-12-10T00:49:36Z,480000,False,85.0,158.0,1,right,MISS D. Garland 17' pullup Shot,[1629636],10,1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,17.92,Missed,,,,,,,,,,,,,,,,,,
07:12,49,PT07M12.00S,2022-12-10T00:49:34.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,14,2022-12-10T00:49:35Z,490000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
07:03,50,PT07M03.00S,2022-12-10T00:49:43.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,30.305519053876477,69.36274509803921,1610612758,7,17,2022-12-10T00:50:17Z,500000,False,-97.0,232.0,1,left,K. Murray 25' 3PT pullup (9 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",13,1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.18,Made,,,,,9.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,
06:50,52,PT06M50.00S,2022-12-10T00:49:56.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,71.43561103810775,78.43137254901961,1610612739,7,17,2022-12-10T00:50:01Z,520000,False,142.0,216.0,1,right,MISS E. Mobley 25' 3PT,[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
06:46,53,PT06M46.00S,2022-12-10T00:50:00.9Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,7,17,2022-12-10T00:50:01Z,530000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
06:42,54,PT06M42.00S,2022-12-10T00:50:08.6Z,1,REGULAR,foul,offensive,[],1628989,,,1610612758,7,17,2022-12-10T00:50:20Z,540000,False,,,0,,K. Huerter offensive FOUL (1 PF),"[1628989, 1629636]",9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,202037.0,1.0,0.0,Garland,1629636.0,,
06:42,56,PT06M42.00S,2022-12-10T00:50:08.6Z,1,REGULAR,turnover,offensive foul,[],1628989,,,1610612758,7,17,2022-12-10T00:50:08Z,560000,False,,,0,,K. Huerter offensive foul TURNOVER (1 TO),[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,202037.0,,,,,,
06:42,57,PT06M42.00S,2022-12-10T00:50:21.3Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,7,17,2022-12-10T00:50:30Z,570000,False,,,0,,SUB out: C. LeVert,[1627747],3,1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
06:42,58,PT06M42.00S,2022-12-10T00:50:21.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,7,17,2022-12-10T00:50:30Z,580000,False,,,0,,SUB in: C. Osman,[1626224],16,1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
06:36,59,PT06M36.00S,2022-12-10T00:50:36.1Z,1,REGULAR,foul,personal,[],1630558,,,1610612739,7,17,2022-12-10T00:50:43Z,590000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1629636]",15,1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,202035.0,1.0,0.0,Garland,1629636.0,,
06:19,61,PT06M19.00S,2022-12-10T00:51:03.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,83.39356110381078,36.27450980392157,1610612739,9,17,2022-12-10T00:51:09Z,610000,False,-69.0,104.0,1,right,E. Mobley 12' fadeaway Jump Shot (4 PTS),[1630596],4,1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,12.43,Made,,,,,4.0,,,,,,,,,,,,,
06:05,62,PT06M05.00S,2022-12-10T00:51:16.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,5.206964520367937,97.30392156862744,1610612758,9,20,2022-12-10T00:51:20Z,620000,False,-237.0,-4.0,1,left,K. Murray 3PT  (12 PTS) (H. Barnes 1 AST),"[1631099, 203084]",13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,12.0,H. Barnes,203084.0,1.0,,,,,,,,,,
05:42,64,PT05M42.00S,2022-12-10T00:51:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612739,9,20,2022-12-10T00:51:49Z,640000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Mobley 2 FT),"[1631099, 1630596]",13,1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202035.0,2.0,0.0,Mobley,1630596.0,,
05:42,67,PT05M42.00S,2022-12-10T00:53:15.7Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,10,20,2022-12-10T00:53:15Z,670000,False,,,0,,E. Mobley Free Throw 1 of 2 (5 PTS),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
05:42,68,PT05M42.00S,2022-12-10T00:53:16.5Z,1,REGULAR,substitution,out,[],1631099,,,1610612739,10,20,2022-12-10T00:53:25Z,680000,False,,,0,,SUB out: K. Murray,[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
