actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M35.00S,2023-04-09T17:12:19.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,69.33311432325887,28.676470588235293,1610612739,5,0,2023-04-09T17:12:23Z,160000,False,-107.0,236.0,1,right,D. Wade 25' 3PT  (3 PTS) (C. Osman 1 AST),"[1629731, 1626224]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,25.88,Made,,,,,,,3.0,C. Osman,1626224.0,1.0,,,,,,,,
18,PT10M12.00S,2023-04-09T17:12:42.2Z,1,REGULAR,turnover,lost ball,[],1630550,,,1610612766,5,0,2023-04-09T17:12:48Z,180000,False,,,0,,J. Thor lost ball TURNOVER (1 TO),"[1630550, 1629731]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,Wade,1629731.0,,,,,,
19,PT10M12.00S,2023-04-09T17:12:42.2Z,1,REGULAR,steal,,[],1629731,,,1610612739,5,0,2023-04-09T17:12:45Z,190000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
20,PT10M04.00S,2023-04-09T17:12:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628386,66.83639947437582,50.0,1610612739,5,0,2023-04-09T17:12:54Z,200000,False,0.0,259.0,1,right,MISS J. Allen 25' 3PT,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
21,PT10M01.00S,2023-04-09T17:12:53.4Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612766,5,0,2023-04-09T17:12:54Z,210000,False,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M47.00S,2023-04-09T17:13:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630550,6.652431011826544,97.05882352941177,1610612766,5,0,2023-04-09T17:13:11Z,220000,False,-235.0,10.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
23,PT09M44.00S,2023-04-09T17:13:10.2Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,5,0,2023-04-09T17:13:11Z,230000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT09M33.00S,2023-04-09T17:13:21.3Z,1,REGULAR,2pt,Jump Shot,[],1630596,77.4802890932983,58.333333333333336,1610612739,5,0,2023-04-09T17:15:25Z,240000,False,42.0,159.0,1,right,MISS E. Mobley 16' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Center,16.46,Missed,,,,,,,,,,,,,,,,,,
25,PT09M31.00S,2023-04-09T17:13:23.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,5,0,2023-04-09T17:13:26Z,250000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M27.00S,2023-04-09T17:13:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,94.30026281208936,48.77450980392157,1610612739,7,0,2023-04-09T17:13:31Z,260000,False,-6.0,1.0,1,right,E. Mobley driving Layup (2 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,
28,PT09M11.00S,2023-04-09T17:13:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,15.325229960578188,52.69607843137255,1610612766,7,2,2023-04-09T17:15:58Z,280000,False,-13.0,92.0,1,left,M. Williams 9' floating Jump Shot (2 PTS) (S. Mykhailiuk 1 AST),"[1631109, 1629004]",1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.26,Made,,,,,,,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,
31,PT08M50.00S,2023-04-09T17:14:24.3Z,1,REGULAR,3pt,Jump Shot,[],201937,80.3712220762155,4.411764705882353,1610612739,7,2,2023-04-09T17:14:30Z,310000,False,-228.0,132.0,1,right,MISS R. Rubio 26' step back 3PT,[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
32,PT08M47.00S,2023-04-09T17:14:27.3Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612766,7,2,2023-04-09T17:14:30Z,320000,False,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M36.00S,2023-04-09T17:14:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,9.543363994743759,61.51960784313726,1610612766,7,2,2023-04-09T17:14:51Z,330000,False,-58.0,37.0,1,left,MISS B. McGowens 6' driving floating Shot - blocked,"[1631121, 1629731]",1610612766.0,CHA,driving floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,Wade,1629731.0,,,,
34,PT08M36.00S,2023-04-09T17:14:38.0Z,1,REGULAR,block,,[],1629731,,,1610612766,7,2,2023-04-09T17:14:43Z,340000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M34.00S,2023-04-09T17:14:40.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,2,2023-04-09T17:14:51Z,350000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT08M29.00S,2023-04-09T17:14:51.5Z,1,REGULAR,turnover,offensive goaltending,[],1628386,,,1610612739,7,2,2023-04-09T17:19:38Z,375000,False,,,0,,J. Allen offensive goaltending TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,1.0,,,,,,,,,,,,
39,PT08M11.00S,2023-04-09T17:15:24.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630550,16.770696452036795,50.245098039215684,1610612766,7,2,2023-04-09T17:19:38Z,390000,False,-1.0,105.0,1,left,MISS J. Thor 10' pullup Shot,[1630550],1610612766.0,CHA,pullup,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
40,PT08M08.00S,2023-04-09T17:15:27.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,2,2023-04-09T17:15:34Z,400000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M00.00S,2023-04-09T17:15:39.1Z,1,REGULAR,turnover,traveling,[],1626224,,,1610612739,7,2,2023-04-09T17:15:45Z,410000,False,,,0,,C. Osman traveling TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,,,,,,,202035.0,1.0,,,,,,,,,,,,
42,PT07M47.00S,2023-04-09T17:16:04.0Z,1,REGULAR,foul,personal,[],1629731,,,1610612766,7,2,2023-04-09T17:16:30Z,420000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1631121]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,,,,,,,201246.0,,,,,,,,,,1.0,0.0,McGowens,1631121.0
45,PT07M44.00S,2023-04-09T17:16:47.7Z,1,REGULAR,foul,offensive,[],1631109,,,1610612766,7,2,2023-04-09T17:22:16Z,450000,False,,,0,,M. Williams offensive FOUL (1 PF),"[1631109, 201937]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Rubio,201937.0
47,PT07M44.00S,2023-04-09T17:16:47.7Z,1,REGULAR,turnover,offensive foul,[],1631109,,,1610612766,7,2,2023-04-09T17:17:24Z,470000,False,,,0,,M. Williams offensive foul TURNOVER (1 TO),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,201246.0,1.0,,,,,,,,,,,,
48,PT07M30.00S,2023-04-09T17:16:57.9Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,7,2,2023-04-09T17:22:47Z,480000,False,,,0,,E. Mobley step out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,step,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,201246.0,1.0,,,,,,,,,,,,
49,PT07M20.00S,2023-04-09T17:17:06.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,20.45006570302234,5.637254901960785,1610612766,7,2,2023-04-09T17:23:00Z,490000,False,222.0,140.0,1,left,MISS S. Mykhailiuk 26' pullup 3PT,[1629004],1610612766.0,CHA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
50,PT07M17.00S,2023-04-09T17:17:09.0Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,7,2,2023-04-09T17:17:09Z,500000,False,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M05.00S,2023-04-09T17:17:20.7Z,1,REGULAR,2pt,Jump Shot,[],201937,84.31340341655716,31.862745098039213,1610612739,7,2,2023-04-09T17:17:35Z,510000,False,-91.0,95.0,1,right,MISS R. Rubio 13' fadeaway Shot,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,13.13,Missed,,,,,,,,,,,,,,,,,,
52,PT07M03.00S,2023-04-09T17:17:23.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,7,2,2023-04-09T17:17:23Z,520000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT06M56.00S,2023-04-09T17:17:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630550,28.728646517739815,76.22549019607843,1610612766,7,2,2023-04-09T17:17:37Z,530000,False,-131.0,218.0,1,left,MISS J. Thor 25' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2023-04-09T17:17:35.8Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612766,7,2,2023-04-09T17:17:35Z,540000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,
55,PT06M46.00S,2023-04-09T17:17:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630550,14.273981603153747,39.705882352941174,1610612766,7,2,2023-04-09T17:24:07Z,550000,False,51.0,82.0,1,left,MISS J. Thor 9' floating Shot,[1630550],1610612766.0,CHA,floating,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Right,9.66,Missed,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2023-04-09T17:17:43.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,2,2023-04-09T17:17:45Z,560000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT06M28.00S,2023-04-09T17:17:57.7Z,1,REGULAR,3pt,Jump Shot,[],1629731,86.28449408672799,96.81372549019608,1610612739,10,2,2023-04-09T17:18:02Z,570000,False,234.0,76.0,1,right,D. Wade 24' 3PT  (6 PTS) (R. Rubio 2 AST),"[1629731, 201937]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,24.63,Made,,,,,,,6.0,R. Rubio,201937.0,2.0,,,,,,,,
59,PT06M11.00S,2023-04-09T17:18:21.8Z,1,REGULAR,violation,kicked ball,[],201937,,,1610612766,10,2,2023-04-09T17:18:28Z,590000,False,,,0,,R. Rubio kicked ball VIOLATION,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,201246.0,,,,,,,,,,,,,
60,PT06M11.00S,2023-04-09T17:18:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,2,2023-04-09T17:18:29Z,600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2023-04-09T17:20:02.7Z,1,REGULAR,substitution,out,[],1631121,,,1610612766,10,2,2023-04-09T17:21:10Z,610000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M11.00S,2023-04-09T17:20:02.7Z,1,REGULAR,substitution,in,[],1630547,,,1610612766,10,2,2023-04-09T17:21:10Z,620000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2023-04-09T17:21:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,7.178055190538765,50.245098039215684,1610612766,10,4,2023-04-09T17:21:41Z,630000,False,-1.0,15.0,1,left,S. Mykhailiuk driving Layup (2 PTS),[1629004],1610612766.0,CHA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,2.0,,,,,,,,,,,
65,PT05M44.00S,2023-04-09T17:21:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,84.05059132720105,41.911764705882355,1610612739,10,4,2023-04-09T17:22:00Z,640000,False,-40.0,97.0,1,right,MISS C. Osman 10' driving floating Shot,[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,10.54,Missed,,,,,,,,,,,,,,,,,,
66,PT05M42.00S,2023-04-09T17:21:55.1Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612739,10,4,2023-04-09T17:21:55Z,650000,False,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT05M41.00S,2023-04-09T17:21:56.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201937,69.99014454664915,24.509803921568626,1610612739,10,4,2023-04-09T17:22:02Z,660000,False,-127.0,230.0,1,right,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2023-04-09T17:21:59.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,10,4,2023-04-09T17:21:59Z,670000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,67.0,4.0,2.0,2.0,,,,,,,,,,,,,,
69,PT05M36.00S,2023-04-09T17:22:01.4Z,1,REGULAR,2pt,Hook,['2ndchance'],1628386,89.70105124835742,33.33333333333333,1610612739,10,4,2023-04-09T17:22:11Z,680000,False,-83.0,44.0,1,right,MISS J. Allen 9' Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,9.43,Missed,,,,,,,,,,,,,,,,,,
70,PT05M36.00S,2023-04-09T17:22:01.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,10,4,2023-04-09T17:22:11Z,690000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M23.00S,2023-04-09T17:22:14.8Z,1,REGULAR,2pt,Jump Shot,[],1630177,5.338370565045992,27.696078431372552,1610612766,10,6,2023-04-09T17:26:45Z,700000,False,112.0,-2.0,1,left,T. Maledon 11' step back Jump Shot (2 PTS),[1630177],1610612766.0,CHA,step back,,,Maledon,T. Maledon,,,,,Mid-Range,8-16 Right,11.15,Made,,,,,,,2.0,,,,,,,,,,,
72,PT05M00.00S,2023-04-09T17:22:37.1Z,1,REGULAR,2pt,Jump Shot,[],201937,83.919185282523,25.0,1610612739,10,6,2023-04-09T17:22:44Z,710000,False,-125.0,99.0,1,right,MISS R. Rubio 15' pullup Shot,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,15.93,Missed,,,,,,,,,,,,,,,,,,
73,PT04M57.00S,2023-04-09T17:22:40.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,10,6,2023-04-09T17:22:44Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,72.0,,,,,,,,,,,,,,,,,
75,PT04M57.00S,2023-04-09T17:22:44.5Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,10,6,2023-04-09T17:22:52Z,740000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M57.00S,2023-04-09T17:22:44.5Z,1,REGULAR,substitution,in,[],201980,,,1610612739,10,6,2023-04-09T17:22:52Z,750000,False,,,0,,SUB in: D. Green,[201980],1610612739.0,CLE,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M55.00S,2023-04-09T17:22:59.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,92.85479632063075,3.431372549019608,1610612739,10,6,2023-04-09T17:23:04Z,760000,False,-233.0,15.0,1,right,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
78,PT04M52.00S,2023-04-09T17:23:02.5Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612766,10,6,2023-04-09T17:23:04Z,770000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,,,77.0,2.0,1.0,1.0,,,,,,,,,,,,,,
79,PT04M42.00S,2023-04-09T17:23:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,7.835085413929041,51.470588235294116,1610612766,10,6,2023-04-09T17:23:55Z,780000,False,-7.0,21.0,1,left,MISS T. Maledon driving Layup,[1630177],1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
80,PT04M42.00S,2023-04-09T17:23:12.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,6,2023-04-09T17:23:55Z,790000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,79.0,5.0,3.0,2.0,,,,,,,,,,,,,,
81,PT04M33.00S,2023-04-09T17:23:21.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201980,67.19776609724047,50.49019607843137,1610612739,10,6,2023-04-09T17:28:43Z,800000,False,2.0,256.0,1,right,MISS D. Green 25' running pullup 3PT,[201980],1610612739.0,CLE,running pullup,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
82,PT04M30.00S,2023-04-09T17:23:24.7Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,10,6,2023-04-09T17:28:43Z,810000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M28.00S,2023-04-09T17:23:27.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,25.18068331143233,13.970588235294118,1610612766,10,6,2023-04-09T17:29:50Z,820000,False,180.0,184.0,1,left,MISS J. Bouknight 25' running pullup 3PT,[1630547],1610612766.0,CHA,running pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
84,PT04M24.00S,2023-04-09T17:23:31.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,6,2023-04-09T17:23:38Z,830000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,
