actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
39,PT08M27.00S,2023-03-07T00:15:20.7Z,1,REGULAR,foul,offensive,[],1628378,,,1610612739,7,5,2023-03-07T00:16:08Z,390000,False,,,0,,D. Mitchell charge offensive FOUL (1 PF),"[1628378, 201933]",1610612739.0,CLE,charge,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204059.0,,,,,,1.0,0.0,Griffin,201933.0,,
41,PT08M27.00S,2023-03-07T00:15:20.7Z,1,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,7,5,2023-03-07T00:15:20Z,410000,False,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204059.0,2.0,,,,,,,,,,
42,PT08M05.00S,2023-03-07T00:15:52.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,16.245072273324574,95.83333333333334,1610612738,7,5,2023-03-07T00:16:57Z,420000,False,-229.0,100.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
43,PT08M02.00S,2023-03-07T00:15:55.5Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,7,5,2023-03-07T00:15:58Z,430000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT07M49.00S,2023-03-07T00:16:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.46057818659659,54.65686274509803,1610612739,7,5,2023-03-07T00:17:34Z,450000,False,23.0,18.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2023-03-07T00:16:20.9Z,1,REGULAR,rebound,defensive,[],203488,,,1610612738,7,5,2023-03-07T00:16:23Z,460000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,
47,PT07M44.00S,2023-03-07T00:16:26.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,8.360709592641262,49.754901960784316,1610612738,7,7,2023-03-07T00:18:14Z,470000,False,1.0,26.0,1,left,J. Brown running Layup (4 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,,,,,4.0,M. Smart,203935.0,1.0,,,,,,
49,PT07M44.00S,2023-03-07T00:16:29.5Z,1,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612738,7,7,2023-03-07T00:16:38Z,490000,False,,,0,,J. Allen shooting personal FOUL (2 PF) (Brown 1 FT),"[1628386, 1627759]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,1626301.0,,,,,,2.0,0.0,Brown,1627759.0,,
51,PT07M44.00S,2023-03-07T00:16:43.7Z,1,REGULAR,substitution,out,[],1628386,,,1610612738,7,7,2023-03-07T00:17:34Z,510000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M44.00S,2023-03-07T00:16:43.7Z,1,REGULAR,substitution,in,[],1629731,,,1610612738,7,7,2023-03-07T00:17:34Z,520000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M44.00S,2023-03-07T00:17:03.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,7,8,2023-03-07T00:17:03Z,530000,False,,,0,,J. Brown Free Throw 1 of 1 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
54,PT07M29.00S,2023-03-07T00:17:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.64323258869908,51.470588235294116,1610612739,9,8,2023-03-07T00:17:24Z,540000,False,7.0,7.0,1,right,E. Mobley cutting Layup (2 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,2.0,D. Garland,1629636.0,2.0,,,,,,
56,PT07M19.00S,2023-03-07T00:17:28.2Z,1,REGULAR,3pt,Jump Shot,[],203935,22.158344283837057,5.392156862745098,1610612738,9,11,2023-03-07T00:17:33Z,560000,False,223.0,156.0,1,left,M. Smart 27' 3PT  (3 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.2,Made,,,,,,,,,3.0,D. White,1628401.0,1.0,,,,,,
58,PT07M06.00S,2023-03-07T00:17:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,82.21090670170827,42.15686274509804,1610612739,9,11,2023-03-07T00:17:48Z,580000,False,-39.0,115.0,1,right,MISS D. Garland 12' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2023-03-07T00:17:44.4Z,1,REGULAR,rebound,defensive,[],203488,,,1610612738,9,11,2023-03-07T00:17:48Z,590000,False,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,
60,PT06M58.00S,2023-03-07T00:17:52.9Z,1,REGULAR,turnover,traveling,[],201933,,,1610612738,9,11,2023-03-07T00:17:59Z,600000,False,,,0,,B. Griffin traveling TURNOVER (1 TO),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,,,1626301.0,1.0,,,,,,,,,,
61,PT06M58.00S,2023-03-07T00:18:04.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,11,2023-03-07T00:18:04Z,610000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2023-03-07T00:21:11.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,72.7496714848883,78.43137254901961,1610612739,9,11,2023-03-07T00:21:16Z,620000,False,142.0,204.0,1,right,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2023-03-07T00:21:14.4Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,9,11,2023-03-07T00:21:14Z,630000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,
64,PT06M31.00S,2023-03-07T00:21:23.6Z,1,REGULAR,2pt,Jump Shot,[],203935,13.091327201051248,33.33333333333333,1610612738,9,11,2023-03-07T00:21:29Z,640000,False,83.0,71.0,1,left,MISS M. Smart 10' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,10.92,Missed,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2023-03-07T00:21:25.6Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,9,11,2023-03-07T00:21:29Z,650000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,
66,PT06M24.00S,2023-03-07T00:21:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,69.07030223390277,76.9607843137255,1610612739,9,11,2023-03-07T00:22:14Z,660000,False,135.0,238.0,1,right,MISS D. Mitchell 27' running 3PT,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2023-03-07T00:21:30.0Z,1,REGULAR,rebound,defensive,[],203488,,,1610612738,9,11,2023-03-07T00:22:14Z,670000,False,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,
68,PT06M06.00S,2023-03-07T00:21:48.1Z,1,REGULAR,3pt,Jump Shot,[],203935,33.327858081471746,51.225490196078425,1610612738,9,14,2023-03-07T00:21:52Z,680000,False,-6.0,261.0,1,left,M. Smart 26' 3PT  (6 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.09,Made,,,,,,,,,6.0,J. Brown,1627759.0,2.0,,,,,,
70,PT05M54.00S,2023-03-07T00:22:03.4Z,1,REGULAR,foul,personal,['2freethrow'],203488,,,1610612739,9,14,2023-03-07T00:22:10Z,700000,False,,,0,,M. Muscala shooting personal FOUL (1 PF) (Mobley 2 FT),"[203488, 1630596]",1610612738.0,BOS,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,1626301.0,,,,,,1.0,0.0,Mobley,1630596.0,,
72,PT05M54.00S,2023-03-07T00:22:26.0Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,10,14,2023-03-07T00:22:26Z,720000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
73,PT05M54.00S,2023-03-07T00:22:26.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,10,14,2023-03-07T00:22:37Z,730000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2023-03-07T00:22:26.7Z,1,REGULAR,substitution,out,[],1628401,,,1610612739,10,14,2023-03-07T00:22:37Z,740000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2023-03-07T00:22:26.7Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,10,14,2023-03-07T00:22:37Z,750000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M54.00S,2023-03-07T00:22:26.7Z,1,REGULAR,substitution,in,[],1627763,,,1610612739,10,14,2023-03-07T00:22:37Z,760000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M54.00S,2023-03-07T00:22:42.2Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,10,14,2023-03-07T00:22:42Z,770000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT05M52.00S,2023-03-07T00:22:43.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,14,2023-03-07T00:22:43Z,780000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,
79,PT05M42.00S,2023-03-07T00:22:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,50.73529411764706,1610612738,10,16,2023-03-07T00:22:58Z,790000,False,-4.0,13.0,1,left,J. Brown driving Layup (7 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,7.0,,,,,,,,,
80,PT05M30.00S,2023-03-07T00:23:03.8Z,1,REGULAR,2pt,Jump Shot,[],1627747,80.23981603153744,66.66666666666666,1610612739,10,16,2023-03-07T00:23:09Z,800000,False,83.0,133.0,1,right,MISS C. LeVert 15' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,15.71,Missed,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2023-03-07T00:23:06.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,10,16,2023-03-07T00:23:09Z,810000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT05M15.00S,2023-03-07T00:23:19.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,26.62614980289093,13.480392156862745,1610612738,10,16,2023-03-07T00:23:25Z,820000,False,183.0,198.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2023-03-07T00:23:22.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,16,2023-03-07T00:23:25Z,830000,False,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,82.0,4.0,3.0,1.0,,,,,,,,,,,,
84,PT05M05.00S,2023-03-07T00:23:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,89.70105124835742,56.372549019607845,1610612739,12,16,2023-03-07T00:23:35Z,840000,False,32.0,44.0,1,right,I. Okoro driving floating Jump Shot (4 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,5.46,Made,,,,,,,,,4.0,E. Mobley,1630596.0,1.0,,,,,,
86,PT04M49.00S,2023-03-07T00:23:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,10.200394218134035,37.254901960784316,1610612738,12,16,2023-03-07T00:23:53Z,860000,False,64.0,43.0,1,left,MISS M. Brogdon 7' fadeaway bank Shot,[1627763],1610612738.0,BOS,fadeaway bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
