actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
363,PT11M05.00S,2022-10-27T00:27:31.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,54,50,2022-10-27T00:27:37Z,3300000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,362.0,,,,,,,,,,,,,,,,,
365,PT10M49.00S,2022-10-27T00:28:02.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203082,90.09526938239159,63.48039215686274,1610612753,54,50,2022-10-27T00:28:11Z,3320000,67.0,41.0,1,right,MISS T. Ross 7' driving Hook,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,,,,,,,,,,,,,,,,,
366,PT10M49.00S,2022-10-27T00:28:02.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,54,50,2022-10-27T00:28:11Z,3330000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,365.0,,,,,,,,,,,,,,,,,
367,PT10M49.00S,2022-10-27T00:28:08.9Z,3,REGULAR,foul,personal,[],1628976,,,1610612739,54,50,2022-10-27T00:28:36Z,3340000,,,0,,W. Carter Jr. loose ball personal FOUL (2 PF),"[1628976, 1628386]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1628954.0,2.0,0.0,Allen,1628386.0,,,,,,,
369,PT10M32.00S,2022-10-27T00:28:33.2Z,3,REGULAR,3pt,Jump Shot,[],1627747,28.597240473061763,22.794117647058822,1610612739,54,50,2022-10-27T00:28:40Z,3360000,136.0,216.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
370,PT10M32.00S,2022-10-27T00:28:37.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,54,50,2022-10-27T00:28:37Z,3370000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,369.0,,,,,,,,,,,,,,,,,
372,PT10M15.00S,2022-10-27T00:29:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,94.1688567674113,50.245098039215684,1610612753,54,52,2022-10-27T00:29:06Z,3390000,1.0,2.0,1,right,F. Wagner cutting Layup (16 PTS) (P. Banchero 4 AST),"[1630532, 1631094]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,16.0,P. Banchero,1631094.0,4.0,,,
374,PT10M03.00S,2022-10-27T00:29:12.0Z,3,REGULAR,3pt,Jump Shot,[],1629731,28.597240473061763,22.058823529411764,1610612739,54,52,2022-10-27T00:29:17Z,3410000,140.0,216.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
375,PT10M00.00S,2022-10-27T00:29:15.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,54,52,2022-10-27T00:29:17Z,3420000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,374.0,3.0,3.0,0.0,,,,,,,,,,,,,,
376,PT09M42.00S,2022-10-27T00:29:33.8Z,3,REGULAR,3pt,Jump Shot,[],203082,90.88370565045992,96.07843137254902,1610612753,54,52,2022-10-27T00:29:38Z,3430000,230.0,33.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
377,PT09M39.00S,2022-10-27T00:29:36.8Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,54,52,2022-10-27T00:29:38Z,3440000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,376.0,4.0,2.0,2.0,,,,,,,,,,,,,,
378,PT09M36.00S,2022-10-27T00:29:40.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,68.01905387647832,23.52941176470588,1610612753,54,52,2022-10-27T00:29:45Z,3450000,-132.0,248.0,1,right,MISS C. Anthony 28' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
379,PT09M32.00S,2022-10-27T00:29:44.7Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,54,52,2022-10-27T00:29:45Z,3460000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,378.0,1.0,1.0,0.0,,,,,,,,,,,,,,
380,PT09M26.00S,2022-10-27T00:29:52.7Z,3,REGULAR,foul,personal,[],1631094,,,1610612739,54,52,2022-10-27T00:30:15Z,3470000,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1630596]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,2882.0,1.0,0.0,Mobley,1630596.0,,,,,,,
382,PT09M14.00S,2022-10-27T00:30:17.9Z,3,REGULAR,3pt,Jump Shot,[],1627747,7.5722733245729295,1.9607843137254901,1610612739,57,52,2022-10-27T00:30:22Z,3490000,240.0,19.0,1,left,C. LeVert 24' 3PT  (10 PTS) (D. Mitchell 7 AST),"[1627747, 1628378]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,24.09,Made,,,,,,,,,,,,10.0,D. Mitchell,1628378.0,7.0,,,
384,PT09M00.00S,2022-10-27T00:30:32.7Z,3,REGULAR,turnover,bad pass,[],1631094,,,1610612753,57,52,2022-10-27T00:30:37Z,3510000,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1628378]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0
385,PT09M00.00S,2022-10-27T00:30:32.7Z,3,REGULAR,steal,,[],1628378,,,1610612739,57,52,2022-10-27T00:30:35Z,3520000,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
386,PT08M50.00S,2022-10-27T00:30:43.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,7.440867279894875,62.00980392156863,1610612739,57,52,2022-10-27T00:45:05Z,3530000,-60.0,17.0,1,left,MISS E. Mobley 6' bank Hook,[1630596],1610612739.0,CLE,bank,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
387,PT08M47.00S,2022-10-27T00:30:46.2Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,57,52,2022-10-27T00:48:18Z,3540000,,,0,,J. Allen REBOUND (Off:4 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,386.0,7.0,3.0,4.0,,,,,,,,,,,,,,
388,PT08M46.00S,2022-10-27T00:30:47.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,7.7529566360052655,43.84957107843137,1610612739,59,52,2022-10-27T00:48:38Z,3550000,31.0,20.0,1,left,E. Mobley Layup (7 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,,,,,,,,7.0,J. Allen,1628386.0,1.0,,,
389,PT08M46.00S,2022-10-27T00:30:55.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,59,52,2022-10-27T00:30:55Z,3560000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M27.00S,2022-10-27T00:34:02.9Z,3,REGULAR,3pt,Jump Shot,[],1631094,67.7562417871222,73.52941176470588,1610612753,59,52,2022-10-27T00:34:09Z,3580000,118.0,251.0,1,right,MISS P. Banchero 27' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
392,PT08M23.00S,2022-10-27T00:34:06.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,59,52,2022-10-27T00:34:09Z,3590000,,,0,,J. Allen REBOUND (Off:4 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,391.0,8.0,4.0,4.0,,,,,,,,,,,,,,
393,PT08M12.00S,2022-10-27T00:34:19.9Z,3,REGULAR,turnover,traveling,[],1630596,,,1610612739,59,52,2022-10-27T00:34:25Z,3600000,,,0,,E. Mobley traveling TURNOVER (3 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,1628954.0,,,,,,,,,3.0,,
394,PT07M54.00S,2022-10-27T00:34:55.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203082,90.75229960578186,72.79411764705883,1610612753,59,52,2022-10-27T00:35:00Z,3610000,114.0,34.0,1,right,MISS T. Ross 11' fadeaway Shot,[203082],1610612753.0,ORL,fadeaway,,,Ross,T. Ross,,,,,Mid-Range,8-16 Right,11.91,Missed,,,,,,,,,,,,,,,,,,
395,PT07M52.00S,2022-10-27T00:34:57.9Z,3,REGULAR,rebound,offensive,[],203082,,,1610612753,59,52,2022-10-27T00:35:00Z,3620000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,8-16 Right,,,394.0,2.0,1.0,1.0,,,,,,,,,,,,,,
396,PT07M50.00S,2022-10-27T00:34:59.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630532,74.19513797634691,84.06862745098039,1610612753,59,52,2022-10-27T00:35:03Z,3630000,170.0,190.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
397,PT07M47.00S,2022-10-27T00:35:02.5Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,59,52,2022-10-27T00:35:03Z,3640000,,,0,,J. Allen REBOUND (Off:4 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,396.0,9.0,5.0,4.0,,,,,,,,,,,,,,
398,PT07M30.00S,2022-10-27T00:35:19.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,8.09789750328515,50.245098039215684,1610612739,61,52,2022-10-27T00:35:25Z,3650000,-1.0,24.0,1,left,J. Allen cutting DUNK (9 PTS) (E. Mobley 2 AST),"[1628386, 1630596]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,,,,9.0,E. Mobley,1630596.0,2.0,,,
400,PT07M17.00S,2022-10-27T00:35:35.6Z,3,REGULAR,foul,personal,[],1627747,,,1610612753,61,52,2022-10-27T00:36:01Z,3670000,,,0,,C. LeVert personal FOUL (3 PF),"[1627747, 1630175]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200833.0,3.0,0.0,Anthony,1630175.0,,,,,,,
402,PT07M10.00S,2022-10-27T00:36:00.0Z,3,REGULAR,2pt,Jump Shot,[],1630532,79.05716162943496,70.83333333333334,1610612753,61,54,2022-10-27T00:36:05Z,3690000,104.0,144.0,1,right,F. Wagner 17' step back Jump Shot (18 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,17.81,Made,,,,,,,,,,,,18.0,,,,,,
403,PT06M46.00S,2022-10-27T00:36:23.7Z,3,REGULAR,3pt,Jump Shot,[],1627747,30.436925098554536,24.754901960784316,1610612739,61,54,2022-10-27T00:36:28Z,3700000,126.0,234.0,1,left,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
404,PT06M44.00S,2022-10-27T00:36:25.7Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,61,54,2022-10-27T00:36:28Z,3710000,,,0,,J. Allen REBOUND (Off:5 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,403.0,10.0,5.0,5.0,,,,,,,,,,,,,,
405,PT06M41.00S,2022-10-27T00:36:27.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628386,7.835085413929041,51.225490196078425,1610612739,63,54,2022-10-27T00:36:41Z,3720000,-6.0,21.0,1,left,J. Allen Hook (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,,,,11.0,,,,,,
406,PT06M34.00S,2022-10-27T00:36:35.7Z,3,REGULAR,3pt,Jump Shot,[],1628976,70.77858081471747,24.509803921568626,1610612753,63,54,2022-10-27T00:36:43Z,3730000,-127.0,222.0,1,right,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
407,PT06M34.00S,2022-10-27T00:36:35.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,63,54,2022-10-27T00:36:43Z,3740000,,,0,,J. Allen REBOUND (Off:5 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,406.0,11.0,6.0,5.0,,,,,,,,,,,,,,
408,PT06M25.00S,2022-10-27T00:36:54.0Z,3,REGULAR,foul,personal,[],1628976,,,1610612739,63,54,2022-10-27T00:43:04Z,3750000,,,0,,W. Carter Jr. double personal FOUL (3 PF),"[1628976, 1628386]",1610612753.0,ORL,double,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,3.0,0.0,Allen,1628386.0,,,,,,,
434,PT06M25.00S,2022-10-27T00:36:54.0Z,3,REGULAR,foul,personal,[],1628386,,,1610612739,63,54,2022-10-27T00:41:40Z,3762500,,,0,,J. Allen double personal FOUL (2 PF),"[1628386, 1628976]",1610612739.0,CLE,double,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,1.0,Carter Jr.,1628976.0,,,,,,,
410,PT06M07.00S,2022-10-27T00:37:51.7Z,3,REGULAR,2pt,Jump Shot,[],1630596,9.017739816031538,31.127450980392158,1610612739,63,54,2022-10-27T00:52:09Z,3770000,94.0,32.0,1,left,MISS E. Mobley 9' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,9.98,Missed,,,,,,,,,,,,,,,,,,
411,PT06M04.00S,2022-10-27T00:37:53.9Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,63,54,2022-10-27T00:37:53Z,3780000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,410.0,5.0,3.0,2.0,,,,,,,,,,,,,,
412,PT05M50.00S,2022-10-27T00:38:12.1Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612753,63,54,2022-10-27T00:38:18Z,3790000,,,0,,J. Allen shooting personal FOUL (3 PF) (Carter Jr. 2 FT),"[1628386, 1628976]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,3.0,1.0,Carter Jr.,1628976.0,,,,,,,
417,PT05M50.00S,2022-10-27T00:39:09.8Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,63,55,2022-10-27T00:39:09Z,3810000,,,0,,W. Carter Jr. Free Throw 1 of 2 (9 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
418,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,out,[],1630596,,,1610612753,63,55,2022-10-27T00:39:33Z,3820000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,63,55,2022-10-27T00:39:33Z,3830000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,63,55,2022-10-27T00:39:33Z,3840000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,in,[],201567,,,1610612753,63,55,2022-10-27T00:39:33Z,3850000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,in,[],1630284,,,1610612753,63,55,2022-10-27T00:39:33Z,3860000,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M50.00S,2022-10-27T00:39:10.5Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,63,55,2022-10-27T00:39:33Z,3870000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M50.00S,2022-10-27T00:39:40.4Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,63,56,2022-10-27T00:39:40Z,3880000,,,0,,W. Carter Jr. Free Throw 2 of 2 (10 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
425,PT05M33.00S,2022-10-27T00:39:58.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.652431011826544,51.225490196078425,1610612739,65,56,2022-10-27T00:40:08Z,3890000,-6.0,10.0,1,left,J. Allen DUNK (13 PTS) (K. Love 3 AST),"[1628386, 201567]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,,,,,13.0,K. Love,201567.0,3.0,,,
427,PT05M17.00S,2022-10-27T00:40:14.5Z,3,REGULAR,2pt,Jump Shot,[],1628976,80.1084099868594,68.38235294117648,1610612753,65,56,2022-10-27T00:40:21Z,3910000,92.0,134.0,1,right,MISS W. Carter Jr. 16' step back Shot,[1628976],1610612753.0,ORL,step back,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,16.29,Missed,,,,,,,,,,,,,,,,,,
428,PT05M14.00S,2022-10-27T00:40:17.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,65,56,2022-10-27T00:40:21Z,3920000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Right Center,,,427.0,7.0,7.0,0.0,,,,,,,,,,,,,,
429,PT05M07.00S,2022-10-27T00:40:24.3Z,3,REGULAR,3pt,Jump Shot,[],1629731,17.559132720105126,97.54901960784314,1610612739,65,56,2022-10-27T00:40:27Z,3930000,-238.0,113.0,1,left,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
430,PT05M05.00S,2022-10-27T00:40:26.3Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,65,56,2022-10-27T00:40:27Z,3940000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,429.0,4.0,4.0,0.0,,,,,,,,,,,,,,
431,PT05M01.00S,2022-10-27T00:40:29.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,80.1084099868594,92.8921568627451,1610612753,65,56,2022-10-27T00:54:19Z,3950000,214.0,134.0,1,right,MISS W. Carter Jr. 25' running 3PT,[1628976],1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
432,PT04M59.00S,2022-10-27T00:40:31.5Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,65,56,2022-10-27T00:40:35Z,3960000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,431.0,2.0,2.0,0.0,,,,,,,,,,,,,,
433,PT04M54.00S,2022-10-27T00:40:48.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,65,56,2022-10-27T00:40:48Z,3970000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M45.00S,2022-10-27T00:43:46.6Z,3,REGULAR,3pt,Jump Shot,[],201567,29.25427069645204,68.62745098039215,1610612739,65,56,2022-10-27T00:43:53Z,3980000,-93.0,222.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,24.12,Missed,,,,,,,,,,,,,,,,,,
437,PT04M43.00S,2022-10-27T00:43:49.0Z,3,REGULAR,rebound,offensive,[],1628378,,,1610612739,65,56,2022-10-27T00:43:49Z,3990000,,,0,,D. Mitchell REBOUND (Off:2 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,436.0,4.0,2.0,2.0,,,,,,,,,,,,,,
438,PT04M43.00S,2022-10-27T00:43:59.8Z,3,REGULAR,turnover,traveling,[],1628386,,,1610612739,65,56,2022-10-27T00:44:07Z,4000000,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,200833.0,,,,,,,,,1.0,,
439,PT04M34.00S,2022-10-27T00:44:18.0Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612753,65,56,2022-10-27T00:55:26Z,4010000,,,0,,J. Allen shooting personal FOUL (4 PF) (Anthony 2 FT),"[1628386, 1630175]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,2882.0,4.0,1.0,Anthony,1630175.0,,,,,,,
441,PT04M34.00S,2022-10-27T00:44:48.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630175,,,1610612753,65,57,2022-10-27T00:44:48Z,4030000,,,0,,C. Anthony Free Throw 1 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
442,PT04M34.00S,2022-10-27T00:44:49.4Z,3,REGULAR,substitution,out,[],1628386,,,1610612753,65,57,2022-10-27T00:45:08Z,4040000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M34.00S,2022-10-27T00:44:49.4Z,3,REGULAR,substitution,out,[],1629731,,,1610612753,65,57,2022-10-27T00:45:08Z,4050000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M34.00S,2022-10-27T00:44:49.4Z,3,REGULAR,substitution,in,[],1630596,,,1610612753,65,57,2022-10-27T00:45:08Z,4060000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M34.00S,2022-10-27T00:44:49.4Z,3,REGULAR,substitution,in,[],1626224,,,1610612753,65,57,2022-10-27T00:45:08Z,4070000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M34.00S,2022-10-27T00:45:11.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630175,,,1610612753,65,58,2022-10-27T00:45:11Z,4080000,,,0,,C. Anthony Free Throw 2 of 2 (9 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
447,PT04M18.00S,2022-10-27T00:45:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.046649145860711,51.470588235294116,1610612739,67,58,2022-10-27T00:45:38Z,4090000,-7.0,14.0,1,left,E. Mobley Layup (9 PTS) (K. Love 4 AST),"[1630596, 201567]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,,,9.0,K. Love,201567.0,4.0,,,
449,PT04M02.00S,2022-10-27T00:45:48.0Z,3,REGULAR,turnover,traveling,[],1630175,,,1610612753,67,58,2022-10-27T00:45:53Z,4110000,,,0,,C. Anthony traveling TURNOVER (2 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,,,200833.0,,,,,,,,,2.0,,
450,PT04M02.00S,2022-10-27T00:45:53.4Z,3,REGULAR,substitution,out,[],1627747,,,1610612739,67,58,2022-10-27T00:45:57Z,4120000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M02.00S,2022-10-27T00:45:53.4Z,3,REGULAR,substitution,in,[],1630171,,,1610612739,67,58,2022-10-27T00:45:57Z,4130000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
