actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT03M47.00S,2023-01-05T00:27:18.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612756,7,10,2023-01-05T00:27:29Z,870000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M47.00S,2023-01-05T00:27:18.5Z,1,REGULAR,substitution,out,[],1629013,,,1610612756,7,10,2023-01-05T00:27:29Z,880000,False,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M47.00S,2023-01-05T00:27:18.5Z,1,REGULAR,substitution,in,[],1627747,,,1610612756,7,10,2023-01-05T00:27:29Z,890000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M47.00S,2023-01-05T00:27:18.5Z,1,REGULAR,substitution,in,[],1627814,,,1610612756,7,10,2023-01-05T00:27:29Z,900000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M39.00S,2023-01-05T00:27:43.5Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612756,7,10,2023-01-05T00:27:49Z,910000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1628378]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,
92,PT03M39.00S,2023-01-05T00:27:43.5Z,1,REGULAR,steal,,[],1628378,,,1610612739,7,10,2023-01-05T00:27:46Z,920000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
93,PT03M36.00S,2023-01-05T00:27:53.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612739,7,10,2023-01-05T00:28:09Z,930000,False,,,0,,C. Payne personal FOUL (1 PF) (Mitchell 2 FT),"[1626166, 1628378]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Mitchell,1628378.0,,
95,PT03M36.00S,2023-01-05T00:28:29.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628378,,,1610612739,8,10,2023-01-05T00:28:29Z,950000,False,,,0,,D. Mitchell Free Throw 1 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
96,PT03M36.00S,2023-01-05T00:28:30.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,8,10,2023-01-05T00:28:41Z,960000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2023-01-05T00:28:30.8Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,8,10,2023-01-05T00:28:41Z,970000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2023-01-05T00:28:59.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628378,,,1610612739,9,10,2023-01-05T00:28:59Z,980000,False,,,0,,D. Mitchell Free Throw 2 of 2 (6 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
99,PT03M24.00S,2023-01-05T00:29:13.7Z,1,REGULAR,2pt,Jump Shot,[],1626166,80.50262812089356,76.22549019607843,1610612756,9,10,2023-01-05T00:29:19Z,990000,False,131.0,131.0,1,right,MISS C. Payne 18' pullup Shot,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right Center,18.52,Missed,,,,,,,,,,,,,,,,,,
100,PT03M24.00S,2023-01-05T00:29:13.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,9,10,2023-01-05T00:29:19Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Right Center,,,99.0,,,,,,,,,,,,,,,,,
101,PT03M24.00S,2023-01-05T00:29:18.4Z,1,REGULAR,foul,personal,[],201567,,,1610612756,9,10,2023-01-05T00:29:27Z,1010000,False,,,0,,K. Love loose ball personal FOUL (1 PF),"[201567, 1629028]",1610612739.0,CLE,loose ball,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Ayton,1629028.0,,
103,PT03M24.00S,2023-01-05T00:29:27.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612756,9,10,2023-01-05T00:29:33Z,1030000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M24.00S,2023-01-05T00:29:27.4Z,1,REGULAR,substitution,in,[],203526,,,1610612756,9,10,2023-01-05T00:29:33Z,1040000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M16.00S,2023-01-05T00:29:42.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,93.77463863337714,2.941176470588235,1610612756,9,10,2023-01-05T00:29:47Z,1050000,False,-235.0,6.0,1,right,MISS D. Lee 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
106,PT03M13.00S,2023-01-05T00:29:45.3Z,1,REGULAR,rebound,defensive,[],203526,,,1610612739,9,10,2023-01-05T00:29:47Z,1060000,False,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Left Corner 3,24+ Left,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT03M00.00S,2023-01-05T00:29:57.7Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,9,10,2023-01-05T00:30:03Z,1070000,False,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1628470]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Craig,1628470.0,,,,,,
108,PT03M00.00S,2023-01-05T00:29:57.7Z,1,REGULAR,steal,,[],1628470,,,1610612756,9,10,2023-01-05T00:30:00Z,1080000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT02M53.00S,2023-01-05T00:30:05.9Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,9,10,2023-01-05T00:30:10Z,1090000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1630596]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,Mobley,1630596.0,,,,,,
110,PT02M53.00S,2023-01-05T00:30:05.9Z,1,REGULAR,steal,,[],1630596,,,1610612739,9,10,2023-01-05T00:30:09Z,1100000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
111,PT02M34.00S,2023-01-05T00:30:24.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203526,24.26084099868594,48.03921568627451,1610612739,9,10,2023-01-05T00:30:39Z,1110000,False,10.0,176.0,1,left,MISS R. Neto 17' turnaround fadeaway Shot,[203526],1610612739.0,CLE,turnaround fadeaway,,,Neto,R. Neto,,,,,Mid-Range,16-24 Center,17.59,Missed,,,,,,,,,,,,,,,,,,
112,PT02M30.00S,2023-01-05T00:30:28.7Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,9,10,2023-01-05T00:30:30Z,1120000,False,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,111.0,3.0,2.0,1.0,,,,,,,,,,,,,,
113,PT02M29.00S,2023-01-05T00:30:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201567,7.5722733245729295,50.49019607843137,1610612739,11,10,2023-01-05T00:30:44Z,1130000,False,-2.0,19.0,1,left,K. Love putback Layup (2 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,2.0,,,,,,,,,,,,
115,PT02M23.00S,2023-01-05T00:30:48.2Z,1,REGULAR,3pt,Jump Shot,[],1628470,66.96780551905388,33.33333333333333,1610612756,11,10,2023-01-05T00:32:12Z,1150000,False,-83.0,258.0,1,right,MISS T. Craig 27' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
116,PT02M18.00S,2023-01-05T00:30:53.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,10,2023-01-05T00:32:12Z,1160000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT02M06.00S,2023-01-05T00:30:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612739,11,10,2023-01-05T00:31:08Z,1170000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Love 2 FT),"[1629028, 201567]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Love,201567.0,,
119,PT02M06.00S,2023-01-05T00:31:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,10,2023-01-05T00:31:14Z,1190000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2023-01-05T00:32:10.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612739,11,10,2023-01-05T00:33:55Z,1200000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2023-01-05T00:32:10.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612739,11,10,2023-01-05T00:33:55Z,1210000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2023-01-05T00:32:10.3Z,1,REGULAR,substitution,in,[],1630688,,,1610612739,11,10,2023-01-05T00:33:55Z,1220000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M06.00S,2023-01-05T00:32:10.3Z,1,REGULAR,substitution,in,[],202687,,,1610612739,11,10,2023-01-05T00:33:55Z,1230000,False,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M06.00S,2023-01-05T00:34:12.8Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,12,10,2023-01-05T00:34:12Z,1240000,False,,,0,,K. Love Free Throw 1 of 2 (3 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
125,PT02M06.00S,2023-01-05T00:34:26.3Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,13,10,2023-01-05T00:34:26Z,1250000,False,,,0,,K. Love Free Throw 2 of 2 (4 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
126,PT01M49.00S,2023-01-05T00:34:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,81.15965834428384,59.55882352941176,1610612756,13,12,2023-01-05T00:35:13Z,1260000,False,48.0,125.0,1,right,C. Payne 13' pullup Jump Shot (2 PTS) (T. Craig 1 AST),"[1626166, 1628470]",1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,13.35,Made,,,,,,2.0,T. Craig,1628470.0,1.0,,,,,,,,,
128,PT01M29.00S,2023-01-05T00:35:09.8Z,1,REGULAR,foul,offensive,[],201567,,,1610612739,13,12,2023-01-05T00:35:16Z,1280000,False,,,0,,K. Love offensive FOUL (2 PF),"[201567, 1627814]",1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,,1628484.0,,,,,,,,2.0,0.0,Lee,1627814.0,,
130,PT01M29.00S,2023-01-05T00:35:09.8Z,1,REGULAR,turnover,offensive foul,[],201567,,,1610612739,13,12,2023-01-05T00:35:09Z,1300000,False,,,0,,K. Love offensive foul TURNOVER (1 TO),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,,1628484.0,,,,,1.0,,,,,,,,
131,PT01M20.00S,2023-01-05T00:35:32.0Z,1,REGULAR,turnover,traveling,[],1626166,,,1610612756,13,12,2023-01-05T00:35:38Z,1310000,False,,,0,,C. Payne traveling TURNOVER (2 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1148.0,,,,,2.0,,,,,,,,
132,PT01M06.00S,2023-01-05T00:35:55.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,32.53942181340342,52.20588235294118,1610612739,13,12,2023-01-05T00:36:17Z,1320000,False,-11.0,253.0,1,left,MISS C. LeVert 25' pullup 3PT,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
133,PT01M03.00S,2023-01-05T00:35:58.2Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612756,13,12,2023-01-05T00:35:58Z,1330000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT00M53.40S,2023-01-05T00:36:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,82.47371879106439,45.588235294117645,1610612756,13,14,2023-01-05T00:36:14Z,1340000,False,-22.0,112.0,1,right,D. Lee 11' driving floating Jump Shot (2 PTS) (C. Payne 1 AST),"[1627814, 1626166]",1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,11.44,Made,,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,,
136,PT00M41.30S,2023-01-05T00:36:22.3Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,13,14,2023-01-05T00:36:27Z,1360000,False,,,0,,K. Love bad pass TURNOVER (2 TO),"[201567, 1630688]",1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,Wainright,1630688.0,,,,,,
137,PT00M41.30S,2023-01-05T00:36:22.3Z,1,REGULAR,steal,,[],1630688,,,1610612756,13,14,2023-01-05T00:36:24Z,1370000,False,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
138,PT00M35.20S,2023-01-05T00:36:28.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626166,65.39093298291722,48.28431372549019,1610612756,13,14,2023-01-05T00:36:33Z,1380000,False,-9.0,273.0,1,right,MISS C. Payne 27' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
139,PT00M31.40S,2023-01-05T00:36:32.2Z,1,REGULAR,rebound,defensive,[],203526,,,1610612739,13,14,2023-01-05T00:36:33Z,1390000,False,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Center,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,
140,PT00M13.00S,2023-01-05T00:36:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.30946123521682,51.225490196078425,1610612739,15,14,2023-01-05T00:36:56Z,1400000,False,-6.0,16.0,1,left,R. Neto driving Layup (2 PTS) (E. Mobley 1 AST),"[203526, 1630596]",1610612739.0,CLE,driving,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,
142,PT00M00.00S,2023-01-05T00:37:07.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,75.90341655716163,88.48039215686273,1610612756,15,14,2023-01-05T00:37:13Z,1420000,False,192.0,174.0,1,right,MISS C. Payne 25' 3PT - blocked,"[1626166, 203526]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,Neto,203526.0
143,PT00M00.00S,2023-01-05T00:37:07.9Z,1,REGULAR,block,,[],203526,,,1610612756,15,14,2023-01-05T00:37:11Z,1430000,False,,,0,,R. Neto BLOCK (1 BLK),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2023-01-05T00:37:07.9Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,15,14,2023-01-05T00:37:13Z,1440000,False,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,142.0,2.0,1.0,1.0,,,,,,,,,,,,,,
145,PT00M00.00S,2023-01-05T00:37:13.6Z,1,REGULAR,period,end,[],0,,,1610612739,15,14,2023-01-05T00:37:13Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-01-05T00:37:34.7Z,2,REGULAR,substitution,out,['startperiod'],1626224,,,1610612739,15,14,2023-01-05T00:39:55Z,1460000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-01-05T00:37:34.7Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612739,15,14,2023-01-05T00:39:55Z,1470000,False,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-05T00:37:34.7Z,2,REGULAR,substitution,in,['startperiod'],1630205,,,1610612739,15,14,2023-01-05T00:39:55Z,1480000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-05T00:37:34.7Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612739,15,14,2023-01-05T00:39:55Z,1490000,False,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-01-05T00:40:07.4Z,2,REGULAR,period,start,[],0,,,1610612756,15,14,2023-01-05T00:40:07Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M55.00S,2023-01-05T00:40:21.8Z,2,REGULAR,foul,personal,[],203526,,,1610612756,15,14,2023-01-05T00:41:16Z,1510000,False,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1627814]",1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Right Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Lee,1627814.0,,
153,PT11M46.00S,2023-01-05T00:40:22.5Z,2,REGULAR,foul,personal,[],1627747,,,1610612756,15,14,2023-01-05T00:40:29Z,1530000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 101108]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Paul,101108.0,,
155,PT11M39.00S,2023-01-05T00:40:50.6Z,2,REGULAR,3pt,Jump Shot,[],1630688,75.64060446780552,12.745098039215685,1610612756,15,14,2023-01-05T00:40:55Z,1550000,False,-186.0,176.0,1,right,MISS I. Wainright 25' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
156,PT11M35.00S,2023-01-05T00:40:54.6Z,2,REGULAR,rebound,offensive,[],1630688,,,1610612756,15,14,2023-01-05T00:40:55Z,1560000,False,,,0,,I. Wainright REBOUND (Off:1 Def:0),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Left Center,,,155.0,1.0,0.0,1.0,,,,,,,,,,,,,,
157,PT11M23.00S,2023-01-05T00:41:06.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],101108,84.57621550591328,68.62745098039215,1610612756,15,16,2023-01-05T00:41:50Z,1570000,False,93.0,92.0,1,right,C. Paul 13' fadeaway Jump Shot (2 PTS),[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,13.12,Made,,,,,,2.0,,,,,,,,,,,,
158,PT11M05.00S,2023-01-05T00:41:25.0Z,2,REGULAR,3pt,Jump Shot,[],201567,9.411957950065702,3.1862745098039214,1610612739,15,16,2023-01-05T00:41:30Z,1580000,False,234.0,36.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,23.69,Missed,,,,,,,,,,,,,,,,,,
159,PT11M02.00S,2023-01-05T00:41:28.0Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,15,16,2023-01-05T00:41:30Z,1590000,False,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Right Corner 3,24+ Right,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
160,PT10M51.00S,2023-01-05T00:41:38.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630688,84.31340341655716,54.166666666666664,1610612756,15,16,2023-01-05T00:41:42Z,1600000,False,21.0,95.0,1,right,MISS I. Wainright 9' fadeaway Shot,[1630688],1610612756.0,PHX,fadeaway,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Center,9.73,Missed,,,,,,,,,,,,,,,,,,
161,PT10M48.00S,2023-01-05T00:41:41.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,15,16,2023-01-05T00:41:42Z,1610000,False,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,160.0,4.0,3.0,1.0,,,,,,,,,,,,,,
162,PT10M38.00S,2023-01-05T00:41:52.2Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,15,16,2023-01-05T00:41:57Z,1620000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1627814]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,Lee,1627814.0,,,,,,
163,PT10M38.00S,2023-01-05T00:41:52.2Z,2,REGULAR,steal,,[],1627814,,,1610612756,15,16,2023-01-05T00:41:55Z,1630000,False,,,0,,D. Lee STEAL (1 STL),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
164,PT10M33.00S,2023-01-05T00:41:56.9Z,2,REGULAR,turnover,lost ball,[],1627814,,,1610612756,15,16,2023-01-05T00:42:01Z,1640000,False,,,0,,D. Lee lost ball TURNOVER (1 TO),"[1627814, 1627747]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,
165,PT10M33.00S,2023-01-05T00:41:56.9Z,2,REGULAR,steal,,[],1627747,,,1610612739,15,16,2023-01-05T00:44:08Z,1650000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
166,PT10M28.00S,2023-01-05T00:42:01.8Z,2,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630596,8.229303547963205,47.05882352941176,1610612739,15,16,2023-01-05T00:42:19Z,1660000,False,15.0,25.0,1,left,MISS E. Mobley driving bank Hook,[1630596],1610612739.0,CLE,driving bank,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
167,PT10M26.00S,2023-01-05T00:42:03.8Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,15,16,2023-01-05T00:42:10Z,1670000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT10M13.00S,2023-01-05T00:42:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,94.82588699080158,52.450980392156865,1610612756,15,18,2023-01-05T00:42:24Z,1680000,False,12.0,-4.0,1,right,T. Craig driving finger roll Layup (2 PTS) (C. Paul 2 AST),"[1628470, 101108]",1610612756.0,PHX,driving finger roll,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.29,Made,,,,,,2.0,C. Paul,101108.0,2.0,,,,,,,,,
170,PT09M49.00S,2023-01-05T00:42:43.3Z,2,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612739,15,18,2023-01-05T00:42:50Z,1700000,False,,,0,,I. Wainright shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630688, 1627747]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,Mid-Range,16-24 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,LeVert,1627747.0,,
