actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT03M48.00S,2022-10-30T22:24:54.1Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,25,20,2022-10-30T22:24:56Z,890000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT03M44.00S,2022-10-30T22:24:57.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629731,93.77463863337714,50.98039215686274,1610612739,27,20,2022-10-30T22:25:04Z,900000,5.0,6.0,1,right,D. Wade cutting Layup (10 PTS) (D. Mitchell 5 AST),"[1629731, 1628378]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,10.0,D. Mitchell,1628378.0,5.0,,,,,,,,,,
93,PT03M28.00S,2022-10-30T22:25:14.0Z,1,REGULAR,3pt,Jump Shot,[],1628392,10.068988173455978,3.431372549019608,1610612752,27,20,2022-10-30T22:25:19Z,920000,233.0,42.0,1,left,MISS I. Hartenstein 3PT,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
94,PT03M25.00S,2022-10-30T22:25:16.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,27,20,2022-10-30T22:25:16Z,930000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,
95,PT03M21.00S,2022-10-30T22:25:20.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,67.36202365308804,74.50980392156863,1610612739,30,20,2022-10-30T22:28:16Z,940000,123.0,254.0,1,right,D. Mitchell 28' 3PT running pullup (15 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,28.23,Made,,,,,15.0,,,,,,,,,,,,,
96,PT03M09.00S,2022-10-30T22:25:33.4Z,1,REGULAR,2pt,Jump Shot,[],1628973,11.645860709592641,27.205882352941174,1610612752,30,22,2022-10-30T22:25:38Z,950000,114.0,57.0,1,left,J. Brunson 12' driving floating bank Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.75,Made,,,,,2.0,,,,,,,,,,,,,
97,PT03M03.00S,2022-10-30T22:25:39.0Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,30,22,2022-10-30T22:25:52Z,960000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1628392]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Hartenstein,1628392.0,,
98,PT03M03.00S,2022-10-30T22:25:39.0Z,1,REGULAR,steal,,[],1628392,,,1610612752,30,22,2022-10-30T22:25:40Z,970000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
99,PT02M58.00S,2022-10-30T22:25:46.2Z,1,REGULAR,foul,personal,[],1628378,,,1610612752,30,22,2022-10-30T22:25:54Z,980000,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 203944]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202035.0,1.0,0.0,Randle,203944.0,,,,,
101,PT02M58.00S,2022-10-30T22:25:56.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,30,22,2022-10-30T22:25:56Z,1000000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612752,30,22,2022-10-30T22:28:36Z,1010000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,out,[],203095,,,1610612752,30,22,2022-10-30T22:28:36Z,1020000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,out,[],203944,,,1610612752,30,22,2022-10-30T22:28:36Z,1030000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,in,[],201567,,,1610612752,30,22,2022-10-30T22:28:36Z,1040000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,30,22,2022-10-30T22:28:36Z,1050000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M58.00S,2022-10-30T22:27:37.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,30,22,2022-10-30T22:28:36Z,1060000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M48.00S,2022-10-30T22:28:56.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,14.668199737187912,53.67647058823529,1610612752,30,22,2022-10-30T22:29:43Z,1070000,-18.0,85.0,1,left,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.74,Missed,,,,,,,,,,,,,,,,,,
109,PT02M46.00S,2022-10-30T22:28:58.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,30,22,2022-10-30T22:29:00Z,1080000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M32.00S,2022-10-30T22:29:12.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.09921156373193,50.245098039215684,1610612739,30,22,2022-10-30T22:29:17Z,1090000,1.0,257.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
111,PT02M28.00S,2022-10-30T22:29:16.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,30,22,2022-10-30T22:29:17Z,1100000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT02M22.00S,2022-10-30T22:29:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630167,4.28712220762155,98.0392156862745,1610612752,30,25,2022-10-30T22:29:27Z,1110000,-240.0,-12.0,1,left,O. Toppin 24' 3PT  (3 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,24.05,Made,,,,,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
114,PT02M10.00S,2022-10-30T22:29:33.5Z,1,REGULAR,3pt,Jump Shot,[],201567,65.25952693823915,65.19607843137256,1610612739,30,25,2022-10-30T22:29:37Z,1130000,76.0,274.0,1,right,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,28.44,Missed,,,,,,,,,,,,,,,,,,
115,PT02M07.00S,2022-10-30T22:29:36.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,30,25,2022-10-30T22:29:37Z,1140000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,,
116,PT02M02.00S,2022-10-30T22:29:41.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,6.783837056504599,51.71568627450981,1610612752,30,25,2022-10-30T22:31:01Z,1150000,-9.0,11.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1628378]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,Mitchell,1628378.0
117,PT02M02.00S,2022-10-30T22:29:41.8Z,1,REGULAR,block,,[],1628378,,,1610612752,30,25,2022-10-30T22:29:44Z,1160000,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT01M59.00S,2022-10-30T22:29:44.8Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,30,25,2022-10-30T22:37:11Z,1170000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT01M59.00S,2022-10-30T22:29:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,7.408015768725363,51.470588235294116,1610612752,30,25,2022-10-30T22:37:35Z,1175000,-7.0,17.0,1,left,MISS R. Barrett tip Layup,[1629628],1610612752.0,NYK,tip,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
164,PT01M58.00S,2022-10-30T22:29:52.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,30,25,2022-10-30T22:37:35Z,1177500,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT01M42.00S,2022-10-30T22:30:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626224,67.09921156373193,75.24509803921569,1610612739,30,25,2022-10-30T22:30:07Z,1180000,126.0,257.0,1,right,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,28.61,Missed,,,,,,,,,,,,,,,,,,
120,PT01M38.00S,2022-10-30T22:30:05.6Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,30,25,2022-10-30T22:30:07Z,1190000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT01M30.00S,2022-10-30T22:30:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.389618922470433,50.73529411764706,1610612752,30,27,2022-10-30T22:30:20Z,1200000,-4.0,8.0,1,left,I. Quickley driving Layup (2 PTS),[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,2.0,,,,,,,,,,,,,
122,PT01M27.00S,2022-10-30T22:30:21.5Z,1,REGULAR,foul,personal,[],1630193,,,1610612739,30,27,2022-10-30T22:30:29Z,1210000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1628378]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201245.0,1.0,0.0,Mitchell,1628378.0,,,,,
124,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,30,27,2022-10-30T22:30:49Z,1230000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,out,[],201577,,,1610612739,30,27,2022-10-30T22:30:49Z,1240000,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,30,27,2022-10-30T22:30:49Z,1250000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612739,30,27,2022-10-30T22:30:49Z,1260000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,30,27,2022-10-30T22:30:49Z,1270000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,in,[],203526,,,1610612739,30,27,2022-10-30T22:30:49Z,1280000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,30,27,2022-10-30T22:30:49Z,1290000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M27.00S,2022-10-30T22:30:31.6Z,1,REGULAR,substitution,in,[],1629629,,,1610612739,30,27,2022-10-30T22:30:49Z,1300000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M05.00S,2022-10-30T22:31:18.3Z,1,REGULAR,foul,offensive,[],1626224,,,1610612739,30,27,2022-10-30T22:31:33Z,1310000,,,0,,C. Osman offensive FOUL (1 PF),"[1626224, 1628973]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201245.0,1.0,0.0,Brunson,1628973.0,,,,,
134,PT01M05.00S,2022-10-30T22:31:18.3Z,1,REGULAR,turnover,offensive foul,[],1626224,,,1610612739,30,27,2022-10-30T22:31:18Z,1330000,,,0,,C. Osman offensive foul TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201245.0,,,,,1.0,,,,
135,PT00M54.50S,2022-10-30T22:31:37.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,32.53942181340342,33.82352941176471,1610612752,30,30,2022-10-30T22:31:41Z,1340000,81.0,253.0,1,left,C. Reddish 26' 3PT step back (3 PTS) (J. Brunson 4 AST),"[1629629, 1628973]",1610612752.0,NYK,step back,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,26.6,Made,,,,,3.0,J. Brunson,1628973.0,4.0,,,,,,,,,,
136,PT00M38.60S,2022-10-30T22:31:59.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612739,30,30,2022-10-30T22:32:08Z,1350000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Love 2 FT),"[1628973, 201567]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,2.0,0.0,Love,201567.0,,,,,
138,PT00M38.60S,2022-10-30T22:32:25.8Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,31,30,2022-10-30T22:32:25Z,1370000,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
139,PT00M38.60S,2022-10-30T22:32:27.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612739,31,30,2022-10-30T22:32:35Z,1380000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M38.60S,2022-10-30T22:32:27.4Z,1,REGULAR,substitution,in,[],201565,,,1610612739,31,30,2022-10-30T22:32:35Z,1390000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M38.60S,2022-10-30T22:32:44.0Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,32,30,2022-10-30T22:32:44Z,1400000,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
142,PT00M27.90S,2022-10-30T22:33:00.3Z,1,REGULAR,foul,offensive,['inpenalty'],1628392,,,1610612752,32,30,2022-10-30T22:33:11Z,1410000,,,0,,I. Hartenstein offensive FOUL (1 PF),"[1628392, 1626224]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2715.0,1.0,0.0,Osman,1626224.0,,,,,
144,PT00M27.90S,2022-10-30T22:33:00.3Z,1,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,32,30,2022-10-30T22:33:00Z,1430000,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2715.0,,,,,1.0,,,,
145,PT00M27.90S,2022-10-30T22:33:11.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,32,30,2022-10-30T22:33:17Z,1440000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M27.90S,2022-10-30T22:33:11.5Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,32,30,2022-10-30T22:33:17Z,1450000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M11.70S,2022-10-30T22:33:35.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,68.01905387647832,71.07843137254902,1610612739,35,30,2022-10-30T22:33:39Z,1460000,105.0,248.0,1,right,K. Love 26' 3PT  (5 PTS) (C. LeVert 4 AST),"[201567, 1627747]",1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,26.96,Made,,,,,5.0,C. LeVert,1627747.0,4.0,,,,,,,,,,
149,PT00M00.90S,2022-10-30T22:33:53.2Z,1,REGULAR,foul,offensive,['inpenalty'],201565,,,1610612752,35,30,2022-10-30T22:34:04Z,1480000,,,0,,D. Rose charge offensive FOUL (1 PF),"[201565, 201567]",1610612752.0,NYK,charge,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Love,201567.0,,,,,
151,PT00M00.90S,2022-10-30T22:33:53.2Z,1,REGULAR,turnover,offensive foul,[],201565,,,1610612752,35,30,2022-10-30T22:33:53Z,1500000,,,0,,D. Rose offensive foul TURNOVER (1 TO),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,,,,,1.0,,,,
152,PT00M00.00S,2022-10-30T22:34:10.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,61.3173455978975,81.86274509803921,1610612739,35,30,2022-10-30T22:34:15Z,1510000,159.0,311.0,1,right,MISS K. Love 34' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,34.95,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-10-30T22:34:13.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,35,30,2022-10-30T22:34:13Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,152.0,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2022-10-30T22:34:13.9Z,1,REGULAR,period,end,[],0,,,1610612739,35,30,2022-10-30T22:34:13Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-30T22:34:41.0Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,35,30,2022-10-30T22:36:50Z,1540000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-30T22:34:41.0Z,2,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,35,30,2022-10-30T22:36:50Z,1550000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-30T22:36:52.8Z,2,REGULAR,period,start,[],0,,,1610612739,35,30,2022-10-30T22:36:52Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M41.00S,2022-10-30T22:37:10.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,87.59855453350855,56.86274509803921,1610612739,35,30,2022-10-30T22:37:14Z,1570000,34.0,64.0,1,right,MISS C. Osman 7' fadeaway Shot,[1626224],1610612739.0,CLE,fadeaway,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
159,PT11M39.00S,2022-10-30T22:37:12.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,35,30,2022-10-30T22:37:14Z,1580000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT11M32.00S,2022-10-30T22:37:20.6Z,2,REGULAR,2pt,Jump Shot,[],1630193,21.76412614980289,46.07843137254902,1610612752,35,30,2022-10-30T22:37:24Z,1590000,20.0,152.0,1,left,MISS I. Quickley 15' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Center,15.34,Missed,,,,,,,,,,,,,,,,,,
161,PT11M29.00S,2022-10-30T22:37:22.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,35,30,2022-10-30T22:37:22Z,1600000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,,,
162,PT11M26.00S,2022-10-30T22:37:25.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628392,19.793035479632064,48.03921568627451,1610612752,35,32,2022-10-30T22:39:08Z,1610000,10.0,134.0,1,left,I. Hartenstein 13' floating Jump Shot (4 PTS) (C. Reddish 1 AST),"[1628392, 1629629]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.4,Made,,,,,4.0,C. Reddish,1629629.0,1.0,,,,,,,,,,
166,PT11M14.00S,2022-10-30T22:37:40.7Z,2,REGULAR,foul,personal,[],1628392,,,1610612739,35,32,2022-10-30T22:37:54Z,1630000,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1626224]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202035.0,2.0,0.0,Osman,1626224.0,,,,,
168,PT11M04.00S,2022-10-30T22:38:21.8Z,2,REGULAR,2pt,Hook,[],1630596,86.41590013140605,32.1078431372549,1610612739,37,32,2022-10-30T22:38:26Z,1650000,-89.0,75.0,1,right,E. Mobley 11' Hook (4 PTS) (C. LeVert 5 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,11.69,Made,,,,,4.0,C. LeVert,1627747.0,5.0,,,,,,,,,,
170,PT10M52.00S,2022-10-30T22:38:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.5722733245729295,52.450980392156865,1610612752,37,34,2022-10-30T22:38:38Z,1670000,-12.0,19.0,1,left,O. Toppin driving Layup (5 PTS) (D. Rose 1 AST),"[1630167, 201565]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,5.0,D. Rose,201565.0,1.0,,,,,,,,,,
172,PT10M42.00S,2022-10-30T22:38:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,93.24901445466492,52.69607843137255,1610612739,39,34,2022-10-30T22:38:48Z,1690000,13.0,11.0,1,right,K. Love Layup (7 PTS) (E. Mobley 1 AST),"[201567, 1630596]",1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,7.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
174,PT10M31.00S,2022-10-30T22:38:54.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,27.808804204993432,84.55882352941177,1610612752,39,34,2022-10-30T22:38:58Z,1710000,-173.0,209.0,1,left,MISS O. Toppin 27' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
175,PT10M27.00S,2022-10-30T22:38:58.8Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,39,34,2022-10-30T22:38:58Z,1720000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,,
