actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
347,PT00M09.50S,2022-11-03T00:44:52.1Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,50,56,2022-11-03T00:45:08Z,3410000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (4 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627962.0,,,,,,,4.0,,
349,PT00M04.90S,2022-11-03T00:45:10.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,65.1281208935611,55.14705882352941,1610612739,50,56,2022-11-03T00:50:10Z,3430000,26.0,275.0,1,right,MISS D. Garland 27' fadeaway 3PT,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
350,PT00M00.90S,2022-11-03T00:45:14.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,56,2022-11-03T00:50:10Z,3440000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,349.0,5.0,5.0,0.0,,,,,,,,,,,,,
351,PT00M00.00S,2022-11-03T00:45:13.2Z,2,REGULAR,period,end,[],0,,,1610612738,50,56,2022-11-03T00:45:13Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-11-03T00:59:34.1Z,3,REGULAR,substitution,out,['startperiod'],1626224,,,1610612738,50,56,2022-11-03T01:00:37Z,3460000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-11-03T00:59:34.1Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,50,56,2022-11-03T01:00:37Z,3470000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-11-03T00:59:34.1Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612738,50,56,2022-11-03T01:00:37Z,3480000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-11-03T00:59:34.1Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,50,56,2022-11-03T01:00:37Z,3490000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-11-03T01:00:37.5Z,3,REGULAR,period,start,[],0,,,1610612739,50,56,2022-11-03T01:00:38Z,3500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M48.00S,2022-11-03T01:00:49.0Z,3,REGULAR,3pt,Jump Shot,[],1628378,18.74178712220762,96.56862745098039,1610612739,50,56,2022-11-03T01:00:52Z,3510000,-233.0,124.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
358,PT11M45.00S,2022-11-03T01:00:52.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,50,56,2022-11-03T01:00:52Z,3520000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,357.0,5.0,5.0,0.0,,,,,,,,,,,,,
359,PT11M36.00S,2022-11-03T01:01:00.6Z,3,REGULAR,2pt,Jump Shot,[],1627759,84.31340341655716,22.30392156862745,1610612738,50,58,2022-11-03T01:01:06Z,3530000,-138.0,95.0,1,right,J. Brown 16' step back Jump Shot (18 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,16.8,Made,18.0,,,,,J. Tatum,1628369.0,5.0,,,,,,,,,,
361,PT11M21.00S,2022-11-03T01:01:18.0Z,3,REGULAR,foul,personal,[],203935,,,1610612739,50,58,2022-11-03T01:01:24Z,3550000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1628386]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627962.0,2.0,0.0,Allen,1628386.0,,,,,
363,PT11M13.00S,2022-11-03T01:01:44.5Z,3,REGULAR,foul,personal,[],1627759,,,1610612739,50,58,2022-11-03T01:01:49Z,3570000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1179.0,3.0,0.0,Mitchell,1628378.0,,,,,
365,PT11M08.00S,2022-11-03T01:02:08.8Z,3,REGULAR,turnover,traveling,[],1630596,,,1610612739,50,58,2022-11-03T01:02:13Z,3590000,,,0,,E. Mobley traveling TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1179.0,,,,,,,2.0,,
366,PT10M53.00S,2022-11-03T01:02:32.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,88.91261498028909,74.50980392156863,1610612738,50,58,2022-11-03T01:02:36Z,3600000,123.0,52.0,1,right,MISS J. Tatum 13' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,13.3,Missed,,,,,,,,,,,,,,,,,,
367,PT10M51.00S,2022-11-03T01:02:34.6Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,50,58,2022-11-03T01:02:36Z,3610000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,366.0,2.0,2.0,0.0,,,,,,,,,,,,,
368,PT10M37.00S,2022-11-03T01:02:46.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,9.280551905387648,96.07843137254902,1610612739,53,58,2022-11-03T01:02:50Z,3620000,-230.0,35.0,1,left,C. LeVert 3PT  (8 PTS) (D. Garland 5 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,23.3,Made,8.0,,,,,D. Garland,1629636.0,5.0,,,,,,,,,,
370,PT10M21.00S,2022-11-03T01:03:03.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,74.58935611038108,5.392156862745098,1610612738,53,61,2022-11-03T01:03:07Z,3640000,-223.0,186.0,1,right,J. Brown 29' 3PT  (21 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,29.06,Made,21.0,,,,,M. Smart,203935.0,3.0,,,,,,,,,,
372,PT10M08.00S,2022-11-03T01:03:16.6Z,3,REGULAR,2pt,Jump Shot,[],1628378,21.76412614980289,28.431372549019606,1610612739,53,61,2022-11-03T01:03:22Z,3660000,108.0,152.0,1,left,MISS D. Mitchell 18' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,18.64,Missed,,,,,,,,,,,,,,,,,,
373,PT10M06.00S,2022-11-03T01:03:18.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,61,2022-11-03T01:03:22Z,3670000,,,0,,J. Tatum REBOUND (Off:3 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,372.0,9.0,6.0,3.0,,,,,,,,,,,,,
374,PT09M58.00S,2022-11-03T01:03:26.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.30026281208936,50.0,1610612738,53,61,2022-11-03T01:03:31Z,3680000,0.0,1.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.11,Missed,,,,,,,,,,,,,,,,,,
375,PT09M56.00S,2022-11-03T01:03:28.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,53,61,2022-11-03T01:03:31Z,3690000,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,374.0,6.0,5.0,1.0,,,,,,,,,,,,,
376,PT09M50.00S,2022-11-03T01:03:36.0Z,3,REGULAR,2pt,Jump Shot,[],1628378,15.325229960578188,30.88235294117647,1610612739,53,61,2022-11-03T01:03:40Z,3700000,96.0,92.0,1,left,MISS D. Mitchell 13' driving floating Shot - blocked,"[1628378, 1628369]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,13.24,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,
377,PT09M50.00S,2022-11-03T01:03:36.0Z,3,REGULAR,block,,[],1628369,,,1610612739,53,61,2022-11-03T01:03:39Z,3710000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
378,PT09M50.00S,2022-11-03T01:03:36.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,53,61,2022-11-03T01:03:40Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,,,,376.0,,,,,,,,,,,,,,,,
380,PT09M41.00S,2022-11-03T01:04:10.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628386,7.178055190538765,53.18627450980392,1610612739,53,61,2022-11-03T01:08:12Z,3740000,-16.0,15.0,1,left,MISS J. Allen bank Hook,[1628386],1610612739.0,CLE,bank,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
381,PT09M40.00S,2022-11-03T01:04:11.1Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,53,61,2022-11-03T01:08:12Z,3750000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,380.0,4.0,3.0,1.0,,,,,,,,,,,,,
384,PT09M38.00S,2022-11-03T02:04:25.9Z,3,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,53,61,2022-11-03T01:34:33Z,3780000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
385,PT09M38.00S,2022-11-03T02:04:25.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,53,61,2022-11-03T01:34:33Z,3790000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,
382,PT09M38.00S,2022-11-03T02:04:42.3Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612739,53,61,2022-11-03T01:34:47Z,3800000,,,0,,A. Horford shooting personal FOUL (2 PF) (Mobley 2 FT),"[201143, 1630596]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,2.0,0.0,Mobley,1630596.0,,,,,
386,PT09M38.00S,2022-11-03T02:04:25.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,54,61,2022-11-03T01:34:33Z,3820000,,,0,,E. Mobley Free Throw 2 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
387,PT09M26.00S,2022-11-03T02:05:43.4Z,3,REGULAR,3pt,Jump Shot,[],201143,93.11760840998686,96.32352941176471,1610612738,54,64,2022-11-03T02:25:16Z,3830000,232.0,12.0,1,right,A. Horford 3PT  (7 PTS) (J. Tatum 6 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.19,Made,7.0,,,,,J. Tatum,1628369.0,6.0,,,,,,,,,,
389,PT09M11.00S,2022-11-03T02:05:43.9Z,3,REGULAR,3pt,Jump Shot,[],1627747,22.552562417871222,89.70588235294117,1610612739,54,64,2022-11-03T02:26:39Z,3850000,-199.0,159.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
390,PT09M07.00S,2022-11-03T02:05:47.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,54,64,2022-11-03T02:26:39Z,3860000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,389.0,6.0,6.0,0.0,,,,,,,,,,,,,
391,PT09M05.00S,2022-11-03T02:05:44.5Z,3,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612738,54,64,2022-11-03T02:29:34Z,3870000,,,0,,D. Garland shooting personal FOUL (1 PF) (Smart 2 FT),"[1629636, 203935]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Smart,203935.0,,,,,
393,PT09M05.00S,2022-11-03T02:05:51.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203935,,,1610612738,54,65,2022-11-03T02:29:54Z,3890000,,,0,,M. Smart Free Throw 1 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
394,PT09M05.00S,2022-11-03T02:05:51.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203935,,,1610612738,54,66,2022-11-03T02:29:54Z,3900000,,,0,,M. Smart Free Throw 2 of 2 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
395,PT08M45.00S,2022-11-03T02:06:33.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,9.674770039421814,34.80392156862745,1610612739,56,66,2022-11-03T02:30:16Z,3910000,76.0,38.0,1,left,D. Mitchell 8' driving floating bank Jump Shot (10 PTS),[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,8.52,Made,10.0,,,,,,,,,,,,,,,,,
396,PT08M40.00S,2022-11-03T02:06:44.3Z,3,REGULAR,violation,kicked ball,[],1628378,,,1610612738,56,66,2022-11-03T02:30:32Z,3920000,,,0,,D. Mitchell kicked ball VIOLATION,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1627961.0,,,,,,,,,
397,PT08M33.00S,2022-11-03T02:06:58.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.1281208935611,42.8921568627451,1610612738,56,66,2022-11-03T02:30:48Z,3930000,-36.0,275.0,1,right,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.76,Missed,,,,,,,,,,,,,,,,,,
398,PT08M29.00S,2022-11-03T02:07:02.4Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,56,66,2022-11-03T02:30:48Z,3940000,,,0,,C. LeVert REBOUND (Off:1 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,397.0,5.0,4.0,1.0,,,,,,,,,,,,,
399,PT08M16.00S,2022-11-03T01:07:15.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.046649145860711,51.71568627450981,1610612739,58,66,2022-11-03T01:07:19Z,3950000,-9.0,14.0,1,left,J. Allen DUNK (8 PTS) (D. Garland 6 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.62,Made,8.0,,,,,D. Garland,1629636.0,6.0,,,,,,,,,,
400,PT07M53.00S,2022-11-03T01:07:38.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,81.15965834428384,34.068627450980394,1610612738,58,66,2022-11-03T01:13:42Z,3960000,-80.0,125.0,1,right,MISS M. Smart 14' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,14.79,Missed,,,,,,,,,,,,,,,,,,
401,PT07M50.00S,2022-11-03T01:07:41.2Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,66,2022-11-03T01:07:42Z,3970000,,,0,,J. Allen REBOUND (Off:1 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,400.0,7.0,6.0,1.0,,,,,,,,,,,,,
402,PT07M40.00S,2022-11-03T01:07:51.5Z,3,REGULAR,3pt,Jump Shot,[],1630596,8.492115637319317,3.9215686274509802,1610612739,58,66,2022-11-03T01:07:54Z,3980000,230.0,27.0,1,left,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
403,PT07M37.00S,2022-11-03T01:07:54.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,66,2022-11-03T01:07:54Z,3990000,,,0,,J. Tatum REBOUND (Off:3 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,402.0,10.0,7.0,3.0,,,,,,,,,,,,,
404,PT07M32.00S,2022-11-03T01:07:59.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,91.93495400788436,97.54901960784314,1610612738,58,66,2022-11-03T01:08:05Z,4000000,238.0,23.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
405,PT07M29.00S,2022-11-03T01:08:02.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,66,2022-11-03T01:08:05Z,4010000,,,0,,J. Allen REBOUND (Off:1 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,404.0,8.0,7.0,1.0,,,,,,,,,,,,,
406,PT07M17.00S,2022-11-03T01:08:14.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.652431011826544,53.18627450980392,1610612739,60,66,2022-11-03T01:08:18Z,4020000,-16.0,10.0,1,left,J. Allen Layup (10 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.88,Made,10.0,,,,,D. Garland,1629636.0,7.0,,,,,,,,,,
408,PT07M00.00S,2022-11-03T01:08:31.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.44218134034165,32.35294117647059,1610612738,60,66,2022-11-03T01:08:36Z,4040000,-88.0,263.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.73,Missed,,,,,,,,,,,,,,,,,,
409,PT06M57.00S,2022-11-03T01:08:34.0Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,60,66,2022-11-03T01:08:36Z,4050000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,408.0,3.0,3.0,0.0,,,,,,,,,,,,,
410,PT06M51.00S,2022-11-03T01:08:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.046649145860711,50.0,1610612739,62,66,2022-11-03T01:08:58Z,4060000,0.0,14.0,1,left,E. Mobley driving reverse Layup (5 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,driving reverse,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.37,Made,5.0,,,,,C. LeVert,1627747.0,2.0,,,,,,,,,,
412,PT06M33.00S,2022-11-03T01:08:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,94.30026281208936,50.49019607843137,1610612738,62,66,2022-11-03T01:09:04Z,4080000,2.0,1.0,1,right,MISS A. Horford Layup,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.27,Missed,,,,,,,,,,,,,,,,,,
413,PT06M30.00S,2022-11-03T01:09:01.6Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,62,66,2022-11-03T01:09:04Z,4090000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,412.0,3.0,3.0,0.0,,,,,,,,,,,,,
414,PT06M25.00S,2022-11-03T01:09:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.521024967148489,51.225490196078425,1610612739,64,66,2022-11-03T01:15:36Z,4100000,-6.0,9.0,1,left,D. Garland driving finger roll Layup (19 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.07,Made,19.0,,,,,,,,,,,,,,,,,
415,PT06M25.00S,2022-11-03T01:09:15.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,66,2022-11-03T01:09:15Z,4110000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M25.00S,2022-11-03T01:12:06.7Z,3,REGULAR,substitution,out,[],1628386,,,1610612738,64,66,2022-11-03T01:12:31Z,4120000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M25.00S,2022-11-03T01:12:06.7Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,64,66,2022-11-03T01:12:31Z,4130000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M25.00S,2022-11-03T01:12:06.7Z,3,REGULAR,substitution,in,[],1629731,,,1610612738,64,66,2022-11-03T01:12:31Z,4140000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M25.00S,2022-11-03T01:12:06.7Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,64,66,2022-11-03T01:12:31Z,4150000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M13.00S,2022-11-03T01:12:46.4Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,64,66,2022-11-03T01:12:52Z,4160000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627962.0,,,,,,,5.0,,
421,PT06M00.00S,2022-11-03T01:13:02.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,29.517082785808146,23.774509803921568,1610612739,64,66,2022-11-03T01:16:29Z,4170000,131.0,225.0,1,left,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
422,PT05M58.00S,2022-11-03T01:13:04.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,64,66,2022-11-03T01:13:07Z,4180000,,,0,,A. Horford REBOUND (Off:1 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,421.0,10.0,9.0,1.0,,,,,,,,,,,,,
423,PT05M54.00S,2022-11-03T01:13:13.3Z,3,REGULAR,turnover,palming,[],1627763,,,1610612738,64,66,2022-11-03T01:13:21Z,4190000,,,0,,M. Brogdon palming TURNOVER (2 TO),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627961.0,,,,,,,2.0,,
424,PT05M32.00S,2022-11-03T01:13:46.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,7.178055190538765,51.9607843137255,1610612739,66,66,2022-11-03T01:13:51Z,4200000,-10.0,15.0,1,left,D. Mitchell driving Layup (12 PTS) (D. Garland 8 AST),"[1628378, 1629636]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.79,Made,12.0,,,,,D. Garland,1629636.0,8.0,,,,,,,,,,
426,PT05M21.00S,2022-11-03T01:13:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,85.89027595269383,42.8921568627451,1610612738,66,68,2022-11-03T01:14:03Z,4220000,-36.0,80.0,1,right,M. Smart 8' turnaround Jump Shot (7 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,7.0,,,,,,,,,,,,,,,,,
427,PT05M11.00S,2022-11-03T01:14:08.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,8.09789750328515,52.450980392156865,1610612739,68,68,2022-11-03T01:14:13Z,4230000,-12.0,24.0,1,left,E. Mobley cutting DUNK (7 PTS) (D. Mitchell 4 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.66,Made,7.0,,,,,D. Mitchell,1628378.0,4.0,,,,,,,,,,
429,PT04M53.00S,2022-11-03T01:14:28.7Z,3,REGULAR,turnover,traveling,[],203935,,,1610612738,68,68,2022-11-03T01:14:34Z,4250000,,,0,,M. Smart traveling TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627961.0,,,,,,,1.0,,
430,PT04M53.00S,2022-11-03T01:14:35.7Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,68,68,2022-11-03T01:14:46Z,4260000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M53.00S,2022-11-03T01:14:35.7Z,3,REGULAR,substitution,in,[],1626224,,,1610612739,68,68,2022-11-03T01:14:46Z,4270000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
