actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-27T00:10:48.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-27T00:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-27T00:10:50.7Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-12-27T00:10:50Z,40000,False,,,0,,Jump Ball J. Allen vs. N. Claxton: Tip to E. Mobley,"[1630596, 1628386, 1629651]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-12-27T00:11:04.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,64.20827858081472,27.205882352941174,1610612739,3,0,2022-12-27T00:11:17Z,70000,False,-114.0,284.0,1,right,D. Garland 30' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,30.59,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2022-12-27T00:11:25.0Z,1,REGULAR,2pt,Jump Shot,[],201142,5.206964520367937,19.852941176470587,1610612751,3,0,2022-12-27T00:11:31Z,90000,False,151.0,-4.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,15.07,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-12-27T00:11:29.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,0,2022-12-27T00:11:31Z,100000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M00.00S,2022-12-27T00:12:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.83902759526939,58.333333333333336,1610612739,3,0,2022-12-27T00:12:11Z,120000,False,42.0,90.0,1,right,MISS D. Garland 9' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,9.92,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2022-12-27T00:12:07.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,3,0,2022-12-27T00:12:11Z,130000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M49.00S,2022-12-27T00:12:14.4Z,1,REGULAR,3pt,Jump Shot,[],201142,29.911300919842315,69.36274509803921,1610612751,3,3,2022-12-27T00:12:18Z,140000,False,-97.0,229.0,1,left,K. Durant 24' 3PT  (3 PTS) (B. Simmons 1 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.83,Made,3.0,B. Simmons,1627732.0,1.0,,,,,,,,,,,,,,
16,PT10M31.00S,2022-12-27T00:12:33.3Z,1,REGULAR,2pt,Jump Shot,[],1628378,94.82588699080158,27.450980392156865,1610612739,5,3,2022-12-27T00:13:44Z,160000,False,-113.0,-4.0,1,right,D. Mitchell 11' pullup Jump Shot (2 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,11.28,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M13.00S,2022-12-27T00:12:50.5Z,1,REGULAR,2pt,Jump Shot,[],202681,19.793035479632064,16.42156862745098,1610612751,5,5,2022-12-27T00:12:57Z,170000,False,168.0,134.0,1,left,K. Irving 21' Jump Shot (2 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,21.46,Made,2.0,,,,,,,,,,,,,,,,,
18,PT09M59.00S,2022-12-27T00:13:05.1Z,1,REGULAR,3pt,Jump Shot,[],1630205,94.1688567674113,2.450980392156863,1610612739,5,5,2022-12-27T00:13:09Z,180000,False,-238.0,2.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
19,PT09M55.00S,2022-12-27T00:13:09.1Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,5,5,2022-12-27T00:13:09Z,190000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT09M48.00S,2022-12-27T00:13:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.440867279894875,50.98039215686274,1610612751,5,5,2022-12-27T00:13:44Z,200000,False,-5.0,17.0,1,left,MISS N. Claxton cutting Layup,[1629651],1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,,,,,
21,PT09M46.00S,2022-12-27T00:13:17.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,5,2022-12-27T00:13:23Z,210000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M43.00S,2022-12-27T00:13:21.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,69.33311432325887,71.81372549019608,1610612739,5,5,2022-12-27T00:14:56Z,220000,False,109.0,236.0,1,right,MISS D. Mitchell 25' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2022-12-27T00:13:21.6Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,5,5,2022-12-27T00:13:27Z,230000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M31.00S,2022-12-27T00:13:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,6.783837056504599,51.71568627450981,1610612751,5,5,2022-12-27T00:13:39Z,240000,False,-9.0,11.0,1,left,MISS B. Simmons driving Layup - blocked,"[1627732, 1630596]",1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,Mobley,1630596.0,,,,,,,,
25,PT09M31.00S,2022-12-27T00:13:33.6Z,1,REGULAR,block,,[],1630596,,,1610612751,5,5,2022-12-27T00:13:36Z,250000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2022-12-27T00:13:37.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,5,2022-12-27T00:13:39Z,260000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M26.00S,2022-12-27T00:13:41.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,92.9862023653088,52.69607843137255,1610612739,5,5,2022-12-27T00:15:53Z,270000,False,13.0,13.0,1,right,MISS D. Mitchell running Layup - blocked,"[1628378, 1626220]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,O'Neale,1626220.0,,,,,,,,
28,PT09M26.00S,2022-12-27T00:13:41.8Z,1,REGULAR,block,,[],1626220,,,1610612739,5,5,2022-12-27T00:13:45Z,280000,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2022-12-27T00:13:41.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,5,5,2022-12-27T00:14:25Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,27.0,,,,,,,,,,,,,
30,PT09M22.00S,2022-12-27T00:14:05.8Z,1,REGULAR,jumpball,recovered,[],1627732,,,1610612751,5,5,2022-12-27T00:14:25Z,300000,False,,,0,,Jump Ball R. O'Neale vs. D. Mitchell: Tip to B. Simmons,"[1627732, 1626220, 1628378]",1610612751.0,BKN,heldball,B. Simmons,1627732.0,Simmons,B. Simmons,O'Neale,1626220.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,,,
35,PT09M02.00S,2022-12-27T00:14:34.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,12.040078843626807,61.274509803921575,1610612751,5,5,2022-12-27T00:15:02Z,350000,False,-56.0,61.0,1,left,MISS B. Simmons 8' Hook,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Left,8.29,Missed,,,,,,,,,,,,,,,,,,
36,PT09M01.00S,2022-12-27T00:14:35.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,5,5,2022-12-27T00:15:02Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,35.0,,,,,,,,,,,,,
37,PT09M01.00S,2022-12-27T00:14:38.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,5,5,2022-12-27T00:14:49Z,370000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,,,,,,,
38,PT08M44.00S,2022-12-27T00:14:58.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,89.70105124835742,38.23529411764706,1610612739,7,5,2022-12-27T00:15:07Z,380000,False,-59.0,44.0,1,right,D. Garland 7' driving floating bank Jump Shot (5 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.36,Made,5.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
40,PT08M23.00S,2022-12-27T00:15:19.5Z,1,REGULAR,2pt,Hook,[],1627732,10.068988173455978,32.84313725490196,1610612751,7,7,2022-12-27T00:15:24Z,400000,False,86.0,42.0,1,left,B. Simmons 9' driving Hook (2 PTS),[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,9.56,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M07.00S,2022-12-27T00:15:40.2Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,7,7,2022-12-27T00:15:48Z,410000,False,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2004.0,1.0,,,,,,
42,PT07M54.00S,2022-12-27T00:15:58.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626220,12.565703022339028,46.568627450980394,1610612751,7,9,2022-12-27T00:16:06Z,420000,False,17.0,66.0,1,left,R. O'Neale 6' driving floating Jump Shot (2 PTS),[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,2.0,,,,,,,,,,,,,,,,,
43,PT07M37.00S,2022-12-27T00:16:16.9Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,7,9,2022-12-27T00:19:50Z,430000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1629651]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Claxton,1629651.0,,,,
44,PT07M37.00S,2022-12-27T00:16:16.9Z,1,REGULAR,steal,,[],1629651,,,1610612751,7,9,2022-12-27T00:16:19Z,440000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
