actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-30T00:11:44.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-30T00:11:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-01-30T00:11:49.5Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612746,0,0,2023-01-30T00:11:49Z,40000,False,,,0,,Jump Ball I. Zubac vs. J. Allen: Tip to T. Mann,"[1629611, 1627826, 1628386]",1610612746.0,LAC,startperiod,T. Mann,1629611.0,Mann,T. Mann,Zubac,1627826.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-01-30T00:12:05.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.67214191852825,35.049019607843135,1610612746,0,0,2023-01-30T00:12:11Z,70000,False,-75.0,26.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-30T00:12:08.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2023-01-30T00:12:11Z,80000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-01-30T00:12:13.9Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,0,0,2023-01-30T00:12:21Z,90000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1626181]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Powell,1626181.0,,,,,,,,,,,
10,PT11M29.00S,2023-01-30T00:12:13.9Z,1,REGULAR,steal,,[],1626181,,,1610612746,0,0,2023-01-30T00:15:42Z,100000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M22.00S,2023-01-30T00:12:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,78.66294349540078,5.147058823529411,1610612746,0,0,2023-01-30T00:12:24Z,110000,False,-224.0,148.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-01-30T00:12:23.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,0,2023-01-30T00:12:23Z,120000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2023-01-30T00:12:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,18.084756898817346,3.9215686274509802,1610612739,3,0,2023-01-30T00:13:09Z,130000,False,230.0,117.0,1,left,D. Garland 25' 3PT pullup (3 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,,3.0,,,,,,,,,,
14,PT10M51.00S,2023-01-30T00:12:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,81.553876478318,42.8921568627451,1610612746,3,2,2023-01-30T00:12:56Z,140000,False,-36.0,121.0,1,right,A. Coffey 12' pullup Jump Shot (2 PTS) (T. Mann 1 AST),"[1629599, 1629611]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,12.6,Made,,,,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,
16,PT10M39.00S,2023-01-30T00:13:04.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.440867279894875,49.754901960784316,1610612739,3,2,2023-01-30T00:13:10Z,160000,False,1.0,17.0,1,left,MISS J. Allen cutting DUNK,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
