actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
221,PT10M59.00S,2023-02-09T00:40:22.3Z,2,REGULAR,steal,,[],202692,,,1610612765,34,16,2023-02-09T00:47:49Z,1705000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
171,PT10M57.00S,2023-02-09T00:40:33.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202692,92.06636005256242,90.19607843137256,1610612765,34,16,2023-02-09T00:48:24Z,1710000,False,201.0,22.0,1,right,MISS A. Burks 20' Jump Shot,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right,20.22,Missed,,,,,,,,,,,,,,,,,,
172,PT10M56.00S,2023-02-09T00:40:34.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,34,16,2023-02-09T00:48:24Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,171.0,,,,,,,,,
234,PT10M55.00S,2023-02-09T00:40:45.6Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202692,95.3515111695138,82.59803921568627,1610612765,34,16,2023-02-09T00:50:36Z,1737500,False,163.0,-9.0,1,right,MISS A. Burks 16' fadeaway Shot,[202692],1610612765.0,DET,fadeaway,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right,16.32,Missed,,,,,,,,,,,,,,,,,,
235,PT10M52.00S,2023-02-09T00:40:48.6Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,34,16,2023-02-09T00:50:36Z,1743750,False,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right,,,,,,,,,,,234.0,4.0,4.0,0.0,,,,,,
245,PT10M40.00S,2023-02-09T00:40:48.2Z,2,REGULAR,turnover,lost ball,[],1628386,,,1610612739,34,16,2023-02-09T00:51:48Z,1746875,False,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 202692]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,,,Burks,202692.0
246,PT10M40.00S,2023-02-09T00:40:48.2Z,2,REGULAR,steal,,[],202692,,,1610612765,34,16,2023-02-09T00:51:48Z,1748437,False,,,0,,A. Burks STEAL (2 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
175,PT10M35.00S,2023-02-09T00:40:50.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",202692,95.0886990801577,50.0,1610612765,34,18,2023-02-09T00:51:48Z,1750000,False,0.0,-6.0,1,right,A. Burks running DUNK (2 PTS),[202692],1610612765.0,DET,running,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,,,,,,,,,,,,,,,,,
176,PT10M09.00S,2023-02-09T00:41:16.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.068988173455978,51.470588235294116,1610612739,36,18,2023-02-09T00:41:21Z,1760000,False,-7.0,42.0,1,left,J. Allen Hook (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,4.27,Made,12.0,,,,,,,,,,,,,,,,,
178,PT09M59.00S,2023-02-09T00:41:32.2Z,2,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,36,18,2023-02-09T00:41:38Z,1770000,False,,,0,,H. Diallo step out-of-bounds TURNOVER (2 TO),[1628977],1610612765.0,DET,step,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,,,,,,,2715.0,2.0,,,,,,,,,,,,
179,PT09M34.00S,2023-02-09T00:42:03.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,31.882391590013142,60.5392156862745,1610612739,36,18,2023-02-09T00:42:11Z,1780000,False,-53.0,247.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
180,PT09M32.00S,2023-02-09T00:42:05.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,36,18,2023-02-09T00:42:05Z,1790000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,179.0,2.0,2.0,0.0,,,,,,
181,PT09M12.00S,2023-02-09T00:42:24.3Z,2,REGULAR,2pt,Jump Shot,[],1628977,88.51839684625493,27.696078431372552,1610612765,36,20,2023-02-09T00:42:32Z,1800000,False,-112.0,55.0,1,right,H. Diallo 12' fadeaway Jump Shot (4 PTS) (A. Burks 1 AST),"[1628977, 202692]",1610612765.0,DET,fadeaway,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,12.45,Made,4.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
182,PT08M56.00S,2023-02-09T00:42:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,6.521024967148489,51.225490196078425,1610612739,38,20,2023-02-09T00:42:46Z,1810000,False,-6.0,9.0,1,left,L. Stevens cutting Layup (4 PTS) (R. Rubio 2 AST),"[1630205, 201937]",1610612739.0,CLE,cutting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,1.07,Made,4.0,R. Rubio,201937.0,2.0,,,,,,,,,,,,,,
185,PT08M45.00S,2023-02-09T00:42:55.8Z,2,REGULAR,substitution,out,[],202692,,,1610612765,38,20,2023-02-09T00:43:16Z,1840000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M45.00S,2023-02-09T00:42:55.8Z,2,REGULAR,substitution,out,[],1630180,,,1610612765,38,20,2023-02-09T00:43:16Z,1850000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M45.00S,2023-02-09T00:42:55.8Z,2,REGULAR,substitution,in,[],1630587,,,1610612765,38,20,2023-02-09T00:43:16Z,1860000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M45.00S,2023-02-09T00:42:55.8Z,2,REGULAR,substitution,in,[],202711,,,1610612765,38,20,2023-02-09T00:43:16Z,1870000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M34.00S,2023-02-09T00:43:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,92.06636005256242,50.73529411764706,1610612765,38,20,2023-02-09T00:43:38Z,1880000,False,4.0,22.0,1,right,MISS C. Joseph driving Layup,[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
190,PT08M31.00S,2023-02-09T00:43:33.0Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,38,20,2023-02-09T00:43:38Z,1890000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,189.0,3.0,2.0,1.0,,,,,,
191,PT08M31.00S,2023-02-09T00:43:34.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,92.59198423127464,51.9607843137255,1610612765,38,22,2023-02-09T00:43:43Z,1900000,False,10.0,17.0,1,right,J. Duren putback DUNK (4 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,,,,,,,,,,,,,,,,,
192,PT08M23.00S,2023-02-09T00:43:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,8.623521681997373,49.754901960784316,1610612739,38,22,2023-02-09T00:56:39Z,1910000,False,1.0,29.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
193,PT08M20.00S,2023-02-09T00:43:46.9Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,38,22,2023-02-09T00:58:26Z,1920000,False,,,0,,J. Allen REBOUND (Off:5 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,192.0,6.0,1.0,5.0,,,,,,
194,PT08M12.00S,2023-02-09T00:43:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626224,6.915243101182654,52.69607843137255,1610612739,38,22,2023-02-09T00:43:56Z,1930000,False,-13.0,13.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
195,PT08M12.00S,2023-02-09T00:43:53.9Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,38,22,2023-02-09T00:43:53Z,1940000,False,,,0,,J. Allen REBOUND (Off:6 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,194.0,7.0,1.0,6.0,,,,,,
196,PT08M12.00S,2023-02-09T00:43:58.7Z,2,REGULAR,foul,personal,[],202709,,,1610612739,38,22,2023-02-09T00:44:34Z,1950000,False,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 1628386]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627961.0,,,,,,,,1.0,0.0,Allen,1628386.0,,
198,PT08M12.00S,2023-02-09T00:44:07.1Z,2,REGULAR,substitution,out,[],201937,,,1610612739,38,22,2023-02-09T00:44:15Z,1970000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M12.00S,2023-02-09T00:44:07.1Z,2,REGULAR,substitution,in,[],203526,,,1610612739,38,22,2023-02-09T00:44:15Z,1980000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M04.00S,2023-02-09T00:44:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,10.463206307490145,49.50980392156863,1610612739,38,22,2023-02-09T00:44:39Z,1990000,False,2.0,46.0,1,left,MISS J. Allen driving Layup - blocked,"[1628386, 202709]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,Joseph,202709.0,,,,,,,,,,
201,PT08M04.00S,2023-02-09T00:44:31.2Z,2,REGULAR,block,,[],202709,,,1610612739,38,22,2023-02-09T00:44:36Z,2000000,False,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT08M04.00S,2023-02-09T00:44:31.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,38,22,2023-02-09T00:44:39Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200.0,,,,,,,,,
204,PT07M58.00S,2023-02-09T00:44:56.5Z,2,REGULAR,turnover,lost ball,[],1629731,,,1610612739,38,22,2023-02-09T00:45:08Z,2030000,False,,,0,,D. Wade lost ball TURNOVER (1 TO),"[1629731, 202709]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,,,Joseph,202709.0
205,PT07M58.00S,2023-02-09T00:44:56.5Z,2,REGULAR,steal,,[],202709,,,1610612765,38,22,2023-02-09T00:44:58Z,2040000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
206,PT07M54.00S,2023-02-09T00:45:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,93.9060446780552,50.49019607843137,1610612765,38,24,2023-02-09T00:45:15Z,2050000,False,2.0,5.0,1,right,H. Diallo running Layup (6 PTS) (C. Joseph 1 AST),"[1628977, 202709]",1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,
208,PT07M31.00S,2023-02-09T00:45:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630205,29.6484888304862,75.73529411764706,1610612739,41,24,2023-02-09T00:45:29Z,2070000,False,-129.0,226.0,1,left,L. Stevens 26' 3PT  (7 PTS) (R. Neto 4 AST),"[1630205, 203526]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,26.03,Made,7.0,R. Neto,203526.0,4.0,,,,,,,,,,,,,,
210,PT07M16.00S,2023-02-09T00:45:45.8Z,2,REGULAR,foul,technical,['1freethrow'],1628386,,,1610612765,41,24,2023-02-09T00:46:45Z,2090000,False,,,0,,J. Allen defensive-3-second technical FOUL (1 Tech),[1628386],1610612739.0,CLE,defensive-3-second,,,Allen,J. Allen,,,,,,,,,,,,,2715.0,,,,,,,,0.0,1.0,,,,
211,PT07M16.00S,2023-02-09T00:46:04.5Z,2,REGULAR,freethrow,1 of 1,[],202711,,,1610612765,41,25,2023-02-09T00:46:04Z,2100000,False,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (1 PTS),[202711],1610612765.0,DET,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
212,PT07M09.00S,2023-02-09T00:46:28.1Z,2,REGULAR,2pt,Jump Shot,[],202711,88.78120893561103,75.49019607843137,1610612765,41,27,2023-02-09T00:46:48Z,2110000,False,127.0,53.0,1,right,B. Bogdanovic 13' fadeaway Jump Shot (3 PTS) (J. Duren 1 AST),"[202711, 1631105]",1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,13.81,Made,3.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,,
214,PT06M52.00S,2023-02-09T00:46:44.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,31.750985545335087,41.17647058823529,1610612739,41,27,2023-02-09T00:46:51Z,2130000,False,44.0,246.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
215,PT06M52.00S,2023-02-09T00:46:44.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,41,27,2023-02-09T00:46:51Z,2140000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,
216,PT06M40.00S,2023-02-09T00:46:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,94.69448094612353,50.73529411764706,1610612765,41,27,2023-02-09T00:47:00Z,2150000,False,4.0,-3.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,0.45,Missed,,,,,,,,,,,,,,,,,,
217,PT06M37.00S,2023-02-09T00:47:00.1Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,41,27,2023-02-09T00:47:00Z,2160000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,216.0,2.0,2.0,0.0,,,,,,
219,PT06M36.00S,2023-02-09T00:47:16.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,41,27,2023-02-09T00:47:16Z,2180000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,41,27,2023-02-09T00:49:59Z,2190000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,41,27,2023-02-09T00:49:59Z,2200000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,41,27,2023-02-09T00:49:59Z,2210000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,out,[],1628977,,,1610612739,41,27,2023-02-09T00:49:59Z,2220000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,41,27,2023-02-09T00:49:59Z,2230000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,41,27,2023-02-09T00:49:59Z,2240000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,41,27,2023-02-09T00:49:59Z,2250000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M36.00S,2023-02-09T00:47:34.8Z,2,REGULAR,substitution,in,[],1631093,,,1610612739,41,27,2023-02-09T00:49:59Z,2260000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M30.00S,2023-02-09T00:50:27.2Z,2,REGULAR,3pt,Jump Shot,[],1629731,29.6484888304862,24.509803921568626,1610612739,41,27,2023-02-09T00:50:47Z,2280000,False,127.0,226.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
233,PT06M27.00S,2023-02-09T00:50:29.9Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,41,27,2023-02-09T00:50:29Z,2290000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,232.0,1.0,1.0,0.0,,,,,,
238,PT06M06.00S,2023-02-09T00:50:57.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,41,27,2023-02-09T00:51:12Z,2320000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,1627961.0,,,,,,,,,,,,,
239,PT05M53.00S,2023-02-09T00:51:18.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203526,7.440867279894875,50.73529411764706,1610612739,41,27,2023-02-09T00:52:27Z,2330000,False,-4.0,17.0,1,left,MISS R. Neto driving Layup - blocked,"[203526, 1631105]",1610612739.0,CLE,driving,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,Duren,1631105.0,,,,,,,,,,
240,PT05M53.00S,2023-02-09T00:51:18.2Z,2,REGULAR,block,,[],1631105,,,1610612739,41,27,2023-02-09T00:51:21Z,2340000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT05M53.00S,2023-02-09T00:51:18.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,41,27,2023-02-09T00:51:53Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,239.0,,,,,,,,,
243,PT05M51.00S,2023-02-09T00:51:39.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627747,6.1268068331143235,50.98039215686274,1610612739,43,27,2023-02-09T00:52:04Z,2370000,False,-5.0,5.0,1,left,C. LeVert cutting DUNK (2 PTS) (R. Neto 5 AST),"[1627747, 203526]",1610612739.0,CLE,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,R. Neto,203526.0,5.0,,,,,,,,,,,,,,
247,PT05M41.00S,2023-02-09T00:51:50.0Z,2,REGULAR,2pt,Jump Shot,[],202711,75.77201051248358,38.23529411764706,1610612765,43,27,2023-02-09T00:52:07Z,2390000,False,-59.0,175.0,1,right,MISS B. Bogdanovic 18' running pullup Shot,[202711],1610612765.0,DET,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,18.48,Missed,,,,,,,,,,,,,,,,,,
248,PT05M41.00S,2023-02-09T00:51:50.0Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,43,27,2023-02-09T00:52:07Z,2400000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,247.0,3.0,3.0,0.0,,,,,,
250,PT05M23.00S,2023-02-09T00:52:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.835085413929041,50.245098039215684,1610612739,45,27,2023-02-09T00:52:31Z,2420000,False,-1.0,21.0,1,left,R. Neto driving Layup (4 PTS),[203526],1610612739.0,CLE,driving,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,2.11,Made,4.0,,,,,,,,,,,,,,,,,
251,PT05M18.00S,2023-02-09T00:52:32.7Z,2,REGULAR,foul,personal,[],1627747,,,1610612765,45,27,2023-02-09T00:52:45Z,2430000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1631093]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,1627961.0,,,,,,,,1.0,0.0,Ivey,1631093.0,,
253,PT05M18.00S,2023-02-09T00:52:44.8Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,45,27,2023-02-09T00:52:49Z,2450000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M18.00S,2023-02-09T00:52:44.8Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,45,27,2023-02-09T00:52:49Z,2460000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M02.00S,2023-02-09T00:53:13.2Z,2,REGULAR,2pt,Jump Shot,[],202711,90.09526938239159,18.38235294117647,1610612765,45,29,2023-02-09T00:53:18Z,2470000,False,-158.0,41.0,1,right,B. Bogdanovic 16' turnaround fadeaway Jump Shot (5 PTS) (C. Joseph 2 AST),"[202711, 202709]",1610612765.0,DET,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left,16.32,Made,5.0,C. Joseph,202709.0,2.0,,,,,,,,,,,,,,
257,PT04M40.00S,2023-02-09T00:53:34.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,11.514454664914586,45.588235294117645,1610612739,45,29,2023-02-09T00:53:38Z,2490000,False,22.0,56.0,1,left,MISS E. Mobley driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
258,PT04M38.00S,2023-02-09T00:53:36.5Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,45,29,2023-02-09T00:53:38Z,2500000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,257.0,1.0,1.0,0.0,,,,,,
259,PT04M32.00S,2023-02-09T00:53:43.0Z,2,REGULAR,3pt,Jump Shot,[],1631093,92.06636005256242,96.56862745098039,1610612765,45,32,2023-02-09T00:53:46Z,2510000,False,233.0,22.0,1,right,J. Ivey 3PT  (5 PTS) (C. Joseph 3 AST),"[1631093, 202709]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,23.38,Made,5.0,C. Joseph,202709.0,3.0,,,,,,,,,,,,,,
261,PT04M16.00S,2023-02-09T00:53:58.6Z,2,REGULAR,2pt,Jump Shot,[],1627747,7.30946123521682,27.205882352941174,1610612739,45,32,2023-02-09T00:54:03Z,2530000,False,114.0,16.0,1,left,MISS C. LeVert 11' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,11.51,Missed,,,,,,,,,,,,,,,,,,
262,PT04M14.00S,2023-02-09T00:54:00.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,45,32,2023-02-09T00:54:03Z,2540000,False,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,261.0,4.0,2.0,2.0,,,,,,
263,PT04M04.00S,2023-02-09T00:54:10.2Z,2,REGULAR,2pt,Jump Shot,[],202711,92.72339027595268,71.56862745098039,1610612765,45,34,2023-02-09T00:54:17Z,2550000,False,108.0,16.0,1,right,B. Bogdanovic 10' turnaround fadeaway Jump Shot (7 PTS),[202711],1610612765.0,DET,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,10.9,Made,7.0,,,,,,,,,,,,,,,,,
