actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT04M35.00S,2022-12-20T00:24:37.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,75.90341655716163,87.25490196078431,1610612762,19,15,2022-12-20T00:24:44Z,830000,False,186.0,174.0,1,right,M. Beasley 25' 3PT bank (3 PTS) (R. Gay 1 AST),"[1627736, 200752]",1610612762.0,UTA,bank,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,3.0,R. Gay,200752.0,1.0,,,,,,,,,,
86,PT04M18.00S,2022-12-20T00:24:56.0Z,1,REGULAR,3pt,Jump Shot,[],1627747,20.05584756898817,92.8921568627451,1610612739,19,15,2022-12-20T00:25:02Z,850000,False,-214.0,136.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
87,PT04M15.00S,2022-12-20T00:24:59.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,19,15,2022-12-20T00:25:02Z,860000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M03.00S,2022-12-20T00:25:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,89.04402102496715,62.00980392156863,1610612762,19,17,2022-12-20T00:25:51Z,870000,False,60.0,50.0,1,right,J. Clarkson 7' floating Jump Shot (5 PTS) (M. Beasley 1 AST),"[203903, 1627736]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.84,Made,,,,,5.0,M. Beasley,1627736.0,1.0,,,,,,,,,,
90,PT04M03.00S,2022-12-20T00:25:16.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,19,17,2022-12-20T00:25:16Z,890000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M03.00S,2022-12-20T00:25:55.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,19,17,2022-12-20T00:27:40Z,900000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M03.00S,2022-12-20T00:25:55.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,19,17,2022-12-20T00:27:40Z,910000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M51.00S,2022-12-20T00:28:21.1Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,19,17,2022-12-20T00:38:34Z,920000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (2 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1162.0,2.0,,,,,,,,
94,PT03M51.00S,2022-12-20T00:28:26.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,19,17,2022-12-20T00:28:29Z,930000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M51.00S,2022-12-20T00:28:26.7Z,1,REGULAR,substitution,in,[],1629636,,,1610612762,19,17,2022-12-20T00:28:29Z,940000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M51.00S,2022-12-20T00:28:26.7Z,1,REGULAR,substitution,out,[],201144,,,1610612762,19,17,2022-12-20T00:29:23Z,945000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2022-12-20T00:28:26.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612762,19,17,2022-12-20T00:29:23Z,947500,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M26.00S,2022-12-20T00:29:00.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203903,80.23981603153744,66.66666666666666,1610612762,19,17,2022-12-20T00:29:07Z,950000,False,83.0,133.0,1,right,MISS J. Clarkson 15' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,15.71,Missed,,,,,,,,,,,,,,,,,,
97,PT03M23.00S,2022-12-20T00:29:03.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,19,17,2022-12-20T00:29:07Z,960000,False,,,0,,J. Allen REBOUND (Off:0 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,96.0,5.0,5.0,0.0,,,,,,,,,,,,,,
98,PT03M17.00S,2022-12-20T00:29:09.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.966491458607096,50.98039215686274,1610612739,21,17,2022-12-20T00:29:14Z,970000,False,-5.0,22.0,1,left,J. Allen cutting DUNK (6 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,6.0,D. Garland,1629636.0,3.0,,,,,,,,,,
102,PT03M02.00S,2022-12-20T00:29:23.7Z,1,REGULAR,3pt,Jump Shot,[],200752,71.04139290407359,19.607843137254903,1610612762,21,17,2022-12-20T00:29:28Z,990000,False,-152.0,220.0,1,right,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
103,PT02M59.00S,2022-12-20T00:29:27.0Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,21,17,2022-12-20T00:29:27Z,1000000,False,,,0,,J. Vanderbilt REBOUND (Off:3 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,102.0,4.0,1.0,3.0,,,,,,,,,,,,,,
104,PT02M55.00S,2022-12-20T00:29:31.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629020,93.64323258869908,48.28431372549019,1610612762,21,19,2022-12-20T00:29:37Z,1010000,False,-9.0,7.0,1,right,J. Vanderbilt cutting DUNK (4 PTS) (M. Beasley 2 AST),"[1629020, 1627736]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,4.0,M. Beasley,1627736.0,2.0,,,,,,,,,,
108,PT02M32.00S,2022-12-20T00:29:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,7.835085413929041,3.6764705882352944,1610612739,24,19,2022-12-20T01:23:55Z,1050000,False,232.0,21.0,1,left,D. Garland 3PT  (5 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,23.26,Made,,,,,5.0,J. Allen,1628386.0,1.0,,,,,,,,,,
110,PT02M12.00S,2022-12-20T00:30:14.7Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,24,19,2022-12-20T00:30:20Z,1070000,False,,,0,,J. Clarkson bad pass TURNOVER (2 TO),"[203903, 1628386]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,Allen,1628386.0
111,PT02M12.00S,2022-12-20T00:30:14.7Z,1,REGULAR,steal,,[],1628386,,,1610612739,24,19,2022-12-20T00:30:17Z,1080000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2022-12-20T00:30:23.3Z,1,REGULAR,turnover,palming,[],1626224,,,1610612739,24,19,2022-12-20T00:30:28Z,1090000,False,,,0,,C. Osman palming TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,1.0,,,,,,,,
113,PT02M08.00S,2022-12-20T00:30:26.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612762,24,19,2022-12-20T00:30:35Z,1100000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M08.00S,2022-12-20T00:30:26.0Z,1,REGULAR,substitution,out,[],203903,,,1610612762,24,19,2022-12-20T00:30:35Z,1110000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M08.00S,2022-12-20T00:30:26.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612762,24,19,2022-12-20T00:30:35Z,1120000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M08.00S,2022-12-20T00:30:26.0Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,24,19,2022-12-20T00:30:35Z,1130000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M54.00S,2022-12-20T00:31:11.7Z,1,REGULAR,turnover,offensive goaltending,[],1629020,,,1610612762,24,19,2022-12-20T00:31:25Z,1160000,False,,,0,,J. Vanderbilt offensive goaltending TURNOVER (1 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202901.0,1.0,,,,,,,,
120,PT01M45.00S,2022-12-20T00:31:24.3Z,1,REGULAR,foul,personal,[],1629638,,,1610612739,24,19,2022-12-20T00:31:31Z,1170000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1630596]",1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202901.0,,,,1.0,0.0,Mobley,1630596.0,,
122,PT01M38.00S,2022-12-20T00:31:48.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,17.69053876478318,37.745098039215684,1610612739,26,19,2022-12-20T00:32:00Z,1190000,False,61.0,114.0,1,left,D. Garland 12' driving floating Jump Shot (7 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,12.93,Made,,,,,7.0,,,,,,,,,,,,,
123,PT01M38.00S,2022-12-20T00:31:51.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629020,,,1610612739,26,19,2022-12-20T00:31:59Z,1200000,False,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Garland 1 FT),"[1629020, 1629636]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203177.0,,,,1.0,0.0,Garland,1629636.0,,
125,PT01M38.00S,2022-12-20T00:32:21.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629636,,,1610612739,27,19,2022-12-20T00:32:21Z,1220000,False,,,0,,D. Garland Free Throw 1 of 1 (8 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
126,PT01M14.00S,2022-12-20T00:32:47.0Z,1,REGULAR,2pt,Jump Shot,[],1628374,92.72339027595268,17.647058823529413,1610612762,27,21,2022-12-20T00:32:53Z,1230000,False,-162.0,16.0,1,right,L. Markkanen 16' fadeaway Jump Shot (7 PTS) (N. Alexander-Walker 1 AST),"[1628374, 1629638]",1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,16.26,Made,,,,,7.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
128,PT00M50.40S,2022-12-20T00:33:13.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.521024967148489,51.225490196078425,1610612739,29,21,2022-12-20T00:33:20Z,1250000,False,-6.0,9.0,1,left,E. Mobley DUNK (2 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,2.0,,,,,,,,,,,,,
130,PT00M31.80S,2022-12-20T00:33:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,84.57621550591328,61.51960784313726,1610612762,29,21,2022-12-20T00:33:42Z,1270000,False,58.0,92.0,1,right,MISS R. Gay 10' fadeaway Shot,[200752],1610612762.0,UTA,fadeaway,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Right,10.9,Missed,,,,,,,,,,,,,,,,,,
131,PT00M28.50S,2022-12-20T00:33:39.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,29,21,2022-12-20T00:33:42Z,1280000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Right,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT00M07.60S,2022-12-20T00:34:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,6.521024967148489,50.245098039215684,1610612739,29,21,2022-12-20T00:34:06Z,1290000,False,-1.0,9.0,1,left,MISS C. Osman cutting Layup,[1626224],1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
133,PT00M04.80S,2022-12-20T00:34:03.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,29,21,2022-12-20T00:34:06Z,1300000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT00M03.70S,2022-12-20T00:34:06.6Z,1,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612762,29,21,2022-12-20T00:35:07Z,1310000,False,,,0,,C. LeVert transition take personal FOUL (1 PF) (Markkanen 1 FT),"[1627747, 1628374]",1610612739.0,CLE,transition take,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,,1.0,0.0,Markkanen,1628374.0,,
136,PT00M03.70S,2022-12-20T00:34:14.4Z,1,REGULAR,substitution,out,[],201567,,,1610612762,29,21,2022-12-20T00:34:22Z,1330000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M03.70S,2022-12-20T00:34:14.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612762,29,21,2022-12-20T00:34:22Z,1340000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M03.70S,2022-12-20T00:34:14.4Z,1,REGULAR,substitution,in,[],1630171,,,1610612762,29,21,2022-12-20T00:34:22Z,1350000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M03.70S,2022-12-20T00:34:14.4Z,1,REGULAR,substitution,in,[],1628386,,,1610612762,29,21,2022-12-20T00:34:22Z,1360000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M03.70S,2022-12-20T00:35:08.6Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,29,21,2022-12-20T00:35:08Z,1380000,False,,,0,,MISS L. Markkanen transition take Free Throw 1 of 1,[1628374],1610612762.0,UTA,transition take,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT00M03.70S,2022-12-20T00:35:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,29,21,2022-12-20T00:35:11Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
143,PT00M01.10S,2022-12-20T00:35:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,63.02562417871223,67.64705882352942,1610612762,29,21,2022-12-20T00:35:35Z,1400000,False,88.0,295.0,1,right,MISS M. Beasley 30' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,30.8,Missed,,,,,,,,,,,,,,,,,,
144,PT00M01.10S,2022-12-20T00:35:26.1Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,29,21,2022-12-20T00:35:35Z,1410000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT00M00.00S,2022-12-20T00:35:31.0Z,1,REGULAR,period,end,[],0,,,1610612739,29,21,2022-12-20T00:35:31Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,29,21,2022-12-20T00:38:12Z,1430000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,29,21,2022-12-20T00:38:12Z,1440000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612739,29,21,2022-12-20T00:38:12Z,1450000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,out,['startperiod'],200752,,,1610612739,29,21,2022-12-20T00:38:12Z,1460000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612739,29,21,2022-12-20T00:38:12Z,1470000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612739,29,21,2022-12-20T00:38:12Z,1480000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,in,['startperiod'],1631323,,,1610612739,29,21,2022-12-20T00:38:12Z,1490000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-12-20T00:35:41.1Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612739,29,21,2022-12-20T00:38:12Z,1500000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-20T00:38:22.3Z,2,REGULAR,period,start,[],0,,,1610612762,29,21,2022-12-20T00:38:22Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M54.00S,2022-12-20T00:38:30.7Z,2,REGULAR,foul,offensive,[],1628374,,,1610612762,29,21,2022-12-20T00:39:17Z,1520000,False,,,0,,L. Markkanen offensive FOUL (1 PF),"[1628374, 1629636]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202901.0,,,,1.0,0.0,Garland,1629636.0,,
157,PT11M54.00S,2022-12-20T00:38:30.7Z,2,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,29,21,2022-12-20T00:38:30Z,1540000,False,,,0,,L. Markkanen offensive foul TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202901.0,1.0,,,,,,,,
158,PT11M42.00S,2022-12-20T00:38:53.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201567,32.40801576872536,59.55882352941176,1610612739,29,21,2022-12-20T00:38:58Z,1550000,False,-48.0,252.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
159,PT11M39.00S,2022-12-20T00:38:56.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612762,29,21,2022-12-20T00:38:58Z,1560000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT11M37.00S,2022-12-20T00:39:02.7Z,2,REGULAR,foul,personal,['2freethrow'],201567,,,1610612762,29,21,2022-12-20T00:39:10Z,1570000,False,,,0,,K. Love shooting personal FOUL (1 PF) (Markkanen 2 FT),"[201567, 1628374]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1162.0,,,,1.0,0.0,Markkanen,1628374.0,,
162,PT11M37.00S,2022-12-20T00:39:26.1Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,29,22,2022-12-20T00:39:26Z,1590000,False,,,0,,L. Markkanen Free Throw 1 of 2 (8 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
163,PT11M37.00S,2022-12-20T00:39:42.1Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,29,23,2022-12-20T00:39:42Z,1600000,False,,,0,,L. Markkanen Free Throw 2 of 2 (9 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
165,PT11M19.00S,2022-12-20T00:40:16.0Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,29,23,2022-12-20T00:40:22Z,1620000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1629659]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Horton-Tucker,1629659.0
166,PT11M19.00S,2022-12-20T00:40:16.0Z,2,REGULAR,steal,,[],1629659,,,1610612762,29,23,2022-12-20T00:41:18Z,1630000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
167,PT11M12.00S,2022-12-20T00:40:23.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,93.64323258869908,50.98039215686274,1610612762,29,23,2022-12-20T00:40:29Z,1640000,False,5.0,7.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612762.0,UTA,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
168,PT11M09.00S,2022-12-20T00:40:26.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,29,23,2022-12-20T00:40:29Z,1650000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,,
169,PT11M04.00S,2022-12-20T00:40:30.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629636,17.427726675427067,49.50980392156863,1610612739,31,23,2022-12-20T00:40:43Z,1660000,False,2.0,111.0,1,left,D. Garland 11' fadeaway Jump Shot (10 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,11.13,Made,,,,,10.0,,,,,,,,,,,,,
170,PT10M50.00S,2022-12-20T00:40:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,94.30026281208936,48.77450980392157,1610612762,31,25,2022-12-20T00:40:50Z,1670000,False,-6.0,1.0,1,right,T. Horton-Tucker Layup (2 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,2.0,,,,,,,,,,,,,
171,PT10M29.00S,2022-12-20T00:41:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,7.046649145860711,50.0,1610612739,33,25,2022-12-20T00:41:12Z,1680000,False,0.0,14.0,1,left,C. Osman cutting Layup (2 PTS) (K. Love 1 AST),"[1626224, 201567]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,2.0,K. Love,201567.0,1.0,,,,,,,,,,
173,PT10M11.00S,2022-12-20T00:41:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,86.15308804204993,47.549019607843135,1610612762,33,25,2022-12-20T00:41:27Z,1700000,False,-12.0,78.0,1,right,MISS J. Vanderbilt 7' pullup Shot,[1629020],1610612762.0,UTA,pullup,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,,,,,,,,,,,,,,,,,
174,PT10M08.00S,2022-12-20T00:41:26.9Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,33,25,2022-12-20T00:41:27Z,1710000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,,,
